Gene	SUN.A.6.7.1.D2	SUN.A.6.8.1.D3	SUN.A.6.9.1.D4	SUN.A.7.13.1.F3	SUN.A.7.14.1.F4	Min	Max	Median	Mean	Std
FAM86A	5	4	3	4	1	1	5	4	3.4	1.51657508881031
FAM86B1	0	0	0	0	1	0	1	0	0.2	0.447213595499958
FAM86B2	0	0	0	0	0	0	0	0	0	0
FAM86B3P	1	1	0	1	0	0	1	1	0.6	0.547722557505166
FAM86C1	1	3	3	8	1	1	8	3	3.2	2.86356421265527
FAM86C2P	1	0	0	2	3	0	3	1	1.2	1.30384048104053
FAM86DP	1	1	1	2	1	1	2	1	1.2	0.447213595499958
FAM86EP	5	5	4	4	2	2	5	4	4	1.22474487139159
FAM86FP	3	3	2	1	0	0	3	2	1.8	1.30384048104053
FAM86HP	0	0	0	0	1	0	1	0	0.2	0.447213595499958
FAM86JP	0	0	0	1	0	0	1	0	0.2	0.447213595499958
FAM87B	5	0	0	2	0	0	5	0	1.4	2.19089023002066
FAM89A	1	4	2	3	4	1	4	3	2.8	1.30384048104053
FAM89B	28	11	19	10	9	9	28	11	15.4	8.08084154033477
FAM8A1	25	18	20	16	20	16	25	20	19.8	3.3466401061363
FAM90A1	0	0	0	0	0	0	0	0	0	0
FAM90A25P	0	0	0	1	0	0	1	0	0.2	0.447213595499958
FAM90A27P	0	0	0	0	0	0	0	0	0	0
FAM91A1	43	24	18	15	18	15	43	18	23.6	11.3269589917153
FAM92A1	34	29	29	26	23	23	34	29	28.2	4.08656334834051
FAM92A1P2	7	3	3	6	3	3	7	3	4.4	1.94935886896179
FAM92B	0	0	0	0	0	0	0	0	0	0
FAM95B1	0	0	0	0	0	0	0	0	0	0
FAM95C	0	0	0	0	0	0	0	0	0	0
FAM96A	70	38	55	44	44	38	70	44	50.2	12.6570138658374
FAM96B	100	53	77	82	60	53	100	77	74.4	18.6091375404665
FAM98A	144	97	90	72	69	69	144	90	94.4	30.1380158603714
FAM98B	10	5	9	9	9	5	10	9	8.4	1.94935886896179
FAM98C	4	1	0	0	2	0	4	1	1.4	1.67332005306815
FAM9C	0	0	1	0	0	0	1	0	0.2	0.447213595499958
FAN1	13	6	8	9	12	6	13	9	9.6	2.88097205817759
FANCA	0	0	0	0	0	0	0	0	0	0
FANCB	4	1	4	2	1	1	4	2	2.4	1.51657508881031
FANCC	5	1	4	3	1	1	5	3	2.8	1.78885438199983
FANCD2	7	5	6	9	6	5	9	6	6.6	1.51657508881031
FANCE	0	1	1	3	1	0	3	1	1.2	1.09544511501033
FANCF	9	8	7	3	10	3	10	8	7.4	2.70185121722126
FANCG	2	2	4	4	2	2	4	2	2.8	1.09544511501033
FANCI	4	3	2	5	4	2	5	4	3.6	1.14017542509914
FANCL	5	3	6	7	6	3	7	6	5.4	1.51657508881031
FANCM	3	5	2	3	6	2	6	3	3.8	1.6431676725155
FANK1	17	18	8	12	18	8	18	17	14.6	4.4497190922574
FAP	453	299	277	237	266	237	453	277	306.4	84.9399788085681
FAR1	30	27	30	23	22	22	30	27	26.4	3.78153408023781
FAR2	2	2	2	0	1	0	2	2	1.4	0.894427190999916
FARP1	21	17	20	26	25	17	26	21	21.8	3.70135110466435
FARP2	5	7	6	3	10	3	10	6	6.2	2.58843582110896
FARS2	23	17	18	27	21	17	27	21	21.2	4.02492235949962
FARSA	18	14	18	14	17	14	18	17	16.2	2.04939015319192
FARSB	103	73	59	58	66	58	103	66	71.8	18.4580605698432
FAS	78	57	47	58	79	47	79	58	63.8	14.0960987510729
FAS-AS1	3	2	1	0	2	0	3	2	1.6	1.14017542509914
FASN	0	1	1	3	3	0	3	1	1.6	1.34164078649987
FASTK	3	4	9	2	6	2	9	4	4.8	2.77488738510232
FASTKD1	7	8	8	9	8	7	9	8	8	0.707106781186548
FASTKD2	87	42	39	39	39	39	87	39	49.2	21.1707345172528
FASTKD3	20	16	16	18	16	16	20	16	17.2	1.78885438199983
FASTKD5	18	5	19	13	12	5	19	13	13.4	5.59464029227975
FAT1	75	58	62	74	58	58	75	62	65.4	8.47348806572595
FAT2	0	0	0	0	0	0	0	0	0	0
FAT3	6	2	1	1	2	1	6	2	2.4	2.07364413533277
FAT4	34	18	22	23	19	18	34	22	23.2	6.37965516309463
FAU	1088	704	713	889	905	704	1088	889	859.8	158.740983995942
FAXC	1	0	0	1	0	0	1	0	0.4	0.547722557505166
FAXDC2	5	9	9	12	7	5	12	9	8.4	2.60768096208106
FBF1	0	0	0	0	1	0	1	0	0.2	0.447213595499958
FBL	21	23	20	25	23	20	25	23	22.4	1.94935886896179
FBLIM1	78	57	65	71	68	57	78	68	67.8	7.72657750883274
FBLL1	2	0	1	4	1	0	4	1	1.6	1.51657508881031
FBLN1	39	36	37	34	37	34	39	37	36.6	1.8165902124585
FBLN2	131	85	87	162	181	85	181	131	129.2	43.2920315993602
FBLN5	343	284	298	235	250	235	343	284	282	42.4676347351721
FBLN7	3	2	1	5	3	1	5	3	2.8	1.48323969741913
FBN1	1132	852	814	974	772	772	1132	852	908.8	145.771053367944
FBN2	3	2	3	1	0	0	3	2	1.8	1.30384048104053
FBP1	0	0	0	0	0	0	0	0	0	0
FBP2	0	0	0	0	0	0	0	0	0	0
FBRS	1	2	9	4	3	1	9	3	3.8	3.11448230047949
FBRSL1	2	1	3	1	2	1	3	2	1.8	0.836660026534076
FBXL12	9	7	4	3	8	3	9	7	6.2	2.58843582110896
FBXL13	18	14	11	11	20	11	20	14	14.8	4.08656334834051
FBXL14	0	0	0	1	0	0	1	0	0.2	0.447213595499958
FBXL15	6	5	4	5	2	2	6	5	4.4	1.51657508881031
FBXL16	1	1	1	0	1	0	1	1	0.8	0.447213595499958
FBXL17	7	10	5	13	10	5	13	10	9	3.08220700148449
FBXL18	24	17	20	15	18	15	24	18	18.8	3.42052627529741
FBXL19	0	0	0	0	0	0	0	0	0	0
FBXL19-AS1	10	4	3	2	9	2	10	4	5.6	3.64691650576209
FBXL2	18	19	14	12	15	12	19	15	15.6	2.88097205817759
FBXL20	50	50	55	51	46	46	55	50	50.4	3.20936130717624
FBXL21	0	0	0	0	0	0	0	0	0	0
FBXL22	0	1	1	0	0	0	1	0	0.4	0.547722557505166
FBXL3	25	13	18	21	8	8	25	18	17	6.67083203206317
FBXL4	8	9	8	15	14	8	15	9	10.8	3.42052627529741
FBXL5	46	34	32	42	50	32	50	42	40.8	7.69415362466854
FBXL6	2	2	2	2	0	0	2	2	1.6	0.894427190999916
FBXL7	15	8	12	14	13	8	15	13	12.4	2.70185121722126
FBXL8	0	0	0	0	1	0	1	0	0.2	0.447213595499958
FBXO10	3	1	0	0	1	0	3	1	1	1.22474487139159
FBXO11	17	14	20	16	21	14	21	17	17.6	2.88097205817759
FBXO15	0	1	0	0	0	0	1	0	0.2	0.447213595499958
FBXO16	6	8	2	2	3	2	8	3	4.2	2.68328157299975
FBXO17	67	39	41	45	36	36	67	41	45.6	12.401612798342
FBXO18	19	6	14	21	14	6	21	14	14.8	5.80517010948
FBXO2	0	0	0	0	0	0	0	0	0	0
FBXO21	52	33	49	41	42	33	52	42	43.4	7.43639697703128
FBXO22	20	22	14	7	16	7	22	16	15.8	5.84807660688538
FBXO24	0	0	0	0	0	0	0	0	0	0
FBXO25	24	10	20	9	15	9	24	15	15.6	6.42650760522385
FBXO27	10	11	13	17	12	10	17	12	12.6	2.70185121722126
FBXO28	14	8	19	4	6	4	19	8	10.2	6.18061485614498
FBXO3	72	55	54	53	50	50	72	54	56.8	8.70057469366248
FBXO30	12	9	12	6	12	6	12	12	10.2	2.68328157299975
FBXO31	3	3	2	5	1	1	5	3	2.8	1.48323969741913
FBXO32	183	131	132	89	104	89	183	131	127.8	35.8706007755655
FBXO33	12	10	9	8	7	7	12	9	9.2	1.92353840616713
FBXO34	12	11	8	13	7	7	13	11	10.2	2.58843582110896
FBXO36	18	9	7	7	9	7	18	9	10	4.58257569495584
FBXO38	41	24	25	24	21	21	41	24	27	7.96868872525461
FBXO39	2	0	0	0	0	0	2	0	0.4	0.894427190999916
FBXO4	9	6	4	9	8	4	9	8	7.2	2.16794833886788
FBXO40	2	0	1	1	3	0	3	1	1.4	1.14017542509914
FBXO41	1	2	1	0	0	0	2	1	0.8	0.836660026534076
FBXO42	15	8	16	14	10	8	16	14	12.6	3.43511280746353
FBXO43	0	0	0	0	0	0	0	0	0	0
FBXO44	4	3	3	5	4	3	5	4	3.8	0.836660026534076
FBXO45	20	5	13	25	20	5	25	20	16.6	7.76530746332687
FBXO46	5	8	2	2	7	2	8	5	4.8	2.77488738510232
FBXO48	7	4	4	3	6	3	7	4	4.8	1.6431676725155
FBXO5	13	5	8	7	3	3	13	7	7.2	3.76828873628335
FBXO6	23	7	12	11	21	7	23	12	14.8	6.87022561492707
FBXO7	76	52	36	53	26	26	76	52	48.6	19.0473095212946
FBXO8	27	24	24	20	18	18	27	24	22.6	3.57770876399966
FBXO9	38	28	25	24	39	24	39	28	30.8	7.19027120489902
FBXW10	0	0	0	0	0	0	0	0	0	0
FBXW11	23	10	22	12	13	10	23	13	16	6.04152298679729
FBXW12	0	0	0	0	0	0	0	0	0	0
FBXW2	31	30	32	32	26	26	32	31	30.2	2.48997991959775
FBXW4	10	7	10	9	9	7	10	9	9	1.22474487139159
FBXW4P1	1	0	0	0	1	0	1	0	0.4	0.547722557505166
FBXW5	29	17	19	23	19	17	29	19	21.4	4.77493455452533
FBXW7	32	15	14	9	23	9	32	15	18.6	9.01665126307988
FBXW8	11	6	9	8	15	6	15	9	9.8	3.42052627529741
FBXW9	1	1	3	4	3	1	4	3	2.4	1.34164078649987
FCAMR	0	0	0	0	0	0	0	0	0	0
FCAR	36	24	45	38	30	24	45	36	34.6	7.98749021908634
FCER1A	0	0	0	0	0	0	0	0	0	0
FCER1G	3	0	0	0	0	0	3	0	0.6	1.34164078649987
FCER2	0	0	0	0	0	0	0	0	0	0
FCF1	37	18	38	38	34	18	38	37	33	8.54400374531753
FCGBP	0	1	0	0	0	0	1	0	0.2	0.447213595499958
FCGR1B	0	0	0	0	0	0	0	0	0	0
FCGR2A	0	1	0	0	0	0	1	0	0.2	0.447213595499958
FCGR2B	0	0	0	0	0	0	0	0	0	0
FCGR2C	0	0	0	0	0	0	0	0	0	0
FCGRT	249	120	155	139	117	117	249	139	156	54.2125446737192
FCHO1	0	0	0	0	0	0	0	0	0	0
FCHO2	29	19	23	12	21	12	29	21	20.8	6.18061485614498
FCHSD1	3	0	0	0	3	0	3	0	1.2	1.6431676725155
FCHSD2	18	13	10	12	18	10	18	13	14.2	3.63318042491699
FCN3	0	1	0	0	0	0	1	0	0.2	0.447213595499958
FCRL2	0	0	0	0	0	0	0	0	0	0
FCRL6	0	0	0	0	0	0	0	0	0	0
FCRLA	0	0	0	0	0	0	0	0	0	0
FCRLB	0	1	0	1	0	0	1	0	0.4	0.547722557505166
FDFT1	36	24	23	19	18	18	36	23	24	7.17635004720366
FDPS	122	83	106	63	68	63	122	83	88.4	25.1455761516812
FDPSP2	18	6	26	16	13	6	26	16	15.8	7.29383301152419
FDX1	13	11	6	12	9	6	13	11	10.2	2.77488738510232
FDX1L	17	6	8	12	11	6	17	11	10.8	4.20713679359253
FDXACB1	9	6	5	7	8	5	9	7	7	1.58113883008419
FDXR	7	4	5	1	4	1	7	4	4.2	2.16794833886788
FECH	24	15	18	20	14	14	24	18	18.2	4.02492235949962
FEM1A	11	8	17	10	14	8	17	11	12	3.53553390593274
FEM1B	7	3	5	0	3	0	7	3	3.6	2.60768096208106
FEM1C	12	10	10	13	15	10	15	12	12	2.12132034355964
FEN1	19	23	21	14	15	14	23	19	18.4	3.84707681233427
FENDRR	4	2	1	4	6	1	6	4	3.4	1.94935886896179
FER	50	31	45	41	43	31	50	43	42	7
FER1L5	0	0	0	0	0	0	0	0	0	0
FERMT1	4	2	7	4	1	1	7	4	3.6	2.30217288664427
FERMT2	154	110	128	104	107	104	154	110	120.6	20.8758233370567
FERMT3	9	8	8	9	5	5	9	8	7.8	1.6431676725155
FES	0	0	1	0	0	0	1	0	0.2	0.447213595499958
FETUB	0	0	0	0	0	0	0	0	0	0
FEZ1	86	48	45	48	49	45	86	48	55.2	17.2829395647847
FEZ2	66	44	52	44	51	44	66	51	51.4	8.98888202169769
FFAR2	1	1	1	0	0	0	1	1	0.6	0.547722557505166
FFAR4	3	1	4	2	1	1	4	2	2.2	1.30384048104053
FGB	14	3	6	5	10	3	14	6	7.6	4.39317652729776
FGD1	0	1	1	1	1	0	1	1	0.8	0.447213595499958
FGD2	0	0	0	0	0	0	0	0	0	0
FGD4	7	2	4	8	6	2	8	6	5.4	2.40831891575846
FGD5	0	1	0	0	2	0	2	0	0.6	0.894427190999916
FGD5-AS1	106	81	72	70	74	70	106	74	80.6	14.7918896696805
FGD5P1	0	1	4	1	1	0	4	1	1.4	1.51657508881031
FGD6	13	8	7	5	2	2	13	7	7	4.06201920231798
FGF1	14	6	13	5	3	3	14	6	8.2	4.96990945591567
FGF11	1	0	2	2	0	0	2	1	1	1
FGF12	0	0	0	0	0	0	0	0	0	0
FGF13	3	1	0	2	0	0	3	1	1.2	1.30384048104053
FGF13-AS1	0	0	0	0	0	0	0	0	0	0
FGF14	24	14	34	18	18	14	34	18	21.6	7.79743547584717
FGF14-AS2	1	0	1	1	0	0	1	1	0.6	0.547722557505166
FGF18	1	1	2	0	0	0	2	1	0.8	0.836660026534076
FGF2	35	27	32	29	24	24	35	29	29.4	4.27784992724149
FGF5	12	1	9	9	7	1	12	9	7.6	4.09878030638384
FGF7	863	632	636	670	769	632	863	670	714	99.962492966112
FGF9	0	1	0	0	0	0	1	0	0.2	0.447213595499958
FGFBP2	0	0	0	0	0	0	0	0	0	0
FGFBP3	0	0	0	0	0	0	0	0	0	0
FGFR1	108	55	70	80	74	55	108	74	77.4	19.4370779696949
FGFR1OP	4	2	3	2	5	2	5	3	3.2	1.30384048104053
FGFR1OP2	113	91	86	73	95	73	113	91	91.6	14.5533501297811
FGFR2	19	7	9	14	13	7	19	13	12.4	4.6690470119715
FGFR3	0	0	0	1	1	0	1	0	0.4	0.547722557505166
FGFRL1	17	8	8	18	16	8	18	16	13.4	4.97995983919549
FGG	0	0	0	0	0	0	0	0	0	0
FGGY	12	8	9	8	8	8	12	8	9	1.73205080756888
FGL2	13	9	8	6	9	6	13	9	9	2.54950975679639
FGR	0	0	0	0	0	0	0	0	0	0
FH	142	97	102	77	92	77	142	97	102	24.2383992870816
FHAD1	3	1	0	0	2	0	3	1	1.2	1.30384048104053
FHDC1	10	1	3	2	6	1	10	3	4.4	3.64691650576209
FHIT	1	0	1	3	1	0	3	1	1.2	1.09544511501033
FHL1	141	97	84	79	81	79	141	84	96.4	25.8998069490875
FHL2	210	162	168	174	171	162	210	171	177	18.9736659610103
FHL3	13	11	6	8	13	6	13	11	10.2	3.11448230047949
FHOD1	6	3	3	6	1	1	6	3	3.8	2.16794833886788
FHOD3	7	6	7	10	6	6	10	7	7.2	1.6431676725155
FIBCD1	2	1	0	0	3	0	3	1	1.2	1.30384048104053
FIBIN	27	20	18	21	37	18	37	21	24.6	7.70064932327138
FIBP	203	147	128	129	120	120	203	129	145.4	33.6793705404362
FICD	12	5	8	2	13	2	13	8	8	4.63680924774785
FIG4	18	10	20	20	16	10	20	18	16.8	4.14728827066554
FIGF	0	0	0	0	0	0	0	0	0	0
FIGN	8	4	4	3	1	1	8	4	4	2.54950975679639
FIGNL1	6	5	9	6	4	4	9	6	6	1.87082869338697
FIGNL2	0	0	0	0	0	0	0	0	0	0
FILIP1	12	6	5	6	3	3	12	6	6.4	3.36154726279432
FILIP1L	177	116	112	102	142	102	177	116	129.8	30.2357404407433
FIP1L1	31	28	32	29	15	15	32	29	27	6.89202437604511
FIS1	491	356	414	327	319	319	491	356	381.4	71.7168041675032
FITM1	0	0	0	0	0	0	0	0	0	0
FITM2	0	0	0	0	0	0	0	0	0	0
FIZ1	3	3	4	3	1	1	4	3	2.8	1.09544511501033
FJX1	11	5	10	9	13	5	13	10	9.6	2.96647939483827
FKBP10	24	14	20	25	21	14	25	21	20.8	4.32434966208793
FKBP11	435	236	279	191	199	191	435	236	268	99.6544028129214
FKBP14	204	151	173	136	152	136	204	152	163.2	26.3381852070335
FKBP15	44	26	18	31	25	18	44	26	28.8	9.67987603226405
FKBP1A	314	232	202	183	191	183	314	202	224.4	53.4256492707389
FKBP1AP1	1	2	3	2	4	1	4	2	2.4	1.14017542509914
FKBP1B	7	8	5	5	5	5	8	5	6	1.4142135623731
FKBP2	50	31	72	28	30	28	72	31	42.2	18.8732615093417
FKBP3	252	145	150	157	155	145	252	155	171.8	45.0743829685998
FKBP4	13	13	7	14	11	7	14	13	11.6	2.79284800875379
FKBP5	12	9	17	3	13	3	17	12	10.8	5.21536192416212
FKBP6	0	0	0	0	0	0	0	0	0	0
FKBP7	204	138	132	136	129	129	204	136	147.8	31.6101249602086
FKBP8	7	1	3	4	4	1	7	4	3.8	2.16794833886788
FKBP9	54	39	40	24	34	24	54	39	38.2	10.8719823399415
FKBP9L	1	0	1	4	2	0	4	1	1.6	1.51657508881031
FKBPL	9	6	7	5	10	5	10	7	7.4	2.07364413533277
FKRP	9	12	9	4	11	4	12	9	9	3.08220700148449
FKSG29	0	0	0	0	0	0	0	0	0	0
FKTN	27	8	14	17	12	8	27	14	15.6	7.16240183178799
FLAD1	25	11	15	17	8	8	25	15	15.2	6.49615270756469
FLCN	22	9	16	14	10	9	22	14	14.2	5.21536192416212
FLG	1	0	1	1	0	0	1	1	0.6	0.547722557505166
FLG-AS1	2	0	1	1	2	0	2	1	1.2	0.836660026534076
FLG2	2	1	4	5	6	1	6	4	3.6	2.07364413533277
FLI1	12	5	5	7	6	5	12	6	7	2.91547594742265
FLI1-AS1	0	0	1	0	0	0	1	0	0.2	0.447213595499958
FLII	34	22	23	19	15	15	34	22	22.6	7.09224929059886
FLJ10038	11	3	3	3	11	3	11	3	6.2	4.38178046004133
FLJ11235	0	0	0	0	0	0	0	0	0	0
FLJ12825	4	5	3	7	4	3	7	4	4.6	1.51657508881031
FLJ13197	6	6	3	6	5	3	6	6	5.2	1.30384048104053
FLJ13224	0	0	0	0	1	0	1	0	0.2	0.447213595499958
FLJ14186	0	0	0	0	1	0	1	0	0.2	0.447213595499958
FLJ16171	0	0	0	0	0	0	0	0	0	0
FLJ16779	0	0	0	0	0	0	0	0	0	0
FLJ20021	3	0	3	5	2	0	5	3	2.6	1.81659021245849
FLJ20518	0	0	0	0	0	0	0	0	0	0
FLJ21408	1	1	3	1	2	1	3	1	1.6	0.894427190999916
FLJ22184	0	0	0	0	0	0	0	0	0	0
FLJ22447	2	3	4	2	3	2	4	3	2.8	0.836660026534076
FLJ23867	0	4	2	1	1	0	4	1	1.6	1.51657508881031
FLJ25363	0	0	0	1	0	0	1	0	0.2	0.447213595499958
FLJ25758	0	0	0	0	0	0	0	0	0	0
FLJ26850	1	0	1	1	0	0	1	1	0.6	0.547722557505166
FLJ27354	0	0	0	0	0	0	0	0	0	0
FLJ30403	8	9	5	10	9	5	10	9	8.2	1.92353840616713
FLJ30679	0	0	0	0	0	0	0	0	0	0
FLJ30838	5	1	8	0	4	0	8	4	3.6	3.20936130717624
FLJ31104	9	5	6	12	10	5	12	9	8.4	2.88097205817759
FLJ31306	54	23	35	44	24	23	54	35	36	13.2476412994918
FLJ31662	0	0	0	0	0	0	0	0	0	0
FLJ31813	3	5	3	1	2	1	5	3	2.8	1.48323969741913
FLJ33360	0	0	1	1	0	0	1	0	0.4	0.547722557505166
FLJ33534	0	0	0	0	0	0	0	0	0	0
FLJ33630	11	8	14	10	10	8	14	10	10.6	2.19089023002066
FLJ34503	0	0	0	2	0	0	2	0	0.4	0.894427190999916
FLJ35024	14	17	14	13	15	13	17	14	14.6	1.51657508881031
FLJ35282	3	2	2	0	5	0	5	2	2.4	1.81659021245849
FLJ36000	0	0	0	0	0	0	0	0	0	0
FLJ36777	3	2	5	2	1	1	5	2	2.6	1.51657508881031
FLJ37035	0	0	0	0	1	0	1	0	0.2	0.447213595499958
FLJ37201	0	1	0	0	0	0	1	0	0.2	0.447213595499958
FLJ37453	9	3	3	6	3	3	9	3	4.8	2.68328157299975
FLJ37505	0	0	0	0	0	0	0	0	0	0
FLJ37644	1	0	1	0	1	0	1	1	0.6	0.547722557505166
FLJ38576	0	0	0	0	0	0	0	0	0	0
FLJ39739	1	0	1	1	3	0	3	1	1.2	1.09544511501033
FLJ41200	8	5	6	7	6	5	8	6	6.4	1.14017542509914
FLJ41941	4	1	7	7	3	1	7	4	4.4	2.60768096208106
FLJ42102	12	16	13	10	17	10	17	13	13.6	2.88097205817759
FLJ42351	0	1	1	1	0	0	1	1	0.6	0.547722557505166
FLJ42393	0	1	0	0	0	0	1	0	0.2	0.447213595499958
FLJ42627	15	6	5	7	7	5	15	7	8	4
FLJ42875	0	0	0	0	0	0	0	0	0	0
FLJ42969	0	0	0	0	0	0	0	0	0	0
FLJ43315	0	0	0	0	0	0	0	0	0	0
FLJ43663	4	1	1	3	1	1	4	1	2	1.4142135623731
FLJ43681	5	5	9	5	6	5	9	5	6	1.73205080756888
FLJ43879	0	1	0	1	1	0	1	1	0.6	0.547722557505166
FLJ44313	0	0	0	0	0	0	0	0	0	0
FLJ44511	1	0	0	1	1	0	1	1	0.6	0.547722557505166
FLJ44635	1	0	1	2	0	0	2	1	0.8	0.836660026534076
FLJ45079	0	0	0	0	0	0	0	0	0	0
FLJ45340	12	4	8	5	10	4	12	8	7.8	3.3466401061363
FLJ45513	0	0	0	0	0	0	0	0	0	0
FLJ45974	0	0	0	0	0	0	0	0	0	0
FLJ46361	1	1	0	1	2	0	2	1	1	0.707106781186548
FLJ46906	2	1	1	2	5	1	5	2	2.2	1.6431676725155
FLNA	98	77	96	52	49	49	98	77	74.4	23.3302378899145
FLNB	37	11	28	27	35	11	37	28	27.6	10.2371871136558
FLNC	35	19	23	21	18	18	35	21	23.2	6.87022561492707
FLOT1	25	8	21	18	22	8	25	21	18.8	6.53452370108182
FLOT2	22	20	16	23	16	16	23	20	19.4	3.286335345031
FLRT1	0	0	0	0	0	0	0	0	0	0
FLRT2	4	1	5	6	6	1	6	5	4.4	2.07364413533277
FLRT3	0	0	0	0	0	0	0	0	0	0
FLT1	3	5	3	7	8	3	8	5	5.2	2.28035085019828
FLT3	0	0	0	0	0	0	0	0	0	0
FLT3LG	0	0	1	0	0	0	1	0	0.2	0.447213595499958
FLT4	1	0	1	0	0	0	1	0	0.4	0.547722557505166
FLVCR1	14	10	10	13	12	10	14	12	11.8	1.78885438199983
FLVCR1-AS1	6	3	3	1	5	1	6	3	3.6	1.94935886896179
FLVCR2	0	1	0	0	0	0	1	0	0.2	0.447213595499958
FLYWCH1	7	0	1	1	9	0	9	1	3.6	4.09878030638384
FLYWCH2	3	1	2	2	1	1	3	2	1.8	0.836660026534076
FMN1	18	5	15	11	12	5	18	12	12.2	4.86826457785523
FMN2	2	4	5	1	0	0	5	2	2.4	2.07364413533277
FMNL1	0	1	0	0	0	0	1	0	0.2	0.447213595499958
FMNL2	23	17	25	12	25	12	25	23	20.4	5.72712842531054
FMNL3	18	10	14	17	12	10	18	14	14.2	3.3466401061363
FMO1	0	0	0	0	1	0	1	0	0.2	0.447213595499958
FMO2	22	29	19	21	34	19	34	22	25	6.28490254498827
FMO3	0	3	2	2	4	0	4	2	2.2	1.48323969741913
FMO4	6	1	7	6	4	1	7	6	4.8	2.38746727726266
FMO5	0	5	2	2	1	0	5	2	2	1.87082869338697
FMO6P	0	0	0	0	0	0	0	0	0	0
FMOD	176	147	172	155	131	131	176	155	156.2	18.4580605698432
FMR1	32	17	34	16	21	16	34	21	24	8.45576726264388
FMR1-AS1	0	0	0	0	0	0	0	0	0	0
FMR1NB	0	0	0	0	0	0	0	0	0	0
FN1	7786	5176	4883	6268	5807	4883	7786	5807	5984	1142.83135238757
FN3K	0	0	0	0	0	0	0	0	0	0
FN3KRP	8	2	11	6	6	2	11	6	6.6	3.286335345031
FNBP1	45	33	31	30	34	30	45	33	34.6	6.02494813255683
FNBP1L	20	17	25	21	21	17	25	21	20.8	2.86356421265527
FNBP4	39	25	21	25	23	21	39	25	26.6	7.12741187248218
FNDC1	70	70	57	75	78	57	78	70	70	8.03118920210451
FNDC3A	67	46	64	59	51	46	67	59	57.4	8.79204185613331
FNDC3B	214	135	136	126	119	119	214	135	146	38.6458277178792
FNDC4	6	8	3	6	3	3	8	6	5.2	2.16794833886788
FNDC5	4	2	4	1	1	1	4	2	2.4	1.51657508881031
FNDC7	0	1	0	0	0	0	1	0	0.2	0.447213595499958
FNIP1	57	24	30	24	24	24	57	24	31.8	14.324803663576
FNIP2	20	18	21	11	17	11	21	18	17.4	3.91152144312159
FNTA	49	51	48	33	28	28	51	48	41.8	10.5214067500501
FNTB	2	1	0	0	0	0	2	0	0.6	0.894427190999916
FOCAD	12	6	15	17	6	6	17	12	11.2	5.06951674225463
FOLH1	0	1	0	0	0	0	1	0	0.2	0.447213595499958
FOLR1	1	0	0	2	0	0	2	0	0.6	0.894427190999916
FOLR2	0	0	0	0	1	0	1	0	0.2	0.447213595499958
FOLR3	0	0	0	0	0	0	0	0	0	0
FOLR4	0	0	0	0	0	0	0	0	0	0
FOPNL	116	66	83	76	78	66	116	78	83.8	19.0315527480025
FOS	10	3	8	7	3	3	10	7	6.2	3.11448230047949
FOSB	0	2	1	3	4	0	4	2	2	1.58113883008419
FOSL1	3	3	3	3	4	3	4	3	3.2	0.447213595499958
FOSL2	3	3	1	2	1	1	3	2	2	1
FOXA1	0	0	0	0	0	0	0	0	0	0
FOXC1	7	6	7	5	10	5	10	7	7	1.87082869338697
FOXC2	7	4	2	1	3	1	7	3	3.4	2.30217288664427
FOXD1	17	16	13	13	14	13	17	14	14.6	1.81659021245849
FOXD2	1	0	0	0	0	0	1	0	0.2	0.447213595499958
FOXD2-AS1	0	0	0	1	0	0	1	0	0.2	0.447213595499958
FOXD3	0	0	0	0	0	0	0	0	0	0
FOXD4	0	0	0	0	0	0	0	0	0	0
FOXE1	0	0	0	0	0	0	0	0	0	0
FOXE3	0	0	0	0	0	0	0	0	0	0
FOXF1	3	2	2	5	1	1	5	2	2.6	1.51657508881031
FOXF2	1	2	0	1	0	0	2	1	0.8	0.836660026534076
FOXG1	0	0	0	0	0	0	0	0	0	0
FOXJ2	10	8	9	15	8	8	15	9	10	2.91547594742265
FOXJ3	33	27	20	26	19	19	33	26	25	5.70087712549569
FOXK1	26	10	19	21	20	10	26	20	19.2	5.80517010948
FOXK2	20	13	12	15	15	12	20	15	15	3.08220700148449
FOXL1	2	1	0	1	1	0	2	1	1	0.707106781186548
FOXL2	0	0	0	0	0	0	0	0	0	0
FOXM1	1	1	0	0	0	0	1	0	0.4	0.547722557505166
FOXN2	36	22	22	15	18	15	36	22	22.6	8.04984471899924
FOXN3	43	29	33	33	37	29	43	33	35	5.29150262212918
FOXN3-AS1	1	1	0	1	3	0	3	1	1.2	1.09544511501033
FOXO1	39	22	27	30	26	22	39	27	28.8	6.37965516309463
FOXO3	18	14	19	15	13	13	19	15	15.8	2.58843582110896
FOXO3B	3	2	3	4	3	2	4	3	3	0.707106781186548
FOXO4	0	2	2	0	0	0	2	0	0.8	1.09544511501033
FOXP1	134	93	74	101	105	74	134	101	101.4	21.7784296954578
FOXP2	1	0	0	0	0	0	1	0	0.2	0.447213595499958
FOXP3	0	0	1	0	0	0	1	0	0.2	0.447213595499958
FOXP4	14	7	8	6	14	6	14	8	9.8	3.89871773792359
FOXRED1	7	7	7	5	1	1	7	7	5.4	2.60768096208106
FOXRED2	16	15	16	16	14	14	16	16	15.4	0.894427190999916
FOXS1	7	3	4	3	6	3	7	4	4.6	1.81659021245849
