Gene	SUN+ALE.A.7.19.1.F9	SUN+ALE.A.7.20.1.F10	SUN+ALE.A.8.14.1.G11	Min	Max	Median	Mean	Std
CSNK1A1	110	78	84	78	110	84	90.6666666666667	17.0098010962308
CSNK1A1L	0	0	0	0	0	0	0	0
CSNK1D	17	17	6	6	17	17	13.3333333333333	6.35085296108588
CSNK1E	77	90	81	77	90	81	82.6666666666667	6.65832811847939
CSNK1G1	12	23	12	12	23	12	15.6666666666667	6.35085296108588
CSNK1G2	8	6	2	2	8	6	5.33333333333333	3.05505046330389
CSNK1G2-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
CSNK1G3	15	14	21	14	21	15	16.6666666666667	3.78593889720018
CSNK2A1	63	79	61	61	79	63	67.6666666666667	9.8657657246325
CSNK2A2	10	8	5	5	10	8	7.66666666666667	2.51661147842358
CSNK2B	274	282	266	266	282	274	274	8
CSPG4	2	0	2	0	2	2	1.33333333333333	1.15470053837925
CSPG4P8	0	0	0	0	0	0	0	0
CSPG5	0	0	1	0	1	0	0.333333333333333	0.577350269189626
CSPP1	24	32	23	23	32	24	26.3333333333333	4.93288286231625
CSRNP1	6	2	6	2	6	6	4.66666666666667	2.3094010767585
CSRNP2	7	9	3	3	9	7	6.33333333333333	3.05505046330389
CSRNP3	0	0	0	0	0	0	0	0
CSRP1	362	347	359	347	362	359	356	7.93725393319377
CSRP2	81	74	78	74	81	78	77.6666666666667	3.51188458428425
CSRP2BP	13	10	0	0	13	10	7.66666666666667	6.80685928555405
CSRP3	0	0	0	0	0	0	0	0
CST2	0	0	0	0	0	0	0	0
CST3	61	57	56	56	61	57	58	2.64575131106459
CST6	2	3	4	2	4	3	3	1
CSTA	52	74	88	52	88	74	71.3333333333333	18.1475434517549
CSTB	191	219	216	191	219	216	208.666666666667	15.3731367434669
CSTF1	37	45	26	26	45	37	36	9.53939201416946
CSTF2	4	4	5	4	5	4	4.33333333333333	0.577350269189626
CSTF2T	25	29	21	21	29	25	25	4
CSTF3	26	32	27	26	32	27	28.3333333333333	3.21455025366432
CSTF3-AS1	6	4	4	4	6	4	4.66666666666667	1.15470053837925
CT45A5	0	0	0	0	0	0	0	0
CT62	0	0	0	0	0	0	0	0
CT64	0	0	0	0	0	0	0	0
CTAGE1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
CTAGE10P	0	0	0	0	0	0	0	0
CTAGE5	17	23	19	17	23	19	19.6666666666667	3.05505046330389
CTAGE6	0	0	0	0	0	0	0	0
CTAGE7P	0	0	0	0	0	0	0	0
CTAGE8	0	1	0	0	1	0	0.333333333333333	0.577350269189626
CTBP1	25	41	34	25	41	34	33.3333333333333	8.02080627701064
CTBP1-AS2	19	11	10	10	19	11	13.3333333333333	4.93288286231625
CTBP2	32	35	35	32	35	35	34	1.73205080756888
CTBS	9	20	12	9	20	12	13.6666666666667	5.68624070307733
CTC1	2	4	3	2	4	3	3	1
CTCF	14	17	17	14	17	17	16	1.73205080756888
CTCFL	1	1	1	1	1	1	1	0
CTDNEP1	16	22	15	15	22	16	17.6666666666667	3.78593889720018
CTDP1	1	2	3	1	3	2	2	1
CTDSP1	19	17	17	17	19	17	17.6666666666667	1.15470053837925
CTDSP2	55	64	44	44	64	55	54.3333333333333	10.0166528008778
CTDSPL	20	27	20	20	27	20	22.3333333333333	4.04145188432738
CTDSPL2	33	42	27	27	42	33	34	7.54983443527075
CTF1	1	5	1	1	5	1	2.33333333333333	2.3094010767585
CTGF	840	916	812	812	916	840	856	53.8144961882948
CTH	10	9	8	8	10	9	9	1
CTHRC1	88	86	73	73	88	86	82.3333333333333	8.14452781524708
CTIF	22	24	11	11	24	22	19	7
CTLA4	0	0	0	0	0	0	0	0
CTNNA1	227	260	218	218	260	227	235	22.113344387496
CTNNA3	0	0	0	0	0	0	0	0
CTNNAL1	52	63	38	38	63	52	51	12.5299640861417
CTNNB1	84	84	93	84	93	84	87	5.19615242270663
CTNNBIP1	5	5	2	2	5	5	4	1.73205080756888
CTNNBL1	48	55	38	38	55	48	47	8.54400374531753
CTNND1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
CTNND2	0	0	0	0	0	0	0	0
CTNS	5	7	8	5	8	7	6.66666666666667	1.52752523165195
CTPS1	20	21	21	20	21	21	20.6666666666667	0.577350269189626
CTPS2	3	3	4	3	4	3	3.33333333333333	0.577350269189626
CTR9	19	25	16	16	25	19	20	4.58257569495584
CTRB2	0	0	0	0	0	0	0	0
CTRL	0	0	0	0	0	0	0	0
CTSA	54	61	54	54	61	54	56.3333333333333	4.04145188432738
CTSB	192	249	207	192	249	207	216	29.5465734053883
CTSC	35	48	31	31	48	35	38	8.88819441731559
CTSD	124	124	156	124	156	124	134.666666666667	18.475208614068
CTSF	15	13	8	8	15	13	12	3.60555127546399
CTSH	2	3	4	2	4	3	3	1
CTSK	77	67	65	65	77	67	69.6666666666667	6.42910050732864
CTSL	88	113	94	88	113	94	98.3333333333333	13.0511813003013
CTSLP2	0	0	0	0	0	0	0	0
CTSO	4	4	6	4	6	4	4.66666666666667	1.15470053837925
CTSS	4	3	2	2	4	3	3	1
CTSV	1	2	1	1	2	1	1.33333333333333	0.577350269189626
CTSW	0	1	0	0	1	0	0.333333333333333	0.577350269189626
CTSZ	10	28	18	10	28	18	18.6666666666667	9.01849950564579
CTTN	138	151	160	138	160	151	149.666666666667	11.060440015358
CTTNBP2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
CTTNBP2NL	67	54	38	38	67	54	53	14.5258390463339
CTU1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
CTU2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
CTXN1	0	4	2	0	4	2	2	2
CTXN2	0	0	0	0	0	0	0	0
CUBN	2	3	0	0	3	2	1.66666666666667	1.52752523165195
CUEDC1	1	5	2	1	5	2	2.66666666666667	2.08166599946613
CUEDC2	21	18	16	16	21	18	18.3333333333333	2.51661147842358
CUL1	21	20	15	15	21	20	18.6666666666667	3.21455025366432
CUL2	20	30	27	20	30	27	25.6666666666667	5.13160143944688
CUL3	25	33	18	18	33	25	25.3333333333333	7.50555349946513
CUL4A	16	17	16	16	17	16	16.3333333333333	0.577350269189626
CUL4B	30	34	17	17	34	30	27	8.88819441731559
CUL5	43	51	34	34	51	43	42.6666666666667	8.50490054811538
CUL7	12	6	7	6	12	7	8.33333333333333	3.21455025366432
CUL9	3	7	4	3	7	4	4.66666666666667	2.08166599946613
CUTA	400	478	412	400	478	412	430	42
CUTC	36	35	35	35	36	35	35.3333333333333	0.577350269189626
CUX1	72	85	59	59	85	72	72	13
CWC15	142	120	110	110	142	120	124	16.3707055437449
CWC22	50	33	29	29	50	33	37.3333333333333	11.1504857891185
CWC25	52	46	45	45	52	46	47.6666666666667	3.78593889720018
CWC27	62	87	71	62	87	71	73.3333333333333	12.6622799421484
CWF19L1	37	35	21	21	37	35	31	8.71779788708135
CWF19L2	35	56	39	35	56	39	43.3333333333333	11.1504857891185
CX3CL1	10	10	7	7	10	10	9	1.73205080756888
CX3CR1	8	8	2	2	8	8	6	3.46410161513775
CXADR	12	24	17	12	24	17	17.6666666666667	6.02771377334171
CXADRP2	0	0	0	0	0	0	0	0
CXCL1	0	0	0	0	0	0	0	0
CXCL10	0	0	0	0	0	0	0	0
CXCL11	0	0	0	0	0	0	0	0
CXCL12	32	40	29	29	40	32	33.6666666666667	5.68624070307733
CXCL14	0	2	1	0	2	1	1	1
CXCL16	8	2	10	2	10	8	6.66666666666667	4.16333199893227
CXCL2	2	3	0	0	3	2	1.66666666666667	1.52752523165195
CXCL3	0	2	1	0	2	1	1	1
CXCL5	0	4	4	0	4	4	2.66666666666667	2.3094010767585
CXCL6	0	1	2	0	2	1	1	1
CXCR2	0	0	0	0	0	0	0	0
CXCR3	0	0	0	0	0	0	0	0
CXCR4	0	0	0	0	0	0	0	0
CXCR6	0	0	0	0	0	0	0	0
CXCR7	22	20	40	20	40	22	27.3333333333333	11.0151410945722
CXorf21	1	3	0	0	3	1	1.33333333333333	1.52752523165195
CXorf22	0	0	0	0	0	0	0	0
CXorf23	17	17	4	4	17	17	12.6666666666667	7.50555349946513
CXorf28	0	1	0	0	1	0	0.333333333333333	0.577350269189626
CXorf31	0	0	0	0	0	0	0	0
CXorf36	7	11	8	7	11	8	8.66666666666667	2.08166599946613
CXorf38	3	18	13	3	18	13	11.3333333333333	7.63762615825973
CXorf40A	6	8	3	3	8	6	5.66666666666667	2.51661147842358
CXorf40B	7	6	2	2	7	6	5	2.64575131106459
CXorf56	19	13	22	13	22	19	18	4.58257569495584
CXorf57	3	2	2	2	3	2	2.33333333333333	0.577350269189626
CXorf58	0	0	0	0	0	0	0	0
CXXC1	3	5	4	3	5	4	4	1
CXXC1P1	0	0	0	0	0	0	0	0
CXXC4	0	0	0	0	0	0	0	0
CXXC5	11	13	18	11	18	13	14	3.60555127546399
CYB561	10	8	10	8	10	10	9.33333333333333	1.15470053837925
CYB561A3	43	26	55	26	55	43	41.3333333333333	14.5716619962629
CYB561D1	8	11	18	8	18	11	12.3333333333333	5.13160143944688
CYB561D2	11	8	8	8	11	8	9	1.73205080756888
CYB5A	60	73	53	53	73	60	62	10.1488915650922
CYB5B	81	132	92	81	132	92	101.666666666667	26.8390263112009
CYB5D1	4	10	3	3	10	4	5.66666666666667	3.78593889720018
CYB5D2	52	69	64	52	69	64	61.6666666666667	8.73689494805411
CYB5R1	15	27	24	15	27	24	22	6.2449979983984
CYB5R2	10	13	12	10	13	12	11.6666666666667	1.52752523165195
CYB5R3	78	93	74	74	93	78	81.6666666666667	10.0166528008778
CYB5R4	3	6	4	3	6	4	4.33333333333333	1.52752523165195
CYB5RL	2	0	1	0	2	1	1	1
CYBA	45	37	41	37	45	41	41	4
CYBB	0	0	0	0	0	0	0	0
CYBRD1	296	275	255	255	296	275	275.333333333333	20.5020324195757
CYC1	10	18	10	10	18	10	12.6666666666667	4.61880215351701
CYCS	277	305	302	277	305	302	294.666666666667	15.3731367434669
CYCSP52	0	0	0	0	0	0	0	0
CYFIP1	32	37	29	29	37	32	32.6666666666667	4.04145188432738
CYFIP2	9	7	7	7	9	7	7.66666666666667	1.15470053837925
CYGB	2	1	1	1	2	1	1.33333333333333	0.577350269189626
CYHR1	12	9	15	9	15	12	12	3
CYLC2	0	0	0	0	0	0	0	0
CYLD	15	31	23	15	31	23	23	8
CYP11A1	0	0	0	0	0	0	0	0
CYP19A1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
CYP1A2	3	1	2	1	3	2	2	1
CYP1B1	20	26	30	20	30	26	25.3333333333333	5.03322295684717
CYP1B1-AS1	0	0	0	0	0	0	0	0
CYP20A1	103	140	115	103	140	115	119.333333333333	18.8767935130237
CYP26A1	14	13	10	10	14	13	12.3333333333333	2.08166599946613
CYP26B1	1	2	0	0	2	1	1	1
CYP26C1	0	0	0	0	0	0	0	0
CYP27A1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
CYP27B1	0	0	0	0	0	0	0	0
CYP27C1	2	9	3	2	9	3	4.66666666666667	3.78593889720018
CYP2A7	0	0	0	0	0	0	0	0
CYP2B6	0	2	0	0	2	0	0.666666666666667	1.15470053837925
CYP2B7P1	7	2	9	2	9	7	6	3.60555127546399
CYP2C18	0	0	0	0	0	0	0	0
CYP2C8	0	0	0	0	0	0	0	0
CYP2D6	0	0	0	0	0	0	0	0
CYP2D7P1	0	0	0	0	0	0	0	0
CYP2E1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
CYP2F1	0	0	0	0	0	0	0	0
CYP2G1P	0	0	0	0	0	0	0	0
CYP2J2	0	0	0	0	0	0	0	0
CYP2R1	4	1	7	1	7	4	4	3
CYP2U1	10	8	2	2	10	8	6.66666666666667	4.16333199893227
CYP2W1	1	1	1	1	1	1	1	0
CYP39A1	0	0	0	0	0	0	0	0
CYP3A4	0	0	0	0	0	0	0	0
CYP3A43	0	0	0	0	0	0	0	0
CYP3A5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
CYP46A1	0	0	0	0	0	0	0	0
CYP4A11	0	0	0	0	0	0	0	0
CYP4B1	0	0	0	0	0	0	0	0
CYP4F11	0	0	0	0	0	0	0	0
CYP4F35P	0	0	0	0	0	0	0	0
CYP4V2	17	23	14	14	23	17	18	4.58257569495584
CYP4X1	0	0	0	0	0	0	0	0
CYP4Z1	0	0	0	0	0	0	0	0
CYP51A1	43	49	30	30	49	43	40.6666666666667	9.71253485622231
CYP7B1	0	0	0	0	0	0	0	0
CYP8B1	1	4	2	1	4	2	2.33333333333333	1.52752523165195
CYR61	165	234	101	101	234	165	166.666666666667	66.5156623159789
CYS1	0	2	2	0	2	2	1.33333333333333	1.15470053837925
CYSLTR1	0	0	0	0	0	0	0	0
CYSLTR2	0	0	0	0	0	0	0	0
CYSTM1	218	268	244	218	268	244	243.333333333333	25.0066657780147
CYTH1	7	2	3	2	7	3	4	2.64575131106459
CYTH2	19	14	12	12	19	14	15	3.60555127546399
CYTH3	8	5	4	4	8	5	5.66666666666667	2.08166599946613
CYTIP	0	0	0	0	0	0	0	0
CYTL1	0	0	0	0	0	0	0	0
CYYR1	0	0	0	0	0	0	0	0
D21S2088E	0	0	0	0	0	0	0	0
D2HGDH	2	4	1	1	4	2	2.33333333333333	1.52752523165195
DAAM1	67	87	69	67	87	69	74.3333333333333	11.0151410945722
DAAM2	1	2	0	0	2	1	1	1
DAB2	311	401	353	311	401	353	355	45.0333209967908
DAB2IP	15	17	14	14	17	15	15.3333333333333	1.52752523165195
DACH1	0	0	0	0	0	0	0	0
DACT1	36	40	32	32	40	36	36	4
DACT2	0	0	0	0	0	0	0	0
DACT3	0	3	2	0	3	2	1.66666666666667	1.52752523165195
DACT3-AS1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
DAD1	947	1105	1084	947	1105	1084	1045.33333333333	85.8040403089116
DAG1	34	50	50	34	50	50	44.6666666666667	9.23760430703401
DAGLA	0	0	0	0	0	0	0	0
DAGLB	6	1	2	1	6	2	3	2.64575131106459
DAK	3	1	3	1	3	3	2.33333333333333	1.15470053837925
DALRD3	5	6	3	3	6	5	4.66666666666667	1.52752523165195
DANCR	60	86	63	60	86	63	69.6666666666667	14.2243921955679
DAND5	1	6	3	1	6	3	3.33333333333333	2.51661147842358
DAO	0	0	0	0	0	0	0	0
DAOA	0	0	0	0	0	0	0	0
DAOA-AS1	0	0	0	0	0	0	0	0
DAP	26	44	43	26	44	43	37.6666666666667	10.1159939369957
DAP3	108	101	87	87	108	101	98.6666666666667	10.6926766215636
DAPK1	17	27	23	17	27	23	22.3333333333333	5.03322295684717
DAPK2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DAPK3	2	4	6	2	6	4	4	2
DAPP1	2	4	0	0	4	2	2	2
DARC	0	0	0	0	0	0	0	0
DARS	98	119	82	82	119	98	99.6666666666667	18.5562208796224
DARS2	9	7	5	5	9	7	7	2
DAW1	10	6	4	4	10	6	6.66666666666667	3.05505046330389
DAXX	40	53	33	33	53	40	42	10.1488915650922
DAZAP1	10	14	11	10	14	11	11.6666666666667	2.08166599946613
DAZAP2	306	343	280	280	343	306	309.666666666667	31.6596483450675
DBC1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DBF4	4	2	4	2	4	4	3.33333333333333	1.15470053837925
DBF4B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DBH-AS1	0	0	0	0	0	0	0	0
DBI	312	332	287	287	332	312	310.333333333333	22.5462487641145
DBIL5P	0	0	0	0	0	0	0	0
DBIL5P2	3	1	0	0	3	1	1.33333333333333	1.52752523165195
DBN1	10	7	12	7	12	10	9.66666666666667	2.51661147842358
DBNDD1	4	3	2	2	4	3	3	1
DBNDD2	0	0	0	0	0	0	0	0
DBNL	22	18	13	13	22	18	17.6666666666667	4.50924975282289
DBP	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DBR1	4	8	7	4	8	7	6.33333333333333	2.08166599946613
DBT	23	25	21	21	25	23	23	2
DCAF10	30	34	24	24	34	30	29.3333333333333	5.03322295684717
DCAF11	13	9	6	6	13	9	9.33333333333333	3.51188458428425
DCAF12	17	23	20	17	23	20	20	3
DCAF13	88	96	107	88	107	96	97	9.53939201416946
DCAF13P3	0	0	2	0	2	0	0.666666666666667	1.15470053837925
DCAF15	0	0	0	0	0	0	0	0
DCAF16	32	30	23	23	32	30	28.3333333333333	4.72581562625261
DCAF17	7	8	13	7	13	8	9.33333333333333	3.21455025366432
DCAF4	3	4	5	3	5	4	4	1
DCAF4L1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DCAF4L2	0	0	0	0	0	0	0	0
DCAF5	31	34	21	21	34	31	28.6666666666667	6.80685928555405
DCAF6	32	29	32	29	32	32	31	1.73205080756888
DCAF7	51	51	43	43	51	51	48.3333333333333	4.61880215351701
DCAF8	30	28	18	18	30	28	25.3333333333333	6.42910050732864
DCAKD	19	18	16	16	19	18	17.6666666666667	1.52752523165195
DCBLD1	1	6	2	1	6	2	3	2.64575131106459
DCBLD2	33	47	28	28	47	33	36	9.8488578017961
DCDC1	0	0	0	0	0	0	0	0
DCDC2	1	2	1	1	2	1	1.33333333333333	0.577350269189626
DCDC2B	0	0	0	0	0	0	0	0
DCDC5	1	0	1	0	1	1	0.666666666666667	0.577350269189626
DCHS1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
DCHS2	0	0	0	0	0	0	0	0
DCK	7	9	6	6	9	7	7.33333333333333	1.52752523165195
DCLK1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
DCLK2	2	3	2	2	3	2	2.33333333333333	0.577350269189626
DCLK3	0	0	0	0	0	0	0	0
DCLRE1A	3	4	2	2	4	3	3	1
DCLRE1B	5	10	4	4	10	5	6.33333333333333	3.21455025366432
DCLRE1C	9	18	8	8	18	9	11.6666666666667	5.5075705472861
DCN	808	835	753	753	835	808	798.666666666667	41.7891532976361
DCP1A	30	31	21	21	31	30	27.3333333333333	5.5075705472861
DCP1B	9	8	5	5	9	8	7.33333333333333	2.08166599946613
DCP2	37	36	19	19	37	36	30.6666666666667	10.1159939369957
DCPS	25	26	29	25	29	26	26.6666666666667	2.08166599946613
DCST2	0	0	0	0	0	0	0	0
DCT	0	0	0	0	0	0	0	0
DCTD	49	58	43	43	58	49	50	7.54983443527075
DCTN1	37	54	46	37	54	46	45.6666666666667	8.50490054811538
DCTN1-AS1	0	0	0	0	0	0	0	0
DCTN2	18	19	18	18	19	18	18.3333333333333	0.577350269189626
DCTN3	45	58	63	45	63	58	55.3333333333333	9.29157324317757
DCTN4	27	29	34	27	34	29	30	3.60555127546399
DCTN5	60	48	43	43	60	48	50.3333333333333	8.73689494805411
DCTN6	159	183	140	140	183	159	160.666666666667	21.548395145192
DCTPP1	8	10	7	7	10	8	8.33333333333333	1.52752523165195
DCUN1D1	53	64	54	53	64	54	57	6.08276253029822
DCUN1D2	12	13	12	12	13	12	12.3333333333333	0.577350269189626
DCUN1D3	9	3	7	3	9	7	6.33333333333333	3.05505046330389
DCUN1D4	20	29	17	17	29	20	22	6.2449979983984
DCUN1D5	20	18	20	18	20	20	19.3333333333333	1.15470053837925
DCX	10	5	5	5	10	5	6.66666666666667	2.88675134594813
DCXR	8	11	10	8	11	10	9.66666666666667	1.52752523165195
DDA1	4	8	3	3	8	4	5	2.64575131106459
DDAH1	55	74	66	55	74	66	65	9.53939201416946
DDAH2	12	12	19	12	19	12	14.3333333333333	4.04145188432738
DDB1	60	52	51	51	60	52	54.3333333333333	4.93288286231625
DDB2	34	42	31	31	42	34	35.6666666666667	5.68624070307733
DDHD1	7	8	5	5	8	7	6.66666666666667	1.52752523165195
DDHD2	5	8	8	5	8	8	7	1.73205080756888
DDI1	0	0	0	0	0	0	0	0
DDI2	0	0	0	0	0	0	0	0
DDIT3	204	260	281	204	281	260	248.333333333333	39.8036849215413
DDIT4	25	23	33	23	33	25	27	5.29150262212918
DDIT4L	0	0	0	0	0	0	0	0
DDO	0	0	0	0	0	0	0	0
DDOST	327	371	352	327	371	352	350	22.0680764907139
DDR1	5	13	1	1	13	5	6.33333333333333	6.11010092660779
DDR2	73	93	67	67	93	73	77.6666666666667	13.6137185711081
DDRGK1	16	20	19	16	20	19	18.3333333333333	2.08166599946613
DDT	7	9	5	5	9	7	7	2
DDTL	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DDX1	110	108	88	88	110	108	102	12.1655250605964
DDX10	16	32	22	16	32	22	23.3333333333333	8.08290376865476
DDX11	0	0	0	0	0	0	0	0
DDX11-AS1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
DDX11L2	0	0	0	0	0	0	0	0
DDX17	89	94	78	78	94	89	87	8.18535277187245
DDX18	115	147	110	110	147	115	124	20.0748598998847
DDX19A	35	35	29	29	35	35	33	3.46410161513775
DDX19B	6	4	5	4	6	5	5	1
DDX20	9	5	7	5	9	7	7	2
DDX21	87	121	109	87	121	109	105.666666666667	17.2433562085034
DDX23	25	25	23	23	25	25	24.3333333333333	1.15470053837925
DDX24	179	214	183	179	214	183	192	19.157244060668
DDX26B	1	1	1	1	1	1	1	0
DDX27	53	43	62	43	62	53	52.6666666666667	9.50438495292217
DDX28	3	2	2	2	3	2	2.33333333333333	0.577350269189626
DDX31	6	3	2	2	6	3	3.66666666666667	2.08166599946613
DDX39A	18	30	16	16	30	18	21.3333333333333	7.57187779440036
DDX39B	0	0	0	0	0	0	0	0
DDX3X	89	81	93	81	93	89	87.6666666666667	6.11010092660779
DDX3Y	45	66	52	45	66	52	54.3333333333333	10.6926766215636
DDX41	22	22	25	22	25	22	23	1.73205080756888
DDX42	34	36	29	29	36	34	33	3.60555127546399
DDX43	0	0	0	0	0	0	0	0
DDX46	106	110	113	106	113	110	109.666666666667	3.51188458428425
DDX47	110	111	112	110	112	111	111	1
DDX49	8	5	14	5	14	8	9	4.58257569495584
DDX5	576	689	565	565	689	576	610	68.6367248635889
DDX50	81	95	62	62	95	81	79.3333333333333	16.5630109984065
DDX51	14	18	14	14	18	14	15.3333333333333	2.3094010767585
DDX52	57	53	52	52	57	53	54	2.64575131106459
DDX54	5	6	4	4	6	5	5	1
DDX55	10	13	6	6	13	10	9.66666666666667	3.51188458428425
DDX56	10	13	9	9	13	10	10.6666666666667	2.08166599946613
DDX58	2	9	4	2	9	4	5	3.60555127546399
DDX59	3	5	9	3	9	5	5.66666666666667	3.05505046330389
DDX6	68	80	66	66	80	68	71.3333333333333	7.57187779440037
DDX60	2	7	2	2	7	2	3.66666666666667	2.88675134594813
DDX60L	7	9	5	5	9	7	7	2
DEAF1	4	8	8	4	8	8	6.66666666666667	2.3094010767585
DECR1	100	133	122	100	133	122	118.333333333333	16.8027775481714
DECR2	3	3	1	1	3	3	2.33333333333333	1.15470053837925
DEDD	33	32	29	29	33	32	31.3333333333333	2.08166599946613
DEDD2	8	1	4	1	8	4	4.33333333333333	3.51188458428425
DEF6	0	0	0	0	0	0	0	0
DEF8	30	27	16	16	30	27	24.3333333333333	7.37111479583199
DEFB1	0	0	0	0	0	0	0	0
DEFB122	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DEFB132	0	0	0	0	0	0	0	0
DEGS1	52	57	37	37	57	52	48.6666666666667	10.4083299973307
DEK	45	59	38	38	59	45	47.3333333333333	10.6926766215636
DENND1A	0	2	2	0	2	2	1.33333333333333	1.15470053837925
DENND1B	4	3	3	3	4	3	3.33333333333333	0.577350269189626
DENND2A	1	0	2	0	2	1	1	1
DENND2C	8	6	6	6	8	6	6.66666666666667	1.15470053837925
DENND2D	0	1	1	0	1	1	0.666666666666667	0.577350269189626
DENND3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
DENND4A	5	4	0	0	5	4	3	2.64575131106459
DENND4B	7	4	0	0	7	4	3.66666666666667	3.51188458428425
DENND4C	10	16	8	8	16	10	11.3333333333333	4.16333199893227
DENND5A	41	54	32	32	54	41	42.3333333333333	11.060440015358
DENND5B	13	14	11	11	14	13	12.6666666666667	1.52752523165195
DENND5B-AS1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
DENND6A	18	13	17	13	18	17	16	2.64575131106459
DENND6B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DENR	55	64	46	46	64	55	55	9
DEPDC1	0	0	0	0	0	0	0	0
DEPDC1B	0	1	1	0	1	1	0.666666666666667	0.577350269189626
DEPDC4	1	3	0	0	3	1	1.33333333333333	1.52752523165195
DEPDC5	2	1	2	1	2	2	1.66666666666667	0.577350269189626
DEPDC7	5	6	6	5	6	6	5.66666666666667	0.577350269189626
DEPTOR	46	62	82	46	82	62	63.3333333333333	18.0369990112916
DERA	44	39	44	39	44	44	42.3333333333333	2.88675134594813
DERL1	55	70	56	55	70	56	60.3333333333333	8.38649708360608
DERL2	160	185	156	156	185	160	167	15.7162336455017
DERL3	0	0	0	0	0	0	0	0
DES	0	0	0	0	0	0	0	0
DESI1	18	26	25	18	26	25	23	4.35889894354067
DESI2	19	26	27	19	27	26	24	4.35889894354067
DET1	4	6	7	4	7	6	5.66666666666667	1.52752523165195
DEXI	5	5	3	3	5	5	4.33333333333333	1.15470053837925
DFFA	43	46	45	43	46	45	44.6666666666667	1.52752523165195
DFFB	14	9	5	5	14	9	9.33333333333333	4.50924975282289
DFNA5	19	31	35	19	35	31	28.3333333333333	8.32666399786453
DFNB31	0	0	0	0	0	0	0	0
DFNB59	1	3	2	1	3	2	2	1
DGAT1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
DGAT2	1	3	0	0	3	1	1.33333333333333	1.52752523165195
DGCR11	1	2	0	0	2	1	1	1
DGCR14	4	0	0	0	4	0	1.33333333333333	2.3094010767585
DGCR2	6	7	5	5	7	6	6	1
DGCR5	0	0	0	0	0	0	0	0
DGCR6	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DGCR6L	3	2	2	2	3	2	2.33333333333333	0.577350269189626
DGCR8	8	8	7	7	8	8	7.66666666666667	0.577350269189626
DGKA	14	16	14	14	16	14	14.6666666666667	1.15470053837925
DGKB	5	6	1	1	6	5	4	2.64575131106459
DGKD	3	3	3	3	3	3	3	0
DGKE	8	6	15	6	15	8	9.66666666666667	4.72581562625261
DGKG	0	0	0	0	0	0	0	0
DGKH	1	1	1	1	1	1	1	0
DGKI	0	2	1	0	2	1	1	1
DGKQ	1	2	1	1	2	1	1.33333333333333	0.577350269189626
DGKZ	0	2	0	0	2	0	0.666666666666667	1.15470053837925
DGUOK	293	341	307	293	341	307	313.666666666667	24.6846781087648
DHCR24	1	5	4	1	5	4	3.33333333333333	2.08166599946613
DHCR7	1	4	2	1	4	2	2.33333333333333	1.52752523165195
DHDDS	29	21	30	21	30	29	26.6666666666667	4.93288286231625
DHDH	0	0	0	0	0	0	0	0
DHFR	9	8	10	8	10	9	9	1
DHFRL1	3	10	5	3	10	5	6	3.60555127546399
DHODH	5	17	8	5	17	8	10	6.2449979983984
DHPS	14	22	15	14	22	15	17	4.35889894354067
DHRS1	19	34	20	19	34	20	24.3333333333333	8.38649708360608
DHRS11	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DHRS12	4	2	0	0	4	2	2	2
DHRS13	0	0	0	0	0	0	0	0
DHRS2	0	0	0	0	0	0	0	0
DHRS3	174	185	192	174	192	185	183.666666666667	9.07377172587747
DHRS4	0	0	0	0	0	0	0	0
DHRS4-AS1	10	24	22	10	24	22	18.6666666666667	7.57187779440036
DHRS4L1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DHRS4L2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DHRS7	79	81	66	66	81	79	75.3333333333333	8.14452781524708
DHRS7B	50	59	42	42	59	50	50.3333333333333	8.50490054811538
DHRS9	2	0	2	0	2	2	1.33333333333333	1.15470053837925
