Gene	TRS+LOP.A.4.10.1.B4	TRS+LOP.A.4.11.1.B5	TRS+LOP.A.4.12.1.B6	Min	Max	Median	Mean	Std
DLGAP5	0	0	0	0	0	0	0	0
DLK2	0	0	0	0	0	0	0	0
DLL1	0	0	0	0	0	0	0	0
DLL3	0	0	0	0	0	0	0	0
DLL4	0	0	0	0	0	0	0	0
DLST	1	3	2	1	3	2	2	1
DLX1	0	0	0	0	0	0	0	0
DLX2	1	2	1	1	2	1	1.33333333333333	0.577350269189626
DLX3	0	0	0	0	0	0	0	0
DLX4	1	0	1	0	1	1	0.666666666666667	0.577350269189626
DLX5	0	0	0	0	0	0	0	0
DLX6-AS1	2	3	5	2	5	3	3.33333333333333	1.52752523165195
DMAP1	6	5	0	0	6	5	3.66666666666667	3.21455025366432
DMBX1	8	2	3	2	8	3	4.33333333333333	3.21455025366432
DMC1	24	18	14	14	24	18	18.6666666666667	5.03322295684717
DMD	50	41	44	41	50	44	45	4.58257569495584
DMGDH	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DMKN	6	9	4	4	9	6	6.33333333333333	2.51661147842358
DMPK	1	7	3	1	7	3	3.66666666666667	3.05505046330389
DMRT2	0	0	0	0	0	0	0	0
DMRT3	0	0	0	0	0	0	0	0
DMRTA1	5	3	3	3	5	3	3.66666666666667	1.15470053837925
DMRTA2	0	0	0	0	0	0	0	0
DMTF1	24	26	19	19	26	24	23	3.60555127546399
DMTN	0	0	0	0	0	0	0	0
DMWD	4	3	1	1	4	3	2.66666666666667	1.52752523165195
DMXL1	12	25	11	11	25	12	16	7.81024967590665
DMXL2	9	3	4	3	9	4	5.33333333333333	3.21455025366432
DNA2	0	2	1	0	2	1	1	1
DNAAF2	16	10	14	10	16	14	13.3333333333333	3.05505046330389
DNAAF3	0	0	0	0	0	0	0	0
DNAH1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
DNAH10	0	0	2	0	2	0	0.666666666666667	1.15470053837925
DNAH11	0	0	0	0	0	0	0	0
DNAH12	1	0	1	0	1	1	0.666666666666667	0.577350269189626
DNAH14	6	3	4	3	6	4	4.33333333333333	1.52752523165195
DNAH17	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DNAH17-AS1	6	7	5	5	7	6	6	1
DNAH2	0	0	0	0	0	0	0	0
DNAH3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DNAH5	1	1	3	1	3	1	1.66666666666667	1.15470053837925
DNAH6	1	1	0	0	1	1	0.666666666666667	0.577350269189626
DNAH7	1	3	3	1	3	3	2.33333333333333	1.15470053837925
DNAH8	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DNAJA1	327	276	260	260	327	276	287.666666666667	34.9904748943671
DNAJA2	70	70	54	54	70	70	64.6666666666667	9.23760430703401
DNAJA3	19	13	9	9	19	13	13.6666666666667	5.03322295684717
DNAJA4	0	0	0	0	0	0	0	0
DNAJB1	36	37	28	28	37	36	33.6666666666667	4.93288286231625
DNAJB11	48	46	31	31	48	46	41.6666666666667	9.29157324317757
DNAJB12	65	41	50	41	65	50	52	12.1243556529821
DNAJB13	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DNAJB14	107	91	87	87	107	91	95	10.5830052442584
DNAJB2	4	4	9	4	9	4	5.66666666666667	2.88675134594813
DNAJB4	87	77	51	51	87	77	71.6666666666667	18.5831464863551
DNAJB5	2	1	4	1	4	2	2.33333333333333	1.52752523165195
DNAJB6	184	156	151	151	184	156	163.666666666667	17.7857620959388
DNAJB7	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DNAJB9	103	79	88	79	103	88	90	12.1243556529821
DNAJC1	25	20	16	16	25	20	20.3333333333333	4.50924975282289
DNAJC10	136	101	106	101	136	106	114.333333333333	18.9296944860009
DNAJC11	8	8	6	6	8	8	7.33333333333333	1.15470053837925
DNAJC12	11	12	14	11	14	12	12.3333333333333	1.52752523165195
DNAJC13	29	40	20	20	40	29	29.6666666666667	10.0166528008778
DNAJC14	23	13	6	6	23	13	14	8.54400374531753
DNAJC15	304	243	236	236	304	243	261	37.4032084185301
DNAJC16	25	28	17	17	28	25	23.3333333333333	5.68624070307733
DNAJC17	5	1	4	1	5	4	3.33333333333333	2.08166599946613
DNAJC18	27	11	22	11	27	22	20	8.18535277187245
DNAJC19	215	139	153	139	215	153	169	40.4474968323134
DNAJC2	43	27	22	22	43	27	30.6666666666667	10.9696551146029
DNAJC21	48	42	44	42	48	44	44.6666666666667	3.05505046330389
DNAJC22	6	5	3	3	6	5	4.66666666666667	1.52752523165195
DNAJC24	33	31	24	24	33	31	29.3333333333333	4.72581562625261
DNAJC25	11	8	7	7	11	8	8.66666666666667	2.08166599946613
DNAJC27	6	1	3	1	6	3	3.33333333333333	2.51661147842358
DNAJC27-AS1	5	7	5	5	7	5	5.66666666666667	1.15470053837925
DNAJC28	7	4	5	4	7	5	5.33333333333333	1.52752523165195
DNAJC3	233	205	196	196	233	205	211.333333333333	19.2959408512084
DNAJC30	6	8	5	5	8	6	6.33333333333333	1.52752523165195
DNAJC4	5	8	5	5	8	5	6	1.73205080756888
DNAJC5	10	15	10	10	15	10	11.6666666666667	2.88675134594813
DNAJC5G	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DNAJC6	3	7	2	2	7	3	4	2.64575131106459
DNAJC7	110	65	82	65	110	82	85.6666666666667	22.722969289539
DNAJC8	533	406	419	406	533	419	452.666666666667	69.8736955751829
DNAJC9	17	14	14	14	17	14	15	1.73205080756888
DNAJC9-AS1	2	2	2	2	2	2	2	0
DNAL1	59	50	45	45	59	50	51.3333333333333	7.09459888459759
DNAL4	4	0	1	0	4	1	1.66666666666667	2.08166599946613
DNALI1	20	9	16	9	20	16	15	5.56776436283002
DNASE1	10	7	11	7	11	10	9.33333333333333	2.08166599946613
DNASE1L1	4	2	3	2	4	3	3	1
DNASE1L2	0	0	0	0	0	0	0	0
DNASE1L3	0	0	0	0	0	0	0	0
DNASE2	57	53	50	50	57	53	53.3333333333333	3.51188458428425
DNASE2B	0	0	0	0	0	0	0	0
DND1	0	0	0	0	0	0	0	0
DNER	0	0	0	0	0	0	0	0
DNHD1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DNLZ	2	5	3	2	5	3	3.33333333333333	1.52752523165195
DNM1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DNM1L	45	49	39	39	49	45	44.3333333333333	5.03322295684717
DNM1P35	0	0	0	0	0	0	0	0
DNM1P41	0	0	0	0	0	0	0	0
DNM1P46	5	4	4	4	5	4	4.33333333333333	0.577350269189626
DNM2	3	4	0	0	4	3	2.33333333333333	2.08166599946613
DNM3	4	2	2	2	4	2	2.66666666666667	1.15470053837925
DNM3OS	85	72	80	72	85	80	79	6.557438524302
DNMBP	5	5	2	2	5	5	4	1.73205080756888
DNMBP-AS1	4	3	9	3	9	4	5.33333333333333	3.21455025366432
DNMT1	25	16	17	16	25	17	19.3333333333333	4.93288286231625
DNMT3A	3	4	3	3	4	3	3.33333333333333	0.577350269189626
DNMT3B	1	1	1	1	1	1	1	0
DNPEP	76	48	82	48	82	76	68.6666666666667	18.1475434517549
DNPH1	25	14	11	11	25	14	16.6666666666667	7.37111479583199
DNTTIP1	12	12	10	10	12	12	11.3333333333333	1.15470053837925
DNTTIP2	151	150	113	113	151	150	138	21.6564078277077
DOC2A	0	0	0	0	0	0	0	0
DOC2B	0	0	0	0	0	0	0	0
DOCK1	44	28	34	28	44	34	35.3333333333333	8.08290376865476
DOCK10	1	3	1	1	3	1	1.66666666666667	1.15470053837925
DOCK11	5	5	6	5	6	5	5.33333333333333	0.577350269189626
DOCK2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
DOCK3	0	0	3	0	3	0	1	1.73205080756888
DOCK4	3	1	0	0	3	1	1.33333333333333	1.52752523165195
DOCK5	14	15	13	13	15	14	14	1
DOCK6	1	2	1	1	2	1	1.33333333333333	0.577350269189626
DOCK7	48	20	16	16	48	20	28	17.4355957741627
DOCK8	0	0	0	0	0	0	0	0
DOCK9	7	11	4	4	11	7	7.33333333333333	3.51188458428425
DOHH	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DOK1	3	6	7	3	7	6	5.33333333333333	2.08166599946613
DOK3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
DOK4	5	8	8	5	8	8	7	1.73205080756888
DOK5	26	18	24	18	26	24	22.6666666666667	4.16333199893227
DOK6	0	2	1	0	2	1	1	1
DOK7	0	0	0	0	0	0	0	0
DOLK	13	10	10	10	13	10	11	1.73205080756888
DOLPP1	7	5	8	5	8	7	6.66666666666667	1.52752523165195
DOM3Z	8	3	6	3	8	6	5.66666666666667	2.51661147842358
DONSON	1	6	1	1	6	1	2.66666666666667	2.88675134594813
DOPEY1	12	9	7	7	12	9	9.33333333333333	2.51661147842358
DOPEY2	6	4	9	4	9	6	6.33333333333333	2.51661147842358
DOT1L	1	3	0	0	3	1	1.33333333333333	1.52752523165195
DPAGT1	89	63	51	51	89	63	67.6666666666667	19.4250697124446
DPCD	120	129	118	118	129	120	122.333333333333	5.85946527708231
DPEP1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
DPF1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DPF2	32	19	30	19	32	30	27	7
DPF3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DPH1	0	1	2	0	2	1	1	1
DPH2	7	7	8	7	8	7	7.33333333333333	0.577350269189626
DPH3	143	100	124	100	143	124	122.333333333333	21.548395145192
DPH3P1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
DPH5	58	33	38	33	58	38	43	13.228756555323
DPH6	10	9	5	5	10	9	8	2.64575131106459
DPH6-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DPH7	14	5	5	5	14	5	8	5.19615242270663
DPM1	139	112	114	112	139	114	121.666666666667	15.0443787951957
DPM2	16	17	16	16	17	16	16.3333333333333	0.577350269189626
DPM3	34	26	16	16	34	26	25.3333333333333	9.01849950564579
DPP3	13	11	9	9	13	11	11	2
DPP4	141	126	101	101	141	126	122.666666666667	20.2072594216369
DPP7	13	6	3	3	13	6	7.33333333333333	5.13160143944688
DPP8	26	30	17	17	30	26	24.3333333333333	6.65832811847939
DPP9	10	16	13	10	16	13	13	3
DPPA2	0	0	0	0	0	0	0	0
DPPA3	0	0	0	0	0	0	0	0
DPPA4	5	6	4	4	6	5	5	1
DPRXP4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DPT	57	60	47	47	60	57	54.6666666666667	6.80685928555405
DPY19L1	20	6	20	6	20	20	15.3333333333333	8.08290376865476
DPY19L1P1	2	2	5	2	5	2	3	1.73205080756888
DPY19L2	0	0	0	0	0	0	0	0
DPY19L2P1	0	0	0	0	0	0	0	0
DPY19L2P2	0	2	0	0	2	0	0.666666666666667	1.15470053837925
DPY19L2P3	0	0	0	0	0	0	0	0
DPY19L2P4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DPY19L3	16	11	10	10	16	11	12.3333333333333	3.21455025366432
DPY19L4	19	23	22	19	23	22	21.3333333333333	2.08166599946613
DPY30	189	150	136	136	189	150	158.333333333333	27.4651294068194
DPYD	25	21	13	13	25	21	19.6666666666667	6.11010092660779
DPYD-AS1	0	0	0	0	0	0	0	0
DPYS	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DPYSL2	697	601	532	532	697	601	610	82.8673639015988
DPYSL3	111	88	90	88	111	90	96.3333333333333	12.7410099024109
DPYSL4	0	1	2	0	2	1	1	1
DPYSL5	8	6	8	6	8	8	7.33333333333333	1.15470053837925
DQX1	0	0	0	0	0	0	0	0
DR1	29	18	27	18	29	27	24.6666666666667	5.85946527708232
DRAM1	33	56	39	33	56	39	42.6666666666667	11.9303534454489
DRAM2	62	46	50	46	62	50	52.6666666666667	8.32666399786453
DRAP1	14	16	11	11	16	14	13.6666666666667	2.51661147842358
DRAXIN	0	0	0	0	0	0	0	0
DRC1	0	0	0	0	0	0	0	0
DRD1	0	0	0	0	0	0	0	0
DRD4	0	0	0	0	0	0	0	0
DRD5	0	0	0	0	0	0	0	0
DRG1	147	100	104	100	147	104	117	26.0576284415908
DRG2	37	20	17	17	37	20	24.6666666666667	10.785793124909
DROSHA	18	12	10	10	18	12	13.3333333333333	4.16333199893227
DRP2	2	1	1	1	2	1	1.33333333333333	0.577350269189626
DSC1	0	0	0	0	0	0	0	0
DSC2	0	0	0	0	0	0	0	0
DSC3	9	6	6	6	9	6	7	1.73205080756888
DSCAM-AS1	0	0	0	0	0	0	0	0
DSCC1	6	1	3	1	6	3	3.33333333333333	2.51661147842358
DSCR3	50	34	43	34	50	43	42.3333333333333	8.02080627701064
DSCR8	0	0	0	0	0	0	0	0
DSCR9	0	0	0	0	0	0	0	0
DSE	56	52	49	49	56	52	52.3333333333333	3.51188458428425
DSEL	101	74	87	74	101	87	87.3333333333333	13.5030860670194
DSG2	5	3	3	3	5	3	3.66666666666667	1.15470053837925
DSG3	17	12	12	12	17	12	13.6666666666667	2.88675134594813
DSN1	6	5	11	5	11	6	7.33333333333333	3.21455025366432
DSP	42	42	39	39	42	42	41	1.73205080756888
DST	288	257	225	225	288	257	256.666666666667	31.5013227235514
DSTN	1304	1080	1046	1046	1304	1080	1143.33333333333	140.176079747343
DSTNP2	1	2	3	1	3	2	2	1
DSTYK	30	29	34	29	34	30	31	2.64575131106459
DTD1	31	30	40	30	40	31	33.6666666666667	5.5075705472861
DTD2	29	25	18	18	29	25	24	5.56776436283002
DTL	0	0	0	0	0	0	0	0
DTNA	7	7	8	7	8	7	7.33333333333333	0.577350269189626
DTNB	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DTNBP1	7	7	6	6	7	7	6.66666666666667	0.577350269189626
DTWD1	132	110	105	105	132	110	115.666666666667	14.3643076176102
DTWD2	15	9	14	9	15	14	12.6666666666667	3.21455025366432
DTX1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DTX2	0	0	2	0	2	0	0.666666666666667	1.15470053837925
DTX2P1-UPK3BP1-PMS2P11	0	0	0	0	0	0	0	0
DTX3	4	2	4	2	4	4	3.33333333333333	1.15470053837925
DTX3L	14	8	11	8	14	11	11	3
DTX4	4	1	4	1	4	4	3	1.73205080756888
DTYMK	14	6	9	6	14	9	9.66666666666667	4.04145188432738
DUOX1	0	0	0	0	0	0	0	0
DUOXA1	0	0	0	0	0	0	0	0
DUS1L	6	2	2	2	6	2	3.33333333333333	2.3094010767585
DUS2L	3	3	2	2	3	3	2.66666666666667	0.577350269189626
DUS3L	2	7	4	2	7	4	4.33333333333333	2.51661147842358
DUS4L	4	2	1	1	4	2	2.33333333333333	1.52752523165195
DUSP1	9	9	6	6	9	9	8	1.73205080756888
DUSP10	29	15	24	15	29	24	22.6666666666667	7.09459888459759
DUSP11	116	64	92	64	116	92	90.6666666666667	26.0256283945908
DUSP12	21	12	12	12	21	12	15	5.19615242270663
DUSP14	76	46	52	46	76	52	58	15.8745078663875
DUSP15	0	0	0	0	0	0	0	0
DUSP16	3	5	5	3	5	5	4.33333333333333	1.15470053837925
DUSP18	3	1	2	1	3	2	2	1
DUSP19	7	5	11	5	11	7	7.66666666666667	3.05505046330389
DUSP2	0	0	0	0	0	0	0	0
DUSP22	36	14	15	14	36	15	21.6666666666667	12.4230967690561
DUSP23	15	14	4	4	15	14	11	6.08276253029822
DUSP26	0	0	0	0	0	0	0	0
DUSP28	5	4	2	2	5	4	3.66666666666667	1.52752523165195
DUSP3	52	49	57	49	57	52	52.6666666666667	4.04145188432738
DUSP4	2	1	0	0	2	1	1	1
DUSP5	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DUSP5P1	0	0	0	0	0	0	0	0
DUSP6	9	9	3	3	9	9	7	3.46410161513775
DUSP7	3	7	9	3	9	7	6.33333333333333	3.05505046330389
DUSP8	0	0	0	0	0	0	0	0
DUT	49	46	42	42	49	46	45.6666666666667	3.51188458428425
DUXA	3	2	4	2	4	3	3	1
DVL1	4	7	3	3	7	4	4.66666666666667	2.08166599946613
DVL2	6	6	6	6	6	6	6	0
DVL3	19	15	14	14	19	15	16	2.64575131106459
DYDC1	2	2	0	0	2	2	1.33333333333333	1.15470053837925
DYDC2	0	0	0	0	0	0	0	0
DYM	13	19	19	13	19	19	17	3.46410161513775
DYNAP	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DYNC1H1	194	159	167	159	194	167	173.333333333333	18.3393929379719
DYNC1I1	2	1	1	1	2	1	1.33333333333333	0.577350269189626
DYNC1I2	262	191	211	191	262	211	221.333333333333	36.6105631387081
DYNC1LI1	45	33	31	31	45	33	36.3333333333333	7.57187779440036
DYNC1LI2	166	134	142	134	166	142	147.333333333333	16.6533279957291
DYNC2H1	31	43	35	31	43	35	36.3333333333333	6.11010092660779
DYNC2LI1	44	30	27	27	44	30	33.6666666666667	9.07377172587747
DYNLL1	2082	1598	1585	1585	2082	1598	1755	283.26489369493
DYNLL1-AS1	11	12	10	10	12	11	11	1
DYNLL2	2	2	2	2	2	2	2	0
DYNLRB1	485	401	427	401	485	427	437.666666666667	43.0038757943204
DYNLRB2	7	3	1	1	7	3	3.66666666666667	3.05505046330389
DYNLT1	840	590	597	590	840	597	675.666666666667	142.359872623339
DYNLT3	386	289	280	280	386	289	318.333333333333	58.7735768295016
DYRK1A	19	19	24	19	24	19	20.6666666666667	2.88675134594813
DYRK1B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DYRK2	21	12	24	12	24	21	19	6.2449979983984
DYRK3	0	1	2	0	2	1	1	1
DYRK4	77	50	67	50	77	67	64.6666666666667	13.6503968196288
DYSF	15	16	11	11	16	15	14	2.64575131106459
DYX1C1	1	2	2	1	2	2	1.66666666666667	0.577350269189626
DZANK1	11	4	4	4	11	4	6.33333333333333	4.04145188432738
DZIP1	48	40	34	34	48	40	40.6666666666667	7.02376916856849
DZIP1L	8	4	1	1	8	4	4.33333333333333	3.51188458428425
DZIP3	22	29	16	16	29	22	22.3333333333333	6.50640709864771
E2F1	0	0	0	0	0	0	0	0
E2F2	0	1	2	0	2	1	1	1
E2F3	6	13	8	6	13	8	9	3.60555127546399
E2F4	7	14	9	7	14	9	10	3.60555127546399
E2F5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
E2F6	6	3	11	3	11	6	6.66666666666667	4.04145188432738
E2F7	8	11	10	8	11	10	9.66666666666667	1.52752523165195
E2F8	0	0	0	0	0	0	0	0
E4F1	2	1	0	0	2	1	1	1
EAF1	14	15	12	12	15	14	13.6666666666667	1.52752523165195
EAF2	6	4	3	3	6	4	4.33333333333333	1.52752523165195
EAPP	220	154	161	154	220	161	178.333333333333	36.2537354397217
EARS2	5	7	2	2	7	5	4.66666666666667	2.51661147842358
EBAG9	28	17	40	17	40	28	28.3333333333333	11.5036226178249
EBF1	10	11	14	10	14	11	11.6666666666667	2.08166599946613
EBF2	4	4	2	2	4	4	3.33333333333333	1.15470053837925
EBF3	12	12	10	10	12	12	11.3333333333333	1.15470053837925
EBF4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
EBI3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
EBLN2	3	4	0	0	4	3	2.33333333333333	2.08166599946613
EBNA1BP2	62	51	52	51	62	52	55	6.08276253029822
EBP	27	20	22	20	27	22	23	3.60555127546399
EBPL	11	6	6	6	11	6	7.66666666666667	2.88675134594813
ECD	34	28	23	23	34	28	28.3333333333333	5.5075705472861
ECE1	21	23	23	21	23	23	22.3333333333333	1.15470053837925
ECE2	11	7	10	7	11	10	9.33333333333333	2.08166599946613
ECEL1	0	0	0	0	0	0	0	0
ECEL1P2	0	0	0	0	0	0	0	0
ECH1	399	295	295	295	399	295	329.666666666667	60.0444279957211
ECHDC1	122	78	72	72	122	78	90.6666666666667	27.3007936392577
ECHDC2	8	12	5	5	12	8	8.33333333333333	3.51188458428425
ECHDC3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ECHS1	113	80	83	80	113	83	92	18.2482875908947
ECI1	19	17	22	17	22	19	19.3333333333333	2.51661147842358
ECI2	160	103	98	98	160	103	120.333333333333	34.4431899413125
ECM1	7	10	12	7	12	10	9.66666666666667	2.51661147842358
ECM2	112	78	89	78	112	89	93	17.3493515728975
ECSCR	1	4	0	0	4	1	1.66666666666667	2.08166599946613
ECSIT	5	2	8	2	8	5	5	3
ECT2	8	12	11	8	12	11	10.3333333333333	2.08166599946613
ECT2L	0	1	1	0	1	1	0.666666666666667	0.577350269189626
EDA	0	0	0	0	0	0	0	0
EDA2R	33	39	39	33	39	39	37	3.46410161513775
EDAR	0	0	0	0	0	0	0	0
EDARADD	1	0	0	0	1	0	0.333333333333333	0.577350269189626
EDC3	10	18	14	10	18	14	14	4
EDC4	1	2	3	1	3	2	2	1
EDEM1	41	48	38	38	48	41	42.3333333333333	5.13160143944688
EDEM2	45	38	55	38	55	45	46	8.54400374531753
EDEM3	35	29	33	29	35	33	32.3333333333333	3.05505046330389
EDF1	366	334	303	303	366	334	334.333333333333	31.5013227235514
EDIL3	2	4	3	2	4	3	3	1
EDN1	64	48	64	48	64	64	58.6666666666667	9.23760430703401
EDN2	0	0	0	0	0	0	0	0
EDNRA	5	4	3	3	5	4	4	1
EDNRB	2	0	0	0	2	0	0.666666666666667	1.15470053837925
EEA1	136	97	107	97	136	107	113.333333333333	20.2566861389847
EED	19	15	13	13	19	15	15.6666666666667	3.05505046330389
EEF1A1	27817	23270	23274	23270	27817	23274	24787	2624.05773564531
EEF1A2	0	0	0	0	0	0	0	0
EEF1B2	1181	922	912	912	1181	922	1005	152.502458996568
EEF1D	477	388	401	388	477	401	422	48.0728613668877
EEF1DP3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
EEF1E1	98	74	49	49	98	74	73.6666666666667	24.5017006212494
EEF1E1-MUTED	0	1	0	0	1	0	0.333333333333333	0.577350269189626
EEF1G	3356	2690	2680	2680	3356	2690	2908.66666666667	387.434295504842
EEF2	339	359	334	334	359	339	344	13.228756555323
EEF2K	30	29	15	15	30	29	24.6666666666667	8.38649708360608
EEFSEC	0	1	1	0	1	1	0.666666666666667	0.577350269189626
EEPD1	2	0	1	0	2	1	1	1
EFCAB1	0	0	0	0	0	0	0	0
EFCAB10	0	1	0	0	1	0	0.333333333333333	0.577350269189626
EFCAB11	13	4	8	4	13	8	8.33333333333333	4.50924975282289
EFCAB12	0	0	0	0	0	0	0	0
EFCAB13	3	2	1	1	3	2	2	1
EFCAB14	44	54	39	39	54	44	45.6666666666667	7.63762615825973
EFCAB14-AS1	0	0	0	0	0	0	0	0
EFCAB2	22	11	19	11	22	19	17.3333333333333	5.68624070307733
EFCAB3	6	2	2	2	6	2	3.33333333333333	2.3094010767585
EFCAB4A	7	4	2	2	7	4	4.33333333333333	2.51661147842358
EFCAB4B	0	0	0	0	0	0	0	0
EFCAB5	0	0	1	0	1	0	0.333333333333333	0.577350269189626
EFCAB6	1	1	0	0	1	1	0.666666666666667	0.577350269189626
EFCAB6-AS1	0	0	0	0	0	0	0	0
EFCAB7	16	7	12	7	16	12	11.6666666666667	4.50924975282289
EFCAB9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
EFEMP1	2655	2095	2201	2095	2655	2201	2317	297.476049456086
EFEMP2	67	62	58	58	67	62	62.3333333333333	4.50924975282289
EFHB	1	1	0	0	1	1	0.666666666666667	0.577350269189626
EFHC1	26	14	25	14	26	25	21.6666666666667	6.65832811847939
EFHC2	0	0	0	0	0	0	0	0
EFHD1	50	32	31	31	50	32	37.6666666666667	10.6926766215636
EFHD2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
EFNA1	3	0	3	0	3	3	2	1.73205080756888
EFNA2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
EFNA3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
EFNA4	5	4	3	3	5	4	4	1
EFNA5	0	0	0	0	0	0	0	0
EFNB1	7	4	5	4	7	5	5.33333333333333	1.52752523165195
EFNB2	15	8	13	8	15	13	12	3.60555127546399
EFNB3	2	0	1	0	2	1	1	1
EFR3A	55	31	32	31	55	32	39.3333333333333	13.5769412362775
EFR3B	3	6	2	2	6	3	3.66666666666667	2.08166599946613
EFS	0	0	0	0	0	0	0	0
EFTUD1	25	20	11	11	25	20	18.6666666666667	7.09459888459759
EFTUD1P1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
EFTUD2	33	25	27	25	33	27	28.3333333333333	4.16333199893227
EGF	0	0	0	0	0	0	0	0
EGFEM1P	5	4	3	3	5	4	4	1
EGFL6	3	4	11	3	11	4	6	4.35889894354067
EGFL7	11	5	7	5	11	7	7.66666666666667	3.05505046330389
EGFLAM	6	8	4	4	8	6	6	2
EGFLAM-AS2	0	0	0	0	0	0	0	0
EGFLAM-AS4	3	3	2	2	3	3	2.66666666666667	0.577350269189626
EGFR	11	13	12	11	13	12	12	1
EGLN1	33	29	35	29	35	33	32.3333333333333	3.05505046330389
EGLN3	20	15	23	15	23	20	19.3333333333333	4.04145188432738
EGOT	0	1	0	0	1	0	0.333333333333333	0.577350269189626
EGR1	14	6	7	6	14	7	9	4.35889894354067
EGR2	11	4	15	4	15	11	10	5.56776436283002
EGR3	2	1	2	1	2	2	1.66666666666667	0.577350269189626
EHBP1	53	26	50	26	53	50	43	14.7986485869487
EHBP1L1	2	0	1	0	2	1	1	1
EHD1	8	4	9	4	9	8	7	2.64575131106459
EHD2	95	99	83	83	99	95	92.3333333333333	8.32666399786453
EHD3	6	8	10	6	10	8	8	2
EHD4	0	2	5	0	5	2	2.33333333333333	2.51661147842358
EHF	0	1	0	0	1	0	0.333333333333333	0.577350269189626
EHHADH	7	5	7	5	7	7	6.33333333333333	1.15470053837925
EHHADH-AS1	1	3	0	0	3	1	1.33333333333333	1.52752523165195
EHMT1	22	18	18	18	22	18	19.3333333333333	2.3094010767585
EHMT1-IT1	0	0	0	0	0	0	0	0
EHMT2	10	3	1	1	10	3	4.66666666666667	4.72581562625261
EI24	71	64	53	53	71	64	62.6666666666667	9.07377172587747
EID1	215	189	170	170	215	189	191.333333333333	22.5905584998099
EID2	1	7	1	1	7	1	3	3.46410161513775
EID2B	4	1	3	1	4	3	2.66666666666667	1.52752523165195
EID3	0	2	3	0	3	2	1.66666666666667	1.52752523165195
EIF1	2058	1665	1783	1665	2058	1783	1835.33333333333	201.658953020523
EIF1AD	33	28	21	21	33	28	27.3333333333333	6.02771377334171
EIF1AX	88	62	81	62	88	81	77	13.4536240470737
EIF1AY	127	88	90	88	127	90	101.666666666667	21.9620885467055
EIF1B	288	228	230	228	288	230	248.666666666667	34.0783411176855
EIF1B-AS1	1	0	2	0	2	1	1	1
EIF2A	172	142	145	142	172	145	153	16.5227116418583
EIF2AK1	30	22	26	22	30	26	26	4
EIF2AK2	54	44	39	39	54	44	45.6666666666667	7.63762615825973
EIF2AK3	8	13	13	8	13	13	11.3333333333333	2.88675134594813
EIF2AK4	43	40	48	40	48	43	43.6666666666667	4.04145188432738
EIF2B1	22	20	21	20	22	21	21	1
EIF2B2	17	11	13	11	17	13	13.6666666666667	3.05505046330389
EIF2B3	65	46	47	46	65	47	52.6666666666667	10.6926766215636
EIF2B4	14	6	15	6	15	14	11.6666666666667	4.93288286231625
EIF2B5	13	6	8	6	13	8	9	3.60555127546399
EIF2D	58	43	40	40	58	43	47	9.64365076099295
EIF2S1	171	128	134	128	171	134	144.333333333333	23.2880512996114
EIF2S2	290	232	198	198	290	232	240	46.518813398452
EIF2S3	337	267	244	244	337	267	282.666666666667	48.4389650316079
EIF3A	267	243	251	243	267	251	253.666666666667	12.2202018532156
EIF3B	70	49	47	47	70	49	55.3333333333333	12.7410099024109
EIF3C	10	6	7	6	10	7	7.66666666666667	2.08166599946613
