Gene	SUN+LOP.A.7.15.1.F5	SUN+LOP.A.7.16.1.F6	SUN+LOP.A.8.12.1.G9	Min	Max	Median	Mean	Std
GALNS	7	4	2	2	7	4	4.33333333333333	2.51661147842358
GALNT1	36	17	5	5	36	17	19.3333333333333	15.6311654502578
GALNT10	34	18	3	3	34	18	18.3333333333333	15.502687938978
GALNT11	13	12	3	3	13	12	9.33333333333333	5.5075705472861
GALNT12	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GALNT13	2	0	0	0	2	0	0.666666666666667	1.15470053837925
GALNT15	2	2	1	1	2	2	1.66666666666667	0.577350269189626
GALNT16	1	1	1	1	1	1	1	0
GALNT18	0	0	0	0	0	0	0	0
GALNT2	38	28	4	4	38	28	23.3333333333333	17.4737898961082
GALNT4	4	4	1	1	4	4	3	1.73205080756888
GALNT5	8	7	2	2	8	7	5.66666666666667	3.21455025366432
GALNT6	3	1	1	1	3	1	1.66666666666667	1.15470053837925
GALNT7	31	9	3	3	31	9	14.3333333333333	14.742229591664
GALNT8	0	0	0	0	0	0	0	0
GALP	0	0	0	0	0	0	0	0
GALR2	0	0	0	0	0	0	0	0
GALT	22	18	4	4	22	18	14.6666666666667	9.45163125250522
GAMT	8	5	0	0	8	5	4.33333333333333	4.04145188432738
GAN	1	0	1	0	1	1	0.666666666666667	0.577350269189626
GANAB	10	8	7	7	10	8	8.33333333333333	1.52752523165195
GANC	5	8	0	0	8	5	4.33333333333333	4.04145188432738
GAP43	15	11	0	0	15	11	8.66666666666667	7.76745346515403
GAPDH	6489	4175	977	977	6489	4175	3880.33333333333	2767.7892501658
GAPDHS	0	0	0	0	0	0	0	0
GAPVD1	34	20	3	3	34	20	19	15.52417469626
GAR1	10	9	1	1	10	9	6.66666666666667	4.93288286231625
GAREM	7	5	0	0	7	5	4	3.60555127546399
GAREML	3	2	1	1	3	2	2	1
GARNL3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GARS	202	126	30	30	202	126	119.333333333333	86.1935805807679
GART	40	26	2	2	40	26	22.6666666666667	19.2180470738661
GAS1	5	2	1	1	5	2	2.66666666666667	2.08166599946613
GAS2	0	0	0	0	0	0	0	0
GAS2L1	2	3	0	0	3	2	1.66666666666667	1.52752523165195
GAS2L2	0	0	0	0	0	0	0	0
GAS2L3	0	0	0	0	0	0	0	0
GAS5	1360	948	186	186	1360	948	831.333333333333	595.631877364982
GAS5-AS1	0	0	0	0	0	0	0	0
GAS6	65	36	8	8	65	36	36.3333333333333	28.5014619508076
GAS6-AS1	0	0	0	0	0	0	0	0
GAS7	9	10	1	1	10	9	6.66666666666667	4.93288286231625
GAS8	2	1	0	0	2	1	1	1
GATA2	0	0	0	0	0	0	0	0
GATA3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GATA3-AS1	0	0	0	0	0	0	0	0
GATA4	3	7	1	1	7	3	3.66666666666667	3.05505046330389
GATA5	0	0	0	0	0	0	0	0
GATA6	25	15	3	3	25	15	14.3333333333333	11.0151410945722
GATA6-AS1	6	4	0	0	6	4	3.33333333333333	3.05505046330389
GATAD1	23	23	5	5	23	23	17	10.3923048454133
GATAD2A	27	7	2	2	27	7	12	13.228756555323
GATAD2B	8	9	5	5	9	8	7.33333333333333	2.08166599946613
GATC	36	19	6	6	36	19	20.3333333333333	15.0443787951957
GATM	0	0	0	0	0	0	0	0
GATM-AS1	7	4	3	3	7	4	4.66666666666667	2.08166599946613
GATS	5	2	0	0	5	2	2.33333333333333	2.51661147842358
GATSL3	12	12	2	2	12	12	8.66666666666667	5.77350269189626
GBA	9	7	2	2	9	7	6	3.60555127546399
GBA2	6	4	1	1	6	4	3.66666666666667	2.51661147842358
GBA3	0	0	0	0	0	0	0	0
GBAP1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GBAS	17	10	2	2	17	10	9.66666666666667	7.50555349946513
GBE1	113	79	16	16	113	79	69.3333333333333	49.2172056636024
GBF1	7	7	3	3	7	7	5.66666666666667	2.3094010767585
GBGT1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GBP1	20	6	3	3	20	6	9.66666666666667	9.07377172587747
GBP1P1	0	0	0	0	0	0	0	0
GBP2	25	18	1	1	25	18	14.6666666666667	12.3423390543824
GBP3	11	10	2	2	11	10	7.66666666666667	4.93288286231625
GBP4	9	2	2	2	9	2	4.33333333333333	4.04145188432738
GBP5	0	0	0	0	0	0	0	0
GBP6	4	0	0	0	4	0	1.33333333333333	2.3094010767585
GBP7	0	0	0	0	0	0	0	0
GBX2	0	0	0	0	0	0	0	0
GCA	4	10	1	1	10	4	5	4.58257569495584
GCAT	6	2	0	0	6	2	2.66666666666667	3.05505046330389
GCC1	9	4	2	2	9	4	5	3.60555127546399
GCC2	75	49	15	15	75	49	46.3333333333333	30.0887575903914
GCDH	3	1	1	1	3	1	1.66666666666667	1.15470053837925
GCFC2	8	8	2	2	8	8	6	3.46410161513775
GCH1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
GCHFR	10	3	4	3	10	4	5.66666666666667	3.78593889720018
GCK	0	0	0	0	0	0	0	0
GCKR	0	0	0	0	0	0	0	0
GCLC	6	6	2	2	6	6	4.66666666666667	2.3094010767585
GCLM	18	15	4	4	18	15	12.3333333333333	7.37111479583199
GCM1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GCM2	0	0	0	0	0	0	0	0
GCN1L1	15	11	2	2	15	11	9.33333333333333	6.65832811847939
GCNT1	4	4	1	1	4	4	3	1.73205080756888
GCNT2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
GCNT3	0	0	0	0	0	0	0	0
GCNT4	0	0	0	0	0	0	0	0
GCNT7	0	0	0	0	0	0	0	0
GCOM1	0	0	0	0	0	0	0	0
GCSAM	0	0	0	0	0	0	0	0
GCSAML	0	0	0	0	0	0	0	0
GCSH	10	9	0	0	10	9	6.33333333333333	5.5075705472861
GCSHP3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GDAP1	5	3	1	1	5	3	3	2
GDAP1L1	0	0	0	0	0	0	0	0
GDAP2	26	21	4	4	26	21	17	11.5325625946708
GDE1	19	14	3	3	19	14	12	8.18535277187245
GDF10	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GDF11	0	5	0	0	5	0	1.66666666666667	2.88675134594813
GDF15	52	45	8	8	52	45	35	23.6431808350738
GDF5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GDF6	22	6	3	3	22	6	10.3333333333333	10.2143689640297
GDF9	0	0	0	0	0	0	0	0
GDI1	4	4	0	0	4	4	2.66666666666667	2.3094010767585
GDI2	355	222	45	45	355	222	207.333333333333	155.519559327222
GDNF	3	1	2	1	3	2	2	1
GDNF-AS1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
GDPD1	8	9	1	1	9	8	6	4.35889894354067
GDPD2	0	0	0	0	0	0	0	0
GDPD3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GDPD5	3	1	0	0	3	1	1.33333333333333	1.52752523165195
GDPGP1	0	0	0	0	0	0	0	0
GEM	177	78	22	22	177	78	92.3333333333333	78.487790982632
GEMIN2	20	15	4	4	20	15	13	8.18535277187245
GEMIN4	6	2	0	0	6	2	2.66666666666667	3.05505046330389
GEMIN5	12	5	2	2	12	5	6.33333333333333	5.13160143944688
GEMIN6	22	22	2	2	22	22	15.3333333333333	11.5470053837925
GEMIN7	30	17	5	5	30	17	17.3333333333333	12.5033328890074
GEMIN8	46	32	5	5	46	32	27.6666666666667	20.8406653764541
GEMIN8P4	2	0	0	0	2	0	0.666666666666667	1.15470053837925
GEN1	5	3	1	1	5	3	3	2
GET4	7	5	0	0	7	5	4	3.60555127546399
GFER	1	3	0	0	3	1	1.33333333333333	1.52752523165195
GFI1	0	0	0	0	0	0	0	0
GFM1	17	7	3	3	17	7	9	7.21110255092798
GFM2	22	18	1	1	22	18	13.6666666666667	11.1504857891185
GFOD1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GFOD2	9	6	2	2	9	6	5.66666666666667	3.51188458428425
GFPT1	122	73	23	23	122	73	72.6666666666667	49.5008417436849
GFPT2	8	5	0	0	8	5	4.33333333333333	4.04145188432738
GFRA1	0	0	0	0	0	0	0	0
GFRA2	0	0	0	0	0	0	0	0
GFRAL	2	2	0	0	2	2	1.33333333333333	1.15470053837925
GGA1	5	3	2	2	5	3	3.33333333333333	1.52752523165195
GGA2	14	8	3	3	14	8	8.33333333333333	5.5075705472861
GGA3	7	8	2	2	8	7	5.66666666666667	3.21455025366432
GGACT	5	1	0	0	5	1	2	2.64575131106459
GGCT	145	95	16	16	145	95	85.3333333333333	65.041012702243
GGCX	49	28	6	6	49	28	27.6666666666667	21.5019378971602
GGH	3	3	1	1	3	3	2.33333333333333	1.15470053837925
GGN	0	0	0	0	0	0	0	0
GGNBP2	50	40	11	11	50	40	33.6666666666667	20.2566861389847
GGPS1	111	87	15	15	111	87	71	49.9599839871872
GGT1	0	0	0	0	0	0	0	0
GGT3P	0	0	0	0	0	0	0	0
GGT5	5	0	1	0	5	1	2	2.64575131106459
GGT6	6	7	1	1	7	6	4.66666666666667	3.21455025366432
GGT7	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GGT8P	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GGTA1P	0	0	0	0	0	0	0	0
GGTLC2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GHDC	3	1	0	0	3	1	1.33333333333333	1.52752523165195
GHITM	483	336	97	97	483	336	305.333333333333	194.818719155356
GHR	11	8	1	1	11	8	6.66666666666667	5.13160143944688
GHRL	0	0	0	0	0	0	0	0
GHRLOS	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GID4	6	3	1	1	6	3	3.33333333333333	2.51661147842358
GID8	20	12	6	6	20	12	12.6666666666667	7.02376916856849
GIGYF1	6	6	1	1	6	6	4.33333333333333	2.88675134594813
GIGYF2	64	27	6	6	64	27	32.3333333333333	29.365512652316
GIMAP1	3	0	0	0	3	0	1	1.73205080756888
GIMAP2	0	0	0	0	0	0	0	0
GIMAP4	0	0	0	0	0	0	0	0
GIMAP5	0	0	0	0	0	0	0	0
GIMAP6	0	0	0	0	0	0	0	0
GIMAP7	0	0	0	0	0	0	0	0
GIMAP8	0	0	0	0	0	0	0	0
GIN1	11	7	1	1	11	7	6.33333333333333	5.03322295684717
GINM1	21	21	3	3	21	21	15	10.3923048454133
GINS1	1	2	0	0	2	1	1	1
GINS2	0	0	0	0	0	0	0	0
GINS3	2	1	0	0	2	1	1	1
GINS4	5	2	1	1	5	2	2.66666666666667	2.08166599946613
GIP	0	0	0	0	0	0	0	0
GIPC1	6	0	1	0	6	1	2.33333333333333	3.21455025366432
GIPC2	0	0	0	0	0	0	0	0
GIPR	0	0	0	0	0	0	0	0
GIT1	1	1	1	1	1	1	1	0
GIT2	14	14	0	0	14	14	9.33333333333333	8.08290376865476
GJA1	167	110	23	23	167	110	100	72.5189630372636
GJA3	0	0	0	0	0	0	0	0
GJA5	0	0	0	0	0	0	0	0
GJA9-MYCBP	0	1	1	0	1	1	0.666666666666667	0.577350269189626
GJB5	0	0	0	0	0	0	0	0
GJB7	0	0	0	0	0	0	0	0
GJC1	12	7	1	1	12	7	6.66666666666667	5.5075705472861
GJC2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GJC3	0	0	0	0	0	0	0	0
GJD3	0	0	0	0	0	0	0	0
GJD4	0	0	0	0	0	0	0	0
GK	12	7	1	1	12	7	6.66666666666667	5.5075705472861
GK5	44	21	5	5	44	21	23.3333333333333	19.6044212700435
GKAP1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GKN1	0	0	0	0	0	0	0	0
GKN2	0	0	0	0	0	0	0	0
GLA	29	16	2	2	29	16	15.6666666666667	13.5030860670194
GLB1	93	51	18	18	93	51	54	37.589892258425
GLB1L	8	6	0	0	8	6	4.66666666666667	4.16333199893227
GLB1L2	0	0	0	0	0	0	0	0
GLB1L3	4	1	1	1	4	1	2	1.73205080756888
GLCCI1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GLCE	4	3	0	0	4	3	2.33333333333333	2.08166599946613
GLDC	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GLDN	0	0	0	0	0	0	0	0
GLE1	18	13	1	1	18	13	10.6666666666667	8.7368949480541
GLG1	141	109	31	31	141	109	93.6666666666667	56.5803263805833
GLI1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GLI2	3	2	4	2	4	3	3	1
GLI3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GLI4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GLIPR1	67	53	16	16	67	53	45.3333333333333	26.3502055652956
GLIPR1L1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
GLIPR1L2	2	2	0	0	2	2	1.33333333333333	1.15470053837925
GLIPR2	38	26	5	5	38	26	23	16.7032930884901
GLIS1	0	0	0	0	0	0	0	0
GLIS2	7	3	2	2	7	3	4	2.64575131106459
GLIS3	22	7	4	4	22	7	11	9.64365076099295
GLIS3-AS1	0	0	0	0	0	0	0	0
GLMN	4	6	5	4	6	5	5	1
GLO1	120	113	17	17	120	113	83.3333333333333	57.5528742404177
GLOD4	126	84	25	25	126	84	78.3333333333333	50.7378885383826
GLRA2	0	0	0	0	0	0	0	0
GLRA4	0	0	0	0	0	0	0	0
GLRB	8	5	2	2	8	5	5	3
GLRX	195	136	32	32	195	136	121	82.5287828578612
GLRX2	61	39	8	8	61	39	36	26.6270539113887
GLRX3	33	23	5	5	33	23	20.3333333333333	14.1891977691952
GLRX5	13	14	2	2	14	13	9.66666666666667	6.65832811847939
GLS	91	64	18	18	91	64	57.6666666666667	36.909799963334
GLS2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GLT1D1	0	0	0	0	0	0	0	0
GLT8D1	61	23	5	5	61	23	29.6666666666667	28.5890421898554
GLT8D2	113	72	11	11	113	72	65.3333333333333	51.3257570166611
GLTP	50	31	9	9	50	31	30	20.5182845286832
GLTPD1	2	3	0	0	3	2	1.66666666666667	1.52752523165195
GLTSCR1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GLTSCR1L	10	5	1	1	10	5	5.33333333333333	4.50924975282289
GLTSCR2	16	11	2	2	16	11	9.66666666666667	7.09459888459759
GLUD1	19	14	5	5	19	14	12.6666666666667	7.09459888459759
GLUD1P3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GLUD1P7	9	5	0	0	9	5	4.66666666666667	4.50924975282289
GLUD2	0	0	0	0	0	0	0	0
GLUL	40	29	10	10	40	29	26.3333333333333	15.1767365837763
GLYAT	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GLYATL1	0	0	0	0	0	0	0	0
GLYATL2	0	0	0	0	0	0	0	0
GLYCTK	0	0	0	0	0	0	0	0
GLYR1	22	14	2	2	22	14	12.6666666666667	10.0664459136943
GM2A	49	40	5	5	49	40	31.3333333333333	23.2450711621482
GMCL1	6	4	0	0	6	4	3.33333333333333	3.05505046330389
GMCL1P1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GMDS	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GMEB1	5	5	1	1	5	5	3.66666666666667	2.3094010767585
GMEB2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GMFB	38	33	2	2	38	33	24.3333333333333	19.5021366350801
GMFG	2	1	1	1	2	1	1.33333333333333	0.577350269189626
GMIP	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GML	0	0	0	0	0	0	0	0
GMNN	23	14	0	0	23	14	12.3333333333333	11.5902257671425
GMPPA	10	8	1	1	10	8	6.33333333333333	4.72581562625261
GMPPB	5	3	2	2	5	3	3.33333333333333	1.52752523165195
GMPR	6	2	0	0	6	2	2.66666666666667	3.05505046330389
GMPR2	46	26	9	9	46	26	27	18.5202591774521
GMPS	22	7	3	3	22	7	10.6666666666667	10.0166528008778
GNA11	6	4	1	1	6	4	3.66666666666667	2.51661147842358
GNA12	25	14	5	5	25	14	14.6666666666667	10.0166528008778
GNA13	20	14	4	4	20	14	12.6666666666667	8.08290376865476
GNA14	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GNA15	0	0	0	0	0	0	0	0
GNAI1	7	1	4	1	7	4	4	3
GNAI2	42	39	9	9	42	39	30	18.2482875908947
GNAI3	123	82	13	13	123	82	72.6666666666667	55.5907666194066
GNAL	9	10	3	3	10	9	7.33333333333333	3.78593889720018
GNAO1	0	0	0	0	0	0	0	0
GNAQ	4	4	0	0	4	4	2.66666666666667	2.3094010767585
GNAS	529	381	90	90	529	381	333.333333333333	223.348009468035
GNAS-AS1	0	0	0	0	0	0	0	0
GNAT2	0	0	0	0	0	0	0	0
GNAZ	1	2	0	0	2	1	1	1
GNB1	59	41	15	15	59	41	38.3333333333333	22.1208800307161
GNB1L	2	1	1	1	2	1	1.33333333333333	0.577350269189626
GNB2	12	7	1	1	12	7	6.66666666666667	5.5075705472861
GNB2L1	2985	1957	394	394	2985	1957	1778.66666666667	1304.67326688843
GNB3	0	0	0	0	0	0	0	0
GNB4	53	46	2	2	53	46	33.6666666666667	27.6465790529919
GNB5	19	19	4	4	19	19	14	8.66025403784439
GNE	32	18	4	4	32	18	18	14
GNG10	5	3	1	1	5	3	3	2
GNG11	159	122	21	21	159	122	100.666666666667	71.4306190182707
GNG12	159	98	25	25	159	98	94	67.089492470878
GNG12-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GNG2	7	3	1	1	7	3	3.66666666666667	3.05505046330389
GNG3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GNG4	19	11	0	0	19	11	10	9.53939201416946
GNG5	339	196	53	53	339	196	196	143
GNG7	1	2	1	1	2	1	1.33333333333333	0.577350269189626
GNGT1	0	0	0	0	0	0	0	0
GNGT2	0	0	0	0	0	0	0	0
GNL1	10	4	1	1	10	4	5	4.58257569495584
GNL2	71	53	11	11	71	53	45	30.7896086366813
GNL3	152	92	13	13	152	92	85.6666666666667	69.7160909212022
GNL3L	52	35	7	7	52	35	31.3333333333333	22.722969289539
GNLY	0	0	0	0	0	0	0	0
GNMT	0	0	0	0	0	0	0	0
GNN	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GNPAT	27	22	5	5	27	22	18	11.5325625946708
GNPDA1	52	34	6	6	52	34	30.6666666666667	23.1804515342849
GNPDA2	47	29	7	7	47	29	27.6666666666667	20.0333056017556
GNPNAT1	36	20	10	10	36	20	22	13.114877048604
GNPTAB	46	24	8	8	46	24	26	19.0787840283389
GNPTG	14	19	3	3	19	14	12	8.18535277187245
GNRH1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
GNRHR	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GNRHR2	3	4	0	0	4	3	2.33333333333333	2.08166599946613
GNS	71	38	18	18	71	38	42.3333333333333	26.7644042215278
GOLGA1	24	10	3	3	24	10	12.3333333333333	10.6926766215636
GOLGA2	103	41	7	7	103	41	50.3333333333333	48.6757982300582
GOLGA2P5	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GOLGA3	94	54	20	20	94	54	56	37.0405183549043
GOLGA4	151	84	18	18	151	84	84.3333333333333	66.5006265634643
GOLGA5	45	22	10	10	45	22	25.6666666666667	17.7857620959388
GOLGA6C	0	0	0	0	0	0	0	0
GOLGA6L1	2	0	1	0	2	1	1	1
GOLGA6L10	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GOLGA6L5	0	0	0	0	0	0	0	0
GOLGA6L6	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GOLGA6L7P	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GOLGA6L9	0	0	0	0	0	0	0	0
GOLGA7	64	45	9	9	64	45	39.3333333333333	27.9344470740577
GOLGA7B	0	0	0	0	0	0	0	0
GOLGA8A	2	2	1	1	2	2	1.66666666666667	0.577350269189626
GOLGA8B	7	3	1	1	7	3	3.66666666666667	3.05505046330389
GOLGA8DP	0	0	0	0	0	0	0	0
GOLGA8I	2	0	0	0	2	0	0.666666666666667	1.15470053837925
GOLGA8O	13	3	1	1	13	3	5.66666666666667	6.42910050732864
GOLGA8S	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GOLGA8T	0	0	0	0	0	0	0	0
GOLGB1	233	149	24	24	233	149	135.333333333333	105.168119377183
GOLIM4	53	32	11	11	53	32	32	21
GOLM1	11	12	3	3	12	11	8.66666666666667	4.93288286231625
GOLPH3	33	29	5	5	33	29	22.3333333333333	15.1437555888007
GOLPH3L	35	17	3	3	35	17	18.3333333333333	16.0416125540213
GOLT1A	0	0	0	0	0	0	0	0
GOLT1B	153	85	27	27	153	85	88.3333333333333	63.0661028868388
GON4L	50	25	4	4	50	25	26.3333333333333	23.0289672658878
GOPC	35	21	6	6	35	21	20.6666666666667	14.5028732785381
GORAB	38	19	3	3	38	19	20	17.5214154679352
GORASP1	13	3	1	1	13	3	5.66666666666667	6.42910050732864
GORASP2	56	30	6	6	56	30	30.6666666666667	25.0066657780147
GOSR1	95	65	18	18	95	65	59.3333333333333	38.8115103201786
GOSR2	53	35	10	10	53	35	32.6666666666667	21.594752448994
GOT1	106	67	19	19	106	67	64	43.5775171390018
GOT2	11	9	2	2	11	9	7.33333333333333	4.72581562625261
GP1BA	2	2	0	0	2	2	1.33333333333333	1.15470053837925
GP2	4	0	1	0	4	1	1.66666666666667	2.08166599946613
GP5	3	0	0	0	3	0	1	1.73205080756888
GP6	0	2	0	0	2	0	0.666666666666667	1.15470053837925
GPAA1	28	11	2	2	28	11	13.6666666666667	13.2035348802256
GPAM	9	5	2	2	9	5	5.33333333333333	3.51188458428425
GPANK1	37	18	4	4	37	18	19.6666666666667	16.5630109984065
GPAT2	4	1	0	0	4	1	1.66666666666667	2.08166599946613
GPATCH1	20	4	1	1	20	4	8.33333333333333	10.2143689640297
GPATCH11	19	11	1	1	19	11	10.3333333333333	9.01849950564579
GPATCH2	11	13	1	1	13	11	8.33333333333333	6.42910050732864
GPATCH2L	8	8	3	3	8	8	6.33333333333333	2.88675134594813
GPATCH3	4	1	0	0	4	1	1.66666666666667	2.08166599946613
GPATCH4	45	29	11	11	45	29	28.3333333333333	17.0098010962308
GPATCH8	26	12	3	3	26	12	13.6666666666667	11.5902257671425
GPBAR1	0	0	0	0	0	0	0	0
GPBP1	66	26	11	11	66	26	34.3333333333333	28.4312035153866
GPBP1L1	40	26	12	12	40	26	26	14
GPC1	9	9	3	3	9	9	7	3.46410161513775
GPC2	0	0	0	0	0	0	0	0
GPC3	4	0	0	0	4	0	1.33333333333333	2.3094010767585
GPC4	5	4	1	1	5	4	3.33333333333333	2.08166599946613
GPC5	0	0	0	0	0	0	0	0
GPC6	71	43	4	4	71	43	39.3333333333333	33.6501609703926
GPC6-AS2	0	0	0	0	0	0	0	0
GPCPD1	5	5	1	1	5	5	3.66666666666667	2.3094010767585
GPD1	4	0	0	0	4	0	1.33333333333333	2.3094010767585
GPD1L	2	4	1	1	4	2	2.33333333333333	1.52752523165195
GPD2	7	4	0	0	7	4	3.66666666666667	3.51188458428425
GPER	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GPHA2	0	0	0	0	0	0	0	0
GPHN	6	4	1	1	6	4	3.66666666666667	2.51661147842358
GPI	308	193	48	48	308	193	183	130.288142207954
GPIHBP1	0	0	0	0	0	0	0	0
GPKOW	1	4	2	1	4	2	2.33333333333333	1.52752523165195
GPLD1	4	1	0	0	4	1	1.66666666666667	2.08166599946613
GPM6A	0	0	0	0	0	0	0	0
GPM6B	0	0	0	0	0	0	0	0
GPN1	54	35	11	11	54	35	33.3333333333333	21.548395145192
GPN2	2	1	0	0	2	1	1	1
GPN3	20	12	2	2	20	12	11.3333333333333	9.01849950564579
GPNMB	219	123	20	20	219	123	120.666666666667	99.5205171476381
GPR1	124	111	19	19	124	111	84.6666666666667	57.2392639132731
GPR107	15	9	4	4	15	9	9.33333333333333	5.5075705472861
GPR108	5	2	1	1	5	2	2.66666666666667	2.08166599946613
GPR110	0	0	0	0	0	0	0	0
GPR111	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GPR112	0	0	0	0	0	0	0	0
GPR113	0	0	0	0	0	0	0	0
GPR114	0	0	0	0	0	0	0	0
GPR115	0	0	0	0	0	0	0	0
GPR116	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GPR12	1	0	1	0	1	1	0.666666666666667	0.577350269189626
GPR123	0	0	0	0	0	0	0	0
GPR124	61	23	5	5	61	23	29.6666666666667	28.5890421898554
GPR125	10	6	1	1	10	6	5.66666666666667	4.50924975282289
GPR126	0	0	0	0	0	0	0	0
GPR132	0	0	0	0	0	0	0	0
GPR133	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GPR135	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GPR137	3	2	0	0	3	2	1.66666666666667	1.52752523165195
GPR137B	9	6	0	0	9	6	5	4.58257569495584
GPR137C	3	2	0	0	3	2	1.66666666666667	1.52752523165195
GPR143	0	0	0	0	0	0	0	0
GPR146	2	0	0	0	2	0	0.666666666666667	1.15470053837925
GPR153	2	4	1	1	4	2	2.33333333333333	1.52752523165195
GPR155	25	14	3	3	25	14	14	11
GPR156	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GPR157	0	0	0	0	0	0	0	0
GPR158	0	0	0	0	0	0	0	0
GPR160	0	0	0	0	0	0	0	0
GPR161	11	8	1	1	11	8	6.66666666666667	5.13160143944688
GPR162	0	0	0	0	0	0	0	0
GPR17	0	0	0	0	0	0	0	0
GPR171	0	0	0	0	0	0	0	0
GPR173	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GPR176	42	20	13	13	42	20	25	15.1327459504216
GPR18	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GPR180	18	12	4	4	18	12	11.3333333333333	7.02376916856849
GPR183	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GPR19	0	0	0	0	0	0	0	0
GPR21	0	0	0	0	0	0	0	0
GPR22	1	0	1	0	1	1	0.666666666666667	0.577350269189626
GPR26	0	0	0	0	0	0	0	0
GPR3	0	0	0	0	0	0	0	0
GPR33	0	0	0	0	0	0	0	0
GPR34	0	0	0	0	0	0	0	0
GPR35	0	0	0	0	0	0	0	0
GPR37	0	0	0	0	0	0	0	0
GPR37L1	5	3	3	3	5	3	3.66666666666667	1.15470053837925
GPR39	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GPR4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GPR52	0	0	0	0	0	0	0	0
GPR56	0	2	0	0	2	0	0.666666666666667	1.15470053837925
GPR61	0	0	0	0	0	0	0	0
GPR63	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GPR64	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GPR65	1	1	1	1	1	1	1	0
GPR68	0	0	0	0	0	0	0	0
GPR75	0	0	0	0	0	0	0	0
GPR78	5	2	0	0	5	2	2.33333333333333	2.51661147842358
GPR82	8	9	2	2	9	8	6.33333333333333	3.78593889720018
GPR83	2	1	0	0	2	1	1	1
GPR84	0	0	0	0	0	0	0	0
GPR85	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GPR87	0	0	0	0	0	0	0	0
GPR88	0	0	0	0	0	0	0	0
GPR89A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GPR98	0	0	0	0	0	0	0	0
GPRASP1	3	1	0	0	3	1	1.33333333333333	1.52752523165195
GPRASP2	0	0	0	0	0	0	0	0
GPRC5A	5	9	2	2	9	5	5.33333333333333	3.51188458428425
GPRC5B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GPRC5C	2	2	1	1	2	2	1.66666666666667	0.577350269189626
GPRC5D	0	0	0	0	0	0	0	0
GPRIN1	0	0	0	0	0	0	0	0
