Gene	DTP.A.7.9.1.E11	DTP.A.7.10.1.E12	DTP.A.8.5.1.G3	Min	Max	Median	Mean	Std
FAM83B	2	0	2	0	2	2	1.33333333333333	1.15470053837925
FAM83D	0	0	0	0	0	0	0	0
FAM83E	0	0	0	0	0	0	0	0
FAM83G	0	0	0	0	0	0	0	0
FAM83H	4	1	0	0	4	1	1.66666666666667	2.08166599946613
FAM83H-AS1	8	11	3	3	11	8	7.33333333333333	4.04145188432738
FAM84A	0	0	0	0	0	0	0	0
FAM84B	54	23	23	23	54	23	33.3333333333333	17.8978583448784
FAM86A	9	1	2	1	9	2	4	4.35889894354067
FAM86B1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FAM86B2	0	0	0	0	0	0	0	0
FAM86B3P	5	1	0	0	5	1	2	2.64575131106459
FAM86C1	5	0	1	0	5	1	2	2.64575131106459
FAM86C2P	4	0	2	0	4	2	2	2
FAM86DP	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FAM86EP	4	1	5	1	5	4	3.33333333333333	2.08166599946613
FAM86FP	6	1	1	1	6	1	2.66666666666667	2.88675134594813
FAM86HP	0	0	0	0	0	0	0	0
FAM86JP	1	0	1	0	1	1	0.666666666666667	0.577350269189626
FAM87B	1	1	0	0	1	1	0.666666666666667	0.577350269189626
FAM89A	2	0	0	0	2	0	0.666666666666667	1.15470053837925
FAM89B	19	16	16	16	19	16	17	1.73205080756888
FAM8A1	22	14	9	9	22	14	15	6.557438524302
FAM90A1	0	0	0	0	0	0	0	0
FAM90A25P	0	0	0	0	0	0	0	0
FAM90A27P	0	0	0	0	0	0	0	0
FAM91A1	46	13	17	13	46	17	25.3333333333333	18.0092568789868
FAM92A1	43	20	19	19	43	20	27.3333333333333	13.5769412362775
FAM92A1P2	5	2	1	1	5	2	2.66666666666667	2.08166599946613
FAM92B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FAM95B1	0	0	0	0	0	0	0	0
FAM95C	1	0	1	0	1	1	0.666666666666667	0.577350269189626
FAM96A	89	31	38	31	89	38	52.6666666666667	31.6596483450675
FAM96B	91	44	60	44	91	60	65	23.895606290697
FAM98A	130	42	59	42	130	59	77	46.6797600679352
FAM98B	15	5	3	3	15	5	7.66666666666667	6.42910050732864
FAM98C	2	2	1	1	2	2	1.66666666666667	0.577350269189626
FAM9C	0	0	0	0	0	0	0	0
FAN1	19	9	7	7	19	9	11.6666666666667	6.42910050732864
FANCA	0	0	0	0	0	0	0	0
FANCB	7	0	3	0	7	3	3.33333333333333	3.51188458428425
FANCC	10	4	4	4	10	4	6	3.46410161513775
FANCD2	11	7	5	5	11	7	7.66666666666667	3.05505046330389
FANCE	2	1	2	1	2	2	1.66666666666667	0.577350269189626
FANCF	9	4	4	4	9	4	5.66666666666667	2.88675134594813
FANCG	4	4	1	1	4	4	3	1.73205080756888
FANCI	9	0	2	0	9	2	3.66666666666667	4.72581562625261
FANCL	14	5	11	5	14	11	10	4.58257569495584
FANCM	9	3	2	2	9	3	4.66666666666667	3.78593889720018
FANK1	23	14	11	11	23	14	16	6.2449979983984
FAP	397	214	229	214	397	229	280	101.602165331257
FAR1	43	24	19	19	43	24	28.6666666666667	12.6622799421484
FAR2	2	1	0	0	2	1	1	1
FARP1	30	21	8	8	30	21	19.6666666666667	11.060440015358
FARP2	6	4	4	4	6	4	4.66666666666667	1.15470053837925
FARS2	22	11	18	11	22	18	17	5.56776436283002
FARSA	27	6	12	6	27	12	15	10.816653826392
FARSB	94	56	50	50	94	56	66.6666666666667	23.8607068908977
FAS	115	52	53	52	115	53	73.3333333333333	36.0878557597058
FAS-AS1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
FASN	1	2	0	0	2	1	1	1
FASTK	11	4	1	1	11	4	5.33333333333333	5.13160143944688
FASTKD1	14	5	8	5	14	8	9	4.58257569495584
FASTKD2	76	26	40	26	76	40	47.3333333333333	25.7940561628708
FASTKD3	28	6	9	6	28	9	14.3333333333333	11.9303534454489
FASTKD5	22	10	8	8	22	10	13.3333333333333	7.57187779440036
FAT1	114	45	42	42	114	45	67	40.7308237088326
FAT2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
FAT3	7	2	2	2	7	2	3.66666666666667	2.88675134594813
FAT4	33	15	18	15	33	18	22	9.64365076099295
FAU	1186	671	628	628	1186	671	828.333333333333	310.493692904274
FAXC	0	0	0	0	0	0	0	0
FAXDC2	9	2	14	2	14	9	8.33333333333333	6.02771377334171
FBF1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
FBL	39	10	22	10	39	22	23.6666666666667	14.5716619962629
FBLIM1	134	58	54	54	134	58	82	45.0777106783386
FBLL1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
FBLN1	62	38	25	25	62	38	41.6666666666667	18.7705443004015
FBLN2	198	102	81	81	198	102	127	62.3778806950028
FBLN5	392	179	209	179	392	209	260	115.295273103454
FBLN7	2	4	5	2	5	4	3.66666666666667	1.52752523165195
FBN1	1372	750	486	486	1372	750	869.333333333333	454.894859647076
FBN2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
FBP1	0	0	0	0	0	0	0	0
FBP2	0	0	0	0	0	0	0	0
FBRS	2	0	3	0	3	2	1.66666666666667	1.52752523165195
FBRSL1	3	2	0	0	3	2	1.66666666666667	1.52752523165195
FBXL12	9	4	6	4	9	6	6.33333333333333	2.51661147842358
FBXL13	27	13	11	11	27	13	17	8.71779788708135
FBXL14	0	0	0	0	0	0	0	0
FBXL15	5	1	2	1	5	2	2.66666666666667	2.08166599946613
FBXL16	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FBXL17	8	2	9	2	9	8	6.33333333333333	3.78593889720018
FBXL18	40	17	15	15	40	17	24	13.8924439894498
FBXL19	0	0	0	0	0	0	0	0
FBXL19-AS1	5	4	2	2	5	4	3.66666666666667	1.52752523165195
FBXL2	32	13	13	13	32	13	19.3333333333333	10.9696551146029
FBXL20	85	44	33	33	85	44	54	27.4043792120894
FBXL21	0	0	0	0	0	0	0	0
FBXL22	2	1	1	1	2	1	1.33333333333333	0.577350269189626
FBXL3	34	9	15	9	34	15	19.3333333333333	13.0511813003013
FBXL4	22	6	7	6	22	7	11.6666666666667	8.9628864398325
FBXL5	73	24	33	24	73	33	43.3333333333333	26.0832002126528
FBXL6	6	2	2	2	6	2	3.33333333333333	2.3094010767585
FBXL7	10	8	8	8	10	8	8.66666666666667	1.15470053837925
FBXL8	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FBXO10	5	0	2	0	5	2	2.33333333333333	2.51661147842358
FBXO11	23	10	12	10	23	12	15	7
FBXO15	0	0	0	0	0	0	0	0
FBXO16	7	1	1	1	7	1	3	3.46410161513775
FBXO17	63	14	36	14	63	36	37.6666666666667	24.5424801789333
FBXO18	30	17	14	14	30	17	20.3333333333333	8.50490054811538
FBXO2	0	0	0	0	0	0	0	0
FBXO21	53	20	27	20	53	27	33.3333333333333	17.3877351409933
FBXO22	16	9	13	9	16	13	12.6666666666667	3.51188458428425
FBXO24	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FBXO25	29	5	12	5	29	12	15.3333333333333	12.3423390543824
FBXO27	18	10	6	6	18	10	11.3333333333333	6.11010092660779
FBXO28	10	5	7	5	10	7	7.33333333333333	2.51661147842358
FBXO3	97	32	44	32	97	44	57.6666666666667	34.5880518869354
FBXO30	18	12	5	5	18	12	11.6666666666667	6.50640709864771
FBXO31	11	5	4	4	11	5	6.66666666666667	3.78593889720018
FBXO32	154	75	78	75	154	78	102.333333333333	44.7697814751573
FBXO33	13	5	4	4	13	5	7.33333333333333	4.93288286231625
FBXO34	20	5	3	3	20	5	9.33333333333333	9.29157324317757
FBXO36	15	6	11	6	15	11	10.6666666666667	4.50924975282289
FBXO38	34	24	26	24	34	26	28	5.29150262212918
FBXO39	0	0	0	0	0	0	0	0
FBXO4	7	6	9	6	9	7	7.33333333333333	1.52752523165195
FBXO40	5	1	1	1	5	1	2.33333333333333	2.3094010767585
FBXO41	1	3	2	1	3	2	2	1
FBXO42	23	9	10	9	23	10	14	7.81024967590665
FBXO43	0	0	0	0	0	0	0	0
FBXO44	13	4	3	3	13	4	6.66666666666667	5.5075705472861
FBXO45	17	14	11	11	17	14	14	3
FBXO46	3	2	3	2	3	3	2.66666666666667	0.577350269189626
FBXO48	12	2	7	2	12	7	7	5
FBXO5	10	2	4	2	10	4	5.33333333333333	4.16333199893227
FBXO6	27	13	8	8	27	13	16	9.8488578017961
FBXO7	80	34	44	34	80	44	52.6666666666667	24.1936630821654
FBXO8	32	16	23	16	32	23	23.6666666666667	8.02080627701064
FBXO9	42	18	22	18	42	22	27.3333333333333	12.8582010146573
FBXW10	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FBXW11	26	12	11	11	26	12	16.3333333333333	8.38649708360608
FBXW12	0	0	0	0	0	0	0	0
FBXW2	52	27	30	27	52	30	36.3333333333333	13.6503968196288
FBXW4	24	9	5	5	24	9	12.6666666666667	10.0166528008778
FBXW4P1	0	0	0	0	0	0	0	0
FBXW5	22	7	11	7	22	11	13.3333333333333	7.76745346515403
FBXW7	29	13	9	9	29	13	17	10.5830052442584
FBXW8	17	8	9	8	17	9	11.3333333333333	4.93288286231625
FBXW9	2	2	1	1	2	2	1.66666666666667	0.577350269189626
FCAMR	0	0	0	0	0	0	0	0
FCAR	45	28	19	19	45	28	30.6666666666667	13.2035348802256
FCER1A	0	0	0	0	0	0	0	0
FCER1G	2	0	0	0	2	0	0.666666666666667	1.15470053837925
FCER2	0	0	0	0	0	0	0	0
FCF1	55	23	13	13	55	23	30.3333333333333	21.9393102292058
FCGBP	0	0	2	0	2	0	0.666666666666667	1.15470053837925
FCGR1B	0	0	0	0	0	0	0	0
FCGR2A	0	0	0	0	0	0	0	0
FCGR2B	0	0	0	0	0	0	0	0
FCGR2C	0	0	0	0	0	0	0	0
FCGRT	208	55	113	55	208	113	125.333333333333	77.2420438189807
FCHO1	0	0	0	0	0	0	0	0
FCHO2	38	17	13	13	38	17	22.6666666666667	13.4288247189891
FCHSD1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FCHSD2	30	10	15	10	30	15	18.3333333333333	10.4083299973307
FCN3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FCRL2	0	0	0	0	0	0	0	0
FCRL6	0	0	0	0	0	0	0	0
FCRLA	0	0	0	0	0	0	0	0
FCRLB	0	0	0	0	0	0	0	0
FDFT1	31	12	19	12	31	19	20.6666666666667	9.60902353693305
FDPS	111	52	58	52	111	58	73.6666666666667	32.4704994315353
FDPSP2	36	20	13	13	36	20	23	11.7898261225516
FDX1	7	5	12	5	12	7	8	3.60555127546399
FDX1L	16	7	12	7	16	12	11.6666666666667	4.50924975282289
FDXACB1	20	6	3	3	20	6	9.66666666666667	9.07377172587747
FDXR	5	1	8	1	8	5	4.66666666666667	3.51188458428425
FECH	26	14	14	14	26	14	18	6.92820323027551
FEM1A	17	10	5	5	17	10	10.6666666666667	6.02771377334171
FEM1B	10	4	2	2	10	4	5.33333333333333	4.16333199893227
FEM1C	11	6	10	6	11	10	9	2.64575131106459
FEN1	19	12	13	12	19	13	14.6666666666667	3.78593889720018
FENDRR	3	2	2	2	3	2	2.33333333333333	0.577350269189626
FER	97	27	31	27	97	31	51.6666666666667	39.3107279674815
FER1L5	0	0	0	0	0	0	0	0
FERMT1	6	0	8	0	8	6	4.66666666666667	4.16333199893227
FERMT2	192	78	60	60	192	78	110	71.5821206726931
FERMT3	15	3	6	3	15	6	8	6.2449979983984
FES	3	1	1	1	3	1	1.66666666666667	1.15470053837925
FETUB	0	0	0	0	0	0	0	0
FEZ1	84	28	49	28	84	49	53.6666666666667	28.2901631902917
FEZ2	64	41	33	33	64	41	46	16.0934769394311
FFAR2	0	0	3	0	3	0	1	1.73205080756888
FFAR4	1	3	1	1	3	1	1.66666666666667	1.15470053837925
FGB	13	4	4	4	13	4	7	5.19615242270663
FGD1	3	2	1	1	3	2	2	1
FGD2	0	0	0	0	0	0	0	0
FGD4	4	4	6	4	6	4	4.66666666666667	1.15470053837925
FGD5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FGD5-AS1	116	43	55	43	116	55	71.3333333333333	39.1450294843845
FGD5P1	3	0	2	0	3	2	1.66666666666667	1.52752523165195
FGD6	12	7	5	5	12	7	8	3.60555127546399
FGF1	15	7	8	7	15	8	10	4.35889894354067
FGF11	0	0	0	0	0	0	0	0
FGF12	0	0	0	0	0	0	0	0
FGF13	0	0	0	0	0	0	0	0
FGF13-AS1	0	0	0	0	0	0	0	0
FGF14	43	15	16	15	43	16	24.6666666666667	15.8850034099251
FGF14-AS2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
FGF18	0	0	0	0	0	0	0	0
FGF2	50	25	22	22	50	25	32.3333333333333	15.3731367434669
FGF5	13	4	7	4	13	7	8	4.58257569495584
FGF7	1093	428	654	428	1093	654	725	338.137545977964
FGF9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FGFBP2	0	0	0	0	0	0	0	0
FGFBP3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FGFR1	94	51	48	48	94	51	64.3333333333333	25.7358375292768
FGFR1OP	7	3	1	1	7	3	3.66666666666667	3.05505046330389
FGFR1OP2	117	60	76	60	117	76	84.3333333333333	29.3995464817628
FGFR2	25	14	10	10	25	14	16.3333333333333	7.76745346515403
FGFR3	0	0	0	0	0	0	0	0
FGFRL1	17	7	5	5	17	7	9.66666666666667	6.42910050732864
FGG	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FGGY	12	5	6	5	12	6	7.66666666666667	3.78593889720018
FGL2	11	4	13	4	13	11	9.33333333333333	4.72581562625261
FGR	0	0	0	0	0	0	0	0
FH	125	54	65	54	125	65	81.3333333333333	38.2143079661707
FHAD1	0	0	0	0	0	0	0	0
FHDC1	9	0	0	0	9	0	3	5.19615242270663
FHIT	2	1	0	0	2	1	1	1
FHL1	159	88	92	88	159	92	113	39.8873413503583
FHL2	303	118	176	118	303	176	199	94.62029380635
FHL3	15	10	10	10	15	10	11.6666666666667	2.88675134594813
FHOD1	5	2	5	2	5	5	4	1.73205080756888
FHOD3	12	7	2	2	12	7	7	5
FIBCD1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FIBIN	45	31	26	26	45	31	34	9.8488578017961
FIBP	206	76	105	76	206	105	129	68.2422156732913
FICD	12	5	4	4	12	5	7	4.35889894354067
FIG4	19	6	12	6	19	12	12.3333333333333	6.50640709864771
FIGF	0	0	0	0	0	0	0	0
FIGN	2	1	2	1	2	2	1.66666666666667	0.577350269189626
FIGNL1	7	4	3	3	7	4	4.66666666666667	2.08166599946613
FIGNL2	0	0	0	0	0	0	0	0
FILIP1	14	6	5	5	14	6	8.33333333333333	4.93288286231625
FILIP1L	244	92	104	92	244	104	146.666666666667	84.5064100132844
FIP1L1	51	20	19	19	51	20	30	18.1934053986603
FIS1	515	181	257	181	515	257	317.666666666667	175.069510004836
FITM1	0	0	0	0	0	0	0	0
FITM2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
FIZ1	3	3	0	0	3	3	2	1.73205080756888
FJX1	16	4	5	4	16	5	8.33333333333333	6.65832811847939
FKBP10	26	23	9	9	26	23	19.3333333333333	9.07377172587747
FKBP11	348	88	168	88	348	168	201.333333333333	133.166562369588
FKBP14	239	93	83	83	239	93	138.333333333333	87.32315462312
FKBP15	43	21	30	21	43	30	31.3333333333333	11.060440015358
FKBP1A	320	128	138	128	320	138	195.333333333333	108.080217122901
FKBP1AP1	4	3	2	2	4	3	3	1
FKBP1B	9	0	4	0	9	4	4.33333333333333	4.50924975282289
FKBP2	67	34	12	12	67	34	37.6666666666667	27.6827262626594
FKBP3	215	94	113	94	215	113	140.666666666667	65.0717552655016
FKBP4	34	11	10	10	34	11	18.3333333333333	13.5769412362775
FKBP5	22	6	9	6	22	9	12.3333333333333	8.50490054811538
FKBP6	0	0	0	0	0	0	0	0
FKBP7	201	87	122	87	201	122	136.666666666667	58.3980593284857
FKBP8	8	3	3	3	8	3	4.66666666666667	2.88675134594813
FKBP9	52	31	35	31	52	35	39.3333333333333	11.1504857891185
FKBP9L	7	3	3	3	7	3	4.33333333333333	2.3094010767585
FKBPL	1	4	5	1	5	4	3.33333333333333	2.08166599946613
FKRP	9	4	7	4	9	7	6.66666666666667	2.51661147842358
FKSG29	0	0	0	0	0	0	0	0
FKTN	31	11	11	11	31	11	17.6666666666667	11.5470053837925
FLAD1	24	10	11	10	24	11	15	7.81024967590665
FLCN	20	12	12	12	20	12	14.6666666666667	4.61880215351701
FLG	2	0	0	0	2	0	0.666666666666667	1.15470053837925
FLG-AS1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
FLG2	5	3	0	0	5	3	2.66666666666667	2.51661147842358
FLI1	8	5	2	2	8	5	5	3
FLI1-AS1	5	1	2	1	5	2	2.66666666666667	2.08166599946613
FLII	34	12	12	12	34	12	19.3333333333333	12.7017059221718
FLJ10038	6	11	4	4	11	6	7	3.60555127546399
FLJ11235	0	0	0	0	0	0	0	0
FLJ12825	6	2	2	2	6	2	3.33333333333333	2.3094010767585
FLJ13197	9	3	3	3	9	3	5	3.46410161513775
FLJ13224	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FLJ14186	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FLJ16171	0	0	0	0	0	0	0	0
FLJ16779	0	0	0	0	0	0	0	0
FLJ20021	3	1	3	1	3	3	2.33333333333333	1.15470053837925
FLJ20518	0	0	0	0	0	0	0	0
FLJ21408	2	2	0	0	2	2	1.33333333333333	1.15470053837925
FLJ22184	0	0	0	0	0	0	0	0
FLJ22447	3	1	1	1	3	1	1.66666666666667	1.15470053837925
FLJ23867	4	1	3	1	4	3	2.66666666666667	1.52752523165195
FLJ25363	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FLJ25758	0	0	0	0	0	0	0	0
FLJ26850	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FLJ27354	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FLJ30403	17	7	6	6	17	7	10	6.08276253029822
FLJ30679	0	0	0	0	0	0	0	0
FLJ30838	4	4	4	4	4	4	4	0
FLJ31104	9	3	5	3	9	5	5.66666666666667	3.05505046330389
FLJ31306	69	16	32	16	69	32	39	27.1845544381364
FLJ31662	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FLJ31813	1	0	3	0	3	1	1.33333333333333	1.52752523165195
FLJ33360	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FLJ33534	0	0	0	0	0	0	0	0
FLJ33630	17	4	4	4	17	4	8.33333333333333	7.50555349946513
FLJ34503	0	0	0	0	0	0	0	0
FLJ35024	34	7	12	7	34	12	17.6666666666667	14.3643076176102
FLJ35282	7	2	3	2	7	3	4	2.64575131106459
FLJ36000	0	0	0	0	0	0	0	0
FLJ36777	5	1	2	1	5	2	2.66666666666667	2.08166599946613
FLJ37035	0	0	0	0	0	0	0	0
FLJ37201	0	0	0	0	0	0	0	0
FLJ37453	7	1	3	1	7	3	3.66666666666667	3.05505046330389
FLJ37505	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FLJ37644	0	0	0	0	0	0	0	0
FLJ38576	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FLJ39739	5	1	0	0	5	1	2	2.64575131106459
FLJ41200	8	7	3	3	8	7	6	2.64575131106459
FLJ41941	10	5	2	2	10	5	5.66666666666667	4.04145188432738
FLJ42102	28	10	4	4	28	10	14	12.4899959967968
FLJ42351	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FLJ42393	1	1	0	0	1	1	0.666666666666667	0.577350269189626
FLJ42627	7	6	4	4	7	6	5.66666666666667	1.52752523165195
FLJ42875	0	0	0	0	0	0	0	0
FLJ42969	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FLJ43315	1	1	0	0	1	1	0.666666666666667	0.577350269189626
FLJ43663	6	4	2	2	6	4	4	2
FLJ43681	7	7	9	7	9	7	7.66666666666667	1.15470053837925
FLJ43879	0	0	0	0	0	0	0	0
FLJ44313	0	0	0	0	0	0	0	0
FLJ44511	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FLJ44635	0	0	0	0	0	0	0	0
FLJ45079	0	0	0	0	0	0	0	0
FLJ45340	7	5	5	5	7	5	5.66666666666667	1.15470053837925
FLJ45513	0	0	0	0	0	0	0	0
FLJ45974	0	0	0	0	0	0	0	0
FLJ46361	4	0	0	0	4	0	1.33333333333333	2.3094010767585
FLJ46906	3	2	3	2	3	3	2.66666666666667	0.577350269189626
FLNA	86	44	37	37	86	44	55.6666666666667	26.5015722804013
FLNB	37	17	19	17	37	19	24.3333333333333	11.0151410945722
FLNC	40	24	12	12	40	24	25.3333333333333	14.047538337137
FLOT1	22	14	11	11	22	14	15.6666666666667	5.68624070307733
FLOT2	29	11	15	11	29	15	18.3333333333333	9.45163125250522
FLRT1	0	0	0	0	0	0	0	0
FLRT2	5	3	2	2	5	3	3.33333333333333	1.52752523165195
FLRT3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FLT1	9	3	3	3	9	3	5	3.46410161513775
FLT3	0	0	0	0	0	0	0	0
FLT3LG	2	0	1	0	2	1	1	1
FLT4	0	0	0	0	0	0	0	0
FLVCR1	24	6	10	6	24	10	13.3333333333333	9.45163125250522
FLVCR1-AS1	2	1	2	1	2	2	1.66666666666667	0.577350269189626
FLVCR2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FLYWCH1	3	4	4	3	4	4	3.66666666666667	0.577350269189626
FLYWCH2	5	3	1	1	5	3	3	2
FMN1	25	6	7	6	25	7	12.6666666666667	10.6926766215636
FMN2	3	0	0	0	3	0	1	1.73205080756888
FMNL1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FMNL2	28	17	11	11	28	17	18.6666666666667	8.62167810425171
FMNL3	19	9	11	9	19	11	13	5.29150262212918
FMO1	0	0	0	0	0	0	0	0
FMO2	33	16	23	16	33	23	24	8.54400374531753
FMO3	2	0	9	0	9	2	3.66666666666667	4.72581562625261
FMO4	8	3	6	3	8	6	5.66666666666667	2.51661147842358
FMO5	3	1	0	0	3	1	1.33333333333333	1.52752523165195
FMO6P	0	0	0	0	0	0	0	0
FMOD	229	84	141	84	229	141	151.333333333333	73.05021104236
FMR1	41	19	20	19	41	20	26.6666666666667	12.4230967690561
FMR1-AS1	0	0	0	0	0	0	0	0
FMR1NB	0	0	0	0	0	0	0	0
FN1	9366	5218	3674	3674	9366	5218	6086	2943.60051637446
FN3K	0	0	0	0	0	0	0	0
FN3KRP	6	5	3	3	6	5	4.66666666666667	1.52752523165195
FNBP1	65	17	18	17	65	18	33.3333333333333	27.4286954362276
FNBP1L	28	5	20	5	28	20	17.6666666666667	11.6761865920913
FNBP4	49	15	17	15	49	17	27	19.0787840283389
FNDC1	110	60	30	30	110	60	66.6666666666667	40.4145188432738
FNDC3A	105	27	42	27	105	42	58	41.3884041731498
FNDC3B	232	129	98	98	232	129	153	70.1498396291823
FNDC4	6	2	3	2	6	3	3.66666666666667	2.08166599946613
FNDC5	5	2	1	1	5	2	2.66666666666667	2.08166599946613
FNDC7	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FNIP1	39	27	24	24	39	27	30	7.93725393319377
FNIP2	43	12	11	11	43	12	22	18.1934053986603
FNTA	57	25	29	25	57	29	37	17.4355957741627
FNTB	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FOCAD	19	12	10	10	19	12	13.6666666666667	4.72581562625261
FOLH1	0	0	0	0	0	0	0	0
FOLR1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FOLR2	0	0	0	0	0	0	0	0
FOLR3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FOLR4	0	0	0	0	0	0	0	0
FOPNL	115	44	61	44	115	61	73.3333333333333	37.0720020140986
FOS	6	1	4	1	6	4	3.66666666666667	2.51661147842358
FOSB	2	2	0	0	2	2	1.33333333333333	1.15470053837925
FOSL1	6	0	2	0	6	2	2.66666666666667	3.05505046330389
FOSL2	5	2	1	1	5	2	2.66666666666667	2.08166599946613
FOXA1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FOXC1	9	1	11	1	11	9	7	5.29150262212918
FOXC2	5	1	1	1	5	1	2.33333333333333	2.3094010767585
FOXD1	17	10	14	10	17	14	13.6666666666667	3.51188458428425
FOXD2	0	0	0	0	0	0	0	0
FOXD2-AS1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FOXD3	0	0	0	0	0	0	0	0
FOXD4	0	0	0	0	0	0	0	0
FOXE1	0	0	0	0	0	0	0	0
FOXE3	0	0	0	0	0	0	0	0
FOXF1	4	1	1	1	4	1	2	1.73205080756888
FOXF2	2	2	0	0	2	2	1.33333333333333	1.15470053837925
FOXG1	0	0	0	0	0	0	0	0
FOXJ2	18	11	3	3	18	11	10.6666666666667	7.50555349946513
FOXJ3	45	20	16	16	45	20	27	15.7162336455017
FOXK1	37	16	19	16	37	19	24	11.3578166916005
FOXK2	19	6	6	6	19	6	10.3333333333333	7.50555349946513
FOXL1	6	1	1	1	6	1	2.66666666666667	2.88675134594813
FOXL2	0	0	0	0	0	0	0	0
FOXM1	0	0	0	0	0	0	0	0
FOXN2	36	21	14	14	36	21	23.6666666666667	11.2398102000582
FOXN3	45	20	29	20	45	29	31.3333333333333	12.6622799421484
FOXN3-AS1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FOXO1	39	15	12	12	39	15	22	14.7986485869487
FOXO3	26	20	5	5	26	20	17	10.816653826392
FOXO3B	4	3	2	2	4	3	3	1
FOXO4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FOXP1	179	75	81	75	179	81	111.666666666667	58.3894967723934
FOXP2	2	0	0	0	2	0	0.666666666666667	1.15470053837925
FOXP3	0	0	0	0	0	0	0	0
FOXP4	15	6	5	5	15	6	8.66666666666667	5.5075705472861
FOXRED1	3	2	6	2	6	3	3.66666666666667	2.08166599946613
FOXRED2	32	7	13	7	32	13	17.3333333333333	13.0511813003013
FOXS1	12	2	1	1	12	2	5	6.08276253029822
FPGS	9	4	3	3	9	4	5.33333333333333	3.21455025366432
FPGT	34	11	11	11	34	11	18.6666666666667	13.2790561913614
FPR1	0	0	0	0	0	0	0	0
FPR3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FRA10AC1	67	19	31	19	67	31	39	24.9799919935936
FRAS1	3	1	2	1	3	2	2	1
FRAT1	0	0	0	0	0	0	0	0
FRAT2	4	1	1	1	4	1	2	1.73205080756888
FREM1	0	0	0	0	0	0	0	0
FREM2	6	2	0	0	6	2	2.66666666666667	3.05505046330389
FREM3	0	0	0	0	0	0	0	0
FRG1	105	39	51	39	105	51	65	35.1567916624939
FRG1B	57	19	18	18	57	19	31.3333333333333	22.2336081942031
FRG2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
FRG2C	0	0	0	0	0	0	0	0
FRK	0	0	0	0	0	0	0	0
FRMD3	2	2	1	1	2	2	1.66666666666667	0.577350269189626
FRMD4A	24	14	10	10	24	14	16	7.21110255092798
FRMD4B	16	3	10	3	16	10	9.66666666666667	6.50640709864771
FRMD5	1	0	3	0	3	1	1.33333333333333	1.52752523165195
FRMD6	148	63	50	50	148	63	87	53.2259335286851
FRMD6-AS1	8	3	5	3	8	5	5.33333333333333	2.51661147842358
FRMD6-AS2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
FRMD7	0	0	0	0	0	0	0	0
FRMD8	15	13	5	5	15	13	11	5.29150262212918
FRMPD4	0	0	0	0	0	0	0	0
FRRS1	11	2	3	2	11	3	5.33333333333333	4.93288286231625
FRS2	66	22	29	22	66	29	39	23.6431808350738
