Gene	LOP.A.4.8.1.B2	LOP.A.4.9.1.B3	LOP.A.8.11.1.G8	Min	Max	Median	Mean	Std
GDAP2	29	22	25	22	29	25	25.3333333333333	3.51188458428425
GDE1	24	17	15	15	24	17	18.6666666666667	4.72581562625261
GDF10	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GDF11	1	3	1	1	3	1	1.66666666666667	1.15470053837925
GDF15	56	39	57	39	57	56	50.6666666666667	10.1159939369957
GDF5	0	0	0	0	0	0	0	0
GDF6	29	28	20	20	29	28	25.6666666666667	4.93288286231625
GDF9	0	0	0	0	0	0	0	0
GDI1	7	5	3	3	7	5	5	2
GDI2	411	269	337	269	411	337	339	71.0211236182588
GDNF	3	3	4	3	4	3	3.33333333333333	0.577350269189626
GDNF-AS1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GDPD1	13	2	12	2	13	12	9	6.08276253029822
GDPD2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GDPD3	3	0	0	0	3	0	1	1.73205080756888
GDPD5	2	3	4	2	4	3	3	1
GDPGP1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GEM	225	144	227	144	227	225	198.666666666667	47.3532821812103
GEMIN2	17	20	21	17	21	20	19.3333333333333	2.08166599946613
GEMIN4	3	4	1	1	4	3	2.66666666666667	1.52752523165195
GEMIN5	14	6	10	6	14	10	10	4
GEMIN6	33	22	33	22	33	33	29.3333333333333	6.35085296108588
GEMIN7	40	36	28	28	40	36	34.6666666666667	6.11010092660779
GEMIN8	36	45	37	36	45	37	39.3333333333333	4.93288286231625
GEMIN8P4	0	1	1	0	1	1	0.666666666666667	0.577350269189626
GEN1	5	1	2	1	5	2	2.66666666666667	2.08166599946613
GET4	4	3	3	3	4	3	3.33333333333333	0.577350269189626
GFER	2	3	0	0	3	2	1.66666666666667	1.52752523165195
GFI1	0	0	0	0	0	0	0	0
GFM1	17	24	12	12	24	17	17.6666666666667	6.02771377334171
GFM2	10	11	29	10	29	11	16.6666666666667	10.6926766215636
GFOD1	3	1	5	1	5	3	3	2
GFOD2	19	19	14	14	19	19	17.3333333333333	2.88675134594813
GFPT1	146	110	112	110	146	112	122.666666666667	20.2319878739914
GFPT2	13	15	8	8	15	13	12	3.60555127546399
GFRA1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GFRA2	0	0	0	0	0	0	0	0
GFRAL	3	5	3	3	5	3	3.66666666666667	1.15470053837925
GGA1	4	5	4	4	5	4	4.33333333333333	0.577350269189626
GGA2	19	11	13	11	19	13	14.3333333333333	4.16333199893227
GGA3	7	8	4	4	8	7	6.33333333333333	2.08166599946613
GGACT	0	0	0	0	0	0	0	0
GGCT	150	135	119	119	150	135	134.666666666667	15.502687938978
GGCX	55	39	43	39	55	43	45.6666666666667	8.32666399786453
GGH	5	2	6	2	6	5	4.33333333333333	2.08166599946613
GGN	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GGNBP2	85	34	67	34	85	67	62	25.8650343127551
GGPS1	115	98	121	98	121	115	111.333333333333	11.9303534454489
GGT1	0	0	0	0	0	0	0	0
GGT3P	0	0	0	0	0	0	0	0
GGT5	4	1	4	1	4	4	3	1.73205080756888
GGT6	6	6	5	5	6	6	5.66666666666667	0.577350269189626
GGT7	0	0	2	0	2	0	0.666666666666667	1.15470053837925
GGT8P	3	3	6	3	6	3	4	1.73205080756888
GGTA1P	0	0	0	0	0	0	0	0
GGTLC2	0	0	0	0	0	0	0	0
GHDC	3	2	0	0	3	2	1.66666666666667	1.52752523165195
GHITM	494	359	594	359	594	494	482.333333333333	117.933597135563
GHR	24	16	9	9	24	16	16.3333333333333	7.50555349946513
GHRL	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GHRLOS	0	0	0	0	0	0	0	0
GID4	8	4	8	4	8	8	6.66666666666667	2.3094010767585
GID8	29	15	25	15	29	25	23	7.21110255092798
GIGYF1	2	2	10	2	10	2	4.66666666666667	4.61880215351701
GIGYF2	74	65	56	56	74	65	65	9
GIMAP1	2	0	4	0	4	2	2	2
GIMAP2	0	0	0	0	0	0	0	0
GIMAP4	0	0	0	0	0	0	0	0
GIMAP5	0	0	0	0	0	0	0	0
GIMAP6	0	0	0	0	0	0	0	0
GIMAP7	0	1	1	0	1	1	0.666666666666667	0.577350269189626
GIMAP8	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GIN1	11	14	12	11	14	12	12.3333333333333	1.52752523165195
GINM1	26	20	32	20	32	26	26	6
GINS1	0	1	2	0	2	1	1	1
GINS2	0	0	0	0	0	0	0	0
GINS3	2	2	3	2	3	2	2.33333333333333	0.577350269189626
GINS4	8	4	9	4	9	8	7	2.64575131106459
GIP	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GIPC1	8	9	5	5	9	8	7.33333333333333	2.08166599946613
GIPC2	2	1	2	1	2	2	1.66666666666667	0.577350269189626
GIPR	0	0	0	0	0	0	0	0
GIT1	2	1	1	1	2	1	1.33333333333333	0.577350269189626
GIT2	22	11	13	11	22	13	15.3333333333333	5.85946527708231
GJA1	215	143	183	143	215	183	180.333333333333	36.0739980225832
GJA3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GJA5	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GJA9-MYCBP	0	0	0	0	0	0	0	0
GJB5	0	0	0	0	0	0	0	0
GJB7	0	0	0	0	0	0	0	0
GJC1	15	15	15	15	15	15	15	0
GJC2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
GJC3	0	0	0	0	0	0	0	0
GJD3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GJD4	0	0	0	0	0	0	0	0
GK	12	7	14	7	14	12	11	3.60555127546399
GK5	49	43	38	38	49	43	43.3333333333333	5.5075705472861
GKAP1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
GKN1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GKN2	0	0	0	0	0	0	0	0
GLA	21	15	35	15	35	21	23.6666666666667	10.2632028788938
GLB1	81	73	106	73	106	81	86.6666666666667	17.2143351115671
GLB1L	3	6	4	3	6	4	4.33333333333333	1.52752523165195
GLB1L2	0	0	0	0	0	0	0	0
GLB1L3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GLCCI1	2	0	1	0	2	1	1	1
GLCE	6	3	5	3	6	5	4.66666666666667	1.52752523165195
GLDC	0	0	0	0	0	0	0	0
GLDN	0	0	0	0	0	0	0	0
GLE1	27	23	19	19	27	23	23	4
GLG1	236	189	159	159	236	189	194.666666666667	38.8115103201786
GLI1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
GLI2	9	8	1	1	9	8	6	4.35889894354067
GLI3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GLI4	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GLIPR1	126	85	90	85	126	90	100.333333333333	22.3681320930768
GLIPR1L1	0	0	0	0	0	0	0	0
GLIPR1L2	1	1	2	1	2	1	1.33333333333333	0.577350269189626
GLIPR2	49	34	40	34	49	40	41	7.54983443527075
GLIS1	0	0	0	0	0	0	0	0
GLIS2	19	8	7	7	19	8	11.3333333333333	6.65832811847939
GLIS3	20	15	15	15	20	15	16.6666666666667	2.88675134594813
GLIS3-AS1	0	0	0	0	0	0	0	0
GLMN	13	10	9	9	13	10	10.6666666666667	2.08166599946613
GLO1	152	133	187	133	187	152	157.333333333333	27.3922130054023
GLOD4	130	83	120	83	130	120	111	24.7588368062799
GLRA2	0	3	0	0	3	0	1	1.73205080756888
GLRA4	0	0	0	0	0	0	0	0
GLRB	12	6	6	6	12	6	8	3.46410161513775
GLRX	195	159	228	159	228	195	194	34.5108678534748
GLRX2	71	62	82	62	82	71	71.6666666666667	10.0166528008778
GLRX3	39	33	33	33	39	33	35	3.46410161513775
GLRX5	11	11	19	11	19	11	13.6666666666667	4.61880215351701
GLS	146	108	108	108	146	108	120.666666666667	21.9393102292058
GLS2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GLT1D1	0	0	0	0	0	0	0	0
GLT8D1	60	37	39	37	60	39	45.3333333333333	12.7410099024109
GLT8D2	93	78	100	78	100	93	90.3333333333333	11.2398102000582
GLTP	73	73	54	54	73	73	66.6666666666667	10.9696551146029
GLTPD1	1	2	2	1	2	2	1.66666666666667	0.577350269189626
GLTSCR1	0	1	2	0	2	1	1	1
GLTSCR1L	8	5	11	5	11	8	8	3
GLTSCR2	14	10	9	9	14	10	11	2.64575131106459
GLUD1	34	23	26	23	34	26	27.6666666666667	5.68624070307733
GLUD1P3	0	0	0	0	0	0	0	0
GLUD1P7	9	11	12	9	12	11	10.6666666666667	1.52752523165195
GLUD2	0	0	0	0	0	0	0	0
GLUL	53	48	59	48	59	53	53.3333333333333	5.5075705472861
GLYAT	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GLYATL1	0	0	0	0	0	0	0	0
GLYATL2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GLYCTK	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GLYR1	18	30	26	18	30	26	24.6666666666667	6.11010092660779
GM2A	54	33	41	33	54	41	42.6666666666667	10.5987420637231
GMCL1	4	5	8	4	8	5	5.66666666666667	2.08166599946613
GMCL1P1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GMDS	1	3	2	1	3	2	2	1
GMEB1	7	5	10	5	10	7	7.33333333333333	2.51661147842358
GMEB2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
GMFB	40	44	39	39	44	40	41	2.64575131106459
GMFG	4	3	1	1	4	3	2.66666666666667	1.52752523165195
GMIP	0	0	0	0	0	0	0	0
GML	0	0	0	0	0	0	0	0
GMNN	33	19	24	19	33	24	25.3333333333333	7.09459888459759
GMPPA	13	7	7	7	13	7	9	3.46410161513775
GMPPB	8	7	5	5	8	7	6.66666666666667	1.52752523165195
GMPR	6	4	5	4	6	5	5	1
GMPR2	45	38	59	38	59	45	47.3333333333333	10.6926766215636
GMPS	29	23	29	23	29	29	27	3.46410161513775
GNA11	12	6	5	5	12	6	7.66666666666667	3.78593889720018
GNA12	24	6	24	6	24	24	18	10.3923048454133
GNA13	30	16	22	16	30	22	22.6666666666667	7.02376916856849
GNA14	2	1	0	0	2	1	1	1
GNA15	0	0	0	0	0	0	0	0
GNAI1	11	17	11	11	17	11	13	3.46410161513775
GNAI2	71	47	46	46	71	47	54.6666666666667	14.1539158303748
GNAI3	168	105	145	105	168	145	139.333333333333	31.8799832705937
GNAL	16	11	9	9	16	11	12	3.60555127546399
GNAO1	0	0	0	0	0	0	0	0
GNAQ	5	3	6	3	6	5	4.66666666666667	1.52752523165195
GNAS	702	472	531	472	702	531	568.333333333333	119.458500464945
GNAS-AS1	0	0	0	0	0	0	0	0
GNAT2	0	0	0	0	0	0	0	0
GNAZ	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GNB1	99	86	78	78	99	86	87.6666666666667	10.5987420637231
GNB1L	6	1	1	1	6	1	2.66666666666667	2.88675134594813
GNB2	7	8	13	7	13	8	9.33333333333333	3.21455025366432
GNB2L1	2882	2385	2784	2385	2882	2784	2683.66666666667	263.253363384655
GNB3	0	0	0	0	0	0	0	0
GNB4	83	59	73	59	83	73	71.6666666666667	12.0554275466834
GNB5	17	22	29	17	29	22	22.6666666666667	6.02771377334171
GNE	33	20	21	20	33	21	24.6666666666667	7.23417813807024
GNG10	0	2	1	0	2	1	1	1
GNG11	152	101	180	101	180	152	144.333333333333	40.0541300409001
GNG12	198	129	204	129	204	198	177	41.6773319683494
GNG12-AS1	0	1	2	0	2	1	1	1
GNG2	10	5	7	5	10	7	7.33333333333333	2.51661147842358
GNG3	0	0	0	0	0	0	0	0
GNG4	20	13	16	13	20	16	16.3333333333333	3.51188458428425
GNG5	349	287	367	287	367	349	334.333333333333	41.9682419614324
GNG7	1	1	1	1	1	1	1	0
GNGT1	0	0	0	0	0	0	0	0
GNGT2	0	0	0	0	0	0	0	0
GNL1	15	5	8	5	15	8	9.33333333333333	5.13160143944688
GNL2	108	73	97	73	108	97	92.6666666666667	17.8978583448784
GNL3	181	124	172	124	181	172	159	30.6431068920891
GNL3L	49	51	57	49	57	51	52.3333333333333	4.16333199893227
GNLY	0	0	0	0	0	0	0	0
GNMT	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GNN	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GNPAT	21	25	20	20	25	21	22	2.64575131106459
GNPDA1	54	43	50	43	54	50	49	5.56776436283002
GNPDA2	45	44	50	44	50	45	46.3333333333333	3.21455025366432
GNPNAT1	57	26	34	26	57	34	39	16.0934769394311
GNPTAB	58	43	26	26	58	43	42.3333333333333	16.0104132780304
GNPTG	20	22	19	19	22	20	20.3333333333333	1.52752523165195
GNRH1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
GNRHR	2	0	1	0	2	1	1	1
GNRHR2	4	5	4	4	5	4	4.33333333333333	0.577350269189626
GNS	103	77	62	62	103	77	80.6666666666667	20.7444771766688
GOLGA1	26	17	27	17	27	26	23.3333333333333	5.5075705472861
GOLGA2	104	95	98	95	104	98	99	4.58257569495584
GOLGA2P5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GOLGA3	161	119	115	115	161	119	131.666666666667	25.4820198048219
GOLGA4	229	176	130	130	229	176	178.333333333333	49.5412286215565
GOLGA5	64	60	52	52	64	60	58.6666666666667	6.11010092660779
GOLGA6C	2	0	0	0	2	0	0.666666666666667	1.15470053837925
GOLGA6L1	3	4	1	1	4	3	2.66666666666667	1.52752523165195
GOLGA6L10	0	0	0	0	0	0	0	0
GOLGA6L5	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GOLGA6L6	1	2	2	1	2	2	1.66666666666667	0.577350269189626
GOLGA6L7P	0	0	0	0	0	0	0	0
GOLGA6L9	0	0	0	0	0	0	0	0
GOLGA7	66	62	82	62	82	66	70	10.5830052442584
GOLGA7B	0	0	0	0	0	0	0	0
GOLGA8A	0	0	4	0	4	0	1.33333333333333	2.3094010767585
GOLGA8B	6	5	5	5	6	5	5.33333333333333	0.577350269189626
GOLGA8DP	2	0	2	0	2	2	1.33333333333333	1.15470053837925
GOLGA8I	0	3	1	0	3	1	1.33333333333333	1.52752523165195
GOLGA8O	5	7	5	5	7	5	5.66666666666667	1.15470053837925
GOLGA8S	3	2	0	0	3	2	1.66666666666667	1.52752523165195
GOLGA8T	0	0	0	0	0	0	0	0
GOLGB1	297	215	235	215	297	235	249	42.7551166528639
GOLIM4	89	72	50	50	89	72	70.3333333333333	19.55334583475
GOLM1	15	16	13	13	16	15	14.6666666666667	1.52752523165195
GOLPH3	56	21	28	21	56	28	35	18.5202591774521
GOLPH3L	29	19	32	19	32	29	26.6666666666667	6.80685928555405
GOLT1A	0	0	0	0	0	0	0	0
GOLT1B	196	147	174	147	196	174	172.333333333333	24.5424801789333
GON4L	38	34	35	34	38	35	35.6666666666667	2.08166599946613
GOPC	42	58	37	37	58	42	45.6666666666667	10.9696551146029
GORAB	25	26	27	25	27	26	26	1
GORASP1	16	7	15	7	16	15	12.6666666666667	4.93288286231625
GORASP2	51	45	37	37	51	45	44.3333333333333	7.02376916856849
GOSR1	106	98	101	98	106	101	101.666666666667	4.04145188432738
GOSR2	84	67	93	67	93	84	81.3333333333333	13.2035348802256
GOT1	79	72	123	72	123	79	91.3333333333333	27.6465790529919
GOT2	18	14	8	8	18	14	13.3333333333333	5.03322295684717
GP1BA	1	2	0	0	2	1	1	1
GP2	3	4	2	2	4	3	3	1
GP5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GP6	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GPAA1	18	13	23	13	23	18	18	5
GPAM	6	6	7	6	7	6	6.33333333333333	0.577350269189626
GPANK1	28	35	28	28	35	28	30.3333333333333	4.04145188432738
GPAT2	2	2	1	1	2	2	1.66666666666667	0.577350269189626
GPATCH1	16	12	11	11	16	12	13	2.64575131106459
GPATCH11	46	21	32	21	46	32	33	12.5299640861417
GPATCH2	20	23	16	16	23	20	19.6666666666667	3.51188458428425
GPATCH2L	6	3	8	3	8	6	5.66666666666667	2.51661147842358
GPATCH3	4	3	1	1	4	3	2.66666666666667	1.52752523165195
GPATCH4	45	44	52	44	52	45	47	4.35889894354067
GPATCH8	31	32	35	31	35	32	32.6666666666667	2.08166599946613
GPBAR1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GPBP1	54	60	56	54	60	56	56.6666666666667	3.05505046330389
GPBP1L1	55	35	49	35	55	49	46.3333333333333	10.2632028788938
GPC1	11	9	13	9	13	11	11	2
GPC2	0	0	0	0	0	0	0	0
GPC3	3	0	1	0	3	1	1.33333333333333	1.52752523165195
GPC4	13	6	2	2	13	6	7	5.56776436283002
GPC5	0	0	0	0	0	0	0	0
GPC6	98	74	68	68	98	74	80	15.8745078663875
GPC6-AS2	0	0	0	0	0	0	0	0
GPCPD1	4	3	12	3	12	4	6.33333333333333	4.93288286231625
GPD1	3	0	1	0	3	1	1.33333333333333	1.52752523165195
GPD1L	2	4	2	2	4	2	2.66666666666667	1.15470053837925
GPD2	8	10	6	6	10	8	8	2
GPER	0	2	2	0	2	2	1.33333333333333	1.15470053837925
GPHA2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GPHN	5	2	8	2	8	5	5	3
GPI	358	306	312	306	358	312	325.333333333333	28.4487843911358
GPIHBP1	0	0	0	0	0	0	0	0
GPKOW	5	1	3	1	5	3	3	2
GPLD1	5	7	0	0	7	5	4	3.60555127546399
GPM6A	0	0	0	0	0	0	0	0
GPM6B	1	3	0	0	3	1	1.33333333333333	1.52752523165195
GPN1	58	44	50	44	58	50	50.6666666666667	7.02376916856849
GPN2	5	1	3	1	5	3	3	2
GPN3	15	13	20	13	20	15	16	3.60555127546399
GPNMB	239	160	245	160	245	239	214.666666666667	47.4376784142451
GPR1	137	101	167	101	167	137	135	33.0454232837166
GPR107	21	11	23	11	23	21	18.3333333333333	6.42910050732864
GPR108	6	3	4	3	6	4	4.33333333333333	1.52752523165195
GPR110	0	0	0	0	0	0	0	0
GPR111	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GPR112	0	0	0	0	0	0	0	0
GPR113	1	0	2	0	2	1	1	1
GPR114	0	0	0	0	0	0	0	0
GPR115	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GPR116	0	2	1	0	2	1	1	1
GPR12	3	0	0	0	3	0	1	1.73205080756888
GPR123	0	0	0	0	0	0	0	0
GPR124	66	47	45	45	66	47	52.6666666666667	11.5902257671425
GPR125	13	10	10	10	13	10	11	1.73205080756888
GPR126	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GPR132	0	0	0	0	0	0	0	0
GPR133	1	2	3	1	3	2	2	1
GPR135	3	2	1	1	3	2	2	1
GPR137	2	2	2	2	2	2	2	0
GPR137B	7	13	3	3	13	7	7.66666666666667	5.03322295684717
GPR137C	0	1	2	0	2	1	1	1
GPR143	0	0	0	0	0	0	0	0
GPR146	2	0	2	0	2	2	1.33333333333333	1.15470053837925
GPR153	6	5	2	2	6	5	4.33333333333333	2.08166599946613
GPR155	19	20	24	19	24	20	21	2.64575131106459
GPR156	0	0	0	0	0	0	0	0
GPR157	0	0	0	0	0	0	0	0
GPR158	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GPR160	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GPR161	16	5	8	5	16	8	9.66666666666667	5.68624070307733
GPR162	0	0	0	0	0	0	0	0
GPR17	0	0	0	0	0	0	0	0
GPR171	0	0	0	0	0	0	0	0
GPR173	0	1	3	0	3	1	1.33333333333333	1.52752523165195
GPR176	56	36	23	23	56	36	38.3333333333333	16.6232768530556
GPR18	2	0	0	0	2	0	0.666666666666667	1.15470053837925
GPR180	33	22	23	22	33	23	26	6.08276253029822
GPR183	0	0	0	0	0	0	0	0
GPR19	0	0	0	0	0	0	0	0
GPR21	0	0	0	0	0	0	0	0
GPR22	2	1	0	0	2	1	1	1
GPR26	0	0	0	0	0	0	0	0
GPR3	0	0	0	0	0	0	0	0
GPR33	0	0	0	0	0	0	0	0
GPR34	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GPR35	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GPR37	0	0	0	0	0	0	0	0
GPR37L1	5	7	4	4	7	5	5.33333333333333	1.52752523165195
GPR39	0	0	2	0	2	0	0.666666666666667	1.15470053837925
GPR4	3	1	0	0	3	1	1.33333333333333	1.52752523165195
GPR52	0	0	0	0	0	0	0	0
GPR56	2	0	0	0	2	0	0.666666666666667	1.15470053837925
GPR61	0	0	0	0	0	0	0	0
GPR63	4	0	0	0	4	0	1.33333333333333	2.3094010767585
GPR64	0	0	0	0	0	0	0	0
GPR65	0	4	5	0	5	4	3	2.64575131106459
GPR68	0	1	1	0	1	1	0.666666666666667	0.577350269189626
GPR75	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GPR78	2	4	1	1	4	2	2.33333333333333	1.52752523165195
GPR82	8	5	8	5	8	8	7	1.73205080756888
GPR83	5	3	2	2	5	3	3.33333333333333	1.52752523165195
GPR84	0	0	0	0	0	0	0	0
GPR85	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GPR87	0	0	0	0	0	0	0	0
GPR88	0	0	0	0	0	0	0	0
GPR89A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GPR98	0	0	0	0	0	0	0	0
GPRASP1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GPRASP2	0	0	0	0	0	0	0	0
GPRC5A	7	9	16	7	16	9	10.6666666666667	4.72581562625261
GPRC5B	3	0	2	0	3	2	1.66666666666667	1.52752523165195
GPRC5C	1	1	2	1	2	1	1.33333333333333	0.577350269189626
GPRC5D	0	0	0	0	0	0	0	0
GPRIN1	0	0	0	0	0	0	0	0
GPRIN3	0	2	3	0	3	2	1.66666666666667	1.52752523165195
GPS1	9	3	6	3	9	6	6	3
GPS2	19	15	13	13	19	15	15.6666666666667	3.05505046330389
GPSM1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GPSM2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GPSM3	0	0	0	0	0	0	0	0
GPT	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GPT2	11	12	21	11	21	12	14.6666666666667	5.5075705472861
GPX1	118	68	109	68	118	109	98.3333333333333	26.6520793435209
GPX3	1	1	1	1	1	1	1	0
GPX4	304	199	299	199	304	299	267.333333333333	59.2311854797229
GPX7	24	16	12	12	24	16	17.3333333333333	6.11010092660779
GPX8	414	309	343	309	414	343	355.333333333333	53.5754919093921
GRAMD1A	4	2	1	1	4	2	2.33333333333333	1.52752523165195
GRAMD1B	0	0	0	0	0	0	0	0
GRAMD1C	2	1	3	1	3	2	2	1
GRAMD2	0	0	0	0	0	0	0	0
GRAMD3	58	29	39	29	58	39	42	14.7309198626562
GRAMD4	3	0	6	0	6	3	3	3
GRASP	0	0	0	0	0	0	0	0
GRB10	13	12	16	12	16	13	13.6666666666667	2.08166599946613
GRB14	0	0	0	0	0	0	0	0
GRB2	55	26	43	26	55	43	41.3333333333333	14.5716619962629
GREB1	5	8	6	5	8	6	6.33333333333333	1.52752523165195
GREB1L	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GREM1	104	57	61	57	104	61	74	26.0576284415908
GREM2	1	0	3	0	3	1	1.33333333333333	1.52752523165195
GRHL1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
GRHL3	0	0	0	0	0	0	0	0
GRHPR	59	37	44	37	59	44	46.6666666666667	11.2398102000582
GRIA1	0	0	0	0	0	0	0	0
GRIA3	5	7	4	4	7	5	5.33333333333333	1.52752523165195
GRIA4	0	0	0	0	0	0	0	0
GRID1	0	0	0	0	0	0	0	0
GRID2IP	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GRIK1	0	0	0	0	0	0	0	0
GRIK1-AS1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GRIK1-AS2	3	1	1	1	3	1	1.66666666666667	1.15470053837925
GRIK2	2	3	0	0	3	2	1.66666666666667	1.52752523165195
GRIK4	0	0	0	0	0	0	0	0
GRIK5	0	0	0	0	0	0	0	0
GRIN2B	0	0	0	0	0	0	0	0
GRIN2C	0	0	0	0	0	0	0	0
GRIN2D	0	0	0	0	0	0	0	0
GRIN3A	0	0	0	0	0	0	0	0
GRIN3B	0	0	0	0	0	0	0	0
GRINA	10	1	6	1	10	6	5.66666666666667	4.50924975282289
GRIP1	0	0	0	0	0	0	0	0
GRIP2	0	0	0	0	0	0	0	0
GRIPAP1	16	17	39	16	39	17	24	13
GRK4	0	2	1	0	2	1	1	1
GRK5	6	2	2	2	6	2	3.33333333333333	2.3094010767585
GRK6	2	0	1	0	2	1	1	1
GRK7	0	0	0	0	0	0	0	0
GRM1	0	0	0	0	0	0	0	0
GRM3	0	0	0	0	0	0	0	0
GRM6	5	3	5	3	5	5	4.33333333333333	1.15470053837925
GRM7	2	6	2	2	6	2	3.33333333333333	2.3094010767585
GRM8	0	0	0	0	0	0	0	0
GRN	80	72	68	68	80	72	73.3333333333333	6.11010092660779
GRPEL1	54	52	69	52	69	54	58.3333333333333	9.29157324317757
GRPEL2	18	10	14	10	18	14	14	4
GRPR	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GRSF1	53	49	55	49	55	53	52.3333333333333	3.05505046330389
GRTP1	0	0	0	0	0	0	0	0
GRWD1	6	3	4	3	6	4	4.33333333333333	1.52752523165195
GSAP	2	0	3	0	3	2	1.66666666666667	1.52752523165195
GSC	0	0	0	0	0	0	0	0
GSDMA	2	4	3	2	4	3	3	1
GSDMB	4	0	1	0	4	1	1.66666666666667	2.08166599946613
GSDMC	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GSDMD	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GSE1	15	7	9	7	15	9	10.3333333333333	4.16333199893227
GSG1	4	3	0	0	4	3	2.33333333333333	2.08166599946613
GSG1L	0	0	0	0	0	0	0	0
GSG2	2	0	2	0	2	2	1.33333333333333	1.15470053837925
GSK3A	0	1	1	0	1	1	0.666666666666667	0.577350269189626
GSK3B	15	12	11	11	15	12	12.6666666666667	2.08166599946613
GSKIP	39	28	20	20	39	28	29	9.53939201416946
GSN	74	47	59	47	74	59	60	13.5277492584687
GSN-AS1	5	5	4	4	5	5	4.66666666666667	0.577350269189626
GSPT1	55	35	33	33	55	35	41	12.1655250605964
GSPT2	48	46	47	46	48	47	47	1
GSR	14	25	19	14	25	19	19.3333333333333	5.5075705472861
GSS	12	7	17	7	17	12	12	5
GSTA1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
GSTA2	0	0	0	0	0	0	0	0
GSTA4	42	41	42	41	42	42	41.6666666666667	0.577350269189626
GSTA7P	0	0	0	0	0	0	0	0
GSTCD	6	2	5	2	6	5	4.33333333333333	2.08166599946613
GSTK1	117	92	114	92	117	114	107.666666666667	13.6503968196288
GSTM1	0	0	0	0	0	0	0	0
GSTM2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GSTM3	125	88	130	88	130	125	114.333333333333	22.9419557434264
GSTM4	6	1	3	1	6	3	3.33333333333333	2.51661147842358
GSTM5	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GSTO1	54	35	49	35	54	49	46	9.8488578017961
GSTO2	0	0	0	0	0	0	0	0
GSTP1	655	505	569	505	655	569	576.333333333333	75.2684086010415
GSTT1	100	96	103	96	103	100	99.6666666666667	3.51188458428425
GSTTP2	4	6	7	4	7	6	5.66666666666667	1.52752523165195
GSTZ1	16	13	19	13	19	16	16	3
GTDC1	12	13	14	12	14	13	13	1
GTDC2	8	0	0	0	8	0	2.66666666666667	4.61880215351701
GTF2A1	24	21	21	21	24	21	22	1.73205080756888
