Gene	ALE.A.7.17.1.F7	ALE.A.7.18.1.F8	ALE.A.8.13.1.G10	Min	Max	Median	Mean	Std
FAM183B	0	0	0	0	0	0	0	0
FAM184A	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FAM184B	3	1	3	1	3	3	2.33333333333333	1.15470053837925
FAM185A	0	3	5	0	5	3	2.66666666666667	2.51661147842358
FAM186A	0	0	0	0	0	0	0	0
FAM186B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FAM188A	16	29	58	16	58	29	34.3333333333333	21.5019378971602
FAM188B	0	1	2	0	2	1	1	1
FAM189A1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FAM189A2	0	0	0	0	0	0	0	0
FAM189B	3	8	7	3	8	7	6	2.64575131106459
FAM192A	60	48	120	48	120	60	76	38.5746030439718
FAM193A	5	1	7	1	7	5	4.33333333333333	3.05505046330389
FAM193B	2	0	4	0	4	2	2	2
FAM194A	2	0	0	0	2	0	0.666666666666667	1.15470053837925
FAM195A	0	1	1	0	1	1	0.666666666666667	0.577350269189626
FAM195B	11	10	19	10	19	11	13.3333333333333	4.93288286231625
FAM196A	1	0	3	0	3	1	1.33333333333333	1.52752523165195
FAM196B	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FAM198A	0	0	2	0	2	0	0.666666666666667	1.15470053837925
FAM198B	26	21	42	21	42	26	29.6666666666667	10.9696551146029
FAM199X	4	5	11	4	11	5	6.66666666666667	3.78593889720018
FAM19A1	0	0	0	0	0	0	0	0
FAM19A2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
FAM19A3	0	0	0	0	0	0	0	0
FAM19A5	0	0	0	0	0	0	0	0
FAM200A	2	1	3	1	3	2	2	1
FAM200B	34	36	78	34	78	36	49.3333333333333	24.8461935381123
FAM201A	0	0	0	0	0	0	0	0
FAM203A	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FAM204A	89	110	194	89	194	110	131	55.5607775323564
FAM206A	7	6	9	6	9	7	7.33333333333333	1.52752523165195
FAM207A	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FAM208A	24	13	49	13	49	24	28.6666666666667	18.4481254693623
FAM208B	22	14	21	14	22	21	19	4.35889894354067
FAM209A	0	0	0	0	0	0	0	0
FAM209B	0	0	0	0	0	0	0	0
FAM20A	2	2	4	2	4	2	2.66666666666667	1.15470053837925
FAM20B	22	16	25	16	25	22	21	4.58257569495584
FAM20C	8	8	5	5	8	8	7	1.73205080756888
FAM210A	11	9	20	9	20	11	13.3333333333333	5.85946527708231
FAM210B	14	18	31	14	31	18	21	8.88819441731559
FAM211A	0	0	0	0	0	0	0	0
FAM211B	1	1	0	0	1	1	0.666666666666667	0.577350269189626
FAM212A	1	0	1	0	1	1	0.666666666666667	0.577350269189626
FAM212B	5	4	13	4	13	5	7.33333333333333	4.93288286231625
FAM213A	6	4	5	4	6	5	5	1
FAM213B	1	0	2	0	2	1	1	1
FAM214A	8	7	8	7	8	8	7.66666666666667	0.577350269189626
FAM214B	7	2	9	2	9	7	6	3.60555127546399
FAM215A	0	0	0	0	0	0	0	0
FAM216A	9	2	12	2	12	9	7.66666666666667	5.13160143944688
FAM216B	0	0	0	0	0	0	0	0
FAM217A	0	0	0	0	0	0	0	0
FAM217B	10	12	16	10	16	12	12.6666666666667	3.05505046330389
FAM218A	1	2	1	1	2	1	1.33333333333333	0.577350269189626
FAM219A	1	1	2	1	2	1	1.33333333333333	0.577350269189626
FAM219B	3	7	12	3	12	7	7.33333333333333	4.50924975282289
FAM21A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FAM21C	5	2	7	2	7	5	4.66666666666667	2.51661147842358
FAM220A	6	8	1	1	8	6	5	3.60555127546399
FAM221A	2	1	6	1	6	2	3	2.64575131106459
FAM221B	0	0	0	0	0	0	0	0
FAM222A	0	0	0	0	0	0	0	0
FAM222A-AS1	0	0	0	0	0	0	0	0
FAM222B	6	2	3	2	6	3	3.66666666666667	2.08166599946613
FAM224A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FAM225A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FAM225B	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FAM227A	11	11	15	11	15	11	12.3333333333333	2.3094010767585
FAM227B	2	3	3	2	3	3	2.66666666666667	0.577350269189626
FAM228A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FAM228B	10	5	11	5	11	10	8.66666666666667	3.21455025366432
FAM229A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FAM229B	86	89	183	86	183	89	119.333333333333	55.1573506736258
FAM230C	0	0	0	0	0	0	0	0
FAM24B	5	5	8	5	8	5	6	1.73205080756888
FAM26D	0	0	0	0	0	0	0	0
FAM26E	2	8	6	2	8	6	5.33333333333333	3.05505046330389
FAM26F	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FAM27E2	0	0	0	0	0	0	0	0
FAM32A	106	96	222	96	222	106	141.333333333333	70.0380848776816
FAM35A	6	4	7	4	7	6	5.66666666666667	1.52752523165195
FAM3A	4	10	8	4	10	8	7.33333333333333	3.05505046330389
FAM3B	0	0	0	0	0	0	0	0
FAM3C	65	54	105	54	105	65	74.6666666666667	26.8390263112009
FAM41C	1	0	4	0	4	1	1.66666666666667	2.08166599946613
FAM43A	7	4	7	4	7	7	6	1.73205080756888
FAM45A	6	14	16	6	16	14	12	5.29150262212918
FAM45B	10	12	12	10	12	12	11.3333333333333	1.15470053837925
FAM46A	39	21	49	21	49	39	36.3333333333333	14.1891977691952
FAM46B	0	0	2	0	2	0	0.666666666666667	1.15470053837925
FAM46C	9	9	9	9	9	9	9	0
FAM47E	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FAM49A	7	10	21	7	21	10	12.6666666666667	7.37111479583199
FAM49B	4	14	4	4	14	4	7.33333333333333	5.77350269189626
FAM50A	67	53	122	53	122	67	80.6666666666667	36.4737348421208
FAM50B	2	3	1	1	3	2	2	1
FAM53A	0	0	0	0	0	0	0	0
FAM53B	3	0	1	0	3	1	1.33333333333333	1.52752523165195
FAM53C	9	6	8	6	9	8	7.66666666666667	1.52752523165195
FAM57A	6	13	5	5	13	6	8	4.35889894354067
FAM58A	1	1	7	1	7	1	3	3.46410161513775
FAM5C	0	0	0	0	0	0	0	0
FAM60A	9	18	21	9	21	18	16	6.2449979983984
FAM63A	3	0	3	0	3	3	2	1.73205080756888
FAM63B	20	25	27	20	27	25	24	3.60555127546399
FAM64A	0	0	0	0	0	0	0	0
FAM65A	4	6	8	4	8	6	6	2
FAM65B	0	0	0	0	0	0	0	0
FAM65C	0	0	0	0	0	0	0	0
FAM66C	0	1	2	0	2	1	1	1
FAM66D	0	0	0	0	0	0	0	0
FAM69A	44	43	59	43	59	44	48.6666666666667	8.9628864398325
FAM69B	1	2	0	0	2	1	1	1
FAM71D	0	0	0	0	0	0	0	0
FAM71E1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FAM71F1	0	0	0	0	0	0	0	0
FAM71F2	0	0	0	0	0	0	0	0
FAM72A	0	0	0	0	0	0	0	0
FAM72D	0	0	0	0	0	0	0	0
FAM73A	29	25	59	25	59	29	37.6666666666667	18.5831464863551
FAM73B	5	0	5	0	5	5	3.33333333333333	2.88675134594813
FAM74A1	4	2	6	2	6	4	4	2
FAM74A2	2	0	2	0	2	2	1.33333333333333	1.15470053837925
FAM74A3	6	2	4	2	6	4	4	2
FAM74A4	2	1	0	0	2	1	1	1
FAM76A	12	8	7	7	12	8	9	2.64575131106459
FAM76B	9	7	10	7	10	9	8.66666666666667	1.52752523165195
FAM78A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FAM78B	0	0	0	0	0	0	0	0
FAM81A	0	0	0	0	0	0	0	0
FAM83A	6	1	8	1	8	6	5	3.60555127546399
FAM83A-AS1	0	0	0	0	0	0	0	0
FAM83B	1	1	3	1	3	1	1.66666666666667	1.15470053837925
FAM83D	0	0	0	0	0	0	0	0
FAM83E	0	0	0	0	0	0	0	0
FAM83G	0	0	0	0	0	0	0	0
FAM83H	0	0	4	0	4	0	1.33333333333333	2.3094010767585
FAM83H-AS1	1	3	8	1	8	3	4	3.60555127546399
FAM84A	0	0	0	0	0	0	0	0
FAM84B	12	17	38	12	38	17	22.3333333333333	13.7961347243833
FAM86A	7	0	5	0	7	5	4	3.60555127546399
FAM86B1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FAM86B2	0	0	0	0	0	0	0	0
FAM86B3P	2	1	0	0	2	1	1	1
FAM86C1	1	0	5	0	5	1	2	2.64575131106459
FAM86C2P	1	0	1	0	1	1	0.666666666666667	0.577350269189626
FAM86DP	0	0	0	0	0	0	0	0
FAM86EP	2	2	4	2	4	2	2.66666666666667	1.15470053837925
FAM86FP	2	4	2	2	4	2	2.66666666666667	1.15470053837925
FAM86HP	0	0	0	0	0	0	0	0
FAM86JP	0	0	0	0	0	0	0	0
FAM87B	0	0	0	0	0	0	0	0
FAM89A	1	2	2	1	2	2	1.66666666666667	0.577350269189626
FAM89B	4	6	11	4	11	6	7	3.60555127546399
FAM8A1	16	6	11	6	16	11	11	5
FAM90A1	0	0	0	0	0	0	0	0
FAM90A25P	0	0	0	0	0	0	0	0
FAM90A27P	0	0	0	0	0	0	0	0
FAM91A1	14	11	20	11	20	14	15	4.58257569495584
FAM92A1	20	22	29	20	29	22	23.6666666666667	4.72581562625261
FAM92A1P2	7	1	6	1	7	6	4.66666666666667	3.21455025366432
FAM92B	0	0	0	0	0	0	0	0
FAM95B1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FAM95C	0	0	0	0	0	0	0	0
FAM96A	28	36	61	28	61	36	41.6666666666667	17.2143351115671
FAM96B	43	51	61	43	61	51	51.6666666666667	9.01849950564579
FAM98A	27	28	66	27	66	28	40.3333333333333	22.2336081942031
FAM98B	4	2	5	2	5	4	3.66666666666667	1.52752523165195
FAM98C	2	2	2	2	2	2	2	0
FAM9C	0	0	0	0	0	0	0	0
FAN1	5	9	14	5	14	9	9.33333333333333	4.50924975282289
FANCA	0	0	0	0	0	0	0	0
FANCB	1	0	1	0	1	1	0.666666666666667	0.577350269189626
FANCC	2	2	2	2	2	2	2	0
FANCD2	2	5	5	2	5	5	4	1.73205080756888
FANCE	1	0	3	0	3	1	1.33333333333333	1.52752523165195
FANCF	4	5	8	4	8	5	5.66666666666667	2.08166599946613
FANCG	6	1	2	1	6	2	3	2.64575131106459
FANCI	1	1	2	1	2	1	1.33333333333333	0.577350269189626
FANCL	9	2	8	2	9	8	6.33333333333333	3.78593889720018
FANCM	2	2	3	2	3	2	2.33333333333333	0.577350269189626
FANK1	6	3	14	3	14	6	7.66666666666667	5.68624070307733
FAP	145	157	237	145	237	157	179.666666666667	50.0133315560295
FAR1	19	15	31	15	31	19	21.6666666666667	8.32666399786453
FAR2	0	1	2	0	2	1	1	1
FARP1	11	7	17	7	17	11	11.6666666666667	5.03322295684717
FARP2	2	2	2	2	2	2	2	0
FARS2	12	14	27	12	27	14	17.6666666666667	8.14452781524708
FARSA	9	13	15	9	15	13	12.3333333333333	3.05505046330389
FARSB	33	40	77	33	77	40	50	23.6431808350738
FAS	38	38	57	38	57	38	44.3333333333333	10.9696551146029
FAS-AS1	0	0	0	0	0	0	0	0
FASN	1	0	2	0	2	1	1	1
FASTK	1	1	6	1	6	1	2.66666666666667	2.88675134594813
FASTKD1	5	3	9	3	9	5	5.66666666666667	3.05505046330389
FASTKD2	27	24	32	24	32	27	27.6666666666667	4.04145188432738
FASTKD3	13	10	19	10	19	13	14	4.58257569495584
FASTKD5	9	7	7	7	9	7	7.66666666666667	1.15470053837925
FAT1	37	31	51	31	51	37	39.6666666666667	10.2632028788938
FAT2	0	0	0	0	0	0	0	0
FAT3	2	0	6	0	6	2	2.66666666666667	3.05505046330389
FAT4	11	13	16	11	16	13	13.3333333333333	2.51661147842358
FAU	427	458	733	427	733	458	539.333333333333	168.434952825515
FAXC	0	0	0	0	0	0	0	0
FAXDC2	3	1	5	1	5	3	3	2
FBF1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FBL	7	5	16	5	16	7	9.33333333333333	5.85946527708231
FBLIM1	54	35	73	35	73	54	54	19
FBLL1	0	1	3	0	3	1	1.33333333333333	1.52752523165195
FBLN1	24	16	30	16	30	24	23.3333333333333	7.02376916856849
FBLN2	84	80	104	80	104	84	89.3333333333333	12.8582010146573
FBLN5	158	153	250	153	250	158	187	54.6168472176855
FBLN7	2	2	1	1	2	2	1.66666666666667	0.577350269189626
FBN1	541	395	720	395	720	541	552	162.778991273444
FBN2	0	1	3	0	3	1	1.33333333333333	1.52752523165195
FBP1	0	0	0	0	0	0	0	0
FBP2	0	0	0	0	0	0	0	0
FBRS	2	0	1	0	2	1	1	1
FBRSL1	0	1	2	0	2	1	1	1
FBXL12	1	2	6	1	6	2	3	2.64575131106459
FBXL13	9	7	11	7	11	9	9	2
FBXL14	0	0	0	0	0	0	0	0
FBXL15	2	3	4	2	4	3	3	1
FBXL16	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FBXL17	9	7	8	7	9	8	8	1
FBXL18	14	7	15	7	15	14	12	4.35889894354067
FBXL19	0	0	0	0	0	0	0	0
FBXL19-AS1	6	4	6	4	6	6	5.33333333333333	1.15470053837925
FBXL2	8	15	28	8	28	15	17	10.1488915650922
FBXL20	24	21	45	21	45	24	30	13.076696830622
FBXL21	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FBXL22	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FBXL3	11	15	15	11	15	15	13.6666666666667	2.3094010767585
FBXL4	5	6	8	5	8	6	6.33333333333333	1.52752523165195
FBXL5	22	30	31	22	31	30	27.6666666666667	4.93288286231625
FBXL6	2	1	0	0	2	1	1	1
FBXL7	4	5	9	4	9	5	6	2.64575131106459
FBXL8	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FBXO10	2	1	4	1	4	2	2.33333333333333	1.52752523165195
FBXO11	13	9	20	9	20	13	14	5.56776436283002
FBXO15	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FBXO16	3	4	1	1	4	3	2.66666666666667	1.52752523165195
FBXO17	20	16	33	16	33	20	23	8.88819441731559
FBXO18	10	10	10	10	10	10	10	0
FBXO2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FBXO21	20	33	46	20	46	33	33	13
FBXO22	12	9	10	9	12	10	10.3333333333333	1.52752523165195
FBXO24	0	0	0	0	0	0	0	0
FBXO25	9	10	16	9	16	10	11.6666666666667	3.78593889720018
FBXO27	5	9	17	5	17	9	10.3333333333333	6.11010092660779
FBXO28	3	5	16	3	16	5	8	7
FBXO3	27	36	55	27	55	36	39.3333333333333	14.2945210949277
FBXO30	6	2	12	2	12	6	6.66666666666667	5.03322295684717
FBXO31	2	1	3	1	3	2	2	1
FBXO32	56	49	109	49	109	56	71.3333333333333	32.8075194632775
FBXO33	9	1	4	1	9	4	4.66666666666667	4.04145188432738
FBXO34	7	7	8	7	8	7	7.33333333333333	0.577350269189626
FBXO36	3	4	6	3	6	4	4.33333333333333	1.52752523165195
FBXO38	20	9	17	9	20	17	15.3333333333333	5.68624070307733
FBXO39	0	0	0	0	0	0	0	0
FBXO4	2	6	6	2	6	6	4.66666666666667	2.3094010767585
FBXO40	1	0	2	0	2	1	1	1
FBXO41	0	1	2	0	2	1	1	1
FBXO42	6	3	10	3	10	6	6.33333333333333	3.51188458428425
FBXO43	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FBXO44	2	2	4	2	4	2	2.66666666666667	1.15470053837925
FBXO45	11	7	9	7	11	9	9	2
FBXO46	3	0	6	0	6	3	3	3
FBXO48	7	2	8	2	8	7	5.66666666666667	3.21455025366432
FBXO5	4	2	4	2	4	4	3.33333333333333	1.15470053837925
FBXO6	7	4	12	4	12	7	7.66666666666667	4.04145188432738
FBXO7	21	19	44	19	44	21	28	13.8924439894498
FBXO8	23	12	35	12	35	23	23.3333333333333	11.5036226178249
FBXO9	17	7	20	7	20	17	14.6666666666667	6.80685928555405
FBXW10	0	0	0	0	0	0	0	0
FBXW11	13	12	11	11	13	12	12	1
FBXW12	0	0	0	0	0	0	0	0
FBXW2	22	15	20	15	22	20	19	3.60555127546399
FBXW4	5	4	6	4	6	5	5	1
FBXW4P1	0	0	0	0	0	0	0	0
FBXW5	8	8	17	8	17	8	11	5.19615242270663
FBXW7	9	6	18	6	18	9	11	6.2449979983984
FBXW8	4	3	14	3	14	4	7	6.08276253029822
FBXW9	3	0	6	0	6	3	3	3
FCAMR	0	0	0	0	0	0	0	0
FCAR	26	15	33	15	33	26	24.6666666666667	9.07377172587747
FCER1A	0	0	0	0	0	0	0	0
FCER1G	0	0	0	0	0	0	0	0
FCER2	0	0	0	0	0	0	0	0
FCF1	17	8	30	8	30	17	18.3333333333333	11.060440015358
FCGBP	0	0	0	0	0	0	0	0
FCGR1B	0	0	0	0	0	0	0	0
FCGR2A	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FCGR2B	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FCGR2C	0	0	0	0	0	0	0	0
FCGRT	91	70	117	70	117	91	92.6666666666667	23.5442845152137
FCHO1	0	0	0	0	0	0	0	0
FCHO2	13	7	20	7	20	13	13.3333333333333	6.50640709864771
FCHSD1	0	1	3	0	3	1	1.33333333333333	1.52752523165195
FCHSD2	6	10	8	6	10	8	8	2
FCN3	0	0	0	0	0	0	0	0
FCRL2	0	0	0	0	0	0	0	0
FCRL6	0	0	0	0	0	0	0	0
FCRLA	0	0	0	0	0	0	0	0
FCRLB	0	0	0	0	0	0	0	0
FDFT1	26	11	29	11	29	26	22	9.64365076099295
FDPS	53	45	81	45	81	53	59.6666666666667	18.9032625050104
FDPSP2	2	6	11	2	11	6	6.33333333333333	4.50924975282289
FDX1	7	1	7	1	7	7	5	3.46410161513775
FDX1L	5	6	13	5	13	6	8	4.35889894354067
FDXACB1	2	2	7	2	7	2	3.66666666666667	2.88675134594813
FDXR	1	3	0	0	3	1	1.33333333333333	1.52752523165195
FECH	17	11	14	11	17	14	14	3
FEM1A	4	6	7	4	7	6	5.66666666666667	1.52752523165195
FEM1B	1	2	5	1	5	2	2.66666666666667	2.08166599946613
FEM1C	5	6	17	5	17	6	9.33333333333333	6.65832811847939
FEN1	3	5	20	3	20	5	9.33333333333333	9.29157324317757
FENDRR	1	3	3	1	3	3	2.33333333333333	1.15470053837925
FER	32	24	44	24	44	32	33.3333333333333	10.0664459136943
FER1L5	0	0	0	0	0	0	0	0
FERMT1	1	4	2	1	4	2	2.33333333333333	1.52752523165195
FERMT2	82	90	109	82	109	90	93.6666666666667	13.8684293751431
FERMT3	5	2	6	2	6	5	4.33333333333333	2.08166599946613
FES	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FETUB	0	0	0	0	0	0	0	0
FEZ1	25	18	56	18	56	25	33	20.2237484161567
FEZ2	23	32	40	23	40	32	31.6666666666667	8.50490054811538
FFAR2	0	0	0	0	0	0	0	0
FFAR4	1	0	4	0	4	1	1.66666666666667	2.08166599946613
FGB	3	3	6	3	6	3	4	1.73205080756888
FGD1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FGD2	0	0	0	0	0	0	0	0
FGD4	4	0	4	0	4	4	2.66666666666667	2.3094010767585
FGD5	0	0	0	0	0	0	0	0
FGD5-AS1	39	42	50	39	50	42	43.6666666666667	5.68624070307733
FGD5P1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FGD6	3	1	2	1	3	2	2	1
FGF1	3	4	6	3	6	4	4.33333333333333	1.52752523165195
FGF11	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FGF12	0	0	0	0	0	0	0	0
FGF13	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FGF13-AS1	0	0	0	0	0	0	0	0
FGF14	9	8	11	8	11	9	9.33333333333333	1.52752523165195
FGF14-AS2	0	0	0	0	0	0	0	0
FGF18	0	2	0	0	2	0	0.666666666666667	1.15470053837925
FGF2	28	19	25	19	28	25	24	4.58257569495584
FGF5	8	4	5	4	8	5	5.66666666666667	2.08166599946613
FGF7	378	341	614	341	614	378	444.333333333333	148.09568978648
FGF9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FGFBP2	0	0	0	0	0	0	0	0
FGFBP3	0	0	0	0	0	0	0	0
FGFR1	38	39	71	38	71	39	49.3333333333333	18.7705443004015
FGFR1OP	4	3	2	2	4	3	3	1
FGFR1OP2	42	59	85	42	85	59	62	21.6564078277077
FGFR2	8	3	15	3	15	8	8.66666666666667	6.02771377334171
FGFR3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FGFRL1	14	1	10	1	14	10	8.33333333333333	6.65832811847939
FGG	0	0	0	0	0	0	0	0
FGGY	5	4	8	4	8	5	5.66666666666667	2.08166599946613
FGL2	3	4	7	3	7	4	4.66666666666667	2.08166599946613
FGR	0	0	0	0	0	0	0	0
FH	34	49	93	34	93	49	58.6666666666667	30.6648550189518
FHAD1	1	0	2	0	2	1	1	1
FHDC1	1	1	1	1	1	1	1	0
FHIT	0	0	0	0	0	0	0	0
FHL1	60	71	108	60	108	71	79.6666666666667	25.1462389500564
FHL2	131	95	206	95	206	131	144	56.6303805390711
FHL3	4	5	9	4	9	5	6	2.64575131106459
FHOD1	1	4	2	1	4	2	2.33333333333333	1.52752523165195
FHOD3	4	3	4	3	4	4	3.66666666666667	0.577350269189626
FIBCD1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FIBIN	16	12	29	12	29	16	19	8.88819441731559
FIBP	89	64	135	64	135	89	96	36.0138862107382
FICD	8	4	10	4	10	8	7.33333333333333	3.05505046330389
FIG4	11	9	16	9	16	11	12	3.60555127546399
FIGF	0	0	0	0	0	0	0	0
FIGN	2	0	1	0	2	1	1	1
FIGNL1	5	7	7	5	7	7	6.33333333333333	1.15470053837925
FIGNL2	0	0	0	0	0	0	0	0
FILIP1	0	3	7	0	7	3	3.33333333333333	3.51188458428425
FILIP1L	105	63	94	63	105	94	87.3333333333333	21.7791949652262
FIP1L1	17	22	17	17	22	17	18.6666666666667	2.88675134594813
FIS1	192	182	349	182	349	192	241	93.6642941573789
FITM1	0	0	0	0	0	0	0	0
FITM2	0	0	2	0	2	0	0.666666666666667	1.15470053837925
FIZ1	2	2	2	2	2	2	2	0
FJX1	4	3	6	3	6	4	4.33333333333333	1.52752523165195
FKBP10	9	10	14	9	14	10	11	2.64575131106459
FKBP11	117	135	272	117	272	135	174.666666666667	84.7722438852089
FKBP14	68	71	147	68	147	71	95.3333333333333	44.7697814751573
FKBP15	21	14	22	14	22	21	19	4.35889894354067
FKBP1A	130	104	193	104	193	130	142.333333333333	45.7638867813184
FKBP1AP1	0	1	2	0	2	1	1	1
FKBP1B	4	1	8	1	8	4	4.33333333333333	3.51188458428425
FKBP2	19	7	44	7	44	19	23.3333333333333	18.8767935130237
FKBP3	92	92	159	92	159	92	114.333333333333	38.6824680357049
FKBP4	8	5	8	5	8	8	7	1.73205080756888
FKBP5	9	2	11	2	11	9	7.33333333333333	4.72581562625261
FKBP6	0	0	0	0	0	0	0	0
FKBP7	58	77	130	58	130	77	88.3333333333333	37.31398308052
FKBP8	3	1	1	1	3	1	1.66666666666667	1.15470053837925
FKBP9	14	20	42	14	42	20	25.3333333333333	14.742229591664
FKBP9L	1	0	1	0	1	1	0.666666666666667	0.577350269189626
FKBPL	1	0	3	0	3	1	1.33333333333333	1.52752523165195
FKRP	6	0	7	0	7	6	4.33333333333333	3.78593889720018
FKSG29	0	0	0	0	0	0	0	0
FKTN	11	12	16	11	16	12	13	2.64575131106459
FLAD1	9	3	8	3	9	8	6.66666666666667	3.21455025366432
FLCN	7	9	12	7	12	9	9.33333333333333	2.51661147842358
FLG	0	0	0	0	0	0	0	0
FLG-AS1	2	0	1	0	2	1	1	1
FLG2	2	1	3	1	3	2	2	1
FLI1	2	3	11	2	11	3	5.33333333333333	4.93288286231625
FLI1-AS1	2	1	1	1	2	1	1.33333333333333	0.577350269189626
FLII	18	8	18	8	18	18	14.6666666666667	5.77350269189626
FLJ10038	2	4	6	2	6	4	4	2
FLJ11235	0	0	0	0	0	0	0	0
FLJ12825	2	2	8	2	8	2	4	3.46410161513775
FLJ13197	3	1	9	1	9	3	4.33333333333333	4.16333199893227
FLJ13224	0	0	0	0	0	0	0	0
FLJ14186	0	0	0	0	0	0	0	0
FLJ16171	0	0	0	0	0	0	0	0
FLJ16779	0	0	0	0	0	0	0	0
FLJ20021	2	4	3	2	4	3	3	1
FLJ20518	0	0	0	0	0	0	0	0
FLJ21408	0	2	2	0	2	2	1.33333333333333	1.15470053837925
FLJ22184	0	0	0	0	0	0	0	0
FLJ22447	0	0	2	0	2	0	0.666666666666667	1.15470053837925
FLJ23867	1	0	4	0	4	1	1.66666666666667	2.08166599946613
FLJ25363	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FLJ25758	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FLJ26850	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FLJ27354	0	0	0	0	0	0	0	0
FLJ30403	5	1	8	1	8	5	4.66666666666667	3.51188458428425
FLJ30679	0	0	0	0	0	0	0	0
FLJ30838	2	0	5	0	5	2	2.33333333333333	2.51661147842358
FLJ31104	5	2	5	2	5	5	4	1.73205080756888
FLJ31306	23	16	27	16	27	23	22	5.56776436283002
FLJ31662	0	0	0	0	0	0	0	0
FLJ31813	0	3	4	0	4	3	2.33333333333333	2.08166599946613
FLJ33360	0	0	0	0	0	0	0	0
FLJ33534	0	0	0	0	0	0	0	0
FLJ33630	8	3	12	3	12	8	7.66666666666667	4.50924975282289
FLJ34503	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FLJ35024	9	9	17	9	17	9	11.6666666666667	4.61880215351701
FLJ35282	1	3	4	1	4	3	2.66666666666667	1.52752523165195
FLJ36000	0	0	0	0	0	0	0	0
FLJ36777	0	3	1	0	3	1	1.33333333333333	1.52752523165195
FLJ37035	0	0	0	0	0	0	0	0
FLJ37201	0	0	0	0	0	0	0	0
FLJ37453	1	4	3	1	4	3	2.66666666666667	1.52752523165195
FLJ37505	0	0	0	0	0	0	0	0
FLJ37644	0	0	0	0	0	0	0	0
FLJ38576	0	0	0	0	0	0	0	0
FLJ39739	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FLJ41200	0	2	2	0	2	2	1.33333333333333	1.15470053837925
FLJ41941	2	2	6	2	6	2	3.33333333333333	2.3094010767585
FLJ42102	7	8	9	7	9	8	8	1
FLJ42351	0	0	0	0	0	0	0	0
FLJ42393	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FLJ42627	4	4	6	4	6	4	4.66666666666667	1.15470053837925
FLJ42875	0	0	0	0	0	0	0	0
FLJ42969	0	0	0	0	0	0	0	0
FLJ43315	0	0	0	0	0	0	0	0
FLJ43663	2	2	3	2	3	2	2.33333333333333	0.577350269189626
FLJ43681	3	6	5	3	6	5	4.66666666666667	1.52752523165195
FLJ43879	0	0	0	0	0	0	0	0
FLJ44313	0	0	0	0	0	0	0	0
FLJ44511	0	1	1	0	1	1	0.666666666666667	0.577350269189626
FLJ44635	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FLJ45079	0	0	0	0	0	0	0	0
FLJ45340	5	2	8	2	8	5	5	3
FLJ45513	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FLJ45974	0	0	0	0	0	0	0	0
FLJ46361	1	1	1	1	1	1	1	0
FLJ46906	3	1	1	1	3	1	1.66666666666667	1.15470053837925
FLNA	46	43	71	43	71	46	53.3333333333333	15.3731367434669
FLNB	12	6	25	6	25	12	14.3333333333333	9.71253485622231
FLNC	14	12	19	12	19	14	15	3.60555127546399
