Gene	TRS.A.2.6.1.A1	TRS.A.4.4.1.A11	TRS.A.5.10.1.C6	TRS.A.5.10.1.H11	TRS.A.5.10.1.H12	Min	Max	Median	Mean	Std
CRTC1	1	0	0	1	4	0	4	1	1.2	1.6431676725155
CRTC2	1	1	3	3	0	0	3	1	1.6	1.34164078649987
CRTC3	7	9	9	8	6	6	9	8	7.8	1.30384048104053
CRX	8	10	9	19	10	8	19	10	11.2	4.43846820423443
CRY1	1	7	6	5	1	1	7	5	4	2.82842712474619
CRY2	2	9	10	3	3	2	10	3	5.4	3.78153408023781
CRYAB	447	635	851	996	606	447	996	635	707	216.357343300383
CRYBA1	0	0	0	0	0	0	0	0	0	0
CRYBB2P1	7	6	5	11	2	2	11	6	6.2	3.27108544675922
CRYBG3	10	21	16	13	9	9	21	13	13.8	4.86826457785523
CRYGN	0	0	0	0	0	0	0	0	0	0
CRYGS	1	1	0	0	0	0	1	0	0.4	0.547722557505166
CRYL1	4	12	7	13	10	4	13	10	9.2	3.70135110466435
CRYM	0	0	1	0	0	0	1	0	0.2	0.447213595499958
CRYM-AS1	2	4	4	5	2	2	5	4	3.4	1.34164078649987
CRYZ	16	27	20	38	21	16	38	21	24.4	8.5615419172016
CRYZL1	40	44	63	88	51	40	88	51	57.2	19.3054396479334
CS	44	48	53	57	37	37	57	48	47.8	7.79102047231298
CSAD	16	25	14	19	9	9	25	16	16.6	5.94138031100518
CSAG1	0	0	1	0	0	0	1	0	0.2	0.447213595499958
CSDC2	0	0	0	0	0	0	0	0	0	0
CSDE1	453	613	698	817	507	453	817	613	617.6	146.262777219633
CSE1L	37	28	48	49	37	28	49	37	39.8	8.75785361832453
CSF1	11	10	12	20	5	5	20	11	11.6	5.41294744108974
CSF1R	1	0	0	0	0	0	1	0	0.2	0.447213595499958
CSF2	1	1	0	0	0	0	1	0	0.4	0.547722557505166
CSF2RA	10	17	8	14	12	8	17	12	12.2	3.4928498393146
CSF2RB	5	9	8	12	10	5	12	9	8.8	2.58843582110896
CSF3	0	0	0	1	0	0	1	0	0.2	0.447213595499958
CSGALNACT1	3	1	0	5	3	0	5	3	2.4	1.94935886896179
CSGALNACT2	15	18	21	24	19	15	24	19	19.4	3.36154726279432
CSK	2	2	2	0	1	0	2	2	1.4	0.894427190999916
CSMD1	0	0	0	0	0	0	0	0	0	0
CSMD2	0	0	0	0	0	0	0	0	0	0
CSMD3	0	0	0	1	0	0	1	0	0.2	0.447213595499958
CSN1S1	0	0	0	0	0	0	0	0	0	0
CSNK1A1	62	75	95	96	58	58	96	75	77.2	17.8521707363558
CSNK1A1L	0	1	0	0	1	0	1	0	0.4	0.547722557505166
CSNK1D	11	15	16	21	8	8	21	15	14.2	4.96990945591567
CSNK1E	55	88	84	98	57	55	98	84	76.4	19.3209730603818
CSNK1G1	20	13	13	20	16	13	20	16	16.4	3.50713558335004
CSNK1G2	1	7	3	6	4	1	7	4	4.2	2.38746727726266
CSNK1G2-AS1	0	0	0	0	0	0	0	0	0	0
CSNK1G3	18	15	14	25	15	14	25	15	17.4	4.50555213042752
CSNK2A1	45	64	67	76	45	45	76	64	59.4	13.8672275527591
CSNK2A2	5	5	6	5	2	2	6	5	4.6	1.51657508881031
CSNK2B	214	267	256	290	189	189	290	256	243.2	40.9597363272763
CSPG4	2	4	2	1	0	0	4	2	1.8	1.48323969741913
CSPG4P8	0	0	0	0	0	0	0	0	0	0
CSPG5	0	0	0	0	1	0	1	0	0.2	0.447213595499958
CSPP1	29	14	36	28	25	14	36	28	26.4	8.01872807869178
CSRNP1	1	5	1	2	0	0	5	1	1.8	1.92353840616713
CSRNP2	2	7	11	6	9	2	11	7	7	3.39116499156263
CSRNP3	2	2	1	0	0	0	2	1	1	1
CSRP1	294	428	503	592	380	294	592	428	439.4	114.161289411078
CSRP2	84	85	94	113	82	82	113	85	91.6	12.8179561553315
CSRP2BP	6	8	4	7	5	4	8	6	6	1.58113883008419
CSRP3	0	0	0	1	0	0	1	0	0.2	0.447213595499958
CST2	0	0	0	0	0	0	0	0	0	0
CST3	33	44	60	70	33	33	70	44	48	16.5378354085412
CST6	7	1	3	7	2	1	7	3	4	2.82842712474619
CSTA	25	61	44	72	42	25	72	44	48.8	18.1851587840195
CSTB	171	206	213	267	159	159	267	206	203.2	42.3225708103844
CSTF1	15	23	36	36	21	15	36	23	26.2	9.41806774237688
CSTF2	1	2	2	8	5	1	8	2	3.6	2.88097205817759
CSTF2T	27	20	27	22	11	11	27	22	21.4	6.58027355054484
CSTF3	16	23	27	20	18	16	27	20	20.8	4.32434966208793
CSTF3-AS1	5	5	1	5	2	1	5	5	3.6	1.94935886896179
CT45A5	0	0	0	0	0	0	0	0	0	0
CT62	0	0	0	0	0	0	0	0	0	0
CT64	0	0	0	0	0	0	0	0	0	0
CTAGE1	0	3	2	0	2	0	3	2	1.4	1.34164078649987
CTAGE10P	0	0	0	0	0	0	0	0	0	0
CTAGE5	28	23	29	27	24	23	29	27	26.2	2.58843582110896
CTAGE6	0	0	0	0	0	0	0	0	0	0
CTAGE7P	0	0	0	0	0	0	0	0	0	0
CTAGE8	0	0	0	0	0	0	0	0	0	0
CTBP1	33	40	26	36	27	26	40	33	32.4	5.94138031100518
CTBP1-AS2	8	10	4	10	4	4	10	8	7.2	3.03315017762062
CTBP2	57	52	44	47	20	20	57	47	44	14.3003496460751
CTBS	14	17	10	24	10	10	24	14	15	5.8309518948453
CTC1	5	1	1	6	6	1	6	5	3.8	2.58843582110896
CTCF	15	22	18	17	9	9	22	17	16.2	4.76445169982864
CTCFL	0	2	0	2	2	0	2	2	1.2	1.09544511501033
CTDNEP1	21	21	22	33	11	11	33	21	21.6	7.79743547584717
CTDP1	0	3	2	1	1	0	3	1	1.4	1.14017542509914
CTDSP1	14	15	17	23	14	14	23	15	16.6	3.78153408023781
CTDSP2	43	64	52	75	38	38	75	52	54.4	15.1756383720752
CTDSPL	14	23	26	23	7	7	26	23	18.6	7.89303490426845
CTDSPL2	36	41	54	29	28	28	54	36	37.6	10.5971694333912
CTF1	0	2	4	2	3	0	4	2	2.2	1.48323969741913
CTGF	833	928	1004	1275	791	791	1275	928	966.2	191.495952959847
CTH	7	8	6	11	7	6	11	7	7.8	1.92353840616713
CTHRC1	67	93	86	114	52	52	114	86	82.4	23.9018827710287
CTIF	21	14	24	36	19	14	36	21	22.8	8.22800097228968
CTLA4	0	0	0	0	0	0	0	0	0	0
CTNNA1	187	224	240	311	206	187	311	224	233.6	47.584661394193
CTNNA3	0	0	0	0	0	0	0	0	0	0
CTNNAL1	29	47	52	59	31	29	59	47	43.6	13.145341380124
CTNNB1	97	143	112	111	66	66	143	111	105.8	27.8872730828957
CTNNBIP1	3	3	5	3	4	3	5	3	3.6	0.894427190999916
CTNNBL1	34	48	45	64	41	34	64	45	46.4	11.148990985735
CTNND1	1	0	1	1	1	0	1	1	0.8	0.447213595499958
CTNND2	0	0	0	0	0	0	0	0	0	0
CTNS	5	7	8	9	6	5	9	7	7	1.58113883008419
CTPS1	14	9	19	30	19	9	30	19	18.2	7.79102047231298
CTPS2	6	3	1	9	6	1	9	6	5	3.08220700148449
CTR9	25	23	28	29	19	19	29	25	24.8	4.02492235949962
CTRB2	0	0	0	0	0	0	0	0	0	0
CTRL	0	0	0	0	0	0	0	0	0	0
CTSA	36	45	39	65	31	31	65	39	43.2	13.1984847615171
CTSB	134	186	189	254	154	134	254	186	183.4	45.6267465419133
CTSC	37	35	54	68	32	32	68	37	45.2	15.3525242224202
CTSD	91	132	138	164	105	91	164	132	126	28.6792607994
CTSF	12	10	15	18	9	9	18	12	12.8	3.70135110466435
CTSH	3	9	4	3	3	3	9	3	4.4	2.60768096208106
CTSK	56	79	92	101	84	56	101	84	82.4	16.9499262535269
CTSL	71	90	92	113	62	62	113	90	85.6	19.8821528009419
CTSLP2	2	0	0	0	0	0	2	0	0.4	0.894427190999916
CTSO	11	6	4	3	4	3	11	4	5.6	3.20936130717624
CTSS	7	8	6	6	5	5	8	6	6.4	1.14017542509914
CTSV	2	1	0	2	4	0	4	2	1.8	1.48323969741913
CTSW	0	0	0	0	0	0	0	0	0	0
CTSZ	9	13	15	26	13	9	26	13	15.2	6.41872261435249
CTTN	157	198	226	182	94	94	226	182	171.4	49.9979999599984
CTTNBP2	0	0	0	0	0	0	0	0	0	0
CTTNBP2NL	59	61	66	67	36	36	67	61	57.8	12.6372465355393
CTU1	0	0	0	0	0	0	0	0	0	0
CTU2	0	2	1	2	1	0	2	1	1.2	0.836660026534076
CTXN1	1	1	0	1	1	0	1	1	0.8	0.447213595499958
CTXN2	0	0	0	0	0	0	0	0	0	0
CUBN	2	3	1	1	1	1	3	1	1.6	0.894427190999916
CUEDC1	3	2	2	2	0	0	3	2	1.8	1.09544511501033
CUEDC2	13	16	18	25	15	13	25	16	17.4	4.61519230368573
CUL1	27	24	18	36	14	14	36	24	23.8	8.4970583144992
CUL2	20	29	35	38	21	20	38	29	28.6	8.08084154033477
CUL3	20	25	29	22	18	18	29	22	22.8	4.32434966208793
CUL4A	14	24	21	20	18	14	24	20	19.4	3.71483512420134
CUL4B	34	45	34	31	27	27	45	34	34.2	6.68580586017871
CUL5	37	58	60	48	36	36	60	48	47.8	11.2782977438973
CUL7	9	11	10	15	5	5	15	10	10	3.60555127546399
CUL9	8	2	7	9	5	2	9	7	6.2	2.77488738510232
CUTA	355	368	422	494	331	331	494	368	394	65.0960828314577
CUTC	22	23	21	49	29	21	49	23	28.8	11.7132403714771
CUX1	66	62	85	89	43	43	89	66	69	18.6413518823072
CWC15	82	134	131	134	102	82	134	131	116.6	23.5754109190063
CWC22	39	34	56	55	27	27	56	39	42.2	12.8724512040248
CWC25	37	37	46	40	27	27	46	37	37.4	6.87749954561976
CWC27	83	80	84	97	64	64	97	83	81.6	11.8025420990565
CWF19L1	20	19	28	32	23	19	32	23	24.4	5.50454357780915
CWF19L2	35	46	35	29	29	29	46	35	34.8	6.94262198308391
CX3CL1	2	6	13	9	10	2	13	9	8	4.18330013267038
CX3CR1	2	9	7	6	5	2	9	6	5.8	2.58843582110896
CXADR	17	13	9	14	18	9	18	14	14.2	3.56370593624109
CXADRP2	0	0	1	0	0	0	1	0	0.2	0.447213595499958
CXCL1	0	0	1	4	1	0	4	1	1.2	1.6431676725155
CXCL10	0	0	0	0	0	0	0	0	0	0
CXCL11	0	0	0	0	0	0	0	0	0	0
CXCL12	24	38	40	50	19	19	50	38	34.2	12.5777581468241
CXCL14	0	2	0	1	0	0	2	0	0.6	0.894427190999916
CXCL16	3	5	5	11	2	2	11	5	5.2	3.4928498393146
CXCL2	0	0	0	1	2	0	2	0	0.6	0.894427190999916
CXCL3	0	0	0	2	1	0	2	0	0.6	0.894427190999916
CXCL5	2	0	1	2	1	0	2	1	1.2	0.836660026534076
CXCL6	0	2	4	3	2	0	4	2	2.2	1.48323969741913
CXCR2	0	1	2	1	0	0	2	1	0.8	0.836660026534076
CXCR3	0	0	0	0	0	0	0	0	0	0
CXCR4	0	1	0	1	0	0	1	0	0.4	0.547722557505166
CXCR6	0	0	0	0	0	0	0	0	0	0
CXCR7	22	15	36	28	18	15	36	22	23.8	8.37854402626136
CXorf21	0	0	1	1	0	0	1	0	0.4	0.547722557505166
CXorf22	0	0	0	0	1	0	1	0	0.2	0.447213595499958
CXorf23	2	5	4	11	9	2	11	5	6.2	3.70135110466435
CXorf28	1	0	0	1	1	0	1	1	0.6	0.547722557505166
CXorf31	0	0	0	1	0	0	1	0	0.2	0.447213595499958
CXorf36	11	8	9	12	9	8	12	9	9.8	1.6431676725155
CXorf38	14	6	12	8	11	6	14	11	10.2	3.19374388453426
CXorf40A	1	4	4	10	4	1	10	4	4.6	3.286335345031
CXorf40B	2	5	2	7	2	2	7	2	3.6	2.30217288664427
CXorf56	13	12	6	15	15	6	15	13	12.2	3.70135110466435
CXorf57	1	1	2	0	0	0	2	1	0.8	0.836660026534076
CXorf58	0	0	0	0	0	0	0	0	0	0
CXXC1	9	3	5	11	3	3	11	5	6.2	3.63318042491699
CXXC1P1	0	0	0	0	0	0	0	0	0	0
CXXC4	0	0	0	0	0	0	0	0	0	0
CXXC5	19	25	19	34	17	17	34	19	22.8	6.94262198308391
CYB561	10	5	8	8	6	5	10	8	7.4	1.94935886896179
CYB561A3	29	25	31	43	27	25	43	29	31	7.07106781186548
CYB561D1	8	12	4	7	7	4	12	7	7.6	2.88097205817759
CYB561D2	9	6	11	18	11	6	18	11	11	4.41588043316392
CYB5A	52	56	64	98	40	40	98	56	62	21.9089023002066
CYB5B	83	89	84	132	101	83	132	89	97.8	20.4132310034448
CYB5D1	7	4	10	10	3	3	10	7	6.8	3.27108544675923
CYB5D2	28	35	51	53	39	28	53	39	41.2	10.6395488626163
CYB5R1	26	30	26	33	18	18	33	26	26.6	5.63914887194867
CYB5R2	9	14	19	18	10	9	19	14	14	4.52769256906871
CYB5R3	78	89	82	95	54	54	95	82	79.6	15.7257750206468
CYB5R4	5	4	8	5	5	4	8	5	5.4	1.51657508881031
CYB5RL	1	0	5	6	1	0	6	1	2.6	2.70185121722126
CYBA	25	45	38	67	37	25	67	38	42.4	15.5177317930167
CYBB	0	1	0	1	0	0	1	0	0.4	0.547722557505166
CYBRD1	199	238	244	311	232	199	311	238	244.8	40.8986552346162
CYC1	15	14	15	20	11	11	20	15	15	3.24037034920393
CYCS	182	282	274	381	240	182	381	274	271.8	72.6443390774532
CYCSP52	0	0	0	0	0	0	0	0	0	0
CYFIP1	28	43	35	40	11	11	43	35	31.4	12.7397017233529
CYFIP2	10	16	7	14	11	7	16	11	11.6	3.50713558335004
CYGB	1	0	1	2	2	0	2	1	1.2	0.836660026534076
CYHR1	7	6	12	11	5	5	12	7	8.2	3.11448230047949
CYLC2	0	0	0	0	0	0	0	0	0	0
CYLD	20	28	25	38	19	19	38	25	26	7.64852927038918
CYP11A1	0	0	0	0	0	0	0	0	0	0
CYP19A1	0	3	0	0	3	0	3	0	1.2	1.6431676725155
CYP1A2	1	3	1	1	2	1	3	1	1.6	0.894427190999916
CYP1B1	49	34	47	57	26	26	57	47	42.6	12.4217551094843
CYP1B1-AS1	0	0	0	0	0	0	0	0	0	0
CYP20A1	89	106	90	156	67	67	156	90	101.6	33.4260377550197
CYP26A1	6	3	9	7	5	3	9	6	6	2.23606797749979
CYP26B1	0	0	1	3	1	0	3	1	1	1.22474487139159
CYP26C1	0	0	0	0	0	0	0	0	0	0
CYP27A1	3	3	0	1	0	0	3	1	1.4	1.51657508881031
CYP27B1	0	0	0	0	1	0	1	0	0.2	0.447213595499958
CYP27C1	3	4	3	4	3	3	4	3	3.4	0.547722557505166
CYP2A7	0	0	0	0	0	0	0	0	0	0
CYP2B6	1	0	0	1	1	0	1	1	0.6	0.547722557505166
CYP2B7P1	5	6	1	1	1	1	6	1	2.8	2.48997991959775
CYP2C18	0	0	0	0	1	0	1	0	0.2	0.447213595499958
CYP2C8	1	0	0	0	0	0	1	0	0.2	0.447213595499958
CYP2D6	0	0	0	0	0	0	0	0	0	0
CYP2D7P1	0	0	0	0	0	0	0	0	0	0
CYP2E1	0	0	1	1	0	0	1	0	0.4	0.547722557505166
CYP2F1	0	0	0	0	0	0	0	0	0	0
CYP2G1P	0	0	0	0	0	0	0	0	0	0
CYP2J2	0	0	0	0	0	0	0	0	0	0
CYP2R1	4	2	4	2	2	2	4	2	2.8	1.09544511501033
CYP2U1	8	8	7	10	15	7	15	8	9.6	3.20936130717624
CYP2W1	0	0	4	4	0	0	4	0	1.6	2.19089023002066
CYP39A1	2	0	0	0	0	0	2	0	0.4	0.894427190999916
CYP3A4	0	0	0	0	0	0	0	0	0	0
CYP3A43	0	0	0	0	0	0	0	0	0	0
CYP3A5	0	2	1	0	1	0	2	1	0.8	0.836660026534076
CYP46A1	0	0	1	0	0	0	1	0	0.2	0.447213595499958
CYP4A11	0	0	0	0	0	0	0	0	0	0
CYP4B1	0	0	0	0	0	0	0	0	0	0
CYP4F11	0	0	0	0	0	0	0	0	0	0
CYP4F35P	0	0	0	0	0	0	0	0	0	0
CYP4V2	23	16	16	16	8	8	23	16	15.8	5.3103672189407
CYP4X1	2	0	0	0	1	0	2	0	0.6	0.894427190999916
CYP4Z1	0	0	0	0	0	0	0	0	0	0
CYP51A1	49	29	27	35	28	27	49	29	33.6	9.15423399307665
CYP7B1	0	0	0	0	0	0	0	0	0	0
CYP8B1	1	0	2	4	0	0	4	1	1.4	1.67332005306815
CYR61	134	189	206	284	155	134	284	189	193.6	57.8558553648635
CYS1	4	1	1	2	1	1	4	1	1.8	1.30384048104053
CYSLTR1	0	0	0	0	0	0	0	0	0	0
CYSLTR2	0	0	1	0	0	0	1	0	0.2	0.447213595499958
CYSTM1	182	195	231	290	184	182	290	195	216.4	45.6103058529539
CYTH1	1	5	0	2	0	0	5	1	1.6	2.07364413533277
CYTH2	12	16	19	16	5	5	19	16	13.6	5.41294744108974
CYTH3	8	7	5	7	1	1	8	7	5.6	2.79284800875379
CYTIP	0	0	0	0	0	0	0	0	0	0
CYTL1	0	1	0	0	0	0	1	0	0.2	0.447213595499958
CYYR1	0	0	0	0	0	0	0	0	0	0
D21S2088E	0	0	0	0	0	0	0	0	0	0
D2HGDH	2	3	0	2	0	0	3	2	1.4	1.34164078649987
DAAM1	55	70	74	78	50	50	78	70	65.4	12.2392810246354
DAAM2	2	1	2	1	1	1	2	1	1.4	0.547722557505166
DAB2	222	274	339	396	213	213	396	274	288.8	78.1645699789873
DAB2IP	13	17	10	17	6	6	17	13	12.6	4.72228758124704
DACH1	0	0	0	2	0	0	2	0	0.4	0.894427190999916
DACT1	35	49	40	51	29	29	51	40	40.8	9.28439551074813
DACT2	0	0	0	0	0	0	0	0	0	0
DACT3	2	1	0	6	2	0	6	2	2.2	2.28035085019828
DACT3-AS1	2	1	1	0	0	0	2	1	0.8	0.836660026534076
DAD1	732	1142	1147	1458	826	732	1458	1142	1061	289.409744134506
DAG1	37	34	36	53	31	31	53	36	38.2	8.5848704125339
DAGLA	0	0	0	0	0	0	0	0	0	0
DAGLB	0	2	6	2	4	0	6	2	2.8	2.28035085019828
DAK	1	2	3	4	9	1	9	3	3.8	3.11448230047949
DALRD3	5	7	4	6	1	1	7	5	4.6	2.30217288664427
DANCR	59	65	54	86	47	47	86	59	62.2	14.8559752288431
DAND5	4	2	5	3	1	1	5	3	3	1.58113883008419
DAO	0	0	0	0	0	0	0	0	0	0
DAOA	0	0	0	0	0	0	0	0	0	0
DAOA-AS1	0	0	0	0	0	0	0	0	0	0
DAP	36	64	38	53	36	36	64	38	45.4	12.6015872016187
DAP3	70	97	81	124	72	70	124	81	88.8	22.3763267763054
DAPK1	20	22	14	26	17	14	26	20	19.8	4.60434577328853
DAPK2	0	0	0	0	0	0	0	0	0	0
DAPK3	3	3	7	3	3	3	7	3	3.8	1.78885438199983
DAPP1	0	3	1	1	0	0	3	1	1	1.22474487139159
DARC	0	0	0	0	0	0	0	0	0	0
DARS	57	87	116	140	83	57	140	87	96.6	32.0359173428825
DARS2	4	8	10	8	11	4	11	8	8.2	2.68328157299975
DAW1	5	6	2	4	7	2	7	5	4.8	1.92353840616713
DAXX	38	45	44	62	37	37	62	44	45.2	10.0349389634417
DAZAP1	13	15	10	16	9	9	16	13	12.6	3.04959013639538
DAZAP2	175	212	267	339	230	175	339	230	244.6	62.3161295332115
DBC1	0	0	0	0	0	0	0	0	0	0
DBF4	2	10	3	7	1	1	10	3	4.6	3.78153408023781
DBF4B	0	0	0	1	0	0	1	0	0.2	0.447213595499958
DBH-AS1	0	0	0	2	0	0	2	0	0.4	0.894427190999916
DBI	221	257	341	441	237	221	441	257	299.4	91.6776963061354
DBIL5P	0	0	0	1	0	0	1	0	0.2	0.447213595499958
DBIL5P2	3	3	0	0	1	0	3	1	1.4	1.51657508881031
DBN1	6	8	17	13	7	6	17	8	10.2	4.65832587954085
DBNDD1	3	5	1	2	2	1	5	2	2.6	1.51657508881031
DBNDD2	0	0	0	0	0	0	0	0	0	0
DBNL	18	27	22	32	17	17	32	22	23.2	6.30079360080935
DBP	0	1	1	1	1	0	1	1	0.8	0.447213595499958
DBR1	7	4	3	5	5	3	7	5	4.8	1.48323969741913
DBT	19	30	16	18	18	16	30	18	20.2	5.58569601750758
DCAF10	23	31	28	31	19	19	31	28	26.4	5.27257053058563
DCAF11	14	10	12	18	11	10	18	12	13	3.16227766016838
DCAF12	11	25	19	23	14	11	25	19	18.4	5.89915248150105
DCAF13	77	105	86	134	80	77	134	86	96.4	23.670656940609
DCAF13P3	2	0	1	1	0	0	2	1	0.8	0.836660026534076
DCAF15	0	1	0	0	0	0	1	0	0.2	0.447213595499958
DCAF16	27	22	17	27	14	14	27	22	21.4	5.85662018573853
DCAF17	5	9	5	7	7	5	9	7	6.6	1.67332005306815
DCAF4	0	2	6	6	4	0	6	4	3.6	2.60768096208106
DCAF4L1	0	1	0	0	0	0	1	0	0.2	0.447213595499958
DCAF4L2	0	0	0	0	0	0	0	0	0	0
DCAF5	27	35	34	40	37	27	40	35	34.6	4.82700735445887
DCAF6	32	26	32	33	20	20	33	32	28.6	5.54977477020464
DCAF7	32	51	53	59	49	32	59	51	48.8	10.1094015648801
DCAF8	15	13	23	26	17	13	26	17	18.8	5.49545266561363
DCAKD	12	11	15	13	12	11	15	12	12.6	1.51657508881031
DCBLD1	6	2	5	3	0	0	6	3	3.2	2.38746727726266
DCBLD2	43	53	39	42	22	22	53	42	39.8	11.2561094522042
DCDC1	0	0	0	0	1	0	1	0	0.2	0.447213595499958
DCDC2	3	4	1	0	4	0	4	3	2.4	1.8165902124585
DCDC2B	0	0	0	0	0	0	0	0	0	0
DCDC5	0	5	0	0	0	0	5	0	1	2.23606797749979
DCHS1	0	1	3	3	0	0	3	1	1.4	1.51657508881031
DCHS2	0	0	0	0	0	0	0	0	0	0
DCK	4	9	5	6	6	4	9	6	6	1.87082869338697
DCLK1	0	0	0	1	0	0	1	0	0.2	0.447213595499958
DCLK2	5	1	2	7	2	1	7	2	3.4	2.50998007960223
DCLK3	0	0	0	0	0	0	0	0	0	0
DCLRE1A	4	4	4	4	4	4	4	4	4	0
DCLRE1B	4	3	5	11	5	3	11	5	5.6	3.13049516849971
DCLRE1C	12	13	7	4	6	4	13	7	8.4	3.91152144312159
DCN	752	714	865	997	677	677	997	752	801	130.24784067308
DCP1A	25	22	20	36	23	20	36	23	25.2	6.30079360080935
DCP1B	5	10	4	9	8	4	10	8	7.2	2.58843582110896
DCP2	30	29	22	24	13	13	30	24	23.6	6.8044103344816
DCPS	18	27	28	23	12	12	28	23	21.6	6.65582451691749
DCST2	0	0	0	0	0	0	0	0	0	0
DCT	0	0	0	0	0	0	0	0	0	0
DCTD	40	58	55	48	31	31	58	48	46.4	11.0589330407594
DCTN1	44	53	51	77	41	41	77	51	53.2	14.1844985811977
DCTN1-AS1	0	0	0	0	0	0	0	0	0	0
DCTN2	24	17	21	29	17	17	29	21	21.6	5.07937003968012
DCTN3	29	43	46	55	37	29	55	43	42	9.74679434480896
DCTN4	23	20	31	39	25	20	39	25	27.6	7.53657747256671
DCTN5	38	48	37	40	37	37	48	38	40	4.63680924774785
DCTN6	123	147	143	197	122	122	197	143	146.4	30.4762202380807
DCTPP1	11	9	14	15	9	9	15	11	11.6	2.79284800875379
DCUN1D1	28	37	67	52	48	28	67	48	46.4	14.8761554173113
DCUN1D2	5	9	6	12	6	5	12	6	7.6	2.88097205817759
DCUN1D3	5	13	7	12	9	5	13	9	9.2	3.3466401061363
DCUN1D4	27	22	23	26	9	9	27	23	21.4	7.23187389270582
DCUN1D5	13	31	17	23	14	13	31	17	19.6	7.46993975879324
DCX	5	6	3	7	5	3	7	5	5.2	1.48323969741913
DCXR	4	7	8	11	4	4	11	7	6.8	2.94957624075052
DDA1	7	4	3	9	4	3	9	4	5.4	2.50998007960223
DDAH1	94	107	120	109	56	56	120	107	97.2	24.8133028837356
DDAH2	17	12	12	24	9	9	24	12	14.8	5.89067059000926
DDB1	39	69	50	64	64	39	69	64	57.2	12.397580409096
DDB2	38	40	41	64	26	26	64	40	41.8	13.7913016064474
DDHD1	6	1	5	7	5	1	7	5	4.8	2.28035085019828
DDHD2	5	8	15	7	13	5	15	8	9.6	4.2190046219458
DDI1	0	0	1	0	0	0	1	0	0.2	0.447213595499958
DDI2	0	0	0	0	0	0	0	0	0	0
DDIT3	389	339	230	298	149	149	389	298	281	93.9973403879067
DDIT4	30	42	17	34	13	13	42	30	27.2	12.0291313069565
DDIT4L	0	0	0	0	0	0	0	0	0	0
DDO	0	0	0	0	0	0	0	0	0	0
DDOST	188	284	289	414	261	188	414	284	287.2	81.5763446104323
DDR1	8	8	8	12	5	5	12	8	8.2	2.48997991959775
DDR2	64	83	81	82	74	64	83	81	76.8	7.98122797569397
DDRGK1	12	11	16	36	18	11	36	16	18.6	10.1390334845093
DDT	2	5	4	11	5	2	11	5	5.4	3.36154726279432
DDTL	0	0	0	1	0	0	1	0	0.2	0.447213595499958
DDX1	67	128	124	128	100	67	128	124	109.4	26.4159043002506
DDX10	28	30	43	31	14	14	43	30	29.2	10.3295692068934
DDX11	1	1	0	0	0	0	1	0	0.4	0.547722557505166
DDX11-AS1	1	0	1	0	1	0	1	1	0.6	0.547722557505166
DDX11L2	0	0	0	0	0	0	0	0	0	0
DDX17	74	107	72	88	59	59	107	74	80	18.2619823677497
DDX18	70	131	142	180	89	70	180	131	122.4	43.6955375295922
DDX19A	33	20	31	35	35	20	35	33	30.8	6.26099033699941
DDX19B	4	5	5	8	1	1	8	5	4.6	2.50998007960223
DDX20	4	7	10	5	4	4	10	5	6	2.54950975679639
DDX21	101	121	124	124	92	92	124	121	112.4	14.909728367747
DDX23	15	17	24	30	22	15	30	22	21.6	5.94138031100518
DDX24	145	226	225	246	149	145	246	225	198.2	47.5047366059428
DDX26B	0	0	1	0	1	0	1	0	0.4	0.547722557505166
DDX27	38	44	53	61	22	22	61	44	43.6	14.909728367747
DDX28	2	2	1	3	1	1	3	2	1.8	0.836660026534076
DDX31	3	3	4	8	3	3	8	3	4.2	2.16794833886788
DDX39A	23	29	25	41	16	16	41	25	26.8	9.23038460737146
DDX39B	0	0	0	0	0	0	0	0	0	0
DDX3X	86	118	97	129	58	58	129	97	97.6	27.8621607202313
DDX3Y	49	53	75	65	60	49	75	60	60.4	10.2371871136558
DDX41	13	22	17	28	16	13	28	17	19.2	5.89067059000926
DDX42	30	31	33	43	35	30	43	33	34.4	5.17687164221791
DDX43	1	0	0	2	1	0	2	1	0.8	0.836660026534076
DDX46	100	114	119	136	78	78	136	114	109.4	21.7669474203435
DDX47	78	108	121	152	100	78	152	108	111.8	27.3715180433969
DDX49	5	8	13	14	3	3	14	8	8.6	4.82700735445887
DDX5	383	534	621	766	448	383	766	534	550.4	150.204194348893
DDX50	58	84	69	90	48	48	90	69	69.8	17.4985713702576
DDX51	12	14	7	12	8	7	14	12	10.6	2.96647939483827
DDX52	44	55	55	63	45	44	63	55	52.4	7.92464510246358
DDX54	5	7	1	7	1	1	7	5	4.2	3.03315017762062
DDX55	8	8	9	21	1	1	21	8	9.4	7.23187389270582
DDX56	9	10	9	15	5	5	15	9	9.6	3.57770876399966
DDX58	8	4	18	13	9	4	18	9	10.4	5.31977443130816
DDX59	10	6	19	7	3	3	19	7	9	6.12372435695795
DDX6	79	84	88	104	49	49	104	84	80.8	20.0922870773837
DDX60	2	1	3	2	1	1	3	2	1.8	0.836660026534076
DDX60L	7	3	3	5	4	3	7	4	4.4	1.67332005306815
DEAF1	5	2	3	7	3	2	7	3	4	2
DECR1	72	75	107	157	91	72	157	91	100.4	34.5947972967034
DECR2	2	2	2	1	2	1	2	2	1.8	0.447213595499958
DEDD	22	29	33	45	30	22	45	30	31.8	8.40832920383116
