Gene	SOR.A.6.5.1.C12	SOR.A.7.3.1.E5	SOR.A.7.4.1.E6	SOR.A.8.2.1.F12	Min	Max	Median	Mean	Std
FAM169B	0	0	0	0	0	0	0	0	0
FAM171A1	24	5	10	14	5	24	12	13.25	8.05708797684788
FAM171A2	0	0	0	0	0	0	0	0	0
FAM171B	5	1	7	3	1	7	4	4	2.58198889747161
FAM172A	34	50	38	52	34	52	44	43.5	8.85061203156784
FAM172BP	4	1	0	2	0	4	1.5	1.75	1.70782512765993
FAM173A	1	0	0	1	0	1	0.5	0.5	0.577350269189626
FAM173B	4	3	2	5	2	5	3.5	3.5	1.29099444873581
FAM174A	18	15	16	7	7	18	15.5	14	4.83045891539648
FAM174B	3	1	0	3	0	3	2	1.75	1.5
FAM175A	12	12	8	9	8	12	10.5	10.25	2.06155281280883
FAM175B	48	25	35	48	25	48	41.5	39	11.1654228162962
FAM177A1	89	61	60	82	60	89	71.5	73	14.7196014438797
FAM177B	0	0	0	0	0	0	0	0	0
FAM178A	61	32	39	57	32	61	48	47.25	13.9612559129423
FAM178B	0	0	0	0	0	0	0	0	0
FAM179A	0	0	0	0	0	0	0	0	0
FAM179B	35	13	25	28	13	35	26.5	25.25	9.17877987534291
FAM180A	8	6	10	4	4	10	7	7	2.58198889747161
FAM180B	0	0	0	1	0	1	0	0.25	0.5
FAM181A-AS1	4	3	1	2	1	4	2.5	2.5	1.29099444873581
FAM181B	0	1	0	0	0	1	0	0.25	0.5
FAM182A	0	0	0	2	0	2	0	0.5	1
FAM182B	0	0	0	0	0	0	0	0	0
FAM183A	0	0	0	0	0	0	0	0	0
FAM183B	0	0	0	0	0	0	0	0	0
FAM184A	0	0	0	0	0	0	0	0	0
FAM184B	4	0	2	2	0	4	2	2	1.63299316185545
FAM185A	2	3	1	4	1	4	2.5	2.5	1.29099444873581
FAM186A	0	0	0	0	0	0	0	0	0
FAM186B	0	0	0	0	0	0	0	0	0
FAM188A	46	55	38	43	38	55	44.5	45.5	7.14142842854285
FAM188B	0	0	2	1	0	2	0.5	0.75	0.957427107756338
FAM189A1	1	0	0	1	0	1	0.5	0.5	0.577350269189626
FAM189A2	3	2	0	2	0	3	2	1.75	1.25830573921179
FAM189B	11	8	13	10	8	13	10.5	10.5	2.08166599946613
FAM192A	102	93	80	70	70	102	86.5	86.25	14.1037819986934
FAM193A	20	5	13	19	5	20	16	14.25	6.89806736219163
FAM193B	10	0	5	10	0	10	7.5	6.25	4.78713553878169
FAM194A	0	0	0	0	0	0	0	0	0
FAM195A	5	1	4	6	1	6	4.5	4	2.16024689946929
FAM195B	15	22	18	5	5	22	16.5	15	7.25718035235908
FAM196A	6	1	0	2	0	6	1.5	2.25	2.62995563967658
FAM196B	1	0	0	0	0	1	0	0.25	0.5
FAM198A	0	0	0	0	0	0	0	0	0
FAM198B	19	18	33	28	18	33	23.5	24.5	7.23417813807024
FAM199X	17	8	5	7	5	17	7.5	9.25	5.31507290636732
FAM19A1	0	0	0	1	0	1	0	0.25	0.5
FAM19A2	1	0	0	1	0	1	0.5	0.5	0.577350269189626
FAM19A3	0	0	0	0	0	0	0	0	0
FAM19A5	0	0	0	0	0	0	0	0	0
FAM200A	6	5	8	3	3	8	5.5	5.5	2.08166599946613
FAM200B	66	83	50	61	50	83	63.5	65	13.735598518691
FAM201A	0	0	0	0	0	0	0	0	0
FAM203A	5	1	1	2	1	5	1.5	2.25	1.89296944860009
FAM204A	171	163	158	169	158	171	166	165.25	5.90903263374528
FAM206A	17	14	6	22	6	22	15.5	14.75	6.70198975429437
FAM207A	1	0	1	0	0	1	0.5	0.5	0.577350269189626
FAM208A	68	30	38	50	30	68	44	46.5	16.5227116418583
FAM208B	77	21	23	56	21	77	39.5	44.25	27.0970478096785
FAM209A	1	0	0	1	0	1	0.5	0.5	0.577350269189626
FAM209B	0	0	0	0	0	0	0	0	0
FAM20A	9	4	3	5	3	9	4.5	5.25	2.62995563967658
FAM20B	32	16	25	18	16	32	21.5	22.75	7.27438428093173
FAM20C	7	1	4	5	1	7	4.5	4.25	2.5
FAM210A	21	7	20	38	7	38	20.5	21.5	12.7148207485071
FAM210B	22	22	27	16	16	27	22	21.75	4.5
FAM211A	1	1	0	2	0	2	1	1	0.816496580927726
FAM211B	2	0	0	1	0	2	0.5	0.75	0.957427107756338
FAM212A	1	0	0	0	0	1	0	0.25	0.5
FAM212B	9	4	3	3	3	9	3.5	4.75	2.87228132326901
FAM213A	3	8	8	9	3	9	8	7	2.70801280154532
FAM213B	3	2	1	1	1	3	1.5	1.75	0.957427107756338
FAM214A	32	11	7	22	7	32	16.5	18	11.2842072532072
FAM214B	44	4	10	23	4	44	16.5	20.25	17.7082843136576
FAM215A	0	0	0	0	0	0	0	0	0
FAM216A	6	8	15	8	6	15	8	9.25	3.947573094109
FAM216B	0	0	1	0	0	1	0	0.25	0.5
FAM217A	0	0	0	0	0	0	0	0	0
FAM217B	31	13	18	19	13	31	18.5	20.25	7.63216876123687
FAM218A	0	0	0	0	0	0	0	0	0
FAM219A	9	2	7	5	2	9	6	5.75	2.98607881119482
FAM219B	12	2	5	5	2	12	5	6	4.24264068711928
FAM21A	0	1	1	0	0	1	0.5	0.5	0.577350269189626
FAM21C	3	6	4	1	1	6	3.5	3.5	2.08166599946613
FAM220A	35	18	17	27	17	35	22.5	24.25	8.46069343099804
FAM221A	12	17	12	11	11	17	12	13	2.70801280154532
FAM221B	0	0	0	0	0	0	0	0	0
FAM222A	0	0	0	0	0	0	0	0	0
FAM222A-AS1	0	1	0	1	0	1	0.5	0.5	0.577350269189626
FAM222B	9	2	5	4	2	9	4.5	5	2.94392028877595
FAM224A	0	0	0	0	0	0	0	0	0
FAM225A	1	0	1	0	0	1	0.5	0.5	0.577350269189626
FAM225B	0	0	0	0	0	0	0	0	0
FAM227A	17	7	16	18	7	18	16.5	14.5	5.06622805119022
FAM227B	1	7	4	2	1	7	3	3.5	2.64575131106459
FAM228A	2	0	1	2	0	2	1.5	1.25	0.957427107756338
FAM228B	11	21	15	15	11	21	15	15.5	4.12310562561766
FAM229A	2	0	3	0	0	3	1	1.25	1.5
FAM229B	104	180	135	86	86	180	119.5	126.25	41.153169177274
FAM230C	0	0	0	0	0	0	0	0	0
FAM24B	27	24	20	26	20	27	25	24.25	3.09569593683445
FAM26D	0	0	0	0	0	0	0	0	0
FAM26E	0	1	3	1	0	3	1	1.25	1.25830573921179
FAM26F	3	2	1	2	1	3	2	2	0.816496580927726
FAM27E2	0	0	0	0	0	0	0	0	0
FAM32A	156	126	103	106	103	156	116	122.75	24.4045760736247
FAM35A	13	4	8	5	4	13	6.5	7.5	4.04145188432738
FAM3A	16	11	6	8	6	16	9.5	10.25	4.3493294502333
FAM3B	0	0	0	0	0	0	0	0	0
FAM3C	102	65	72	76	65	102	74	78.75	16.1529151135845
FAM41C	2	0	1	0	0	2	0.5	0.75	0.957427107756338
FAM43A	4	0	2	7	0	7	3	3.25	2.98607881119482
FAM45A	16	10	12	17	10	17	14	13.75	3.30403793359983
FAM45B	17	12	11	12	11	17	12	13	2.70801280154532
FAM46A	130	36	50	91	36	130	70.5	76.75	42.484310829607
FAM46B	0	0	0	0	0	0	0	0	0
FAM46C	14	3	5	7	3	14	6	7.25	4.78713553878169
FAM47E	1	0	0	0	0	1	0	0.25	0.5
FAM49A	54	20	20	38	20	54	29	33	16.3707055437449
FAM49B	6	12	10	11	6	12	10.5	9.75	2.62995563967658
FAM50A	123	162	125	163	123	163	143.5	143.25	22.246722605064
FAM50B	4	2	2	3	2	4	2.5	2.75	0.957427107756338
FAM53A	0	0	0	0	0	0	0	0	0
FAM53B	2	0	0	0	0	2	0	0.5	1
FAM53C	41	13	15	21	13	41	18	22.5	12.7932273749303
FAM57A	16	5	8	25	5	25	12	13.5	8.9628864398325
FAM58A	8	6	7	14	6	14	7.5	8.75	3.5939764421413
FAM5C	0	0	0	0	0	0	0	0	0
FAM60A	44	31	43	37	31	44	40	38.75	6.02079728939615
FAM63A	4	1	1	2	1	4	1.5	2	1.4142135623731
FAM63B	65	14	24	45	14	65	34.5	37	22.7009544586419
FAM64A	0	0	0	0	0	0	0	0	0
FAM65A	28	10	11	23	10	28	17	18	8.90692614392492
FAM65B	0	0	0	0	0	0	0	0	0
FAM65C	0	1	0	0	0	1	0	0.25	0.5
FAM66C	2	2	0	3	0	3	2	1.75	1.25830573921179
FAM66D	0	1	0	0	0	1	0	0.25	0.5
FAM69A	36	33	31	30	30	36	32	32.5	2.64575131106459
FAM69B	2	1	0	2	0	2	1.5	1.25	0.957427107756338
FAM71D	0	0	0	0	0	0	0	0	0
FAM71E1	0	0	1	0	0	1	0	0.25	0.5
FAM71F1	0	0	0	0	0	0	0	0	0
FAM71F2	0	0	0	1	0	1	0	0.25	0.5
FAM72A	0	0	0	0	0	0	0	0	0
FAM72D	0	0	0	0	0	0	0	0	0
FAM73A	71	18	30	74	18	74	50.5	48.25	28.4531779127277
FAM73B	4	5	0	4	0	5	4	3.25	2.21735578260835
FAM74A1	3	0	3	5	0	5	3	2.75	2.06155281280883
FAM74A2	1	0	1	1	0	1	1	0.75	0.5
FAM74A3	2	0	2	4	0	4	2	2	1.63299316185545
FAM74A4	2	1	2	1	1	2	1.5	1.5	0.577350269189626
FAM76A	10	11	13	11	10	13	11	11.25	1.25830573921179
FAM76B	33	8	10	21	8	33	15.5	18	11.5181016954473
FAM78A	1	0	0	0	0	1	0	0.25	0.5
FAM78B	0	0	0	0	0	0	0	0	0
FAM81A	4	0	1	3	0	4	2	2	1.82574185835055
FAM83A	3	2	3	5	2	5	3	3.25	1.25830573921179
FAM83A-AS1	0	0	0	0	0	0	0	0	0
FAM83B	7	0	3	2	0	7	2.5	3	2.94392028877595
FAM83D	1	0	0	0	0	1	0	0.25	0.5
FAM83E	0	0	0	0	0	0	0	0	0
FAM83G	0	0	0	0	0	0	0	0	0
FAM83H	4	0	1	1	0	4	1	1.5	1.73205080756888
FAM83H-AS1	7	2	4	7	2	7	5.5	5	2.44948974278318
FAM84A	0	0	0	0	0	0	0	0	0
FAM84B	13	4	10	12	4	13	11	9.75	4.03112887414927
FAM86A	3	2	0	2	0	3	2	1.75	1.25830573921179
FAM86B1	0	0	0	0	0	0	0	0	0
FAM86B2	0	0	0	0	0	0	0	0	0
FAM86B3P	2	0	1	0	0	2	0.5	0.75	0.957427107756338
FAM86C1	1	0	1	0	0	1	0.5	0.5	0.577350269189626
FAM86C2P	3	2	1	1	1	3	1.5	1.75	0.957427107756338
FAM86DP	0	0	0	0	0	0	0	0	0
FAM86EP	13	6	10	8	6	13	9	9.25	2.98607881119482
FAM86FP	1	1	1	1	1	1	1	1	0
FAM86HP	0	0	0	2	0	2	0	0.5	1
FAM86JP	0	2	0	0	0	2	0	0.5	1
FAM87B	4	1	4	5	1	5	4	3.5	1.73205080756888
FAM89A	1	2	2	2	1	2	2	1.75	0.5
FAM89B	18	14	12	15	12	18	14.5	14.75	2.5
FAM8A1	27	9	23	20	9	27	21.5	19.75	7.71902411793961
FAM90A1	0	0	0	1	0	1	0	0.25	0.5
FAM90A25P	0	0	0	0	0	0	0	0	0
FAM90A27P	0	0	0	0	0	0	0	0	0
FAM91A1	45	17	21	26	17	45	23.5	27.25	12.3928742966809
FAM92A1	44	55	33	43	33	55	43.5	43.75	8.99536917900909
FAM92A1P2	6	1	1	5	1	6	3	3.25	2.62995563967658
FAM92B	0	0	0	0	0	0	0	0	0
FAM95B1	0	0	0	0	0	0	0	0	0
FAM95C	0	0	0	0	0	0	0	0	0
FAM96A	46	31	30	36	30	46	33.5	35.75	7.32006375199925
FAM96B	82	89	86	94	82	94	87.5	87.75	5.05799696849784
FAM98A	77	39	56	46	39	77	51	54.5	16.5428735915701
FAM98B	6	6	3	6	3	6	6	5.25	1.5
FAM98C	8	3	3	3	3	8	3	4.25	2.5
FAM9C	0	0	0	0	0	0	0	0	0
FAN1	23	16	10	23	10	23	19.5	18	6.27162924074226
FANCA	0	0	0	0	0	0	0	0	0
FANCB	3	0	1	3	0	3	2	1.75	1.5
FANCC	2	0	4	2	0	4	2	2	1.63299316185545
FANCD2	8	1	2	2	1	8	2	3.25	3.20156211871642
FANCE	10	5	3	5	3	10	5	5.75	2.98607881119482
FANCF	6	5	5	10	5	10	5.5	6.5	2.38047614284762
FANCG	8	0	1	2	0	8	1.5	2.75	3.5939764421413
FANCI	6	3	2	6	2	6	4.5	4.25	2.06155281280883
FANCL	7	3	6	8	3	8	6.5	6	2.16024689946929
FANCM	8	1	2	3	1	8	2.5	3.5	3.1091263510296
FANK1	13	8	14	6	6	14	10.5	10.25	3.86221007541882
FAP	184	178	161	171	161	184	174.5	173.5	9.88264472024906
FAR1	33	14	19	34	14	34	26	25	10.0332779621949
FAR2	4	2	5	2	2	5	3	3.25	1.5
FARP1	21	21	20	17	17	21	20.5	19.75	1.89296944860009
FARP2	3	3	1	2	1	3	2.5	2.25	0.957427107756338
FARS2	18	24	19	24	18	24	21.5	21.25	3.20156211871642
FARSA	51	16	21	33	16	51	27	30.25	15.5643824162734
FARSB	64	63	52	58	52	64	60.5	59.25	5.5
FAS	46	27	38	30	27	46	34	35.25	8.53912563829967
FAS-AS1	0	0	0	0	0	0	0	0	0
FASN	2	0	0	1	0	2	0.5	0.75	0.957427107756338
FASTK	9	6	5	6	5	9	6	6.5	1.73205080756888
FASTKD1	6	7	3	1	1	7	4.5	4.25	2.75378527364305
FASTKD2	61	40	39	65	39	65	50.5	51.25	13.6717470232106
FASTKD3	20	5	8	13	5	20	10.5	11.5	6.557438524302
FASTKD5	17	4	5	15	4	17	10	10.25	6.70198975429437
FAT1	105	41	49	75	41	105	62	67.5	28.9078997276984
FAT2	0	0	0	1	0	1	0	0.25	0.5
FAT3	4	1	2	2	1	4	2	2.25	1.25830573921179
FAT4	13	2	10	14	2	14	11.5	9.75	5.43905629069357
FAU	699	730	607	693	607	730	696	682.25	52.7217538909067
FAXC	0	2	0	0	0	2	0	0.5	1
FAXDC2	32	42	35	27	27	42	33.5	34	6.27162924074226
FBF1	0	0	1	1	0	1	0.5	0.5	0.577350269189626
FBL	36	22	17	34	17	36	28	27.25	9.21502396451939
FBLIM1	51	20	32	47	20	51	39.5	37.5	14.247806848775
FBLL1	3	3	1	2	1	3	2.5	2.25	0.957427107756338
FBLN1	35	39	39	28	28	39	37	35.25	5.18812747209113
FBLN2	72	42	55	56	42	72	55.5	56.25	12.2848144742469
FBLN5	72	118	135	80	72	135	99	101.25	30.1482448355898
FBLN7	2	6	1	1	1	6	1.5	2.5	2.38047614284762
FBN1	540	451	547	277	277	547	495.5	453.75	125.675176546524
FBN2	7	1	0	4	0	7	2.5	3	3.16227766016838
FBP1	0	0	0	0	0	0	0	0	0
FBP2	0	0	0	0	0	0	0	0	0
FBRS	6	5	0	4	0	6	4.5	3.75	2.62995563967658
FBRSL1	2	1	2	5	1	5	2	2.5	1.73205080756888
FBXL12	10	6	14	9	6	14	9.5	9.75	3.30403793359983
FBXL13	10	7	10	12	7	12	10	9.75	2.06155281280883
FBXL14	3	2	2	1	1	3	2	2	0.816496580927726
FBXL15	13	4	8	9	4	13	8.5	8.5	3.69684550213647
FBXL16	0	0	2	1	0	2	0.5	0.75	0.957427107756338
FBXL17	15	4	7	6	4	15	6.5	8	4.83045891539648
FBXL18	23	4	6	14	4	23	10	11.75	8.65544144839919
FBXL19	0	1	0	0	0	1	0	0.25	0.5
FBXL19-AS1	10	2	1	13	1	13	6	6.5	5.91607978309962
FBXL2	3	7	4	10	3	10	5.5	6	3.16227766016838
FBXL20	81	15	38	47	15	81	42.5	45.25	27.378519560658
FBXL21	0	0	0	0	0	0	0	0	0
FBXL22	0	0	0	1	0	1	0	0.25	0.5
FBXL3	30	11	21	19	11	30	20	20.25	7.8049129826454
FBXL4	29	13	18	17	13	29	17.5	19.25	6.84957419601151
FBXL5	47	37	44	27	27	47	40.5	38.75	8.88350531415762
FBXL6	11	0	1	8	0	11	4.5	5	5.35412613473634
FBXL7	16	9	11	10	9	16	10.5	11.5	3.1091263510296
FBXL8	1	0	0	0	0	1	0	0.25	0.5
FBXO10	4	4	7	2	2	7	4	4.25	2.06155281280883
FBXO11	28	9	13	20	9	28	16.5	17.5	8.34665601703261
FBXO15	0	0	0	0	0	0	0	0	0
FBXO16	4	4	1	9	1	9	4	4.5	3.3166247903554
FBXO17	43	41	35	41	35	43	41	40	3.46410161513775
FBXO18	39	15	22	20	15	39	21	24	10.4243305140746
FBXO2	0	0	0	1	0	1	0	0.25	0.5
FBXO21	68	45	45	66	45	68	55.5	56	12.7279220613579
FBXO22	17	10	18	18	10	18	17.5	15.75	3.86221007541882
FBXO24	0	0	0	0	0	0	0	0	0
FBXO25	28	20	10	21	10	28	20.5	19.75	7.41057802513857
FBXO27	20	11	8	3	3	20	9.5	10.5	7.14142842854285
FBXO28	17	8	15	8	8	17	11.5	12	4.69041575982343
FBXO3	43	28	32	42	28	43	37	36.25	7.41057802513857
FBXO30	22	6	9	8	6	22	8.5	11.25	7.27438428093173
FBXO31	25	5	4	11	4	25	8	11.25	9.67384790728763
FBXO32	188	99	147	83	83	188	123	129.25	47.6821070563512
FBXO33	13	2	4	13	2	13	8.5	8	5.8309518948453
FBXO34	33	7	21	22	7	33	21.5	20.75	10.6575481858321
FBXO36	17	9	5	10	5	17	9.5	10.25	4.99165971062398
FBXO38	47	38	27	40	27	47	39	38	8.28653526310404
FBXO39	0	0	0	0	0	0	0	0	0
FBXO4	17	6	6	14	6	17	10	10.75	5.61990510002912
FBXO40	2	0	1	1	0	2	1	1	0.816496580927726
FBXO41	3	0	1	2	0	3	1.5	1.5	1.29099444873581
FBXO42	33	10	17	38	10	38	25	24.5	13.1782649338472
FBXO43	0	0	0	0	0	0	0	0	0
FBXO44	6	4	9	2	2	9	5	5.25	2.98607881119482
FBXO45	19	5	18	26	5	26	18.5	17	8.75595035770913
FBXO46	5	2	3	3	2	5	3	3.25	1.25830573921179
FBXO48	14	2	6	3	2	14	4.5	6.25	5.43905629069357
FBXO5	20	6	14	16	6	20	15	14	5.8878405775519
FBXO6	11	8	17	9	8	17	10	11.25	4.03112887414927
FBXO7	59	48	58	57	48	59	57.5	55.5	5.06622805119022
FBXO8	33	27	28	41	27	41	30.5	32.25	6.39661368746516
FBXO9	21	8	9	20	8	21	14.5	14.5	6.95221787153807
FBXW10	1	0	0	0	0	1	0	0.25	0.5
FBXW11	24	15	20	18	15	24	19	19.25	3.77491721763537
FBXW12	0	0	0	0	0	0	0	0	0
FBXW2	32	14	13	20	13	32	17	19.75	8.73212459828649
FBXW4	22	9	21	29	9	29	21.5	20.25	8.30160627027485
FBXW4P1	0	0	1	0	0	1	0	0.25	0.5
FBXW5	38	19	22	35	19	38	28.5	28.5	9.39858145324779
FBXW7	38	19	21	18	18	38	20	24	9.41629792788369
FBXW8	13	6	14	6	6	14	9.5	9.75	4.3493294502333
FBXW9	2	4	1	2	1	4	2	2.25	1.25830573921179
FCAMR	0	0	0	0	0	0	0	0	0
FCAR	37	25	29	20	20	37	27	27.75	7.18215380880508
FCER1A	0	0	0	0	0	0	0	0	0
FCER1G	0	2	1	0	0	2	0.5	0.75	0.957427107756338
FCER2	1	0	0	0	0	1	0	0.25	0.5
FCF1	34	20	21	24	20	34	22.5	24.75	6.39661368746516
FCGBP	0	0	0	0	0	0	0	0	0
FCGR1B	0	0	0	0	0	0	0	0	0
FCGR2A	0	0	0	0	0	0	0	0	0
FCGR2B	0	0	0	0	0	0	0	0	0
FCGR2C	0	0	0	0	0	0	0	0	0
FCGRT	56	94	51	86	51	94	71	71.75	21.4223403638974
FCHO1	0	0	0	0	0	0	0	0	0
FCHO2	43	26	11	21	11	43	23.5	25.25	13.3759734848222
FCHSD1	0	0	0	3	0	3	0	0.75	1.5
FCHSD2	20	15	21	18	15	21	19	18.5	2.64575131106459
FCN3	0	0	0	0	0	0	0	0	0
FCRL2	0	0	0	0	0	0	0	0	0
FCRL6	0	0	0	0	0	0	0	0	0
FCRLA	0	0	0	0	0	0	0	0	0
FCRLB	0	1	0	0	0	1	0	0.25	0.5
FDFT1	42	40	42	47	40	47	42	42.75	2.98607881119482
FDPS	78	50	45	60	45	78	55	58.25	14.5688022843335
FDPSP2	25	7	12	12	7	25	12	14	7.7028133388609
FDX1	19	5	10	6	5	19	8	10	6.37704215656966
FDX1L	12	12	13	9	9	13	12	11.5	1.73205080756888
FDXACB1	7	3	2	2	2	7	2.5	3.5	2.38047614284762
FDXR	8	0	2	2	0	8	2	3	3.46410161513775
FECH	16	15	9	11	9	16	13	12.75	3.30403793359983
FEM1A	24	6	8	15	6	24	11.5	13.25	8.13941029804985
FEM1B	11	1	2	4	1	11	3	4.5	4.50924975282289
FEM1C	48	13	15	30	13	48	22.5	26.5	16.2172747402269
FEN1	23	5	6	12	5	23	9	11.5	8.2663978450915
FENDRR	2	3	2	4	2	4	2.5	2.75	0.957427107756338
FER	49	33	29	51	29	51	41	40.5	11.1205515450749
FER1L5	0	1	0	0	0	1	0	0.25	0.5
FERMT1	0	0	2	3	0	3	1	1.25	1.5
FERMT2	179	93	106	130	93	179	118	127	37.9033859525329
FERMT3	20	7	3	8	3	20	7.5	9.5	7.32575365861197
FES	4	2	0	1	0	4	1.5	1.75	1.70782512765993
FETUB	0	0	0	0	0	0	0	0	0
FEZ1	55	56	64	52	52	64	55.5	56.75	5.1234753829798
FEZ2	56	29	30	41	29	56	35.5	39	12.5698050899765
FFAR2	0	0	0	0	0	0	0	0	0
FFAR4	2	3	0	1	0	3	1.5	1.5	1.29099444873581
FGB	3	2	4	6	2	6	3.5	3.75	1.70782512765993
FGD1	0	3	0	0	0	3	0	0.75	1.5
FGD2	0	0	0	0	0	0	0	0	0
FGD4	3	1	0	9	0	9	2	3.25	4.03112887414927
FGD5	1	0	0	0	0	1	0	0.25	0.5
FGD5-AS1	60	24	34	43	24	60	38.5	40.25	15.283433296656
FGD5P1	1	0	0	1	0	1	0.5	0.5	0.577350269189626
FGD6	6	2	5	5	2	6	5	4.5	1.73205080756888
FGF1	0	0	2	4	0	4	1	1.5	1.91485421551268
FGF11	0	0	1	1	0	1	0.5	0.5	0.577350269189626
FGF12	0	0	0	0	0	0	0	0	0
FGF13	1	1	1	1	1	1	1	1	0
FGF13-AS1	0	0	0	0	0	0	0	0	0
FGF14	3	3	6	4	3	6	3.5	4	1.4142135623731
FGF14-AS2	0	0	0	0	0	0	0	0	0
FGF18	0	0	0	2	0	2	0	0.5	1
FGF2	123	56	64	116	56	123	90	89.75	34.6253760509062
FGF5	16	5	7	25	5	25	11.5	13.25	9.17877987534291
FGF7	38	68	33	30	30	68	35.5	42.25	17.480942003603
FGF9	0	0	0	0	0	0	0	0	0
FGFBP2	0	0	1	0	0	1	0	0.25	0.5
FGFBP3	0	0	0	1	0	1	0	0.25	0.5
FGFR1	101	23	42	56	23	101	49	55.5	33.2114438108312
FGFR1OP	12	4	6	11	4	12	8.5	8.25	3.86221007541882
FGFR1OP2	101	72	73	85	72	101	79	82.75	13.5246688191122
FGFR2	10	8	6	10	6	10	9	8.5	1.91485421551268
FGFR3	0	0	0	0	0	0	0	0	0
FGFRL1	11	5	8	12	5	12	9.5	9	3.16227766016838
FGG	0	0	0	0	0	0	0	0	0
FGGY	9	7	4	7	4	9	7	6.75	2.06155281280883
FGL2	1	1	2	3	1	3	1.5	1.75	0.957427107756338
FGR	0	0	0	0	0	0	0	0	0
FH	136	99	99	90	90	136	99	106	20.4450483002609
FHAD1	0	1	0	1	0	1	0.5	0.5	0.577350269189626
FHDC1	8	2	2	4	2	8	3	4	2.82842712474619
FHIT	1	2	0	0	0	2	0.5	0.75	0.957427107756338
FHL1	71	59	72	47	47	72	65	62.25	11.7579760163048
FHL2	231	239	196	86	86	239	213.5	188	70.517137396995
FHL3	13	9	19	10	9	19	11.5	12.75	4.5
FHOD1	0	0	0	2	0	2	0	0.5	1
FHOD3	11	2	5	5	2	11	5	5.75	3.77491721763537
FIBCD1	1	1	0	2	0	2	1	1	0.816496580927726
FIBIN	58	16	27	39	16	58	33	35	17.9814719456816
FIBP	116	91	101	97	91	116	99	101.25	10.6575481858321
FICD	29	8	6	35	6	35	18.5	19.5	14.6628782986152
FIG4	18	15	22	22	15	22	20	19.25	3.40342964277702
FIGF	0	0	0	1	0	1	0	0.25	0.5
FIGN	2	0	0	0	0	2	0	0.5	1
FIGNL1	10	2	5	16	2	16	7.5	8.25	6.13052471924984
FIGNL2	0	0	0	0	0	0	0	0	0
FILIP1	9	9	7	10	7	10	9	8.75	1.25830573921179
FILIP1L	105	74	61	85	61	105	79.5	81.25	18.6256990920252
FIP1L1	44	49	54	45	44	54	47	48	4.54606056566195
FIS1	161	183	150	147	147	183	155.5	160.25	16.3171688720807
FITM1	0	0	0	0	0	0	0	0	0
FITM2	1	0	0	0	0	1	0	0.25	0.5
FIZ1	6	3	5	4	3	6	4.5	4.5	1.29099444873581
FJX1	11	6	11	13	6	13	11	10.25	2.98607881119482
FKBP10	34	13	31	31	13	34	31	27.25	9.60468635614927
FKBP11	242	150	137	262	137	262	196	197.75	63.3949261902454
FKBP14	90	51	40	68	40	90	59.5	62.25	21.792582836063
FKBP15	42	19	26	41	19	42	33.5	32	11.3431330181157
FKBP1A	118	106	88	143	88	143	112	113.75	23.0705439901187
FKBP1AP1	3	0	3	2	0	3	2.5	2	1.4142135623731
FKBP1B	7	2	5	9	2	9	6	5.75	2.98607881119482
FKBP2	32	13	14	12	12	32	13.5	17.75	9.53502316025854
FKBP3	79	106	80	70	70	106	79.5	83.75	15.5
FKBP4	52	26	25	29	25	52	27.5	33	12.7801930084539
FKBP5	14	5	10	7	5	14	8.5	9	3.91578004149024
FKBP6	0	0	0	0	0	0	0	0	0
FKBP7	120	115	138	114	114	138	117.5	121.75	11.146748404804
FKBP8	3	4	3	3	3	4	3	3.25	0.5
FKBP9	26	12	12	16	12	26	14	16.5	6.60807586719967
FKBP9L	1	3	2	0	0	3	1.5	1.5	1.29099444873581
FKBPL	7	1	4	1	1	7	2.5	3.25	2.87228132326901
FKRP	6	0	4	5	0	6	4.5	3.75	2.62995563967658
FKSG29	0	0	0	0	0	0	0	0	0
FKTN	16	12	9	18	9	18	14	13.75	4.03112887414927
FLAD1	19	7	11	19	7	19	15	14	6
FLCN	17	9	9	12	9	17	10.5	11.75	3.77491721763537
FLG	0	0	0	0	0	0	0	0	0
FLG-AS1	0	0	1	0	0	1	0	0.25	0.5
FLG2	5	2	1	4	1	5	3	3	1.82574185835055
FLI1	20	6	2	10	2	20	8	9.5	7.72442015083764
FLI1-AS1	2	1	1	5	1	5	1.5	2.25	1.89296944860009
FLII	70	23	26	45	23	70	35.5	41	21.6487105081727
FLJ10038	6	2	1	3	1	6	2.5	3	2.16024689946929
FLJ11235	0	0	0	0	0	0	0	0	0
FLJ12825	8	3	5	3	3	8	4	4.75	2.3629078131263
FLJ13197	6	2	1	4	1	6	3	3.25	2.21735578260835
FLJ13224	0	1	1	0	0	1	0.5	0.5	0.577350269189626
FLJ14186	3	1	1	0	0	3	1	1.25	1.25830573921179
FLJ16171	0	0	0	0	0	0	0	0	0
FLJ16779	0	0	0	1	0	1	0	0.25	0.5
FLJ20021	4	1	3	2	1	4	2.5	2.5	1.29099444873581
FLJ20518	0	0	0	0	0	0	0	0	0
FLJ21408	2	3	2	2	2	3	2	2.25	0.5
FLJ22184	0	0	0	0	0	0	0	0	0
FLJ22447	0	2	0	0	0	2	0	0.5	1
FLJ23867	3	0	1	1	0	3	1	1.25	1.25830573921179
FLJ25363	0	0	0	0	0	0	0	0	0
FLJ25758	0	0	0	1	0	1	0	0.25	0.5
FLJ26850	0	0	0	4	0	4	0	1	2
FLJ27354	0	3	0	0	0	3	0	0.75	1.5
