Gene	SUN+URS.A.6.19.1.D9	SUN+URS.A.6.20.1.D10	SUN+URS.A.6.21.1.D11	Min	Max	Median	Mean	Std
ELOVL5	212	77	162	77	212	162	150.333333333333	68.2519840981442
ELOVL6	1	1	2	1	2	1	1.33333333333333	0.577350269189626
ELOVL7	2	1	1	1	2	1	1.33333333333333	0.577350269189626
ELP2	59	30	55	30	59	55	48	15.7162336455017
ELP3	51	34	46	34	51	46	43.6666666666667	8.73689494805411
ELP4	27	16	37	16	37	27	26.6666666666667	10.5039675043925
ELP5	52	21	40	21	52	40	37.6666666666667	15.6311654502578
ELP6	34	20	22	20	34	22	25.3333333333333	7.57187779440036
ELTD1	54	18	49	18	54	49	40.3333333333333	19.5021366350801
EMB	3	3	5	3	5	3	3.66666666666667	1.15470053837925
EMBP1	0	0	0	0	0	0	0	0
EMC1	82	52	89	52	89	82	74.3333333333333	19.6553639837408
EMC10	23	17	27	17	27	23	22.3333333333333	5.03322295684717
EMC2	131	47	109	47	131	109	95.6666666666667	43.5583899304524
EMC3	266	101	251	101	266	251	206	91.2414379544733
EMC4	144	61	106	61	144	106	103.666666666667	41.5491676611377
EMC6	0	0	0	0	0	0	0	0
EMC7	166	77	154	77	166	154	132.333333333333	48.294237061303
EMC8	16	11	9	9	16	11	12	3.60555127546399
EMC9	9	7	12	7	12	9	9.33333333333333	2.51661147842358
EMCN	0	0	1	0	1	0	0.333333333333333	0.577350269189626
EMD	3	5	6	3	6	5	4.66666666666667	1.52752523165195
EME1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
EMG1	86	51	77	51	86	77	71.3333333333333	18.1750745069541
EMILIN1	24	14	23	14	24	23	20.3333333333333	5.5075705472861
EMILIN2	3	2	7	2	7	3	4	2.64575131106459
EML1	16	10	9	9	16	10	11.6666666666667	3.78593889720018
EML2	3	1	5	1	5	3	3	2
EML3	6	2	11	2	11	6	6.33333333333333	4.50924975282289
EML4	258	121	207	121	258	207	195.333333333333	69.2411245816627
EML5	0	0	2	0	2	0	0.666666666666667	1.15470053837925
EML6	1	0	0	0	1	0	0.333333333333333	0.577350269189626
EMP1	56	24	58	24	58	56	46	19.0787840283389
EMP2	85	40	75	40	85	75	66.6666666666667	23.629078131263
EMP3	121	53	100	53	121	100	91.3333333333333	34.8185774168522
EMR1	0	0	0	0	0	0	0	0
EMR2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
EMR4P	0	0	0	0	0	0	0	0
EMX2	0	0	0	0	0	0	0	0
EMX2OS	9	3	12	3	12	9	8	4.58257569495584
EN1	1	0	2	0	2	1	1	1
EN2	0	0	0	0	0	0	0	0
ENAH	109	67	98	67	109	98	91.3333333333333	21.7791949652262
ENC1	32	12	26	12	32	26	23.3333333333333	10.2632028788938
ENDOD1	16	12	17	12	17	16	15	2.64575131106459
ENDOG	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ENDOU	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ENDOV	9	1	9	1	9	9	6.33333333333333	4.61880215351701
ENG	114	53	100	53	114	100	89	31.9530906173409
ENGASE	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ENKD1	6	2	2	2	6	2	3.33333333333333	2.3094010767585
ENKUR	5	1	4	1	5	4	3.33333333333333	2.08166599946613
ENO1	3673	1569	3293	1569	3673	3293	2845	1121.26357293903
ENO1-AS1	0	0	0	0	0	0	0	0
ENO2	52	30	48	30	52	48	43.3333333333333	11.7189305541646
ENO3	3	1	3	1	3	3	2.33333333333333	1.15470053837925
ENO4	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ENOPH1	28	15	29	15	29	28	24	7.81024967590665
ENOSF1	15	6	12	6	15	12	11	4.58257569495584
ENOX1	4	2	3	2	4	3	3	1
ENOX2	8	2	6	2	8	6	5.33333333333333	3.05505046330389
ENPEP	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ENPP1	4	2	6	2	6	4	4	2
ENPP2	0	0	0	0	0	0	0	0
ENPP3	0	0	0	0	0	0	0	0
ENPP4	12	10	5	5	12	10	9	3.60555127546399
ENPP5	0	0	0	0	0	0	0	0
ENPP6	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ENSA	102	49	86	49	102	86	79	27.1845544381364
ENTHD2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ENTPD1	32	15	35	15	35	32	27.3333333333333	10.785793124909
ENTPD1-AS1	19	10	11	10	19	11	13.3333333333333	4.93288286231625
ENTPD3	0	0	0	0	0	0	0	0
ENTPD3-AS1	11	4	14	4	14	11	9.66666666666667	5.13160143944688
ENTPD4	40	18	41	18	41	40	33	13
ENTPD5	4	1	8	1	8	4	4.33333333333333	3.51188458428425
ENTPD6	1	0	4	0	4	1	1.66666666666667	2.08166599946613
ENTPD7	17	3	14	3	17	14	11.3333333333333	7.37111479583199
ENY2	467	203	339	203	467	339	336.333333333333	132.020200474523
EOGT	2	0	0	0	2	0	0.666666666666667	1.15470053837925
EOMES	0	0	0	0	0	0	0	0
EP300	28	18	30	18	30	28	25.3333333333333	6.42910050732864
EP400	42	22	38	22	42	38	34	10.5830052442584
EP400NL	1	0	0	0	1	0	0.333333333333333	0.577350269189626
EPAS1	166	79	157	79	166	157	134	47.8434948556227
EPB41	37	26	36	26	37	36	33	6.08276253029822
EPB41L1	10	7	8	7	10	8	8.33333333333333	1.52752523165195
EPB41L2	161	64	121	64	161	121	115.333333333333	48.7476495159852
EPB41L3	5	5	4	4	5	5	4.66666666666667	0.577350269189626
EPB41L4A	4	2	3	2	4	3	3	1
EPB41L4A-AS1	18	4	20	4	20	18	14	8.71779788708135
EPB41L4B	0	1	1	0	1	1	0.666666666666667	0.577350269189626
EPB41L5	7	3	6	3	7	6	5.33333333333333	2.08166599946613
EPC1	30	18	47	18	47	30	31.6666666666667	14.5716619962629
EPC2	10	4	5	4	10	5	6.33333333333333	3.21455025366432
EPCAM	1	0	0	0	1	0	0.333333333333333	0.577350269189626
EPDR1	75	43	64	43	75	64	60.6666666666667	16.2583311976763
EPG5	11	7	9	7	11	9	9	2
EPGN	6	3	3	3	6	3	4	1.73205080756888
EPHA1	0	0	0	0	0	0	0	0
EPHA1-AS1	1	1	1	1	1	1	1	0
EPHA10	1	0	1	0	1	1	0.666666666666667	0.577350269189626
EPHA2	4	4	6	4	6	4	4.66666666666667	1.15470053837925
EPHA3	0	0	0	0	0	0	0	0
EPHA4	2	0	1	0	2	1	1	1
EPHA5	2	4	6	2	6	4	4	2
EPHA7	0	0	0	0	0	0	0	0
EPHA8	0	0	0	0	0	0	0	0
EPHB1	0	0	0	0	0	0	0	0
EPHB2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
EPHB3	1	0	2	0	2	1	1	1
EPHB4	6	4	4	4	6	4	4.66666666666667	1.15470053837925
EPHB6	4	1	4	1	4	4	3	1.73205080756888
EPHX1	4	0	4	0	4	4	2.66666666666667	2.3094010767585
EPHX2	0	0	0	0	0	0	0	0
EPHX3	0	0	0	0	0	0	0	0
EPHX4	0	0	0	0	0	0	0	0
EPM2A	0	3	6	0	6	3	3	3
EPM2AIP1	48	26	26	26	48	26	33.3333333333333	12.7017059221718
EPN1	6	4	3	3	6	4	4.33333333333333	1.52752523165195
EPN2	24	8	19	8	24	19	17	8.18535277187245
EPN2-AS1	0	0	0	0	0	0	0	0
EPN2-IT1	0	0	0	0	0	0	0	0
EPOR	6	0	6	0	6	6	4	3.46410161513775
EPPIN	0	0	1	0	1	0	0.333333333333333	0.577350269189626
EPPIN-WFDC6	0	0	0	0	0	0	0	0
EPPK1	0	0	0	0	0	0	0	0
EPRS	271	145	277	145	277	271	231	74.5385806143369
EPS15	66	48	81	48	81	66	65	16.5227116418583
EPS15L1	6	4	8	4	8	6	6	2
EPS8	83	47	65	47	83	65	65	18
EPS8L1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
EPS8L2	4	1	3	1	4	3	2.66666666666667	1.52752523165195
EPSTI1	7	3	10	3	10	7	6.66666666666667	3.51188458428425
EPT1	9	2	6	2	9	6	5.66666666666667	3.51188458428425
EPYC	3	1	7	1	7	3	3.66666666666667	3.05505046330389
ERAL1	38	19	51	19	51	38	36	16.0934769394311
ERAP1	27	7	23	7	27	23	19	10.5830052442584
ERAP2	38	10	31	10	38	31	26.3333333333333	14.5716619962629
ERAS	0	0	0	0	0	0	0	0
ERBB2	9	10	11	9	11	10	10	1
ERBB2IP	85	51	85	51	85	85	73.6666666666667	19.6299091524473
ERBB3	7	0	0	0	7	0	2.33333333333333	4.04145188432738
ERBB4	0	0	0	0	0	0	0	0
ERC1	42	24	41	24	42	41	35.6666666666667	10.1159939369957
ERC2-IT1	0	0	0	0	0	0	0	0
ERCC1	48	24	37	24	48	37	36.3333333333333	12.0138808606267
ERCC2	2	0	2	0	2	2	1.33333333333333	1.15470053837925
ERCC3	46	21	39	21	46	39	35.3333333333333	12.8970280814354
ERCC4	50	28	47	28	50	47	41.6666666666667	11.9303534454489
ERCC5	13	1	9	1	13	9	7.66666666666667	6.11010092660779
ERCC6	17	11	16	11	17	16	14.6666666666667	3.21455025366432
ERCC6L	3	0	0	0	3	0	1	1.73205080756888
ERCC6L2	3	5	3	3	5	3	3.66666666666667	1.15470053837925
ERCC8	39	18	35	18	39	35	30.6666666666667	11.1504857891185
EREG	1	3	0	0	3	1	1.33333333333333	1.52752523165195
ERF	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ERG	24	6	12	6	24	12	14	9.16515138991168
ERGIC1	79	41	65	41	79	65	61.6666666666667	19.2180470738661
ERGIC2	335	141	275	141	335	275	250.333333333333	99.3243843843662
ERGIC3	876	396	674	396	876	674	648.666666666667	241.00069156194
ERH	647	293	525	293	647	525	488.333333333333	179.825841672807
ERI1	13	5	8	5	13	8	8.66666666666667	4.04145188432738
ERI2	8	3	7	3	8	7	6	2.64575131106459
ERI3	20	6	14	6	20	14	13.3333333333333	7.02376916856849
ERICH1	39	11	29	11	39	29	26.3333333333333	14.1891977691952
ERICH1-AS1	0	0	0	0	0	0	0	0
ERLEC1	182	102	131	102	182	131	138.333333333333	40.5010287935175
ERLIN1	39	17	34	17	39	34	30	11.5325625946708
ERLIN2	37	23	41	23	41	37	33.6666666666667	9.45163125250522
ERMAP	10	6	7	6	10	7	7.66666666666667	2.08166599946613
ERMN	0	0	0	0	0	0	0	0
ERMP1	3	4	9	3	9	4	5.33333333333333	3.21455025366432
ERN1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
ERN2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ERO1L	32	21	32	21	32	32	28.3333333333333	6.35085296108588
ERO1LB	3	2	5	2	5	3	3.33333333333333	1.52752523165195
ERP27	0	0	0	0	0	0	0	0
ERP29	237	84	202	84	237	202	174.333333333333	80.1644143827754
ERP44	94	49	115	49	115	94	86	33.7194306001747
ERRFI1	25	14	28	14	28	25	22.3333333333333	7.37111479583199
ERV3-1	35	14	34	14	35	34	27.6666666666667	11.8462370959446
ERVFRD-1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ERVK13-1	7	0	9	0	9	7	5.33333333333333	4.72581562625261
ERVMER34-1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ERVV-1	5	1	4	1	5	4	3.33333333333333	2.08166599946613
ESAM	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ESCO1	84	35	46	35	84	46	55	25.7099202643649
ESCO2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ESD	426	226	413	226	426	413	355	111.906210730236
ESF1	103	32	64	32	103	64	66.3333333333333	35.557465226494
ESM1	0	0	0	0	0	0	0	0
ESPL1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ESPN	0	0	0	0	0	0	0	0
ESPNL	0	1	0	0	1	0	0.333333333333333	0.577350269189626
ESR1	1	2	2	1	2	2	1.66666666666667	0.577350269189626
ESR2	0	0	0	0	0	0	0	0
ESRG	5	3	1	1	5	3	3	2
ESRP1	0	0	0	0	0	0	0	0
ESRP2	0	0	0	0	0	0	0	0
ESRRA	4	6	2	2	6	4	4	2
ESRRG	0	0	0	0	0	0	0	0
ESYT1	51	34	52	34	52	51	45.6666666666667	10.1159939369957
ESYT2	34	24	35	24	35	34	31	6.08276253029822
ESYT3	0	0	0	0	0	0	0	0
ETAA1	16	7	15	7	16	15	12.6666666666667	4.93288286231625
ETF1	70	35	52	35	70	52	52.3333333333333	17.5023807904334
ETFA	113	35	86	35	113	86	78	39.6106046406767
ETFB	82	38	53	38	82	53	57.6666666666667	22.3681320930768
ETFDH	19	13	24	13	24	19	18.6666666666667	5.5075705472861
ETHE1	18	14	30	14	30	18	20.6666666666667	8.32666399786453
ETNK1	31	17	30	17	31	30	26	7.81024967590665
ETNK2	2	0	1	0	2	1	1	1
ETS1	20	13	20	13	20	20	17.6666666666667	4.04145188432738
ETS2	2	4	9	2	9	4	5	3.60555127546399
ETV1	2	0	2	0	2	2	1.33333333333333	1.15470053837925
ETV2	3	0	1	0	3	1	1.33333333333333	1.52752523165195
ETV3	7	0	5	0	7	5	4	3.60555127546399
ETV4	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ETV5	11	8	11	8	11	11	10	1.73205080756888
ETV6	14	7	13	7	14	13	11.3333333333333	3.78593889720018
ETV7	1	3	1	1	3	1	1.66666666666667	1.15470053837925
EVA1A	21	9	13	9	21	13	14.3333333333333	6.11010092660779
EVA1B	13	7	9	7	13	9	9.66666666666667	3.05505046330389
EVA1C	1	0	2	0	2	1	1	1
EVC	5	2	6	2	6	5	4.33333333333333	2.08166599946613
EVC2	6	1	2	1	6	2	3	2.64575131106459
EVI2A	22	8	24	8	24	22	18	8.71779788708135
EVI2B	5	4	0	0	5	4	3	2.64575131106459
EVI5	172	89	131	89	172	131	130.666666666667	41.5010040039194
EVI5L	2	0	2	0	2	2	1.33333333333333	1.15470053837925
EVL	7	3	4	3	7	4	4.66666666666667	2.08166599946613
EWSR1	57	30	58	30	58	57	48.3333333333333	15.8850034099251
EXD1	4	0	9	0	9	4	4.33333333333333	4.50924975282289
EXD2	23	15	19	15	23	19	19	4
EXD3	1	0	2	0	2	1	1	1
EXO1	0	0	0	0	0	0	0	0
EXO5	6	2	8	2	8	6	5.33333333333333	3.05505046330389
EXOC1	30	22	31	22	31	30	27.6666666666667	4.93288286231625
EXOC2	23	16	19	16	23	19	19.3333333333333	3.51188458428425
EXOC3	15	8	6	6	15	8	9.66666666666667	4.72581562625261
EXOC3L1	0	0	0	0	0	0	0	0
EXOC3L2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
EXOC3L4	0	0	0	0	0	0	0	0
EXOC4	72	33	56	33	72	56	53.6666666666667	19.6044212700435
EXOC5	36	27	40	27	40	36	34.3333333333333	6.65832811847939
EXOC6	7	6	10	6	10	7	7.66666666666667	2.08166599946613
EXOC6B	18	2	10	2	18	10	10	8
EXOC7	54	17	37	17	54	37	36	18.5202591774521
EXOC8	8	2	5	2	8	5	5	3
EXOG	13	5	26	5	26	13	14.6666666666667	10.5987420637231
EXOSC1	159	65	117	65	159	117	113.666666666667	47.0885690304275
EXOSC10	55	27	50	27	55	50	44	14.9331845230681
EXOSC2	14	10	18	10	18	14	14	4
EXOSC3	26	9	20	9	26	20	18.3333333333333	8.62167810425171
EXOSC4	17	6	10	6	17	10	11	5.56776436283002
EXOSC5	38	20	43	20	43	38	33.6666666666667	12.0968315410827
EXOSC6	12	7	12	7	12	12	10.3333333333333	2.88675134594813
EXOSC7	111	54	95	54	111	95	86.6666666666667	29.3995464817628
EXOSC8	120	54	99	54	120	99	91	33.7194306001747
EXOSC9	75	33	72	33	75	72	60	23.43074902772
EXPH5	9	3	11	3	11	9	7.66666666666667	4.16333199893227
EXT1	97	57	98	57	98	97	84	23.388031127053
EXT2	67	41	66	41	67	66	58	14.7309198626562
EXTL1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
EXTL2	114	40	83	40	114	83	79	37.1618083521241
EXTL3	10	4	6	4	10	6	6.66666666666667	3.05505046330389
EYA1	0	0	0	0	0	0	0	0
EYA2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
EYA3	26	22	25	22	26	25	24.3333333333333	2.08166599946613
EYA4	8	9	5	5	9	8	7.33333333333333	2.08166599946613
EYS	3	0	4	0	4	3	2.33333333333333	2.08166599946613
EZH1	18	10	12	10	18	12	13.3333333333333	4.16333199893227
EZH2	6	2	12	2	12	6	6.66666666666667	5.03322295684717
EZR	92	25	59	25	92	59	58.6666666666667	33.501243758006
EZR-AS1	0	0	0	0	0	0	0	0
F10	0	0	0	0	0	0	0	0
F11R	104	45	97	45	104	97	82	32.2335229225724
F12	0	0	0	0	0	0	0	0
F13A1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
F2R	85	49	72	49	85	72	68.6666666666667	18.2300118851671
F2RL1	9	5	10	5	10	9	8	2.64575131106459
F2RL2	14	8	12	8	14	12	11.3333333333333	3.05505046330389
F2RL3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
F3	22	11	18	11	22	18	17	5.56776436283002
F5	3	4	0	0	4	3	2.33333333333333	2.08166599946613
F7	0	0	0	0	0	0	0	0
F8	16	6	7	6	16	7	9.66666666666667	5.5075705472861
F8A1	14	5	6	5	14	6	8.33333333333333	4.93288286231625
FAAH	0	0	0	0	0	0	0	0
FAAH2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FABP2	0	0	0	0	0	0	0	0
FABP3	16	5	7	5	16	7	9.33333333333333	5.85946527708231
FABP4	71	24	44	24	71	44	46.3333333333333	23.5867194271126
FABP5	83	39	71	39	83	71	64.3333333333333	22.7449628123093
FABP5P3	0	0	0	0	0	0	0	0
FABP6	0	0	0	0	0	0	0	0
FABP7	0	0	0	0	0	0	0	0
FADD	8	6	6	6	8	6	6.66666666666667	1.15470053837925
FADS1	25	12	22	12	25	22	19.6666666666667	6.80685928555405
FADS2	10	1	3	1	10	3	4.66666666666667	4.72581562625261
FADS3	11	2	3	2	11	3	5.33333333333333	4.93288286231625
FADS6	5	4	1	1	5	4	3.33333333333333	2.08166599946613
FAF1	8	7	8	7	8	8	7.66666666666667	0.577350269189626
FAF2	108	58	96	58	108	96	87.3333333333333	26.1023626006025
FAH	11	3	8	3	11	8	7.33333333333333	4.04145188432738
FAHD1	34	18	32	18	34	32	28	8.71779788708135
FAHD2A	17	4	9	4	17	9	10	6.557438524302
FAHD2B	1	1	2	1	2	1	1.33333333333333	0.577350269189626
FAHD2CP	0	2	0	0	2	0	0.666666666666667	1.15470053837925
FAIM	35	13	25	13	35	25	24.3333333333333	11.0151410945722
FAIM2	1	1	1	1	1	1	1	0
FAIM3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FAM101B	20	6	13	6	20	13	13	7
FAM102A	15	7	15	7	15	15	12.3333333333333	4.61880215351701
FAM102B	4	3	8	3	8	4	5	2.64575131106459
FAM103A1	173	75	162	75	173	162	136.666666666667	53.6873666082937
FAM104A	22	7	22	7	22	22	17	8.66025403784439
FAM104B	124	35	98	35	124	98	85.6666666666667	45.7638867813184
FAM105A	0	0	0	0	0	0	0	0
FAM105B	16	7	12	7	16	12	11.6666666666667	4.50924975282289
FAM106A	4	0	3	0	4	3	2.33333333333333	2.08166599946613
FAM106CP	0	0	0	0	0	0	0	0
FAM107A	0	0	0	0	0	0	0	0
FAM107B	12	9	18	9	18	12	13	4.58257569495584
FAM109A	1	0	2	0	2	1	1	1
FAM109B	4	2	2	2	4	2	2.66666666666667	1.15470053837925
FAM110A	2	1	0	0	2	1	1	1
FAM110B	4	4	3	3	4	4	3.66666666666667	0.577350269189626
FAM110C	5	0	0	0	5	0	1.66666666666667	2.88675134594813
FAM110D	0	0	0	0	0	0	0	0
FAM111A	26	16	24	16	26	24	22	5.29150262212918
FAM111B	0	0	0	0	0	0	0	0
FAM114A1	456	263	431	263	456	431	383.333333333333	104.958722045066
FAM114A2	44	17	49	17	49	44	36.6666666666667	17.2143351115671
FAM115A	209	109	182	109	209	182	166.666666666667	51.733290377989
FAM115C	0	0	2	0	2	0	0.666666666666667	1.15470053837925
FAM117A	0	0	3	0	3	0	1	1.73205080756888
FAM117B	15	4	6	4	15	6	8.33333333333333	5.85946527708231
FAM118A	12	6	9	6	12	9	9	3
FAM118B	57	18	53	18	57	53	42.6666666666667	21.4553800556721
FAM120A	54	29	29	29	54	29	37.3333333333333	14.4337567297406
FAM120AOS	33	12	22	12	33	22	22.3333333333333	10.5039675043925
FAM120B	24	9	14	9	24	14	15.6666666666667	7.63762615825973
FAM120C	9	8	4	4	9	8	7	2.64575131106459
FAM122A	6	5	4	4	6	5	5	1
FAM122B	6	6	0	0	6	6	4	3.46410161513775
FAM122C	12	8	6	6	12	8	8.66666666666667	3.05505046330389
FAM124A	4	1	3	1	4	3	2.66666666666667	1.52752523165195
FAM124B	0	0	0	0	0	0	0	0
FAM126A	69	26	60	26	69	60	51.6666666666667	22.6789182575654
FAM126B	18	9	14	9	18	14	13.6666666666667	4.50924975282289
FAM127A	192	91	128	91	192	128	137	51.0979451641649
FAM127B	58	14	50	14	58	50	40.6666666666667	23.4378611083293
FAM127C	10	2	20	2	20	10	10.6666666666667	9.01849950564579
FAM129A	211	104	200	104	211	200	171.666666666667	58.8585875920696
FAM129B	12	7	3	3	12	7	7.33333333333333	4.50924975282289
FAM129C	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FAM131A	3	3	3	3	3	3	3	0
FAM131B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FAM131C	0	0	0	0	0	0	0	0
FAM132A	0	0	0	0	0	0	0	0
FAM133A	0	0	2	0	2	0	0.666666666666667	1.15470053837925
FAM133B	4	2	7	2	7	4	4.33333333333333	2.51661147842358
FAM133CP	2	1	1	1	2	1	1.33333333333333	0.577350269189626
FAM133DP	0	0	0	0	0	0	0	0
FAM134A	35	13	31	13	35	31	26.3333333333333	11.7189305541646
FAM134B	4	1	3	1	4	3	2.66666666666667	1.52752523165195
FAM134C	17	11	4	4	17	11	10.6666666666667	6.50640709864771
FAM135A	5	0	4	0	5	4	3	2.64575131106459
FAM136A	99	28	68	28	99	68	65	35.5949434611154
FAM138A	0	0	0	0	0	0	0	0
FAM138B	0	0	0	0	0	0	0	0
FAM138C	0	0	0	0	0	0	0	0
FAM138D	0	0	0	0	0	0	0	0
FAM138E	0	0	0	0	0	0	0	0
FAM138F	0	0	0	0	0	0	0	0
FAM13A	35	15	17	15	35	17	22.3333333333333	11.0151410945722
FAM13A-AS1	0	0	0	0	0	0	0	0
FAM13B	15	12	15	12	15	15	14	1.73205080756888
FAM13C	21	18	13	13	21	18	17.3333333333333	4.04145188432738
FAM149A	4	0	1	0	4	1	1.66666666666667	2.08166599946613
FAM149B1	12	3	8	3	12	8	7.66666666666667	4.50924975282289
FAM150A	0	0	0	0	0	0	0	0
FAM150B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FAM151B	2	1	2	1	2	2	1.66666666666667	0.577350269189626
FAM153C	6	2	4	2	6	4	4	2
FAM154A	0	0	0	0	0	0	0	0
FAM154B	0	0	0	0	0	0	0	0
FAM155A	0	0	0	0	0	0	0	0
FAM156A	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FAM159A	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FAM159B	0	0	0	0	0	0	0	0
FAM160A2	6	0	9	0	9	6	5	4.58257569495584
FAM160B1	31	21	32	21	32	31	28	6.08276253029822
FAM160B2	3	1	4	1	4	3	2.66666666666667	1.52752523165195
FAM161A	25	9	17	9	25	17	17	8
FAM161B	2	6	6	2	6	6	4.66666666666667	2.3094010767585
FAM162A	669	305	607	305	669	607	527	194.74085344375
FAM162B	6	3	3	3	6	3	4	1.73205080756888
FAM166B	0	0	0	0	0	0	0	0
FAM167A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FAM167B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FAM168A	1	1	1	1	1	1	1	0
FAM168B	46	26	48	26	48	46	40	12.1655250605964
FAM169A	0	0	0	0	0	0	0	0
FAM169B	0	0	0	0	0	0	0	0
FAM171A1	20	17	28	17	28	20	21.6666666666667	5.68624070307733
FAM171A2	0	0	0	0	0	0	0	0
FAM171B	6	2	3	2	6	3	3.66666666666667	2.08166599946613
FAM172A	71	40	62	40	71	62	57.6666666666667	15.9478316185409
FAM172BP	0	0	0	0	0	0	0	0
FAM173A	4	0	3	0	4	3	2.33333333333333	2.08166599946613
FAM173B	14	10	17	10	17	14	13.6666666666667	3.51188458428425
FAM174A	25	11	20	11	25	20	18.6666666666667	7.09459888459759
FAM174B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FAM175A	5	4	9	4	9	5	6	2.64575131106459
FAM175B	48	18	32	18	48	32	32.6666666666667	15.0111069989303
FAM177A1	102	54	107	54	107	102	87.6666666666667	29.2631736715848
FAM177B	0	0	0	0	0	0	0	0
FAM178A	37	19	27	19	37	27	27.6666666666667	9.01849950564579
FAM178B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FAM179A	0	0	0	0	0	0	0	0
FAM179B	21	4	12	4	21	12	12.3333333333333	8.50490054811538
FAM180A	3	1	4	1	4	3	2.66666666666667	1.52752523165195
FAM180B	0	0	0	0	0	0	0	0
FAM181A-AS1	3	1	4	1	4	3	2.66666666666667	1.52752523165195
FAM181B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FAM182A	0	0	0	0	0	0	0	0
FAM182B	0	0	0	0	0	0	0	0
FAM183A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FAM183B	0	0	0	0	0	0	0	0
FAM184A	0	0	0	0	0	0	0	0
FAM184B	2	1	6	1	6	2	3	2.64575131106459
FAM185A	8	1	3	1	8	3	4	3.60555127546399
FAM186A	0	0	0	0	0	0	0	0
FAM186B	0	0	0	0	0	0	0	0
FAM188A	55	25	41	25	55	41	40.3333333333333	15.0111069989303
FAM188B	2	0	2	0	2	2	1.33333333333333	1.15470053837925
FAM189A1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
FAM189A2	0	0	0	0	0	0	0	0
FAM189B	8	3	4	3	8	4	5	2.64575131106459
FAM192A	125	63	102	63	125	102	96.6666666666667	31.3421973277773
FAM193A	10	7	3	3	10	7	6.66666666666667	3.51188458428425
FAM193B	8	2	4	2	8	4	4.66666666666667	3.05505046330389
FAM194A	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FAM195A	3	0	2	0	3	2	1.66666666666667	1.52752523165195
FAM195B	29	6	26	6	29	26	20.3333333333333	12.5033328890074
FAM196A	1	3	1	1	3	1	1.66666666666667	1.15470053837925
FAM196B	0	1	2	0	2	1	1	1
FAM198A	0	0	0	0	0	0	0	0
FAM198B	57	36	44	36	57	44	45.6666666666667	10.5987420637231
FAM199X	18	11	11	11	18	11	13.3333333333333	4.04145188432738
FAM19A1	0	0	0	0	0	0	0	0
FAM19A2	2	0	4	0	4	2	2	2
FAM19A3	0	0	0	0	0	0	0	0
FAM19A5	0	0	0	0	0	0	0	0
FAM200A	6	3	5	3	6	5	4.66666666666667	1.52752523165195
FAM200B	109	44	92	44	109	92	81.6666666666667	33.7095436535906
FAM201A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FAM203A	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FAM204A	239	110	207	110	239	207	185.333333333333	67.1739036630545
FAM206A	14	10	12	10	14	12	12	2
FAM207A	2	1	1	1	2	1	1.33333333333333	0.577350269189626
FAM208A	49	20	40	20	49	40	36.3333333333333	14.8436293854749
FAM208B	20	15	22	15	22	20	19	3.60555127546399
FAM209A	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FAM209B	0	0	0	0	0	0	0	0
FAM20A	2	1	3	1	3	2	2	1
FAM20B	33	22	29	22	33	29	28	5.56776436283002
