Gene	TRS+URS.A.2.8.1.A3	TRS+URS.A.3.8.1.A7	TRS+URS.A.4.6.1.B1	Min	Max	Median	Mean	Std
FRMD7	0	0	0	0	0	0	0	0
FRMD8	16	17	13	13	17	16	15.3333333333333	2.08166599946613
FRMPD4	2	1	1	1	2	1	1.33333333333333	0.577350269189626
FRRS1	5	14	3	3	14	5	7.33333333333333	5.85946527708232
FRS2	48	67	45	45	67	48	53.3333333333333	11.9303534454489
FRS3	1	0	3	0	3	1	1.33333333333333	1.52752523165195
FRY	34	59	23	23	59	34	38.6666666666667	18.4481254693623
FRYL	20	30	25	20	30	25	25	5
FRZB	5	5	10	5	10	5	6.66666666666667	2.88675134594813
FSBP	15	7	10	7	15	10	10.6666666666667	4.04145188432738
FSCB	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FSCN1	3	5	12	3	12	5	6.66666666666667	4.72581562625261
FSCN2	0	0	0	0	0	0	0	0
FSD1	0	3	2	0	3	2	1.66666666666667	1.52752523165195
FSD1L	2	3	1	1	3	2	2	1
FSD2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
FSHR	0	0	0	0	0	0	0	0
FSIP1	5	2	1	1	5	2	2.66666666666667	2.08166599946613
FSIP2	2	3	0	0	3	2	1.66666666666667	1.52752523165195
FST	55	60	54	54	60	55	56.3333333333333	3.21455025366432
FSTL1	740	1038	793	740	1038	793	857	158.974840776772
FSTL3	15	11	13	11	15	13	13	2
FSTL4	0	0	0	0	0	0	0	0
FTCD	0	0	0	0	0	0	0	0
FTCDNL1	0	0	0	0	0	0	0	0
FTH1	2725	2872	3556	2725	3556	2872	3051	443.476042193939
FTH1P18	0	0	0	0	0	0	0	0
FTH1P3	0	0	0	0	0	0	0	0
FTL	23375	19365	28260	19365	28260	23375	23666.6666666667	4454.66702833482
FTLP10	1	0	1	0	1	1	0.666666666666667	0.577350269189626
FTO	40	47	59	40	59	47	48.6666666666667	9.60902353693305
FTSJ1	13	10	11	10	13	11	11.3333333333333	1.52752523165195
FTSJ2	39	38	32	32	39	38	36.3333333333333	3.78593889720018
FTSJ3	39	39	38	38	39	39	38.6666666666667	0.577350269189626
FTSJD1	6	10	6	6	10	6	7.33333333333333	2.3094010767585
FTSJD2	2	3	5	2	5	3	3.33333333333333	1.52752523165195
FTX	12	10	12	10	12	12	11.3333333333333	1.15470053837925
FUBP1	78	71	80	71	80	78	76.3333333333333	4.72581562625261
FUBP3	14	26	25	14	26	25	21.6666666666667	6.65832811847939
FUCA1	8	11	4	4	11	8	7.66666666666667	3.51188458428425
FUCA2	30	31	32	30	32	31	31	1
FUK	0	2	0	0	2	0	0.666666666666667	1.15470053837925
FUNDC1	30	27	40	27	40	30	32.3333333333333	6.80685928555405
FUNDC2	105	82	145	82	145	105	110.666666666667	31.8799832705937
FUOM	4	2	1	1	4	2	2.33333333333333	1.52752523165195
FURIN	3	9	11	3	11	9	7.66666666666667	4.16333199893227
FUS	28	24	17	17	28	24	23	5.56776436283002
FUT1	11	14	8	8	14	11	11	3
FUT10	21	17	18	17	21	18	18.6666666666667	2.08166599946613
FUT11	8	4	9	4	9	8	7	2.64575131106459
FUT2	12	13	6	6	13	12	10.3333333333333	3.78593889720018
FUT3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
FUT4	8	8	9	8	9	8	8.33333333333333	0.577350269189626
FUT6	10	22	9	9	22	10	13.6666666666667	7.23417813807024
FUT8	19	27	21	19	27	21	22.3333333333333	4.16333199893227
FUT8-AS1	0	0	0	0	0	0	0	0
FUT9	1	2	2	1	2	2	1.66666666666667	0.577350269189626
FUZ	0	0	0	0	0	0	0	0
FXN	37	45	28	28	45	37	36.6666666666667	8.50490054811538
FXR1	107	180	133	107	180	133	140	37
FXR2	7	4	4	4	7	4	5	1.73205080756888
FXYD1	0	0	0	0	0	0	0	0
FXYD3	0	0	0	0	0	0	0	0
FXYD5	30	38	39	30	39	38	35.6666666666667	4.93288286231625
FXYD6	0	0	0	0	0	0	0	0
FYB	0	0	0	0	0	0	0	0
FYCO1	23	33	24	23	33	24	26.6666666666667	5.5075705472861
FYN	38	70	31	31	70	38	46.3333333333333	20.7926268983343
FYTTD1	133	128	131	128	133	131	130.666666666667	2.51661147842358
FZD1	3	9	3	3	9	3	5	3.46410161513775
FZD10	0	0	0	0	0	0	0	0
FZD10-AS1	1	2	2	1	2	2	1.66666666666667	0.577350269189626
FZD2	13	26	18	13	26	18	19	6.557438524302
FZD3	33	32	24	24	33	32	29.6666666666667	4.93288286231625
FZD4	42	50	46	42	50	46	46	4
FZD5	0	0	0	0	0	0	0	0
FZD6	15	26	28	15	28	26	23	7
FZD7	6	6	15	6	15	6	9	5.19615242270663
FZD8	51	61	67	51	67	61	59.6666666666667	8.08290376865476
FZD9	1	0	0	0	1	0	0.333333333333333	0.577350269189626
FZR1	0	0	0	0	0	0	0	0
G0S2	8	3	5	3	8	5	5.33333333333333	2.51661147842358
G2E3	15	39	23	15	39	23	25.6666666666667	12.2202018532156
G3BP1	97	84	111	84	111	97	97.3333333333333	13.5030860670194
G3BP2	132	165	164	132	165	164	153.666666666667	18.7705443004015
G6PC	6	6	2	2	6	6	4.66666666666667	2.3094010767585
G6PC3	9	9	18	9	18	9	12	5.19615242270663
G6PD	4	8	4	4	8	4	5.33333333333333	2.3094010767585
GAA	24	12	27	12	27	24	21	7.93725393319377
GAB1	13	17	24	13	24	17	18	5.56776436283002
GAB2	19	30	13	13	30	19	20.6666666666667	8.62167810425171
GAB3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GABARAP	1031	892	1182	892	1182	1031	1035	145.041373407728
GABARAPL1	26	26	31	26	31	26	27.6666666666667	2.88675134594813
GABARAPL2	456	430	509	430	509	456	465	40.2616442783948
GABBR1	3	4	1	1	4	3	2.66666666666667	1.52752523165195
GABBR2	0	0	0	0	0	0	0	0
GABPA	16	24	16	16	24	16	18.6666666666667	4.61880215351701
GABPB1	10	13	5	5	13	10	9.33333333333333	4.04145188432738
GABPB1-AS1	30	27	14	14	30	27	23.6666666666667	8.50490054811538
GABPB2	7	4	3	3	7	4	4.66666666666667	2.08166599946613
GABRA1	0	0	0	0	0	0	0	0
GABRA2	0	0	0	0	0	0	0	0
GABRA3	0	0	0	0	0	0	0	0
GABRA4	0	0	0	0	0	0	0	0
GABRB1	0	0	0	0	0	0	0	0
GABRB2	0	0	0	0	0	0	0	0
GABRE	2	1	1	1	2	1	1.33333333333333	0.577350269189626
GABRG1	0	0	0	0	0	0	0	0
GAD1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GADD45A	50	81	64	50	81	64	65	15.52417469626
GADD45B	9	25	12	9	25	12	15.3333333333333	8.50490054811538
GADD45G	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GADD45GIP1	15	13	19	13	19	15	15.6666666666667	3.05505046330389
GADL1	0	0	0	0	0	0	0	0
GAGE1	0	0	0	0	0	0	0	0
GAGE12D	0	0	0	0	0	0	0	0
GAK	2	3	4	2	4	3	3	1
GAL3ST1	0	0	0	0	0	0	0	0
GAL3ST3	1	3	3	1	3	3	2.33333333333333	1.15470053837925
GAL3ST4	8	4	3	3	8	4	5	2.64575131106459
GALC	12	17	8	8	17	12	12.3333333333333	4.50924975282289
GALE	2	3	6	2	6	3	3.66666666666667	2.08166599946613
GALK1	1	2	0	0	2	1	1	1
GALK2	23	19	26	19	26	23	22.6666666666667	3.51188458428425
GALM	27	28	26	26	28	27	27	1
GALNS	12	17	12	12	17	12	13.6666666666667	2.88675134594813
GALNT1	27	71	48	27	71	48	48.6666666666667	22.0075744536588
GALNT10	61	129	85	61	129	85	91.6666666666667	34.4867124170068
GALNT11	18	15	18	15	18	18	17	1.73205080756888
GALNT12	0	2	0	0	2	0	0.666666666666667	1.15470053837925
GALNT13	0	0	0	0	0	0	0	0
GALNT15	1	3	2	1	3	2	2	1
GALNT16	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GALNT18	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GALNT2	42	55	49	42	55	49	48.6666666666667	6.50640709864771
GALNT4	5	6	8	5	8	6	6.33333333333333	1.52752523165195
GALNT5	1	11	12	1	12	11	8	6.08276253029822
GALNT6	3	3	1	1	3	3	2.33333333333333	1.15470053837925
GALNT7	28	26	30	26	30	28	28	2
GALNT8	0	0	0	0	0	0	0	0
GALP	0	0	0	0	0	0	0	0
GALR2	0	0	0	0	0	0	0	0
GALT	12	23	13	12	23	13	16	6.08276253029822
GAMT	7	7	7	7	7	7	7	0
GAN	4	6	3	3	6	4	4.33333333333333	1.52752523165195
GANAB	17	14	20	14	20	17	17	3
GANC	5	3	8	3	8	5	5.33333333333333	2.51661147842358
GAP43	15	15	15	15	15	15	15	0
GAPDH	5023	4222	5549	4222	5549	5023	4931.33333333333	668.232245056562
GAPDHS	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GAPVD1	30	37	36	30	37	36	34.3333333333333	3.78593889720018
GAR1	11	12	11	11	12	11	11.3333333333333	0.577350269189626
GAREM	15	17	10	10	17	15	14	3.60555127546399
GAREML	8	8	8	8	8	8	8	0
GARNL3	1	0	3	0	3	1	1.33333333333333	1.52752523165195
GARS	258	409	186	186	409	258	284.333333333333	113.808318383734
GART	35	36	33	33	36	35	34.6666666666667	1.52752523165195
GAS1	5	5	7	5	7	5	5.66666666666667	1.15470053837925
GAS2	0	0	0	0	0	0	0	0
GAS2L1	0	4	4	0	4	4	2.66666666666667	2.3094010767585
GAS2L2	0	0	0	0	0	0	0	0
GAS2L3	0	0	0	0	0	0	0	0
GAS5	1431	1156	1152	1152	1431	1156	1246.33333333333	159.93852985861
GAS5-AS1	0	2	1	0	2	1	1	1
GAS6	59	67	64	59	67	64	63.3333333333333	4.04145188432738
GAS6-AS1	0	0	0	0	0	0	0	0
GAS7	15	29	19	15	29	19	21	7.21110255092798
GAS8	1	2	2	1	2	2	1.66666666666667	0.577350269189626
GATA2	0	2	2	0	2	2	1.33333333333333	1.15470053837925
GATA3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GATA3-AS1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GATA4	5	12	13	5	13	12	10	4.35889894354067
GATA5	2	0	0	0	2	0	0.666666666666667	1.15470053837925
GATA6	43	56	49	43	56	49	49.3333333333333	6.50640709864771
GATA6-AS1	1	2	2	1	2	2	1.66666666666667	0.577350269189626
GATAD1	29	70	26	26	70	29	41.6666666666667	24.5831920899897
GATAD2A	11	28	22	11	28	22	20.3333333333333	8.62167810425171
GATAD2B	9	17	12	9	17	12	12.6666666666667	4.04145188432738
GATC	21	40	25	21	40	25	28.6666666666667	10.0166528008778
GATM	0	0	0	0	0	0	0	0
GATM-AS1	7	14	7	7	14	7	9.33333333333333	4.04145188432738
GATS	2	5	4	2	5	4	3.66666666666667	1.52752523165195
GATSL3	17	14	10	10	17	14	13.6666666666667	3.51188458428425
GBA	10	12	11	10	12	11	11	1
GBA2	11	6	7	6	11	7	8	2.64575131106459
GBA3	0	0	0	0	0	0	0	0
GBAP1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
GBAS	11	30	23	11	30	23	21.3333333333333	9.60902353693305
GBE1	119	145	150	119	150	145	138	16.6433169770932
GBF1	14	21	21	14	21	21	18.6666666666667	4.04145188432738
GBGT1	2	1	0	0	2	1	1	1
GBP1	35	41	30	30	41	35	35.3333333333333	5.5075705472861
GBP1P1	0	0	0	0	0	0	0	0
GBP2	24	30	34	24	34	30	29.3333333333333	5.03322295684717
GBP3	15	20	9	9	20	15	14.6666666666667	5.5075705472861
GBP4	8	16	8	8	16	8	10.6666666666667	4.61880215351701
GBP5	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GBP6	8	8	1	1	8	8	5.66666666666667	4.04145188432738
GBP7	0	0	0	0	0	0	0	0
GBX2	0	0	0	0	0	0	0	0
GCA	3	1	6	1	6	3	3.33333333333333	2.51661147842358
GCAT	5	8	6	5	8	6	6.33333333333333	1.52752523165195
GCC1	6	16	7	6	16	7	9.66666666666667	5.5075705472861
GCC2	101	119	98	98	119	101	106	11.3578166916005
GCDH	4	1	4	1	4	4	3	1.73205080756888
GCFC2	5	10	15	5	15	10	10	5
GCH1	1	1	1	1	1	1	1	0
GCHFR	5	5	9	5	9	5	6.33333333333333	2.3094010767585
GCK	0	0	0	0	0	0	0	0
GCKR	0	0	0	0	0	0	0	0
GCLC	8	19	14	8	19	14	13.6666666666667	5.5075705472861
GCLM	19	44	26	19	44	26	29.6666666666667	12.8970280814354
GCM1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GCM2	0	0	0	0	0	0	0	0
GCN1L1	33	32	34	32	34	33	33	1
GCNT1	4	5	8	4	8	5	5.66666666666667	2.08166599946613
GCNT2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GCNT3	0	0	0	0	0	0	0	0
GCNT4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GCNT7	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GCOM1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GCSAM	0	0	0	0	0	0	0	0
GCSAML	0	0	0	0	0	0	0	0
GCSH	19	8	10	8	19	10	12.3333333333333	5.85946527708231
GCSHP3	1	5	3	1	5	3	3	2
GDAP1	3	5	3	3	5	3	3.66666666666667	1.15470053837925
GDAP1L1	0	0	0	0	0	0	0	0
GDAP2	38	32	18	18	38	32	29.3333333333333	10.2632028788938
GDE1	31	39	34	31	39	34	34.6666666666667	4.04145188432738
GDF10	2	2	2	2	2	2	2	0
GDF11	2	1	1	1	2	1	1.33333333333333	0.577350269189626
GDF15	88	69	33	33	88	69	63.3333333333333	27.9344470740577
GDF5	0	0	0	0	0	0	0	0
GDF6	26	29	41	26	41	29	32	7.93725393319377
GDF9	0	0	0	0	0	0	0	0
GDI1	10	5	6	5	10	6	7	2.64575131106459
GDI2	295	296	320	295	320	296	303.666666666667	14.1539158303748
GDNF	3	4	5	3	5	4	4	1
GDNF-AS1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
GDPD1	10	16	12	10	16	12	12.6666666666667	3.05505046330389
GDPD2	2	1	1	1	2	1	1.33333333333333	0.577350269189626
GDPD3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GDPD5	3	3	3	3	3	3	3	0
GDPGP1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
GEM	214	234	281	214	281	234	243	34.3947670438397
GEMIN2	23	26	12	12	26	23	20.3333333333333	7.37111479583199
GEMIN4	4	4	7	4	7	4	5	1.73205080756888
GEMIN5	11	17	13	11	17	13	13.6666666666667	3.05505046330389
GEMIN6	23	19	27	19	27	23	23	4
GEMIN7	25	27	29	25	29	27	27	2
GEMIN8	47	42	44	42	47	44	44.3333333333333	2.51661147842358
GEMIN8P4	0	0	0	0	0	0	0	0
GEN1	5	6	3	3	6	5	4.66666666666667	1.52752523165195
GET4	10	4	9	4	10	9	7.66666666666667	3.21455025366432
GFER	5	2	3	2	5	3	3.33333333333333	1.52752523165195
GFI1	0	0	0	0	0	0	0	0
GFM1	19	25	20	19	25	20	21.3333333333333	3.21455025366432
GFM2	10	21	16	10	21	16	15.6666666666667	5.5075705472861
GFOD1	1	2	4	1	4	2	2.33333333333333	1.52752523165195
GFOD2	24	37	25	24	37	25	28.6666666666667	7.23417813807024
GFPT1	132	206	179	132	206	179	172.333333333333	37.4477413649119
GFPT2	9	12	18	9	18	12	13	4.58257569495584
GFRA1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GFRA2	0	0	0	0	0	0	0	0
GFRAL	6	8	4	4	8	6	6	2
GGA1	1	10	6	1	10	6	5.66666666666667	4.50924975282289
GGA2	21	36	21	21	36	21	26	8.66025403784439
GGA3	12	13	9	9	13	12	11.3333333333333	2.08166599946613
GGACT	1	2	2	1	2	2	1.66666666666667	0.577350269189626
GGCT	105	84	125	84	125	105	104.666666666667	20.5020324195757
GGCX	47	47	41	41	47	47	45	3.46410161513775
GGH	4	2	6	2	6	4	4	2
GGN	0	0	0	0	0	0	0	0
GGNBP2	69	61	63	61	69	63	64.3333333333333	4.16333199893227
GGPS1	108	107	100	100	108	107	105	4.35889894354067
GGT1	0	0	0	0	0	0	0	0
GGT3P	0	0	0	0	0	0	0	0
GGT5	1	2	1	1	2	1	1.33333333333333	0.577350269189626
GGT6	6	18	7	6	18	7	10.3333333333333	6.65832811847939
GGT7	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GGT8P	10	10	5	5	10	10	8.33333333333333	2.88675134594813
GGTA1P	0	0	0	0	0	0	0	0
GGTLC2	0	0	0	0	0	0	0	0
GHDC	5	11	2	2	11	5	6	4.58257569495584
GHITM	420	419	470	419	470	420	436.333333333333	29.1604755333882
GHR	24	32	25	24	32	25	27	4.35889894354067
GHRL	0	0	0	0	0	0	0	0
GHRLOS	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GID4	6	7	5	5	7	6	6	1
GID8	22	35	33	22	35	33	30	7
GIGYF1	5	6	2	2	6	5	4.33333333333333	2.08166599946613
GIGYF2	76	70	99	70	99	76	81.6666666666667	15.3079500042734
GIMAP1	11	8	7	7	11	8	8.66666666666667	2.08166599946613
GIMAP2	0	2	0	0	2	0	0.666666666666667	1.15470053837925
GIMAP4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GIMAP5	0	0	0	0	0	0	0	0
GIMAP6	0	0	0	0	0	0	0	0
GIMAP7	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GIMAP8	0	0	0	0	0	0	0	0
GIN1	9	12	9	9	12	9	10	1.73205080756888
GINM1	16	23	27	16	27	23	22	5.56776436283002
GINS1	3	1	0	0	3	1	1.33333333333333	1.52752523165195
GINS2	0	0	0	0	0	0	0	0
GINS3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
GINS4	6	8	9	6	9	8	7.66666666666667	1.52752523165195
GIP	0	3	0	0	3	0	1	1.73205080756888
GIPC1	5	9	5	5	9	5	6.33333333333333	2.3094010767585
GIPC2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GIPR	0	0	0	0	0	0	0	0
GIT1	4	2	7	2	7	4	4.33333333333333	2.51661147842358
GIT2	24	26	12	12	26	24	20.6666666666667	7.57187779440036
GJA1	177	234	174	174	234	177	195	33.8082830087539
GJA3	0	0	0	0	0	0	0	0
GJA5	0	0	0	0	0	0	0	0
GJA9-MYCBP	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GJB5	0	0	0	0	0	0	0	0
GJB7	0	0	0	0	0	0	0	0
GJC1	25	31	16	16	31	25	24	7.54983443527075
GJC2	1	2	0	0	2	1	1	1
GJC3	0	0	0	0	0	0	0	0
GJD3	0	0	0	0	0	0	0	0
GJD4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GK	10	11	15	10	15	11	12	2.64575131106459
GK5	61	85	42	42	85	61	62.6666666666667	21.548395145192
GKAP1	0	2	2	0	2	2	1.33333333333333	1.15470053837925
GKN1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GKN2	0	0	0	0	0	0	0	0
GLA	24	14	16	14	24	16	18	5.29150262212918
GLB1	66	57	81	57	81	66	68	12.1243556529821
GLB1L	9	10	4	4	10	9	7.66666666666667	3.21455025366432
GLB1L2	0	0	0	0	0	0	0	0
GLB1L3	1	5	0	0	5	1	2	2.64575131106459
GLCCI1	2	2	2	2	2	2	2	0
GLCE	6	5	10	5	10	6	7	2.64575131106459
GLDC	0	0	0	0	0	0	0	0
GLDN	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GLE1	17	17	17	17	17	17	17	0
GLG1	200	266	295	200	295	266	253.666666666667	48.6860691916418
GLI1	0	3	1	0	3	1	1.33333333333333	1.52752523165195
GLI2	9	15	8	8	15	9	10.6666666666667	3.78593889720018
GLI3	2	3	6	2	6	3	3.66666666666667	2.08166599946613
GLI4	1	0	1	0	1	1	0.666666666666667	0.577350269189626
GLIPR1	97	85	106	85	106	97	96	10.5356537528527
GLIPR1L1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GLIPR1L2	3	7	4	3	7	4	4.66666666666667	2.08166599946613
GLIPR2	40	43	49	40	49	43	44	4.58257569495584
GLIS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GLIS2	12	13	8	8	13	12	11	2.64575131106459
GLIS3	34	23	25	23	34	25	27.3333333333333	5.85946527708232
GLIS3-AS1	0	0	0	0	0	0	0	0
GLMN	8	6	7	6	8	7	7	1
GLO1	131	133	140	131	140	133	134.666666666667	4.72581562625261
GLOD4	86	85	106	85	106	86	92.3333333333333	11.8462370959446
GLRA2	0	0	0	0	0	0	0	0
GLRA4	0	0	0	0	0	0	0	0
GLRB	7	14	4	4	14	7	8.33333333333333	5.13160143944688
GLRX	166	105	147	105	166	147	139.333333333333	31.2143129562919
GLRX2	59	54	57	54	59	57	56.6666666666667	2.51661147842358
GLRX3	29	41	43	29	43	41	37.6666666666667	7.57187779440036
GLRX5	15	18	14	14	18	15	15.6666666666667	2.08166599946613
GLS	167	305	169	167	305	169	213.666666666667	79.103307979713
GLS2	0	0	0	0	0	0	0	0
GLT1D1	0	0	0	0	0	0	0	0
GLT8D1	44	35	53	35	53	44	44	9
GLT8D2	93	90	101	90	101	93	94.6666666666667	5.68624070307733
GLTP	60	85	75	60	85	75	73.3333333333333	12.5830573921179
GLTPD1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
GLTSCR1	0	2	4	0	4	2	2	2
GLTSCR1L	9	12	11	9	12	11	10.6666666666667	1.52752523165195
GLTSCR2	20	15	20	15	20	20	18.3333333333333	2.88675134594813
GLUD1	34	54	31	31	54	34	39.6666666666667	12.5033328890074
GLUD1P3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GLUD1P7	13	19	8	8	19	13	13.3333333333333	5.5075705472861
GLUD2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GLUL	51	47	61	47	61	51	53	7.21110255092798
GLYAT	0	0	0	0	0	0	0	0
GLYATL1	0	0	0	0	0	0	0	0
GLYATL2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
GLYCTK	1	1	1	1	1	1	1	0
GLYR1	26	25	24	24	26	25	25	1
GM2A	37	44	52	37	52	44	44.3333333333333	7.50555349946513
GMCL1	10	10	15	10	15	10	11.6666666666667	2.88675134594813
GMCL1P1	0	0	3	0	3	0	1	1.73205080756888
GMDS	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GMEB1	18	23	13	13	23	18	18	5
GMEB2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GMFB	30	46	43	30	46	43	39.6666666666667	8.50490054811538
GMFG	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GMIP	0	0	0	0	0	0	0	0
GML	0	0	0	0	0	0	0	0
GMNN	22	18	22	18	22	22	20.6666666666667	2.3094010767585
GMPPA	11	8	4	4	11	8	7.66666666666667	3.51188458428425
GMPPB	9	8	12	8	12	9	9.66666666666667	2.08166599946613
GMPR	4	8	7	4	8	7	6.33333333333333	2.08166599946613
GMPR2	36	33	40	33	40	36	36.3333333333333	3.51188458428425
GMPS	29	27	29	27	29	29	28.3333333333333	1.15470053837925
GNA11	4	9	10	4	10	9	7.66666666666667	3.21455025366432
GNA12	21	18	24	18	24	21	21	3
GNA13	37	61	20	20	61	37	39.3333333333333	20.5993527406405
GNA14	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GNA15	0	0	0	0	0	0	0	0
GNAI1	15	19	5	5	19	15	13	7.21110255092798
GNAI2	48	47	55	47	55	48	50	4.35889894354067
GNAI3	121	117	145	117	145	121	127.666666666667	15.1437555888007
GNAL	19	24	16	16	24	19	19.6666666666667	4.04145188432738
GNAO1	0	0	0	0	0	0	0	0
GNAQ	6	4	2	2	6	4	4	2
GNAS	618	677	681	618	681	677	658.666666666667	35.2751092604025
GNAS-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
GNAT2	0	0	0	0	0	0	0	0
GNAZ	0	0	0	0	0	0	0	0
GNB1	96	174	120	96	174	120	130	39.9499687108764
GNB1L	3	4	4	3	4	4	3.66666666666667	0.577350269189626
GNB2	12	4	13	4	13	12	9.66666666666667	4.93288286231625
GNB2L1	3092	2482	2649	2482	3092	2649	2741	315.234833100658
GNB3	1	0	2	0	2	1	1	1
GNB4	80	98	92	80	98	92	90	9.16515138991168
GNB5	19	25	20	19	25	20	21.3333333333333	3.21455025366432
GNE	48	60	37	37	60	48	48.3333333333333	11.5036226178249
GNG10	3	2	4	2	4	3	3	1
GNG11	166	179	162	162	179	166	169	8.88819441731559
GNG12	162	177	184	162	184	177	174.333333333333	11.2398102000582
GNG12-AS1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
GNG2	6	3	11	3	11	6	6.66666666666667	4.04145188432738
GNG3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GNG4	26	37	20	20	37	26	27.6666666666667	8.62167810425171
GNG5	342	283	368	283	368	342	331	43.5545634807651
GNG7	0	2	0	0	2	0	0.666666666666667	1.15470053837925
GNGT1	0	0	0	0	0	0	0	0
GNGT2	0	0	0	0	0	0	0	0
GNL1	13	13	8	8	13	13	11.3333333333333	2.88675134594813
GNL2	86	66	108	66	108	86	86.6666666666667	21.007935008785
GNL3	131	136	181	131	181	136	149.333333333333	27.5378527364305
GNL3L	84	89	67	67	89	84	80	11.5325625946708
GNLY	0	0	0	0	0	0	0	0
GNMT	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GNN	0	0	0	0	0	0	0	0
GNPAT	27	30	23	23	30	27	26.6666666666667	3.51188458428425
GNPDA1	58	43	62	43	62	58	54.3333333333333	10.0166528008778
GNPDA2	40	40	36	36	40	40	38.6666666666667	2.3094010767585
GNPNAT1	38	55	53	38	55	53	48.6666666666667	9.29157324317757
GNPTAB	42	87	71	42	87	71	66.6666666666667	22.8108161479008
GNPTG	27	23	25	23	27	25	25	2
GNRH1	1	4	1	1	4	1	2	1.73205080756888
GNRHR	1	2	0	0	2	1	1	1
GNRHR2	4	12	1	1	12	4	5.66666666666667	5.68624070307733
GNS	79	127	104	79	127	104	103.333333333333	24.0069434400411
GOLGA1	19	31	39	19	39	31	29.6666666666667	10.0664459136943
GOLGA2	112	114	118	112	118	114	114.666666666667	3.05505046330389
GOLGA2P5	0	0	0	0	0	0	0	0
GOLGA3	130	167	169	130	169	167	155.333333333333	21.9620885467055
GOLGA4	143	236	249	143	249	236	209.333333333333	57.8129166651652
GOLGA5	44	62	80	44	80	62	62	18
GOLGA6C	1	0	1	0	1	1	0.666666666666667	0.577350269189626
GOLGA6L1	7	3	2	2	7	3	4	2.64575131106459
GOLGA6L10	0	0	0	0	0	0	0	0
GOLGA6L5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
GOLGA6L6	5	4	0	0	5	4	3	2.64575131106459
GOLGA6L7P	0	0	1	0	1	0	0.333333333333333	0.577350269189626
GOLGA6L9	0	0	0	0	0	0	0	0
GOLGA7	73	73	68	68	73	73	71.3333333333333	2.88675134594813
GOLGA7B	0	0	0	0	0	0	0	0
GOLGA8A	1	2	2	1	2	2	1.66666666666667	0.577350269189626
GOLGA8B	10	9	1	1	10	9	6.66666666666667	4.93288286231625
GOLGA8DP	2	0	0	0	2	0	0.666666666666667	1.15470053837925
GOLGA8I	1	1	4	1	4	1	2	1.73205080756888
GOLGA8O	13	13	5	5	13	13	10.3333333333333	4.61880215351701
GOLGA8S	1	1	0	0	1	1	0.666666666666667	0.577350269189626
GOLGA8T	0	0	0	0	0	0	0	0
GOLGB1	216	343	343	216	343	343	300.666666666667	73.3234841870825
GOLIM4	47	85	79	47	85	79	70.3333333333333	20.4287379280594
GOLM1	14	34	13	13	34	14	20.3333333333333	11.8462370959446
GOLPH3	37	39	40	37	40	39	38.6666666666667	1.52752523165195
