Gene	DOM.A.4.13.1.B7	DOM.A.4.14.1.B8	DOM.A.5.11.1.C7	Min	Max	Median	Mean	Std
C1orf229	2	3	5	2	5	3	3.33333333333333	1.52752523165195
C1orf233	3	7	4	3	7	4	4.66666666666667	2.08166599946613
C1orf234	0	0	0	0	0	0	0	0
C1orf27	32	37	38	32	38	37	35.6666666666667	3.21455025366432
C1orf35	12	18	9	9	18	12	13	4.58257569495584
C1orf43	57	49	63	49	63	57	56.3333333333333	7.02376916856849
C1orf50	5	8	5	5	8	5	6	1.73205080756888
C1orf51	25	16	21	16	25	21	20.6666666666667	4.50924975282289
C1orf52	30	33	21	21	33	30	28	6.2449979983984
C1orf53	5	12	10	5	12	10	9	3.60555127546399
C1orf54	53	52	60	52	60	53	55	4.35889894354067
C1orf56	1	2	0	0	2	1	1	1
C1orf63	10	17	4	4	17	10	10.3333333333333	6.50640709864771
C1orf74	3	1	3	1	3	3	2.33333333333333	1.15470053837925
C1orf85	84	95	77	77	95	84	85.3333333333333	9.07377172587747
C1orf86	5	12	8	5	12	8	8.33333333333333	3.51188458428425
C1orf94	0	0	0	0	0	0	0	0
C1QA	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C1QBP	18	19	18	18	19	18	18.3333333333333	0.577350269189626
C1QL2	0	0	0	0	0	0	0	0
C1QL3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C1QL4	0	0	0	0	0	0	0	0
C1QTNF1	1	0	4	0	4	1	1.66666666666667	2.08166599946613
C1QTNF1-AS1	0	0	0	0	0	0	0	0
C1QTNF2	1	0	2	0	2	1	1	1
C1QTNF3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C1QTNF3-AMACR	0	0	0	0	0	0	0	0
C1QTNF4	0	0	0	0	0	0	0	0
C1QTNF6	8	10	9	8	10	9	9	1
C1QTNF7	1	3	2	1	3	2	2	1
C1QTNF9	0	0	0	0	0	0	0	0
C1QTNF9B-AS1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
C1R	251	268	316	251	316	268	278.333333333333	33.7095436535906
C1RL	8	14	11	8	14	11	11	3
C1RL-AS1	5	5	3	3	5	5	4.33333333333333	1.15470053837925
C1S	103	117	134	103	134	117	118	15.52417469626
C2	0	2	0	0	2	0	0.666666666666667	1.15470053837925
C20orf112	7	4	4	4	7	4	5	1.73205080756888
C20orf166-AS1	1	2	2	1	2	2	1.66666666666667	0.577350269189626
C20orf194	5	4	4	4	5	4	4.33333333333333	0.577350269189626
C20orf195	0	0	0	0	0	0	0	0
C20orf196	5	3	2	2	5	3	3.33333333333333	1.52752523165195
C20orf197	0	0	0	0	0	0	0	0
C20orf201	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C20orf203	0	0	0	0	0	0	0	0
C20orf24	0	0	0	0	0	0	0	0
C20orf26	0	0	0	0	0	0	0	0
C20orf27	5	5	6	5	6	5	5.33333333333333	0.577350269189626
C20orf96	2	1	0	0	2	1	1	1
C21orf119	4	2	8	2	8	4	4.66666666666667	3.05505046330389
C21orf2	2	4	7	2	7	4	4.33333333333333	2.51661147842358
C21orf33	31	20	20	20	31	20	23.6666666666667	6.35085296108588
C21orf37	0	0	0	0	0	0	0	0
C21orf49	1	2	5	1	5	2	2.66666666666667	2.08166599946613
C21orf58	1	2	0	0	2	1	1	1
C21orf59	11	18	19	11	19	18	16	4.35889894354067
C21orf62	30	32	34	30	34	32	32	2
C21orf67	0	0	2	0	2	0	0.666666666666667	1.15470053837925
C21orf90	0	0	0	0	0	0	0	0
C21orf91	3	2	8	2	8	3	4.33333333333333	3.21455025366432
C22orf15	0	0	0	0	0	0	0	0
C22orf23	2	3	3	2	3	3	2.66666666666667	0.577350269189626
C22orf24	0	0	0	0	0	0	0	0
C22orf26	1	0	1	0	1	1	0.666666666666667	0.577350269189626
C22orf29	10	5	12	5	12	10	9	3.60555127546399
C22orf39	13	16	11	11	16	13	13.3333333333333	2.51661147842358
C22orf46	16	10	14	10	16	14	13.3333333333333	3.05505046330389
C2CD2	10	8	11	8	11	10	9.66666666666667	1.52752523165195
C2CD2L	0	0	0	0	0	0	0	0
C2CD3	3	2	2	2	3	2	2.33333333333333	0.577350269189626
C2CD4A	0	0	0	0	0	0	0	0
C2CD4B	0	0	0	0	0	0	0	0
C2CD5	4	14	4	4	14	4	7.33333333333333	5.77350269189626
C2orf15	2	1	0	0	2	1	1	1
C2orf16	0	0	0	0	0	0	0	0
C2orf27A	8	5	3	3	8	5	5.33333333333333	2.51661147842358
C2orf27B	0	0	0	0	0	0	0	0
C2orf40	0	0	0	0	0	0	0	0
C2orf42	7	3	5	3	7	5	5	2
C2orf43	9	11	5	5	11	9	8.33333333333333	3.05505046330389
C2orf44	4	3	2	2	4	3	3	1
C2orf47	7	10	10	7	10	10	9	1.73205080756888
C2orf49	23	19	29	19	29	23	23.6666666666667	5.03322295684717
C2orf61	0	0	0	0	0	0	0	0
C2orf62	0	0	0	0	0	0	0	0
C2orf66	0	0	0	0	0	0	0	0
C2orf68	12	9	10	9	12	10	10.3333333333333	1.52752523165195
C2orf69	22	15	29	15	29	22	22	7
C2orf70	0	0	0	0	0	0	0	0
C2orf71	0	0	0	0	0	0	0	0
C2orf72	0	0	0	0	0	0	0	0
C2orf73	0	0	1	0	1	0	0.333333333333333	0.577350269189626
C2orf74	65	69	79	65	79	69	71	7.21110255092798
C2orf76	29	29	34	29	34	29	30.6666666666667	2.88675134594813
C2orf81	0	0	0	0	0	0	0	0
C2orf82	0	0	0	0	0	0	0	0
C2orf83	4	4	4	4	4	4	4	0
C2orf88	0	0	0	0	0	0	0	0
C2orf91	2	5	0	0	5	2	2.33333333333333	2.51661147842358
C3	5	6	6	5	6	6	5.66666666666667	0.577350269189626
C3AR1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C3orf14	28	24	21	21	28	24	24.3333333333333	3.51188458428425
C3orf17	24	15	19	15	24	19	19.3333333333333	4.50924975282289
C3orf18	2	0	4	0	4	2	2	2
C3orf20	0	0	0	0	0	0	0	0
C3orf27	0	0	1	0	1	0	0.333333333333333	0.577350269189626
C3orf33	7	10	4	4	10	7	7	3
C3orf35	0	0	0	0	0	0	0	0
C3orf37	11	19	11	11	19	11	13.6666666666667	4.61880215351701
C3orf38	38	40	31	31	40	38	36.3333333333333	4.72581562625261
C3orf43	0	0	0	0	0	0	0	0
C3orf49	0	0	0	0	0	0	0	0
C3orf52	5	0	4	0	5	4	3	2.64575131106459
C3orf55	33	52	48	33	52	48	44.3333333333333	10.0166528008778
C3orf58	29	34	24	24	34	29	29	5
C3orf62	2	4	5	2	5	4	3.66666666666667	1.52752523165195
C3orf65	0	0	0	0	0	0	0	0
C3orf67	2	0	0	0	2	0	0.666666666666667	1.15470053837925
C3orf70	3	5	0	0	5	3	2.66666666666667	2.51661147842358
C3orf72	2	2	0	0	2	2	1.33333333333333	1.15470053837925
C3orf80	0	0	0	0	0	0	0	0
C3orf83	2	0	0	0	2	0	0.666666666666667	1.15470053837925
C4A	0	0	0	0	0	0	0	0
C4BPA	0	0	0	0	0	0	0	0
C4BPB	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C4orf17	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C4orf19	4	9	5	4	9	5	6	2.64575131106459
C4orf21	0	2	2	0	2	2	1.33333333333333	1.15470053837925
C4orf22	0	0	0	0	0	0	0	0
C4orf26	1	7	5	1	7	5	4.33333333333333	3.05505046330389
C4orf27	42	36	32	32	42	36	36.6666666666667	5.03322295684717
C4orf29	2	1	2	1	2	2	1.66666666666667	0.577350269189626
C4orf3	887	863	884	863	887	884	878	13.076696830622
C4orf32	6	2	4	2	6	4	4	2
C4orf33	11	13	21	11	21	13	15	5.29150262212918
C4orf36	0	0	0	0	0	0	0	0
C4orf40	0	0	0	0	0	0	0	0
C4orf45	0	0	0	0	0	0	0	0
C4orf46	12	10	10	10	12	10	10.6666666666667	1.15470053837925
C4orf47	4	6	5	4	6	5	5	1
C4orf48	0	1	2	0	2	1	1	1
C4orf6	0	0	0	0	0	0	0	0
C5	1	2	2	1	2	2	1.66666666666667	0.577350269189626
C5AR1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
C5AR2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C5orf15	135	123	147	123	147	135	135	12
C5orf20	0	0	0	0	0	0	0	0
C5orf22	23	14	30	14	30	23	22.3333333333333	8.02080627701064
C5orf24	44	48	29	29	48	44	40.3333333333333	10.0166528008778
C5orf27	0	0	0	0	0	0	0	0
C5orf28	34	49	67	34	67	49	50	16.5227116418583
C5orf30	6	8	6	6	8	6	6.66666666666667	1.15470053837925
C5orf34	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C5orf38	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C5orf42	10	18	8	8	18	10	12	5.29150262212918
C5orf45	0	0	1	0	1	0	0.333333333333333	0.577350269189626
C5orf46	789	858	869	789	869	858	838.666666666667	43.3628104870214
C5orf49	0	0	0	0	0	0	0	0
C5orf51	49	46	19	19	49	46	38	16.5227116418583
C5orf54	2	8	4	2	8	4	4.66666666666667	3.05505046330389
C5orf55	4	3	5	3	5	4	4	1
C5orf56	3	8	3	3	8	3	4.66666666666667	2.88675134594813
C5orf58	0	2	1	0	2	1	1	1
C5orf60	0	0	0	0	0	0	0	0
C5orf63	14	22	20	14	22	20	18.6666666666667	4.16333199893227
C5orf64	1	2	2	1	2	2	1.66666666666667	0.577350269189626
C6	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C6orf1	3	4	6	3	6	4	4.33333333333333	1.52752523165195
C6orf100	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C6orf106	31	24	22	22	31	24	25.6666666666667	4.72581562625261
C6orf120	23	17	14	14	23	17	18	4.58257569495584
C6orf123	7	6	6	6	7	6	6.33333333333333	0.577350269189626
C6orf132	1	1	0	0	1	1	0.666666666666667	0.577350269189626
C6orf136	8	3	8	3	8	8	6.33333333333333	2.88675134594813
C6orf141	0	0	0	0	0	0	0	0
C6orf147	2	2	3	2	3	2	2.33333333333333	0.577350269189626
C6orf163	1	0	1	0	1	1	0.666666666666667	0.577350269189626
C6orf164	0	1	1	0	1	1	0.666666666666667	0.577350269189626
C6orf165	2	0	0	0	2	0	0.666666666666667	1.15470053837925
C6orf170	5	6	5	5	6	5	5.33333333333333	0.577350269189626
C6orf201	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C6orf203	16	32	15	15	32	16	21	9.53939201416946
C6orf211	26	32	37	26	37	32	31.6666666666667	5.5075705472861
C6orf226	3	1	1	1	3	1	1.66666666666667	1.15470053837925
C6orf25	14	9	11	9	14	11	11.3333333333333	2.51661147842358
C6orf47	0	1	2	0	2	1	1	1
C6orf48	143	135	131	131	143	135	136.333333333333	6.11010092660779
C6orf52	2	0	0	0	2	0	0.666666666666667	1.15470053837925
C6orf57	13	17	22	13	22	17	17.3333333333333	4.50924975282289
C6orf58	0	0	0	0	0	0	0	0
C6orf62	133	172	161	133	172	161	155.333333333333	20.1080415091409
C6orf70	7	14	17	7	17	14	12.6666666666667	5.13160143944688
C6orf89	60	50	46	46	60	50	52	7.21110255092798
C6orf99	0	0	0	0	0	0	0	0
C7	11	7	7	7	11	7	8.33333333333333	2.3094010767585
C7orf10	72	97	101	72	101	97	90	15.7162336455017
C7orf13	5	1	3	1	5	3	3	2
C7orf25	11	5	9	5	11	9	8.33333333333333	3.05505046330389
C7orf26	0	1	1	0	1	1	0.666666666666667	0.577350269189626
C7orf31	0	1	1	0	1	1	0.666666666666667	0.577350269189626
C7orf41	26	25	15	15	26	25	22	6.08276253029822
C7orf43	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C7orf49	4	1	3	1	4	3	2.66666666666667	1.52752523165195
C7orf50	18	27	19	18	27	19	21.3333333333333	4.93288286231625
C7orf55	45	39	40	39	45	40	41.3333333333333	3.21455025366432
C7orf55-LUC7L2	0	0	0	0	0	0	0	0
C7orf57	0	0	0	0	0	0	0	0
C7orf60	13	15	16	13	16	15	14.6666666666667	1.52752523165195
C7orf61	0	0	0	0	0	0	0	0
C7orf63	1	2	3	1	3	2	2	1
C7orf65	0	0	0	0	0	0	0	0
C7orf66	0	0	0	0	0	0	0	0
C7orf69	1	3	1	1	3	1	1.66666666666667	1.15470053837925
C7orf73	315	359	333	315	359	333	335.666666666667	22.1208800307161
C8G	0	0	0	0	0	0	0	0
C8orf22	0	0	0	0	0	0	0	0
C8orf31	3	4	1	1	4	3	2.66666666666667	1.52752523165195
C8orf33	21	14	20	14	21	20	18.3333333333333	3.78593889720018
C8orf34	0	0	1	0	1	0	0.333333333333333	0.577350269189626
C8orf37	14	17	13	13	17	14	14.6666666666667	2.08166599946613
C8orf4	34	36	50	34	50	36	40	8.71779788708135
C8orf44	9	6	9	6	9	9	8	1.73205080756888
C8orf44-SGK3	1	2	0	0	2	1	1	1
C8orf46	0	0	0	0	0	0	0	0
C8orf47	0	0	0	0	0	0	0	0
C8orf48	10	13	20	10	20	13	14.3333333333333	5.13160143944688
C8orf49	1	2	1	1	2	1	1.33333333333333	0.577350269189626
C8orf56	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C8orf58	4	5	3	3	5	4	4	1
C8orf59	253	222	247	222	253	247	240.666666666667	16.4418166068514
C8orf76	11	19	14	11	19	14	14.6666666666667	4.04145188432738
C8orf82	0	1	1	0	1	1	0.666666666666667	0.577350269189626
C8orf86	0	2	1	0	2	1	1	1
C9	0	0	0	0	0	0	0	0
C9orf106	0	0	0	0	0	0	0	0
C9orf114	3	2	9	2	9	3	4.66666666666667	3.78593889720018
C9orf116	1	2	0	0	2	1	1	1
C9orf117	0	0	0	0	0	0	0	0
C9orf123	29	32	20	20	32	29	27	6.2449979983984
C9orf131	1	0	0	0	1	0	0.333333333333333	0.577350269189626
C9orf135	0	0	0	0	0	0	0	0
C9orf135-AS1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
C9orf139	3	2	4	2	4	3	3	1
C9orf142	7	11	6	6	11	7	8	2.64575131106459
C9orf152	0	0	0	0	0	0	0	0
C9orf153	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C9orf156	12	15	17	12	17	15	14.6666666666667	2.51661147842358
C9orf16	29	18	28	18	29	28	25	6.08276253029822
C9orf163	0	0	0	0	0	0	0	0
C9orf169	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C9orf170	0	1	0	0	1	0	0.333333333333333	0.577350269189626
C9orf24	0	1	1	0	1	1	0.666666666666667	0.577350269189626
C9orf3	78	85	95	78	95	85	86	8.54400374531753
C9orf37	0	2	4	0	4	2	2	2
C9orf40	2	2	1	1	2	2	1.66666666666667	0.577350269189626
C9orf41	0	1	1	0	1	1	0.666666666666667	0.577350269189626
C9orf43	0	0	0	0	0	0	0	0
C9orf47	0	0	0	0	0	0	0	0
C9orf50	0	0	0	0	0	0	0	0
C9orf53	0	0	0	0	0	0	0	0
C9orf57	0	0	0	0	0	0	0	0
C9orf64	6	4	6	4	6	6	5.33333333333333	1.15470053837925
C9orf66	5	1	3	1	5	3	3	2
C9orf69	4	6	5	4	6	5	5	1
C9orf72	5	2	2	2	5	2	3	1.73205080756888
C9orf78	158	169	164	158	169	164	163.666666666667	5.5075705472861
C9orf84	1	1	3	1	3	1	1.66666666666667	1.15470053837925
C9orf85	12	16	12	12	16	12	13.3333333333333	2.3094010767585
C9orf89	11	11	12	11	12	11	11.3333333333333	0.577350269189626
C9orf9	5	11	16	5	16	11	10.6666666666667	5.5075705472861
C9orf91	5	8	14	5	14	8	9	4.58257569495584
C9orf92	0	0	0	0	0	0	0	0
C9orf96	0	0	0	0	0	0	0	0
CA1	0	0	0	0	0	0	0	0
CA10	0	0	0	0	0	0	0	0
CA11	0	0	0	0	0	0	0	0
CA12	3	14	14	3	14	14	10.3333333333333	6.35085296108588
CA13	2	5	4	2	5	4	3.66666666666667	1.52752523165195
CA14	0	0	0	0	0	0	0	0
CA3	29	26	30	26	30	29	28.3333333333333	2.08166599946613
CA4	0	0	0	0	0	0	0	0
CA5A	0	0	0	0	0	0	0	0
CA5B	20	20	13	13	20	20	17.6666666666667	4.04145188432738
CA5BP1	3	0	1	0	3	1	1.33333333333333	1.52752523165195
CA8	0	0	0	0	0	0	0	0
CA9	0	0	0	0	0	0	0	0
CAAP1	17	13	27	13	27	17	19	7.21110255092798
CAB39	24	13	21	13	24	21	19.3333333333333	5.68624070307733
CAB39L	8	10	9	8	10	9	9	1
CABIN1	12	6	12	6	12	12	10	3.46410161513775
CABLES1	8	10	9	8	10	9	9	1
CABLES2	2	4	2	2	4	2	2.66666666666667	1.15470053837925
CABP1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
CABP4	6	6	9	6	9	6	7	1.73205080756888
CABP7	0	0	0	0	0	0	0	0
CABYR	5	1	1	1	5	1	2.33333333333333	2.3094010767585
CACFD1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
CACHD1	1	2	2	1	2	2	1.66666666666667	0.577350269189626
CACNA1A	1	0	0	0	1	0	0.333333333333333	0.577350269189626
CACNA1C	0	0	0	0	0	0	0	0
CACNA1C-AS1	0	0	0	0	0	0	0	0
CACNA1C-AS4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
CACNA1D	0	0	0	0	0	0	0	0
CACNA1E	0	0	0	0	0	0	0	0
CACNA1F	0	0	0	0	0	0	0	0
CACNA1H	0	0	0	0	0	0	0	0
CACNA1I	0	0	0	0	0	0	0	0
CACNA2D1	3	9	7	3	9	7	6.33333333333333	3.05505046330389
CACNA2D2	0	0	0	0	0	0	0	0
CACNA2D3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
CACNA2D4	0	0	0	0	0	0	0	0
CACNB1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
CACNB2	2	3	2	2	3	2	2.33333333333333	0.577350269189626
CACNB3	2	0	3	0	3	2	1.66666666666667	1.52752523165195
CACNB4	5	8	7	5	8	7	6.66666666666667	1.52752523165195
CACNG7	0	0	0	0	0	0	0	0
CACNG8	15	9	8	8	15	9	10.6666666666667	3.78593889720018
CACTIN	0	2	1	0	2	1	1	1
CACTIN-AS1	0	0	0	0	0	0	0	0
CACUL1	42	36	40	36	42	40	39.3333333333333	3.05505046330389
CACYBP	131	125	126	125	131	126	127.333333333333	3.21455025366432
CAD	2	5	3	2	5	3	3.33333333333333	1.52752523165195
CADM1	11	11	13	11	13	11	11.6666666666667	1.15470053837925
CADM2	0	0	0	0	0	0	0	0
CADM2-AS2	0	0	0	0	0	0	0	0
CADM3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
CADM4	0	0	0	0	0	0	0	0
CADPS	0	0	0	0	0	0	0	0
CADPS2	2	0	1	0	2	1	1	1
CAGE1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
CAHM	0	0	0	0	0	0	0	0
CALB2	4	1	5	1	5	4	3.33333333333333	2.08166599946613
CALCA	0	0	0	0	0	0	0	0
CALCB	0	0	0	0	0	0	0	0
CALCOCO1	19	16	14	14	19	16	16.3333333333333	2.51661147842358
CALCOCO2	109	127	96	96	127	109	110.666666666667	15.5670592384475
CALCRL	4	9	14	4	14	9	9	5
CALD1	2160	2238	2276	2160	2276	2238	2224.66666666667	59.1382560897202
CALHM1	0	0	0	0	0	0	0	0
CALHM2	14	13	21	13	21	14	16	4.35889894354067
CALM1	395	415	365	365	415	395	391.666666666667	25.1661147842358
CALM2	1734	1988	1899	1734	1988	1899	1873.66666666667	128.881082139053
CALM3	38	39	44	38	44	39	40.3333333333333	3.21455025366432
CALML4	4	1	6	1	6	4	3.66666666666667	2.51661147842358
CALN1	2	1	2	1	2	2	1.66666666666667	0.577350269189626
CALR	379	454	414	379	454	414	415.666666666667	37.5277674973257
CALR3	0	0	0	0	0	0	0	0
CALU	1428	1499	1425	1425	1499	1428	1450.66666666667	41.8847625435949
CALY	0	0	0	0	0	0	0	0
CAMK1	12	15	6	6	15	12	11	4.58257569495584
CAMK1D	6	6	8	6	8	6	6.66666666666667	1.15470053837925
CAMK2A	0	0	0	0	0	0	0	0
CAMK2B	0	0	0	0	0	0	0	0
CAMK2D	48	41	50	41	50	48	46.3333333333333	4.72581562625261
CAMK2G	9	9	8	8	9	9	8.66666666666667	0.577350269189626
CAMK2N1	24	9	21	9	24	21	18	7.93725393319377
CAMK2N2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
CAMK4	0	0	0	0	0	0	0	0
CAMKK1	1	2	3	1	3	2	2	1
CAMKK2	16	14	9	9	16	14	13	3.60555127546399
CAMKMT	0	3	2	0	3	2	1.66666666666667	1.52752523165195
CAMLG	42	49	44	42	49	44	45	3.60555127546399
CAMP	0	0	0	0	0	0	0	0
CAMSAP1	3	2	6	2	6	3	3.66666666666667	2.08166599946613
CAMSAP2	19	27	24	19	27	24	23.3333333333333	4.04145188432738
CAMTA1	84	80	83	80	84	83	82.3333333333333	2.08166599946613
CAMTA2	6	5	13	5	13	6	8	4.35889894354067
CAND1	37	33	34	33	37	34	34.6666666666667	2.08166599946613
CAND1.11	0	0	0	0	0	0	0	0
CAND2	1	2	3	1	3	2	2	1
CANT1	9	3	4	3	9	4	5.33333333333333	3.21455025366432
CANX	334	335	313	313	335	334	327.333333333333	12.4230967690561
CAP1	247	290	310	247	310	290	282.333333333333	32.1921315438002
CAP2	59	51	63	51	63	59	57.6666666666667	6.11010092660779
CAPG	6	5	7	5	7	6	6	1
CAPN1	2	4	1	1	4	2	2.33333333333333	1.52752523165195
CAPN10	0	1	1	0	1	1	0.666666666666667	0.577350269189626
CAPN10-AS1	4	3	2	2	4	3	3	1
CAPN11	0	0	0	0	0	0	0	0
CAPN12	0	0	0	0	0	0	0	0
CAPN14	0	0	0	0	0	0	0	0
CAPN15	1	1	0	0	1	1	0.666666666666667	0.577350269189626
CAPN2	101	98	91	91	101	98	96.6666666666667	5.13160143944688
CAPN3	0	2	1	0	2	1	1	1
CAPN5	2	1	1	1	2	1	1.33333333333333	0.577350269189626
CAPN6	1	2	2	1	2	2	1.66666666666667	0.577350269189626
CAPN7	48	35	30	30	48	35	37.6666666666667	9.29157324317757
CAPN8	0	0	1	0	1	0	0.333333333333333	0.577350269189626
CAPN9	0	0	0	0	0	0	0	0
CAPNS1	98	81	84	81	98	84	87.6666666666667	9.07377172587747
CAPNS2	0	0	0	0	0	0	0	0
CAPRIN1	58	39	51	39	58	51	49.3333333333333	9.60902353693305
CAPRIN2	8	13	8	8	13	8	9.66666666666667	2.88675134594813
CAPS	1	0	0	0	1	0	0.333333333333333	0.577350269189626
CAPS2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
CAPSL	0	0	0	0	0	0	0	0
CAPZA1	220	207	215	207	220	215	214	6.557438524302
CAPZA2	263	299	280	263	299	280	280.666666666667	18.0092568789868
CAPZB	94	108	96	94	108	96	99.3333333333333	7.57187779440037
CARD10	0	0	1	0	1	0	0.333333333333333	0.577350269189626
CARD11	0	0	0	0	0	0	0	0
CARD14	0	0	0	0	0	0	0	0
CARD16	17	17	14	14	17	17	16	1.73205080756888
CARD18	0	0	0	0	0	0	0	0
CARD6	16	21	18	16	21	18	18.3333333333333	2.51661147842358
CARD8	12	21	26	12	26	21	19.6666666666667	7.09459888459759
CARD9	0	0	0	0	0	0	0	0
CARF	8	9	5	5	9	8	7.33333333333333	2.08166599946613
CARHSP1	18	18	24	18	24	18	20	3.46410161513775
CARKD	6	3	5	3	6	5	4.66666666666667	1.52752523165195
CARM1	4	10	7	4	10	7	7	3
CARNS1	0	0	0	0	0	0	0	0
CARS	90	76	105	76	105	90	90.3333333333333	14.5028732785381
CARS2	14	2	6	2	14	6	7.33333333333333	6.11010092660779
CASC1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
CASC2	0	0	2	0	2	0	0.666666666666667	1.15470053837925
CASC3	33	27	26	26	33	27	28.6666666666667	3.78593889720018
CASC4	81	69	71	69	81	71	73.6666666666667	6.42910050732864
CASC5	0	0	0	0	0	0	0	0
CASD1	6	7	6	6	7	6	6.33333333333333	0.577350269189626
CASK	25	20	16	16	25	20	20.3333333333333	4.50924975282289
CASKIN1	0	0	0	0	0	0	0	0
CASKIN2	1	0	3	0	3	1	1.33333333333333	1.52752523165195
CASP1	16	24	21	16	24	21	20.3333333333333	4.04145188432738
CASP10	2	7	8	2	8	7	5.66666666666667	3.21455025366432
CASP12	0	0	0	0	0	0	0	0
CASP14	0	0	0	0	0	0	0	0
CASP2	9	17	13	9	17	13	13	4
CASP3	48	82	48	48	82	48	59.3333333333333	19.6299091524473
CASP4	62	55	83	55	83	62	66.6666666666667	14.5716619962629
CASP5	0	1	0	0	1	0	0.333333333333333	0.577350269189626
CASP6	25	23	29	23	29	25	25.6666666666667	3.05505046330389
CASP7	28	34	25	25	34	28	29	4.58257569495584
CASP8	10	15	19	10	19	15	14.6666666666667	4.50924975282289
CASP8AP2	32	41	35	32	41	35	36	4.58257569495584
CASP9	4	2	2	2	4	2	2.66666666666667	1.15470053837925
CASQ1	0	0	0	0	0	0	0	0
CASQ2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
CASS4	0	0	0	0	0	0	0	0
CAST	205	209	209	205	209	209	207.666666666667	2.3094010767585
CASZ1	0	0	0	0	0	0	0	0
CAT	59	77	74	59	77	74	70	9.64365076099295
CATSPER1	3	0	0	0	3	0	1	1.73205080756888
CATSPER2	3	5	0	0	5	3	2.66666666666667	2.51661147842358
CATSPER2P1	5	1	4	1	5	4	3.33333333333333	2.08166599946613
CATSPER3	0	0	0	0	0	0	0	0
CATSPERB	0	0	0	0	0	0	0	0
CATSPERD	0	0	0	0	0	0	0	0
CATSPERG	0	0	0	0	0	0	0	0
CAV1	733	753	783	733	783	753	756.333333333333	25.1661147842358
CAV2	91	88	109	88	109	91	96	11.3578166916005
CAV3	0	0	0	0	0	0	0	0
CBFA2T2	11	18	10	10	18	11	13	4.35889894354067
CBFB	24	22	28	22	28	24	24.6666666666667	3.05505046330389
CBL	7	5	6	5	7	6	6	1
CBLB	7	7	14	7	14	7	9.33333333333333	4.04145188432738
CBLL1	15	21	20	15	21	20	18.6666666666667	3.21455025366432
CBLN2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
CBLN3	2	2	1	1	2	2	1.66666666666667	0.577350269189626
CBR1	107	94	119	94	119	107	106.666666666667	12.5033328890074
CBR3	3	5	3	3	5	3	3.66666666666667	1.15470053837925
CBR3-AS1	1	1	1	1	1	1	1	0
CBR4	23	13	32	13	32	23	22.6666666666667	9.50438495292217
CBS	4	7	6	4	7	6	5.66666666666667	1.52752523165195
CBWD1	11	12	12	11	12	12	11.6666666666667	0.577350269189626
CBWD2	1	2	2	1	2	2	1.66666666666667	0.577350269189626
CBWD5	0	0	0	0	0	0	0	0
CBX1	76	55	77	55	77	76	69.3333333333333	12.4230967690561
CBX2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
CBX3	230	249	225	225	249	230	234.666666666667	12.6622799421484
CBX3P2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
CBX4	4	2	7	2	7	4	4.33333333333333	2.51661147842358
CBX5	163	123	139	123	163	139	141.666666666667	20.1328918273887
CBX6	85	90	88	85	90	88	87.6666666666667	2.51661147842358
CBX7	1	2	0	0	2	1	1	1
CBX8	0	0	0	0	0	0	0	0
CBY1	75	58	67	58	75	67	66.6666666666667	8.50490054811538
CBY3	0	0	0	0	0	0	0	0
CC2D1A	0	2	1	0	2	1	1	1
CC2D1B	11	12	9	9	12	11	10.6666666666667	1.52752523165195
CC2D2A	26	37	29	26	37	29	30.6666666666667	5.68624070307733
CC2D2B	0	0	0	0	0	0	0	0
CCAR1	50	49	47	47	50	49	48.6666666666667	1.52752523165195
