Gene	SOR+URS.A.5.7.1.C3	SOR+URS.A.5.8.1.C4	SOR+URS.A.5.9.1.C5	Min	Max	Median	Mean	Std
CPSF6	4	2	5	2	5	4	3.66666666666667	1.52752523165195
CPSF7	2	3	2	2	3	2	2.33333333333333	0.577350269189626
CPT1A	8	11	14	8	14	11	11	3
CPT1B	0	0	0	0	0	0	0	0
CPT1C	1	0	0	0	1	0	0.333333333333333	0.577350269189626
CPT2	2	0	1	0	2	1	1	1
CPVL	0	0	0	0	0	0	0	0
CPXM1	0	0	0	0	0	0	0	0
CPXM2	10	21	43	10	43	21	24.6666666666667	16.8027775481714
CPZ	0	0	0	0	0	0	0	0
CR1	3	2	11	2	11	3	5.33333333333333	4.93288286231625
CRABP1	0	0	0	0	0	0	0	0
CRABP2	0	1	2	0	2	1	1	1
CRADD	5	3	5	3	5	5	4.33333333333333	1.15470053837925
CRAMP1L	2	1	3	1	3	2	2	1
CRAT	0	0	2	0	2	0	0.666666666666667	1.15470053837925
CRB1	0	0	0	0	0	0	0	0
CRB2	0	0	0	0	0	0	0	0
CRB3	0	0	0	0	0	0	0	0
CRBN	4	11	11	4	11	11	8.66666666666667	4.04145188432738
CRCP	11	14	15	11	15	14	13.3333333333333	2.08166599946613
CREB1	12	5	10	5	12	10	9	3.60555127546399
CREB3	14	8	12	8	14	12	11.3333333333333	3.05505046330389
CREB3L1	3	3	10	3	10	3	5.33333333333333	4.04145188432738
CREB3L2	15	10	23	10	23	15	16	6.557438524302
CREB3L4	1	3	3	1	3	3	2.33333333333333	1.15470053837925
CREB5	1	3	1	1	3	1	1.66666666666667	1.15470053837925
CREBBP	11	15	29	11	29	15	18.3333333333333	9.45163125250522
CREBL2	2	10	10	2	10	10	7.33333333333333	4.61880215351701
CREBRF	7	9	31	7	31	9	15.6666666666667	13.3166562369588
CREBZF	1	4	7	1	7	4	4	3
CREG1	10	11	22	10	22	11	14.3333333333333	6.65832811847939
CREG2	0	0	0	0	0	0	0	0
CRELD1	1	4	5	1	5	4	3.33333333333333	2.08166599946613
CRELD2	1	2	5	1	5	2	2.66666666666667	2.08166599946613
CREM	2	5	0	0	5	2	2.33333333333333	2.51661147842358
CRHBP	0	1	0	0	1	0	0.333333333333333	0.577350269189626
CRHR1-IT1	0	1	3	0	3	1	1.33333333333333	1.52752523165195
CRHR2	0	0	0	0	0	0	0	0
CRIM1	42	70	117	42	117	70	76.3333333333333	37.8989885529064
CRIP1	0	2	7	0	7	2	3	3.60555127546399
CRIP2	15	20	34	15	34	20	23	9.8488578017961
CRIPAK	0	1	3	0	3	1	1.33333333333333	1.52752523165195
CRIPT	15	13	19	13	19	15	15.6666666666667	3.05505046330389
CRISPLD1	1	3	5	1	5	3	3	2
CRISPLD2	0	0	2	0	2	0	0.666666666666667	1.15470053837925
CRK	4	14	17	4	17	14	11.6666666666667	6.80685928555405
CRKL	2	5	7	2	7	5	4.66666666666667	2.51661147842358
CRLF1	7	8	14	7	14	8	9.66666666666667	3.78593889720018
CRLF3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
CRLS1	1	1	10	1	10	1	4	5.19615242270663
CRMP1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
CRNDE	5	2	6	2	6	5	4.33333333333333	2.08166599946613
CRNKL1	10	11	13	10	13	11	11.3333333333333	1.52752523165195
CROCC	0	0	0	0	0	0	0	0
CROCCP2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
CROCCP3	0	0	4	0	4	0	1.33333333333333	2.3094010767585
CROT	1	2	7	1	7	2	3.33333333333333	3.21455025366432
CRTAC1	0	0	0	0	0	0	0	0
CRTAM	0	0	0	0	0	0	0	0
CRTAP	35	39	70	35	70	39	48	19.157244060668
CRTC1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
CRTC2	0	0	3	0	3	0	1	1.73205080756888
CRTC3	2	2	4	2	4	2	2.66666666666667	1.15470053837925
CRX	4	13	15	4	15	13	10.6666666666667	5.85946527708232
CRY1	2	2	4	2	4	2	2.66666666666667	1.15470053837925
CRY2	0	4	4	0	4	4	2.66666666666667	2.3094010767585
CRYAB	147	162	489	147	489	162	266	193.269242250287
CRYBA1	0	0	0	0	0	0	0	0
CRYBB2P1	1	0	5	0	5	1	2	2.64575131106459
CRYBG3	4	6	2	2	6	4	4	2
CRYGN	0	0	0	0	0	0	0	0
CRYGS	0	0	1	0	1	0	0.333333333333333	0.577350269189626
CRYL1	2	1	1	1	2	1	1.33333333333333	0.577350269189626
CRYM	0	0	0	0	0	0	0	0
CRYM-AS1	1	3	3	1	3	3	2.33333333333333	1.15470053837925
CRYZ	2	1	4	1	4	2	2.33333333333333	1.52752523165195
CRYZL1	4	2	17	2	17	4	7.66666666666667	8.14452781524708
CS	9	6	17	6	17	9	10.6666666666667	5.68624070307733
CSAD	6	10	9	6	10	9	8.33333333333333	2.08166599946613
CSAG1	0	0	0	0	0	0	0	0
CSDC2	0	0	0	0	0	0	0	0
CSDE1	59	92	157	59	157	92	102.666666666667	49.8631460432786
CSE1L	8	8	12	8	12	8	9.33333333333333	2.3094010767585
CSF1	1	2	4	1	4	2	2.33333333333333	1.52752523165195
CSF1R	0	0	1	0	1	0	0.333333333333333	0.577350269189626
CSF2	0	0	0	0	0	0	0	0
CSF2RA	3	3	8	3	8	3	4.66666666666667	2.88675134594813
CSF2RB	0	2	3	0	3	2	1.66666666666667	1.52752523165195
CSF3	0	0	0	0	0	0	0	0
CSGALNACT1	3	1	2	1	3	2	2	1
CSGALNACT2	5	8	15	5	15	8	9.33333333333333	5.13160143944688
CSK	0	0	0	0	0	0	0	0
CSMD1	0	0	0	0	0	0	0	0
CSMD2	0	0	0	0	0	0	0	0
CSMD3	0	0	0	0	0	0	0	0
CSN1S1	0	0	0	0	0	0	0	0
CSNK1A1	24	30	39	24	39	30	31	7.54983443527075
CSNK1A1L	0	0	0	0	0	0	0	0
CSNK1D	0	3	6	0	6	3	3	3
CSNK1E	8	5	18	5	18	8	10.3333333333333	6.80685928555405
CSNK1G1	7	7	9	7	9	7	7.66666666666667	1.15470053837925
CSNK1G2	2	0	1	0	2	1	1	1
CSNK1G2-AS1	0	0	0	0	0	0	0	0
CSNK1G3	6	7	18	6	18	7	10.3333333333333	6.65832811847939
CSNK2A1	8	10	10	8	10	10	9.33333333333333	1.15470053837925
CSNK2A2	1	2	9	1	9	2	4	4.35889894354067
CSNK2B	39	44	62	39	62	44	48.3333333333333	12.0968315410827
CSPG4	0	0	4	0	4	0	1.33333333333333	2.3094010767585
CSPG4P8	0	0	0	0	0	0	0	0
CSPG5	0	0	0	0	0	0	0	0
CSPP1	9	17	18	9	18	17	14.6666666666667	4.93288286231625
CSRNP1	4	1	2	1	4	2	2.33333333333333	1.52752523165195
CSRNP2	1	2	5	1	5	2	2.66666666666667	2.08166599946613
CSRNP3	0	0	0	0	0	0	0	0
CSRP1	43	57	87	43	87	57	62.3333333333333	22.4796204001165
CSRP2	11	12	21	11	21	12	14.6666666666667	5.5075705472861
CSRP2BP	0	1	1	0	1	1	0.666666666666667	0.577350269189626
CSRP3	0	0	0	0	0	0	0	0
CST2	0	0	0	0	0	0	0	0
CST3	22	28	38	22	38	28	29.3333333333333	8.08290376865476
CST6	0	1	0	0	1	0	0.333333333333333	0.577350269189626
CSTA	4	5	18	4	18	5	9	7.81024967590665
CSTB	22	40	62	22	62	40	41.3333333333333	20.0333056017556
CSTF1	4	7	7	4	7	7	6	1.73205080756888
CSTF2	2	0	1	0	2	1	1	1
CSTF2T	2	4	2	2	4	2	2.66666666666667	1.15470053837925
CSTF3	7	2	6	2	7	6	5	2.64575131106459
CSTF3-AS1	2	2	1	1	2	2	1.66666666666667	0.577350269189626
CT45A5	0	0	0	0	0	0	0	0
CT62	0	0	0	0	0	0	0	0
CT64	0	0	0	0	0	0	0	0
CTAGE1	1	1	3	1	3	1	1.66666666666667	1.15470053837925
CTAGE10P	0	0	0	0	0	0	0	0
CTAGE5	4	4	8	4	8	4	5.33333333333333	2.3094010767585
CTAGE6	0	0	0	0	0	0	0	0
CTAGE7P	0	0	0	0	0	0	0	0
CTAGE8	0	0	0	0	0	0	0	0
CTBP1	7	9	10	7	10	9	8.66666666666667	1.52752523165195
CTBP1-AS2	2	3	4	2	4	3	3	1
CTBP2	9	13	22	9	22	13	14.6666666666667	6.65832811847939
CTBS	1	1	7	1	7	1	3	3.46410161513775
CTC1	3	2	0	0	3	2	1.66666666666667	1.52752523165195
CTCF	8	7	10	7	10	8	8.33333333333333	1.52752523165195
CTCFL	0	0	0	0	0	0	0	0
CTDNEP1	5	7	24	5	24	7	12	10.4403065089106
CTDP1	0	0	0	0	0	0	0	0
CTDSP1	4	2	2	2	4	2	2.66666666666667	1.15470053837925
CTDSP2	13	16	24	13	24	16	17.6666666666667	5.68624070307733
CTDSPL	8	7	7	7	8	7	7.33333333333333	0.577350269189626
CTDSPL2	2	7	11	2	11	7	6.66666666666667	4.50924975282289
CTF1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
CTGF	205	283	590	205	590	283	359.333333333333	203.534599843204
CTH	2	1	5	1	5	2	2.66666666666667	2.08166599946613
CTHRC1	11	21	33	11	33	21	21.6666666666667	11.0151410945722
CTIF	6	6	8	6	8	6	6.66666666666667	1.15470053837925
CTLA4	0	0	0	0	0	0	0	0
CTNNA1	40	56	82	40	82	56	59.3333333333333	21.1974841274462
CTNNA3	0	0	0	0	0	0	0	0
CTNNAL1	12	4	24	4	24	12	13.3333333333333	10.0664459136943
CTNNB1	11	20	21	11	21	20	17.3333333333333	5.5075705472861
CTNNBIP1	0	1	3	0	3	1	1.33333333333333	1.52752523165195
CTNNBL1	5	7	14	5	14	7	8.66666666666667	4.72581562625261
CTNND1	0	0	0	0	0	0	0	0
CTNND2	0	0	0	0	0	0	0	0
CTNS	2	5	2	2	5	2	3	1.73205080756888
CTPS1	6	6	6	6	6	6	6	0
CTPS2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
CTR9	11	11	14	11	14	11	12	1.73205080756888
CTRB2	0	0	0	0	0	0	0	0
CTRL	0	0	0	0	0	0	0	0
CTSA	15	12	26	12	26	15	17.6666666666667	7.37111479583199
CTSB	31	54	71	31	71	54	52	20.0748598998847
CTSC	4	4	14	4	14	4	7.33333333333333	5.77350269189626
CTSD	23	44	75	23	75	44	47.3333333333333	26.1597655443112
CTSF	5	4	9	4	9	5	6	2.64575131106459
CTSH	1	0	2	0	2	1	1	1
CTSK	3	3	13	3	13	3	6.33333333333333	5.77350269189626
CTSL	15	19	37	15	37	19	23.6666666666667	11.7189305541646
CTSLP2	0	0	0	0	0	0	0	0
CTSO	0	2	0	0	2	0	0.666666666666667	1.15470053837925
CTSS	0	1	3	0	3	1	1.33333333333333	1.52752523165195
CTSV	0	1	1	0	1	1	0.666666666666667	0.577350269189626
CTSW	0	0	0	0	0	0	0	0
CTSZ	4	7	7	4	7	7	6	1.73205080756888
CTTN	32	40	60	32	60	40	44	14.422205101856
CTTNBP2	0	0	0	0	0	0	0	0
CTTNBP2NL	11	13	38	11	38	13	20.6666666666667	15.0443787951957
CTU1	0	0	0	0	0	0	0	0
CTU2	0	0	0	0	0	0	0	0
CTXN1	0	0	0	0	0	0	0	0
CTXN2	0	0	0	0	0	0	0	0
CUBN	0	1	1	0	1	1	0.666666666666667	0.577350269189626
CUEDC1	0	1	5	0	5	1	2	2.64575131106459
CUEDC2	0	2	4	0	4	2	2	2
CUL1	5	7	11	5	11	7	7.66666666666667	3.05505046330389
CUL2	5	4	8	4	8	5	5.66666666666667	2.08166599946613
CUL3	8	13	23	8	23	13	14.6666666666667	7.63762615825973
CUL4A	6	8	13	6	13	8	9	3.60555127546399
CUL4B	6	5	11	5	11	6	7.33333333333333	3.21455025366432
CUL5	5	6	12	5	12	6	7.66666666666667	3.78593889720018
CUL7	2	3	3	2	3	3	2.66666666666667	0.577350269189626
CUL9	3	0	0	0	3	0	1	1.73205080756888
CUTA	35	48	104	35	104	48	62.3333333333333	36.6651514838454
CUTC	3	5	6	3	6	5	4.66666666666667	1.52752523165195
CUX1	11	22	38	11	38	22	23.6666666666667	13.5769412362775
CWC15	13	22	32	13	32	22	22.3333333333333	9.50438495292217
CWC22	15	11	33	11	33	15	19.6666666666667	11.7189305541646
CWC25	2	11	23	2	23	11	12	10.5356537528527
CWC27	6	19	23	6	23	19	16	8.88819441731559
CWF19L1	2	2	10	2	10	2	4.66666666666667	4.61880215351701
CWF19L2	6	13	29	6	29	13	16	11.7898261225516
CX3CL1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
CX3CR1	0	0	3	0	3	0	1	1.73205080756888
CXADR	7	7	13	7	13	7	9	3.46410161513775
CXADRP2	0	0	0	0	0	0	0	0
CXCL1	2	2	5	2	5	2	3	1.73205080756888
CXCL10	0	0	2	0	2	0	0.666666666666667	1.15470053837925
CXCL11	0	0	0	0	0	0	0	0
CXCL12	10	12	18	10	18	12	13.3333333333333	4.16333199893227
CXCL14	0	2	0	0	2	0	0.666666666666667	1.15470053837925
CXCL16	1	7	4	1	7	4	4	3
CXCL2	0	0	4	0	4	0	1.33333333333333	2.3094010767585
CXCL3	1	0	6	0	6	1	2.33333333333333	3.21455025366432
CXCL5	1	0	3	0	3	1	1.33333333333333	1.52752523165195
CXCL6	1	0	1	0	1	1	0.666666666666667	0.577350269189626
CXCR2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
CXCR3	0	0	0	0	0	0	0	0
CXCR4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
CXCR6	0	0	0	0	0	0	0	0
CXCR7	11	9	23	9	23	11	14.3333333333333	7.57187779440036
CXorf21	0	0	1	0	1	0	0.333333333333333	0.577350269189626
CXorf22	0	0	0	0	0	0	0	0
CXorf23	3	4	9	3	9	4	5.33333333333333	3.21455025366432
CXorf28	0	0	0	0	0	0	0	0
CXorf31	0	0	0	0	0	0	0	0
CXorf36	1	1	2	1	2	1	1.33333333333333	0.577350269189626
CXorf38	0	6	7	0	7	6	4.33333333333333	3.78593889720018
CXorf40A	1	0	0	0	1	0	0.333333333333333	0.577350269189626
CXorf40B	1	1	2	1	2	1	1.33333333333333	0.577350269189626
CXorf56	1	3	5	1	5	3	3	2
CXorf57	0	0	0	0	0	0	0	0
CXorf58	0	0	0	0	0	0	0	0
CXXC1	1	2	2	1	2	2	1.66666666666667	0.577350269189626
CXXC1P1	0	0	0	0	0	0	0	0
CXXC4	0	0	0	0	0	0	0	0
CXXC5	1	8	11	1	11	8	6.66666666666667	5.13160143944688
CYB561	3	1	5	1	5	3	3	2
CYB561A3	2	9	17	2	17	9	9.33333333333333	7.50555349946513
CYB561D1	3	5	9	3	9	5	5.66666666666667	3.05505046330389
CYB561D2	0	1	2	0	2	1	1	1
CYB5A	3	12	17	3	17	12	10.6666666666667	7.09459888459759
CYB5B	11	10	21	10	21	11	14	6.08276253029822
CYB5D1	0	2	3	0	3	2	1.66666666666667	1.52752523165195
CYB5D2	9	13	15	9	15	13	12.3333333333333	3.05505046330389
CYB5R1	3	2	5	2	5	3	3.33333333333333	1.52752523165195
CYB5R2	1	0	6	0	6	1	2.33333333333333	3.21455025366432
CYB5R3	15	20	31	15	31	20	22	8.18535277187245
CYB5R4	1	1	0	0	1	1	0.666666666666667	0.577350269189626
CYB5RL	0	0	2	0	2	0	0.666666666666667	1.15470053837925
CYBA	2	3	7	2	7	3	4	2.64575131106459
CYBB	0	0	0	0	0	0	0	0
CYBRD1	36	52	85	36	85	52	57.6666666666667	24.9866631092135
CYC1	2	7	13	2	13	7	7.33333333333333	5.5075705472861
CYCS	20	25	47	20	47	25	30.6666666666667	14.3643076176102
CYCSP52	0	0	0	0	0	0	0	0
CYFIP1	5	4	7	4	7	5	5.33333333333333	1.52752523165195
CYFIP2	1	1	6	1	6	1	2.66666666666667	2.88675134594813
CYGB	3	2	0	0	3	2	1.66666666666667	1.52752523165195
CYHR1	1	2	2	1	2	2	1.66666666666667	0.577350269189626
CYLC2	0	0	0	0	0	0	0	0
CYLD	5	5	12	5	12	5	7.33333333333333	4.04145188432738
CYP11A1	0	0	0	0	0	0	0	0
CYP19A1	0	0	0	0	0	0	0	0
CYP1A2	0	2	1	0	2	1	1	1
CYP1B1	5	6	9	5	9	6	6.66666666666667	2.08166599946613
CYP1B1-AS1	0	0	0	0	0	0	0	0
CYP20A1	15	11	35	11	35	15	20.3333333333333	12.8582010146573
CYP26A1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
CYP26B1	0	0	0	0	0	0	0	0
CYP26C1	0	0	0	0	0	0	0	0
CYP27A1	0	0	0	0	0	0	0	0
CYP27B1	0	0	0	0	0	0	0	0
CYP27C1	1	1	4	1	4	1	2	1.73205080756888
CYP2A7	0	0	0	0	0	0	0	0
CYP2B6	0	0	1	0	1	0	0.333333333333333	0.577350269189626
CYP2B7P1	3	1	5	1	5	3	3	2
CYP2C18	0	0	0	0	0	0	0	0
CYP2C8	0	0	0	0	0	0	0	0
CYP2D6	0	0	0	0	0	0	0	0
CYP2D7P1	0	0	0	0	0	0	0	0
CYP2E1	0	0	0	0	0	0	0	0
CYP2F1	0	0	0	0	0	0	0	0
CYP2G1P	0	0	0	0	0	0	0	0
CYP2J2	0	0	0	0	0	0	0	0
CYP2R1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
CYP2U1	0	2	9	0	9	2	3.66666666666667	4.72581562625261
CYP2W1	0	0	3	0	3	0	1	1.73205080756888
CYP39A1	0	0	0	0	0	0	0	0
CYP3A4	0	0	0	0	0	0	0	0
CYP3A43	0	0	0	0	0	0	0	0
CYP3A5	0	0	1	0	1	0	0.333333333333333	0.577350269189626
CYP46A1	0	0	0	0	0	0	0	0
CYP4A11	0	0	0	0	0	0	0	0
CYP4B1	0	0	0	0	0	0	0	0
CYP4F11	0	0	0	0	0	0	0	0
CYP4F35P	0	0	0	0	0	0	0	0
CYP4V2	7	8	10	7	10	8	8.33333333333333	1.52752523165195
CYP4X1	0	0	0	0	0	0	0	0
CYP4Z1	0	0	0	0	0	0	0	0
CYP51A1	5	9	19	5	19	9	11	7.21110255092798
CYP7B1	0	0	0	0	0	0	0	0
CYP8B1	0	0	0	0	0	0	0	0
CYR61	42	64	109	42	109	64	71.6666666666667	34.1516227042484
CYS1	0	0	0	0	0	0	0	0
CYSLTR1	0	0	0	0	0	0	0	0
CYSLTR2	0	0	0	0	0	0	0	0
CYSTM1	33	21	48	21	48	33	34	13.5277492584687
CYTH1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
CYTH2	4	9	19	4	19	9	10.6666666666667	7.63762615825973
CYTH3	4	4	6	4	6	4	4.66666666666667	1.15470053837925
CYTIP	0	0	0	0	0	0	0	0
CYTL1	0	0	0	0	0	0	0	0
CYYR1	0	0	0	0	0	0	0	0
D21S2088E	0	0	0	0	0	0	0	0
D2HGDH	1	2	0	0	2	1	1	1
DAAM1	18	20	37	18	37	20	25	10.4403065089106
DAAM2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
DAB2	52	59	106	52	106	59	72.3333333333333	29.365512652316
DAB2IP	2	3	4	2	4	3	3	1
DACH1	0	0	0	0	0	0	0	0
DACT1	8	12	27	8	27	12	15.6666666666667	10.0166528008778
DACT2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DACT3	0	0	2	0	2	0	0.666666666666667	1.15470053837925
DACT3-AS1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
DAD1	103	120	210	103	210	120	144.333333333333	57.5007246331151
DAG1	7	14	15	7	15	14	12	4.35889894354067
DAGLA	0	0	0	0	0	0	0	0
DAGLB	2	1	3	1	3	2	2	1
DAK	0	1	1	0	1	1	0.666666666666667	0.577350269189626
DALRD3	0	2	3	0	3	2	1.66666666666667	1.52752523165195
DANCR	3	9	18	3	18	9	10	7.54983443527075
DAND5	1	1	4	1	4	1	2	1.73205080756888
DAO	0	0	0	0	0	0	0	0
DAOA	0	0	0	0	0	0	0	0
DAOA-AS1	0	0	0	0	0	0	0	0
DAP	11	15	20	11	20	15	15.3333333333333	4.50924975282289
DAP3	12	13	29	12	29	13	18	9.53939201416946
DAPK1	0	5	5	0	5	5	3.33333333333333	2.88675134594813
DAPK2	0	0	0	0	0	0	0	0
DAPK3	0	0	4	0	4	0	1.33333333333333	2.3094010767585
DAPP1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
DARC	0	2	0	0	2	0	0.666666666666667	1.15470053837925
DARS	11	10	30	10	30	11	17	11.2694276695846
DARS2	5	2	1	1	5	2	2.66666666666667	2.08166599946613
DAW1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
DAXX	6	13	7	6	13	7	8.66666666666667	3.78593889720018
DAZAP1	6	3	8	3	8	6	5.66666666666667	2.51661147842358
DAZAP2	13	21	38	13	38	21	24	12.7671453348037
DBC1	0	0	0	0	0	0	0	0
DBF4	1	1	1	1	1	1	1	0
DBF4B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DBH-AS1	0	0	0	0	0	0	0	0
DBI	40	43	73	40	73	43	52	18.2482875908947
DBIL5P	0	0	0	0	0	0	0	0
DBIL5P2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
DBN1	2	3	2	2	3	2	2.33333333333333	0.577350269189626
DBNDD1	1	3	4	1	4	3	2.66666666666667	1.52752523165195
DBNDD2	0	0	0	0	0	0	0	0
DBNL	8	13	15	8	15	13	12	3.60555127546399
DBP	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DBR1	1	0	2	0	2	1	1	1
DBT	6	10	19	6	19	10	11.6666666666667	6.65832811847939
DCAF10	7	6	20	6	20	7	11	7.81024967590665
DCAF11	0	3	2	0	3	2	1.66666666666667	1.52752523165195
DCAF12	2	4	7	2	7	4	4.33333333333333	2.51661147842358
DCAF13	6	12	21	6	21	12	13	7.54983443527075
DCAF13P3	0	0	0	0	0	0	0	0
DCAF15	0	0	0	0	0	0	0	0
DCAF16	3	7	12	3	12	7	7.33333333333333	4.50924975282289
DCAF17	0	1	3	0	3	1	1.33333333333333	1.52752523165195
DCAF4	0	2	1	0	2	1	1	1
DCAF4L1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DCAF4L2	0	0	0	0	0	0	0	0
DCAF5	6	10	20	6	20	10	12	7.21110255092798
DCAF6	7	12	9	7	12	9	9.33333333333333	2.51661147842358
DCAF7	14	9	30	9	30	14	17.6666666666667	10.9696551146029
DCAF8	8	3	5	3	8	5	5.33333333333333	2.51661147842358
DCAKD	4	4	4	4	4	4	4	0
DCBLD1	2	0	1	0	2	1	1	1
DCBLD2	9	19	19	9	19	19	15.6666666666667	5.77350269189626
DCDC1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DCDC2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
DCDC2B	0	0	0	0	0	0	0	0
DCDC5	1	0	1	0	1	1	0.666666666666667	0.577350269189626
DCHS1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
DCHS2	0	0	0	0	0	0	0	0
DCK	1	1	2	1	2	1	1.33333333333333	0.577350269189626
DCLK1	0	0	0	0	0	0	0	0
DCLK2	3	0	4	0	4	3	2.33333333333333	2.08166599946613
DCLK3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DCLRE1A	1	1	1	1	1	1	1	0
DCLRE1B	1	1	2	1	2	1	1.33333333333333	0.577350269189626
DCLRE1C	1	2	3	1	3	2	2	1
DCN	80	100	138	80	138	100	106	29.4618397253125
DCP1A	3	9	22	3	22	9	11.3333333333333	9.71253485622231
DCP1B	0	3	0	0	3	0	1	1.73205080756888
DCP2	5	8	15	5	15	8	9.33333333333333	5.13160143944688
DCPS	1	3	5	1	5	3	3	2
DCST2	0	0	0	0	0	0	0	0
DCT	0	0	0	0	0	0	0	0
DCTD	14	15	25	14	25	15	18	6.08276253029822
DCTN1	8	23	35	8	35	23	22	13.5277492584687
DCTN1-AS1	0	0	0	0	0	0	0	0
DCTN2	4	5	14	4	14	5	7.66666666666667	5.5075705472861
DCTN3	3	6	9	3	9	6	6	3
DCTN4	6	8	11	6	11	8	8.33333333333333	2.51661147842358
DCTN5	6	9	11	6	11	9	8.66666666666667	2.51661147842358
DCTN6	14	15	41	14	41	15	23.3333333333333	15.3079500042734
DCTPP1	1	1	4	1	4	1	2	1.73205080756888
DCUN1D1	4	6	12	4	12	6	7.33333333333333	4.16333199893227
DCUN1D2	0	2	3	0	3	2	1.66666666666667	1.52752523165195
DCUN1D3	2	1	3	1	3	2	2	1
DCUN1D4	5	2	9	2	9	5	5.33333333333333	3.51188458428425
DCUN1D5	1	9	10	1	10	9	6.66666666666667	4.93288286231625
DCX	0	4	4	0	4	4	2.66666666666667	2.3094010767585
DCXR	3	1	2	1	3	2	2	1
DDA1	4	0	1	0	4	1	1.66666666666667	2.08166599946613
DDAH1	9	14	33	9	33	14	18.6666666666667	12.6622799421484
DDAH2	4	1	5	1	5	4	3.33333333333333	2.08166599946613
DDB1	13	6	16	6	16	13	11.6666666666667	5.13160143944688
DDB2	6	10	10	6	10	10	8.66666666666667	2.3094010767585
DDHD1	2	0	4	0	4	2	2	2
DDHD2	3	5	14	3	14	5	7.33333333333333	5.85946527708232
DDI1	0	0	0	0	0	0	0	0
DDI2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
DDIT3	64	64	123	64	123	64	83.6666666666667	34.0636658821879
DDIT4	3	2	3	2	3	3	2.66666666666667	0.577350269189626
DDIT4L	1	0	0	0	1	0	0.333333333333333	0.577350269189626
DDO	0	0	0	0	0	0	0	0
DDOST	23	32	46	23	46	32	33.6666666666667	11.5902257671425
DDR1	0	1	3	0	3	1	1.33333333333333	1.52752523165195
DDR2	14	27	35	14	35	27	25.3333333333333	10.5987420637231
DDRGK1	2	2	4	2	4	2	2.66666666666667	1.15470053837925
DDT	1	0	7	0	7	1	2.66666666666667	3.78593889720018
DDTL	0	0	0	0	0	0	0	0
DDX1	16	23	33	16	33	23	24	8.54400374531753
DDX10	3	10	16	3	16	10	9.66666666666667	6.50640709864771
DDX11	0	0	0	0	0	0	0	0
DDX11-AS1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
DDX11L2	0	0	0	0	0	0	0	0
DDX17	31	40	41	31	41	40	37.3333333333333	5.5075705472861
DDX18	13	20	34	13	34	20	22.3333333333333	10.6926766215636
DDX19A	7	6	6	6	7	6	6.33333333333333	0.577350269189626
DDX19B	1	1	7	1	7	1	3	3.46410161513775
DDX20	0	5	8	0	8	5	4.33333333333333	4.04145188432738
DDX21	19	27	70	19	70	27	38.6666666666667	27.4286954362276
DDX23	10	7	8	7	10	8	8.33333333333333	1.52752523165195
DDX24	38	55	107	38	107	55	66.6666666666667	35.9490380028914
DDX26B	0	0	0	0	0	0	0	0
DDX27	11	11	25	11	25	11	15.6666666666667	8.08290376865476
DDX28	0	1	1	0	1	1	0.666666666666667	0.577350269189626
DDX31	0	3	3	0	3	3	2	1.73205080756888
DDX39A	2	4	8	2	8	4	4.66666666666667	3.05505046330389
DDX39B	0	0	0	0	0	0	0	0
DDX3X	9	15	25	9	25	15	16.3333333333333	8.08290376865476
DDX3Y	10	10	18	10	18	10	12.6666666666667	4.61880215351701
DDX41	6	7	12	6	12	7	8.33333333333333	3.21455025366432
DDX42	14	15	24	14	24	15	17.6666666666667	5.5075705472861
DDX43	0	0	0	0	0	0	0	0
DDX46	30	25	44	25	44	30	33	9.8488578017961
DDX47	11	17	31	11	31	17	19.6666666666667	10.2632028788938
DDX49	2	0	5	0	5	2	2.33333333333333	2.51661147842358
DDX5	70	87	157	70	157	87	104.666666666667	46.1121820491433
DDX50	9	20	23	9	23	20	17.3333333333333	7.37111479583199
DDX51	1	3	10	1	10	3	4.66666666666667	4.72581562625261
DDX52	6	11	14	6	14	11	10.3333333333333	4.04145188432738
